"EG04_006 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG04_006.tcf]","Time (h)","Q ds1 [EG04_006]","Q ds2 [EG04_006]","Q ds3 [EG04_006]","Q ds4 [EG04_006]","Q ds5 [EG04_006]","Q ds_weir [EG04_006]","Q FC01.01 [EG04_006]","Q FC01.02 [EG04_006]","Q FC01.03 [EG04_006]","Q FC01.04 [EG04_006]","Q FC01.05 [EG04_006]","Q FC01.06 [EG04_006]","Q FC01.07 [EG04_006]","Q FC01.08 [EG04_006]","Q FC01.09 [EG04_006]","Q FC01.12 [EG04_006]","Q FC01.13 [EG04_006]","Q FC01.14 [EG04_006]","Q FC01.15 [EG04_006]","Q FC01.16 [EG04_006]","Q FC01.17 [EG04_006]","Q FC01.18 [EG04_006]","Q FC01.19 [EG04_006]","Q FC01.1_R [EG04_006]","Q FC01.20 [EG04_006]","Q FC01.21 [EG04_006]","Q FC01.22 [EG04_006]","Q FC01.23 [EG04_006]","Q FC01.24 [EG04_006]","Q FC01.25 [EG04_006]","Q FC01.26 [EG04_006]","Q FC01.27 [EG04_006]","Q FC01.28A [EG04_006]","Q FC01.28B [EG04_006]","Q FC01.29 [EG04_006]","Q FC01.2_R [EG04_006]","Q FC01.30 [EG04_006]","Q FC01.31 [EG04_006]","Q FC01.32 [EG04_006]","Q FC01.33 [EG04_006]","Q FC01.34 [EG04_006]","Q FC01.36 [EG04_006]","Q FC01.37 [EG04_006]","Q FC01.38 [EG04_006]","Q FC01.39 [EG04_006]","Q FC01.40 [EG04_006]","Q FC02.01 [EG04_006]","Q FC02.02 [EG04_006]","Q FC02.03 [EG04_006]","Q FC02.04 [EG04_006]","Q FC02.05 [EG04_006]","Q FC02.06 [EG04_006]","Q FC_weir1 [EG04_006]","Q RD_weir [EG04_006]"
      90,          1.483333,          52.008,          78.405,          78.460,          78.493,          78.503,          78.470,          54.345,          61.457,          63.726,          68.197,          68.187,          68.042,          68.015,          67.996,          65.800,          51.457,          27.358,          28.460,          32.979,          26.736,          25.928,          33.439,          40.105,          50.551,          30.634,          34.734,          31.939,          30.828,          30.512,          30.440,          30.346,          30.336,          30.271,          28.731,          28.193,          77.911,          50.002,          52.772,          52.514,           0.000,          51.973,          31.062,          39.010,          44.535,          45.055,          43.793,           4.716,           4.753,           4.610,           4.516,           4.415,           4.196,          52.283,           0.792
      91,          1.500000,          51.955,          78.311,          78.389,          78.440,          78.491,          78.470,          54.300,          61.400,          63.663,          68.109,          68.087,          67.933,          67.905,          67.885,          65.693,          51.412,          27.389,          28.476,          32.810,          26.488,          25.598,          32.930,          39.466,          50.298,          30.268,          34.258,          31.601,          30.462,          30.222,          30.156,          30.066,          30.041,          29.982,          28.558,          28.011,          77.686,          48.999,          51.661,          51.427,           0.000,          50.869,          30.533,          38.317,          43.108,          43.083,          41.750,           4.523,           4.558,           4.422,           4.321,           4.220,           4.000,          51.171,           0.272
      92,          1.516667,          51.889,          78.194,          78.291,          78.372,          78.449,          78.470,          54.239,          61.324,          63.582,          67.996,          67.974,          67.820,          67.782,          67.756,          65.572,          51.340,          27.604,          28.595,          32.817,          26.401,          25.362,          32.559,          38.970,          49.993,          29.978,          33.920,          31.349,          30.197,          29.965,          29.895,          29.805,          29.774,          29.721,          28.397,          27.859,          77.434,          48.172,          50.731,          50.566,           0.000,          50.148,          30.092,          37.792,          41.797,          41.264,          39.875,           4.406,           4.386,           4.226,           4.133,           4.036,           3.820,          50.370,           0.021
      93,          1.533333,          51.802,          78.033,          78.165,          78.258,          78.385,          78.428,          54.175,          61.244,          63.493,          67.869,          67.840,          67.677,          67.640,          67.615,          65.441,          51.277,          27.806,          28.890,          32.972,          26.428,          25.214,          32.267,          38.549,          49.629,          29.762,          33.583,          31.103,          29.961,          29.751,          29.667,          29.586,          29.554,          29.513,          28.275,          27.758,          77.159,          47.596,          50.096,          49.990,           0.000,          49.701,          29.953,          37.525,          40.768,          39.599,          38.062,           4.257,           4.224,           4.053,           3.954,           3.857,           3.646,          49.850,           0.000
      94,          1.550000,          51.706,          77.858,          78.011,          78.135,          78.285,          78.374,          54.098,          61.151,          63.393,          67.731,          67.697,          67.538,          67.494,          67.462,          65.299,          51.206,          28.115,          29.218,          33.218,          26.551,          25.178,          32.106,          38.264,          49.198,          29.619,          33.290,          30.886,          29.724,          29.580,          29.508,          29.431,          29.403,          29.370,          28.191,          27.689,          76.862,          47.175,          49.611,          49.523,           0.000,          49.262,          29.896,          37.308,          39.721,          37.962,          36.254,           4.075,           4.035,           3.867,           3.779,           3.682,           3.471,          49.395,           0.000
      95,          1.566667,          51.595,          77.658,          77.831,          77.977,          78.177,          78.280,          54.021,          61.055,          63.288,          67.577,          67.542,          67.371,          67.324,          67.292,          65.149,          51.129,          28.390,          29.698,          33.569,          26.752,          25.198,          31.993,          38.024,          48.698,          29.529,          33.046,          30.745,          29.556,          29.457,          29.387,          29.312,          29.284,          29.253,          28.114,          27.610,          76.544,          46.770,          49.127,          49.042,           0.000,          48.766,          29.882,          37.010,          38.609,          36.316,          34.446,           3.922,           3.866,           3.694,           3.604,           3.508,           3.297,          48.909,           0.000
      96,          1.583333,          51.480,          77.425,          77.628,          77.788,          78.028,          78.177,          53.933,          60.946,          63.172,          67.413,          67.368,          67.203,          67.155,          67.117,          64.987,          51.047,          28.761,          30.253,          34.044,          27.063,          25.277,          31.946,          37.873,          48.122,          29.449,          32.783,          30.578,          29.380,          29.343,          29.268,          29.197,          29.167,          29.136,          28.029,          27.525,          76.207,          46.328,          48.593,          48.503,           0.000,          48.200,          29.910,          36.627,          37.311,          34.666,          32.683,           3.764,           3.700,           3.526,           3.434,           3.338,           3.129,          48.360,           0.000
      97,          1.600000,          51.343,          77.171,          77.400,          77.579,          77.862,          78.035,          53.841,          60.835,          63.049,          67.230,          67.185,          67.017,          66.963,          66.926,          64.821,          50.922,          29.307,          30.873,          34.565,          27.399,          25.381,          31.986,          37.955,          47.463,          29.390,          32.534,          30.411,          29.206,          29.211,          29.149,          29.075,          29.042,          29.010,          27.934,          27.424,          75.853,          45.831,          47.992,          47.895,           0.000,          47.553,          30.091,          36.352,          36.163,          33.527,          31.743,           3.624,           3.558,           3.371,           3.286,           3.210,           3.044,          47.731,           0.000
      98,          1.616667,          51.215,          76.890,          77.140,          77.344,          77.660,          77.882,          53.746,          60.715,          62.920,          67.042,          66.996,          66.826,          66.769,          66.731,          64.642,          50.851,          29.866,          31.543,          35.139,          27.737,          25.412,          31.810,          37.428,          46.746,          29.378,          32.431,          30.369,          29.121,          29.081,          29.013,          28.937,          28.902,          28.869,          27.826,          27.311,          75.482,          45.275,          47.325,          47.217,           0.000,          46.842,          30.321,          36.351,          35.399,          32.815,          30.916,           3.532,           3.465,           3.268,           3.170,           3.103,           2.966,          47.041,           0.000
      99,          1.633333,          51.068,          76.600,          76.861,          77.083,          77.442,          77.683,          53.649,          60.591,          62.784,          66.844,          66.790,          66.623,          66.558,          66.514,          64.453,          50.780,          30.269,          32.189,          35.582,          27.999,          25.438,          31.627,          37.029,          45.964,          29.295,          32.238,          30.272,          29.017,          28.937,          28.865,          28.788,          28.749,          28.711,          27.707,          27.185,          75.086,          44.665,          46.594,          46.480,           0.000,          46.071,          30.699,          36.110,          34.552,          32.008,          30.098,           3.450,           3.353,           3.164,           3.071,           3.017,           2.890,          46.286,           0.000
     100,          1.650000,          50.914,          76.281,          76.571,          76.795,          77.191,          77.470,          53.540,          60.458,          62.640,          66.630,          66.573,          66.402,          66.337,          66.290,          64.251,          50.708,          30.882,          32.900,          36.106,          28.313,          25.500,          31.515,          36.737,          45.118,          29.198,          31.977,          30.102,          28.844,          28.764,          28.688,          28.615,          28.577,          28.537,          27.574,          27.046,          74.664,          43.997,          45.797,          45.673,           0.000,          45.234,          31.196,          35.697,          33.766,          31.183,          29.273,           3.343,           3.254,           3.069,           2.981,           2.929,           2.811,          45.465,           0.000
     101,          1.666667,          50.743,          75.941,          76.251,          76.503,          76.909,          77.233,          53.420,          60.315,          62.484,          66.400,          66.338,          66.169,          66.098,          66.049,          64.038,          50.688,          31.232,          33.774,          36.680,          28.606,          25.518,          31.391,          36.286,          44.206,          29.137,          31.730,          30.011,          28.739,          28.577,          28.500,          28.426,          28.384,          28.342,          27.423,          26.894,          74.214,          43.273,          44.941,          44.809,           0.000,          44.331,          31.727,          35.036,          32.988,          30.366,          28.448,           3.285,           3.192,           2.988,           2.898,           2.848,           2.734,          44.582,           0.000
     102,          1.683333,          50.570,          75.583,          75.913,          76.182,          76.619,          76.953,          53.297,          60.161,          62.314,          66.155,          66.087,          65.918,          65.838,          65.783,          63.806,          50.651,          31.759,          34.587,          37.206,          28.911,          25.552,          31.270,          36.113,          43.209,          29.036,          31.487,          29.875,          28.584,          28.360,          28.304,          28.219,          28.178,          28.130,          27.253,          26.728,          73.730,          42.487,          44.014,          43.871,           0.000,          43.350,          32.195,          34.215,          32.121,          29.463,          27.468,           3.228,           3.125,           2.906,           2.814,           2.760,           2.639,          43.626,           0.000
     103,          1.700000,          50.383,          75.198,          75.548,          75.843,          76.319,          76.678,          53.168,          59.997,          62.131,          65.888,          65.817,          65.642,          65.558,          65.499,          63.553,          50.592,          32.408,          35.495,          37.785,          29.243,          25.607,          31.136,          35.778,          42.079,          28.949,          31.156,          29.690,          28.415,          28.147,          28.071,          27.991,          27.945,          27.899,          27.061,          26.546,          73.206,          41.620,          42.992,          42.827,           0.000,          42.236,          32.602,          33.258,          31.131,          28.372,          26.348,           3.137,           3.034,           2.819,           2.723,           2.664,           2.531,          42.549,           0.000
     104,          1.716667,          50.191,          74.792,          75.161,          75.471,          75.988,          76.368,          53.030,          59.821,          61.933,          65.604,          65.525,          65.344,          65.255,          65.192,          63.279,          50.559,          33.069,          36.353,          38.266,          29.522,          25.610,          31.002,          35.300,          40.776,          28.822,          30.880,          29.520,          28.241,          27.900,          27.818,          27.736,          27.685,          27.633,          26.848,          26.335,          72.641,          40.625,          41.824,          41.634,           0.000,          40.959,          32.769,          32.328,          30.067,          27.251,          25.221,           3.084,           2.940,           2.722,           2.626,           2.566,           2.423,          41.319,           0.000
     105,          1.733333,          49.981,          74.345,          74.746,          75.082,          75.627,          76.046,          52.876,          59.625,          61.716,          65.293,          65.205,          65.021,          64.921,          64.852,          62.976,          50.535,          33.818,          37.206,          38.689,          29.770,          25.615,          30.776,          34.970,          39.238,          28.688,          30.523,          29.276,          27.988,          27.609,          27.530,          27.438,          27.382,          27.322,          26.596,          26.076,          72.023,          39.464,          40.469,          40.248,           0.000,          39.457,          32.967,          31.217,          28.921,          26.116,          24.095,           2.982,           2.838,           2.620,           2.527,           2.462,           2.315,          39.883,           0.000
     106,          1.750000,          49.758,          73.876,          74.303,          74.669,          75.251,          75.699,          52.712,          59.412,          61.475,          64.952,          64.858,          64.665,          64.555,          64.479,          62.641,          50.553,          34.615,          37.994,          39.041,          29.992,          25.507,          30.572,          34.491,          37.363,          28.491,          30.168,          29.016,          27.731,          27.272,          27.185,          27.088,          27.025,          26.956,          26.288,          25.761,          71.342,          38.088,          38.870,          38.602,           0.000,          37.647,          33.032,          30.112,          27.788,          24.962,          22.968,           2.919,           2.758,           2.527,           2.425,           2.360,           2.208,          38.168,           0.000
     107,          1.766667,          49.527,          73.360,          73.819,          74.212,          74.842,          75.320,          52.535,          59.175,          61.209,          64.576,          64.472,          64.275,          64.149,          64.064,          62.265,          50.589,          35.461,          38.633,          39.244,          30.135,          25.446,          30.217,          33.926,          34.840,          28.244,          29.727,          28.682,          27.414,          26.868,          26.771,          26.663,          26.592,          26.512,          25.890,          25.355,          70.583,          36.350,          36.840,          36.480,           0.000,          35.214,          32.154,          29.123,          26.700,          23.975,          22.303,           2.848,           2.664,           2.430,           2.332,           2.275,           2.150,          35.918,           0.000
     108,          1.783333,          49.272,          72.814,          73.305,          73.730,          74.402,          74.920,          52.338,          58.907,          60.908,          64.158,          64.047,          63.831,          63.678,          63.575,          61.823,          51.233,          36.864,          39.084,          39.211,          30.197,          25.262,          29.917,          33.231,          31.987,          27.925,          29.260,          28.325,          27.053,          26.350,          26.251,          26.120,          26.032,          25.931,          25.351,          24.788,          69.687,          34.074,          34.265,          33.848,           0.000,          32.418,          29.928,          27.677,          25.736,          23.325,          21.860,           2.829,           2.612,           2.359,           2.257,           2.211,           2.108,          33.233,           0.000
     109,          1.800000,          48.995,          72.214,          72.752,          73.207,          73.935,          74.490,          52.111,          58.605,          60.563,          63.682,          63.552,          63.320,          63.159,          63.049,          61.348,          50.640,          37.528,          39.622,          39.182,          30.158,          24.961,          29.403,          32.403,          29.310,          27.566,          28.683,          27.856,          26.597,          25.687,          25.572,          25.419,          25.309,          25.193,          24.700,          24.123,          68.746,          31.588,          31.544,          31.117,           0.000,          29.728,          27.869,          26.079,          24.546,          22.651,          21.438,           2.836,           2.587,           2.308,           2.195,           2.157,           2.066,          30.540,           0.000
     110,          1.816667,          48.698,          71.528,          72.131,          72.641,          73.426,          74.028,          51.861,          58.262,          60.174,          63.133,          62.979,          62.711,          62.524,          62.395,          60.753,          50.618,          38.645,          40.019,          38.953,          29.972,          24.544,          28.722,          31.433,          26.704,          27.097,          28.006,          27.280,          26.041,          24.900,          24.775,          24.615,          24.502,          24.381,          23.977,          23.440,          67.618,          29.188,          28.976,          28.538,           0.000,          27.121,          25.975,          24.688,          23.515,          22.010,          21.025,           2.848,           2.568,           2.266,           2.142,           2.106,           2.025,          27.946,           0.000
     111,          1.833333,          48.347,          70.780,          71.443,          72.013,          72.878,          73.530,          51.557,          57.853,          59.708,          62.503,          62.332,          62.043,          61.829,          61.677,          60.092,          50.335,          39.729,          40.260,          38.569,          29.655,          24.080,          28.063,          30.515,          24.726,          26.583,          27.273,          26.637,          25.438,          24.106,          23.976,          23.811,          23.698,          23.573,          23.199,          22.702,          66.296,          26.880,          26.570,          26.205,           0.000,          25.057,          24.276,          23.416,          22.577,          21.429,          20.616,           2.827,           2.523,           2.218,           2.093,           2.060,           1.984,          25.714,           0.000
     112,          1.850000,          47.957,          69.941,          70.680,          71.317,          72.275,          72.989,          51.210,          57.377,          59.167,          61.772,          61.566,          61.225,          60.966,          60.788,          59.267,          49.829,          40.519,          40.184,          37.991,          29.355,          23.558,          27.346,          29.352,          23.332,          26.045,          26.562,          26.009,          24.866,          23.319,          23.182,          23.014,          22.901,          22.787,          22.484,          22.064,          64.701,          25.074,          24.753,          24.462,           0.000,          23.574,          23.048,          22.408,          21.783,          20.919,          20.294,           2.819,           2.506,           2.178,           2.049,           2.020,           1.953,          24.073,           0.000
     113,          1.866667,          47.500,          68.978,          69.814,          70.535,          71.602,          72.391,          50.771,          56.787,          58.497,          60.884,          60.631,          60.219,          59.897,          59.676,          58.208,          48.835,          40.855,          39.771,          37.278,          29.100,          23.061,          26.598,          28.355,          22.329,          25.475,          25.825,          25.344,          24.273,          22.579,          22.449,          22.296,          22.200,          22.108,          21.867,          21.561,          62.686,          23.677,          23.403,          23.176,           0.000,          22.508,          22.136,          21.645,          21.165,          20.499,          19.994,           2.787,           2.474,           2.143,           2.011,           1.986,           1.923,          22.876,           0.000
     114,          1.883333,          46.965,          67.864,          68.824,          69.655,          70.858,          71.731,          50.236,          56.039,          57.649,          59.774,          59.455,          58.936,          58.530,          58.240,          56.811,          47.093,          40.245,          38.810,          36.237,          28.611,          22.678,          26.016,          27.419,          21.556,          25.018,          25.174,          24.767,          23.775,          21.986,          21.863,          21.733,          21.656,          21.584,          21.395,          21.155,          60.114,          22.605,          22.382,          22.205,           0.000,          21.694,          21.415,          21.038,          20.663,          20.127,          19.692,           2.710,           2.403,           2.097,           1.974,           1.949,           1.893,          21.971,           0.000
     115,          1.900000,          46.218,          66.492,          67.650,          68.638,          70.016,          70.998,          49.493,          55.049,          56.530,          58.350,          57.941,          57.269,          56.724,          56.347,          54.926,          44.893,          38.532,          37.201,          35.012,          28.231,          22.314,          25.391,          26.455,          20.959,          24.600,          24.629,          24.299,          23.399,          21.522,          21.407,          21.296,          21.232,          21.176,          21.028,          20.832,          56.777,          21.771,          21.596,          21.457,           0.000,          21.064,          20.855,          20.540,          20.228,          19.776,          19.387,           2.638,           2.351,           2.058,           1.942,           1.918,           1.863,          21.272,           0.000
     116,          1.916667,          45.313,          64.838,          66.229,          67.425,          69.041,          70.166,          48.506,          53.697,          54.983,          56.377,          55.613,          54.038,          52.493,          51.409,          48.864,          37.578,          36.212,          35.029,          33.489,          27.859,          22.014,          24.921,          25.705,          20.470,          24.206,          24.116,          23.850,          23.044,          21.133,          21.031,          20.931,          20.874,          20.826,          20.708,          20.539,          45.284,          21.133,          20.984,          20.871,           0.000,          20.556,          20.383,          20.115,          19.841,          19.442,          19.082,           2.552,           2.291,           2.019,           1.912,           1.888,           1.834,          20.719,           0.000
     117,          1.933333,          43.474,          62.214,          64.351,          65.944,          67.898,          69.206,          45.783,          50.078,          50.881,          51.415,          50.158,          48.142,          46.595,          45.534,          43.354,          32.742,          33.501,          32.683,          31.734,          27.397,          21.766,          24.473,          25.047,          20.030,          23.826,          23.654,          23.441,          22.720,          20.798,          20.702,          20.612,          20.561,          20.518,          20.414,          20.263,          38.618,          20.613,          20.481,          20.379,           0.000,          20.106,          19.958,          19.727,          19.486,          19.127,          18.802,           2.469,           2.231,           1.982,           1.883,           1.861,           1.808,          20.245,           0.000
     118,          1.950000,          41.485,          58.398,          61.301,          63.798,          66.464,          68.071,          42.949,          46.471,          46.872,          46.801,          45.624,          43.776,          42.349,          41.366,          39.393,          30.654,          31.399,          30.721,          30.041,          26.723,          21.534,          24.028,          24.422,          19.650,          23.476,          23.236,          23.069,          22.429,          20.492,          20.404,          20.323,          20.277,          20.238,          20.143,          20.004,          35.496,          20.158,          20.040,          19.950,           0.000,          19.716,          19.588,          19.381,          19.166,          18.847,          18.549,           2.394,           2.173,           1.944,           1.854,           1.835,           1.784,          19.832,           0.000
     119,          1.966667,          39.903,          54.778,          57.767,          60.836,          64.505,          66.623,          40.586,          43.331,          43.342,          42.779,          41.651,          39.941,          38.630,          37.731,          35.943,          29.073,          29.683,          29.111,          28.591,          26.015,          21.288,          23.584,          23.863,          19.318,          23.096,          22.826,          22.695,          22.131,          20.209,          20.130,          20.057,          20.015,          19.979,          19.888,          19.754,          32.998,          19.770,          19.660,          19.578,           0.000,          19.374,          19.263,          19.073,          18.876,          18.580,          18.298,           2.308,           2.106,           1.905,           1.826,           1.807,           1.761,          19.473,           0.000
     120,          1.983333,          38.001,          49.738,          53.700,          57.338,          61.957,          64.720,          38.340,          40.315,          40.026,          39.278,          38.225,          36.681,          35.509,          34.690,          33.071,          27.785,          28.236,          27.739,          27.317,          25.308,          21.018,          23.189,          23.333,          19.017,          22.736,          22.461,          22.354,          21.860,          19.940,          19.869,          19.800,          19.760,          19.725,          19.636,          19.504,          30.911,          19.432,          19.326,          19.251,           0.000,          19.068,          18.969,          18.792,          18.603,          18.322,          18.049,           2.233,           2.049,           1.870,           1.799,           1.780,           1.738,          19.153,           0.000
     121,          2.000000,          35.777,          45.045,          48.944,          53.160,          58.817,          62.301,          35.991,          37.356,          36.950,          36.270,          35.301,          33.928,          32.893,          32.170,          30.741,          26.707,          26.989,          26.586,          26.251,          24.639,          20.790,          22.806,          22.859,          18.736,          22.380,          22.116,          22.025,          21.591,          19.676,          19.611,          19.547,          19.508,          19.474,          19.387,          19.255,          29.139,          19.130,          19.029,          18.957,           0.000,          18.784,          18.686,          18.521,          18.340,          18.067,          17.797,           2.172,           2.003,           1.839,           1.776,           1.759,           1.716,          18.863,           0.000
     122,          2.016667,          33.988,          41.043,          44.296,          48.633,          55.092,          59.303,          33.880,          34.701,          34.289,          33.682,          32.834,          31.632,          30.729,          30.092,          28.841,          25.778,          25.914,          25.578,          25.295,          23.978,          20.539,          22.392,          22.458,          18.448,          22.045,          21.793,          21.708,          21.329,          19.411,          19.350,          19.288,          19.249,          19.213,          19.128,          18.992,          27.647,          18.843,          18.740,          18.666,           0.000,          18.494,          18.400,          18.245,          18.064,          17.775,          17.427,           2.121,           1.964,           1.808,           1.749,           1.730,           1.680,          18.570,           0.000
     123,          2.033334,          32.261,          37.643,          40.381,          44.308,          51.067,          55.843,          31.949,          32.434,          32.082,          31.575,          30.781,          29.724,          28.933,          28.377,          27.275,          24.976,          24.995,          24.703,          24.464,          23.382,          20.301,          22.022,          22.042,          18.159,          21.716,          21.465,          21.385,          21.052,          19.143,          19.084,          19.022,          18.981,          18.944,          18.856,          18.713,          26.370,          18.561,          18.453,          18.377,           0.000,          18.206,          18.107,          17.933,          17.728,          17.396,          16.995,           2.071,           1.918,           1.774,           1.719,           1.694,           1.638,          18.279,           0.000
     124,          2.050000,          30.766,          34.860,          37.124,          40.483,          47.038,          52.081,          30.295,          30.510,          30.200,          29.756,          29.058,          28.139,          27.454,          26.962,          25.994,          24.270,          24.195,          23.935,          23.725,          22.820,          20.065,          21.662,          21.635,          17.834,          21.395,          21.132,          21.049,          20.761,          18.859,          18.803,          18.742,          18.700,          18.662,          18.571,          18.427,          25.292,          18.268,          18.154,          18.071,           0.000,          17.887,          17.776,          17.577,          17.350,          16.985,          16.559,           2.013,           1.872,           1.737,           1.685,           1.660,           1.596,          17.965,           0.000
     125,          2.066667,          29.366,          32.449,          34.428,          37.241,          43.264,          48.257,          28.829,          28.846,          28.582,          28.207,          27.603,          26.811,          26.218,          25.797,          24.960,          23.634,          23.482,          23.259,          23.076,          22.319,          19.814,          21.302,          21.257,          17.481,          21.043,          20.803,          20.715,          20.465,          18.569,          18.515,          18.452,          18.409,          18.369,          18.276,          18.119,          24.380,          17.947,          17.822,          17.734,           0.000,          17.536,          17.419,          17.202,          16.955,          16.563,          16.123,           1.964,           1.828,           1.699,           1.650,           1.621,           1.554,          17.620,           0.000
     126,          2.083333,          28.039,          30.369,          32.084,          34.508,          39.893,          44.606,          27.558,          27.445,          27.219,          26.905,          26.379,          25.693,          25.176,          24.810,          24.076,          23.057,          22.857,          22.658,          22.498,          21.860,          19.559,          20.937,          20.868,          17.112,          20.685,          20.463,          20.366,          20.152,          18.264,          18.210,          18.147,          18.101,          18.059,          17.958,          17.789,          23.598,          17.604,          17.471,          17.377,           0.000,          17.170,          17.047,          16.814,          16.550,          16.138,          15.687,           1.917,           1.782,           1.658,           1.610,           1.581,           1.513,          17.254,           0.000
     127,          2.100000,          26.852,          28.653,          30.105,          32.177,          36.917,          41.220,          26.421,          26.236,          26.042,          25.774,          25.324,          24.730,          24.283,          23.959,          23.313,          22.501,          22.288,          22.103,          21.952,          21.408,          19.296,          20.565,          20.468,          16.698,          20.297,          20.161,          20.011,          19.819,          17.939,          17.885,          17.817,          17.768,          17.724,          17.615,          17.431,          22.912,          17.234,          17.090,          16.986,           0.000,          16.762,          16.627,          16.401,          16.126,          15.683,          15.177,           1.876,           1.740,           1.617,           1.570,           1.540,           1.463,          16.852,           0.000
     128,          2.116667,          25.876,          27.249,          28.465,          30.214,          34.344,          38.183,          25.436,          25.192,          25.025,          24.795,          24.401,          23.882,          23.493,          23.208,          22.641,          21.988,          21.766,          21.583,          21.440,          20.969,          19.022,          20.184,          20.079,          16.273,          19.935,          19.777,          19.623,          19.475,          17.588,          17.532,          17.458,          17.405,          17.356,          17.244,          17.050,          22.302,          16.836,          16.684,          16.574,           0.000,          16.339,          16.199,          15.957,          15.660,          15.183,          14.642,           1.838,           1.697,           1.572,           1.527,           1.493,           1.411,          16.431,           0.000
     129,          2.133333,          24.977,          26.070,          27.100,          28.544,          32.033,          35.492,          24.560,          24.311,          24.162,          23.954,          23.605,          23.145,          22.797,          22.545,          22.036,          21.484,          21.263,          21.086,          20.947,          20.535,          18.741,          19.800,          19.676,          15.827,          19.529,          19.335,          19.193,          19.100,          17.214,          17.151,          17.075,          17.019,          16.967,          16.848,          16.648,          21.739,          16.425,          16.260,          16.145,           0.000,          15.898,          15.750,          15.491,          15.172,          14.669,          14.108,           1.813,           1.657,           1.530,           1.483,           1.447,           1.359,          15.992,           0.000
     130,          2.150000,          24.165,          25.045,          25.926,          26.967,          29.938,          33.055,          23.774,          23.530,          23.399,          23.217,          22.904,          22.487,          22.174,          21.947,          21.487,          20.998,          20.776,          20.600,          20.465,          20.097,          18.429,          19.376,          19.248,          15.354,          19.108,          18.930,          18.771,          18.687,          16.814,          16.755,          16.674,          16.615,          16.560,          16.437,          16.228,          21.215,          15.990,          15.820,          15.696,           0.000,          15.431,          15.269,          15.012,          14.675,          14.149,          13.574,           1.765,           1.615,           1.486,           1.436,           1.396,           1.307,          15.532,           0.000
     131,          2.166667,          23.426,          24.146,          24.883,          25.720,          28.200,          30.911,          23.058,          22.829,          22.712,          22.549,          22.270,          21.891,          21.603,          21.395,          20.964,          20.517,          20.290,          20.118,          19.987,          19.660,          18.113,          18.956,          18.822,          14.857,          18.677,          18.496,          18.333,          18.248,          16.403,          16.341,          16.256,          16.194,          16.135,          16.002,          15.776,          20.707,          15.527,          15.346,          15.214,           0.000,          14.935,          14.771,          14.508,          14.170,          13.629,          13.039,           1.726,           1.573,           1.438,           1.388,           1.348,           1.256,          15.041,           0.000
     132,          2.183333,          22.753,          23.344,          23.961,          24.680,          26.761,          29.068,          22.410,          22.194,          22.086,          21.940,          21.684,          21.338,          21.059,          20.851,          20.427,          20.059,          19.804,          19.645,          19.514,          19.221,          17.770,          18.515,          18.376,          14.344,          18.227,          18.039,          17.868,          17.777,          15.960,          15.894,          15.803,          15.735,          15.672,          15.535,          15.306,          20.346,          15.044,          14.853,          14.715,           0.000,          14.424,          14.257,          13.997,          13.659,          13.136,          12.662,           1.692,           1.532,           1.392,           1.342,           1.305,           1.223,          14.534,           0.000
     133,          2.200000,          22.133,          22.643,          23.179,          23.801,          25.568,          27.515,          21.804,          21.605,          21.502,          21.365,          21.123,          20.785,          20.523,          20.334,          19.941,          19.542,          19.328,          19.155,          19.021,          18.745,          17.421,          18.063,          17.918,          13.849,          17.758,          17.560,          17.381,          17.287,          15.491,          15.423,          15.328,          15.258,          15.192,          15.053,          14.820,          19.706,          14.551,          14.356,          14.219,           0.000,          13.926,          13.769,          13.546,          13.252,          12.816,          12.484,           1.666,           1.499,           1.355,           1.304,           1.275,           1.205,          14.035,           0.000
     134,          2.216667,          21.572,          21.994,          22.480,          23.048,          24.569,          26.210,          21.234,          21.045,          20.951,          20.822,          20.585,          20.261,          20.008,          19.820,          19.434,          19.050,          18.840,          18.659,          18.525,          18.269,          17.037,          17.578,          17.436,          13.426,          17.276,          17.073,          16.888,          16.789,          15.014,          14.944,          14.847,          14.776,          14.710,          14.572,          14.334,          19.200,          14.074,          13.887,          13.755,           0.000,          13.490,          13.361,          13.184,          12.946,          12.592,          12.324,           1.641,           1.470,           1.322,           1.272,           1.247,           1.188,          13.580,           0.000
     135,          2.233333,          21.041,          21.416,          21.856,          22.379,          23.715,          25.110,          20.696,          20.508,          20.415,          20.290,          20.064,          19.746,          19.497,          19.315,          18.933,          18.563,          18.354,          18.163,          18.024,          17.777,          16.645,          17.091,          16.948,          13.086,          16.781,          16.576,          16.387,          16.288,          14.536,          14.465,          14.367,          14.296,          14.230,          14.101,          13.888,          18.710,          13.651,          13.483,          13.364,           0.000,          13.138,          13.033,          12.891,          12.694,          12.400,          12.163,           1.615,           1.442,           1.294,           1.245,           1.222,           1.171,          13.211,           0.000
