"EG15_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_003.tcf]","Time (h)","H FC01.1_R.1 [EG15_003]","H FC01.1_R.2 [EG15_003]","H FC01.2_R.1 [EG15_003]","H FC01.2_R.2 [EG15_003]","H FC04.1_C.1 [EG15_003]","H FC04.1_C.2 [EG15_003]","H Pipe16.2 [EG15_003]","H Pit1 [EG15_003]","H Pit1.1 [EG15_003]","H Pit10 [EG15_003]","H Pit10.1 [EG15_003]","H Pit11 [EG15_003]","H Pit11.1 [EG15_003]","H Pit12 [EG15_003]","H Pit12.1 [EG15_003]","H Pit13 [EG15_003]","H Pit13.1 [EG15_003]","H Pit14 [EG15_003]","H Pit14.1 [EG15_003]","H Pit15 [EG15_003]","H Pit15.1 [EG15_003]","H Pit16 [EG15_003]","H Pit16.1 [EG15_003]","H Pit17 [EG15_003]","H Pit17.1 [EG15_003]","H Pit18 [EG15_003]","H Pit18.1 [EG15_003]","H Pit19 [EG15_003]","H Pit19.1 [EG15_003]","H Pit2 [EG15_003]","H Pit2.1 [EG15_003]","H Pit3 [EG15_003]","H Pit3.1 [EG15_003]","H Pit4 [EG15_003]","H Pit4.1 [EG15_003]","H Pit5 [EG15_003]","H Pit5.1 [EG15_003]","H Pit6 [EG15_003]","H Pit6.1 [EG15_003]","H Pit7 [EG15_003]","H Pit7.1 [EG15_003]","H Pit8 [EG15_003]","H Pit8.1 [EG15_003]","H Pit9 [EG15_003]","H Pit9.1 [EG15_003]"
      45,          0.733333,     49.7466,     47.0567,     40.1818,     39.7790,     43.6664,     42.9879,     43.4017,     43.4035,     43.4035,     43.4026,     43.4023,     43.4023,     43.4023,     43.4023,     43.4024,     43.4022,     43.4024,     43.4023,     43.4024,     43.4022,     43.4023,     43.4027,     43.4023,     43.4171,     43.4065,     43.4277,     43.4345,     43.4368,     43.4609,     43.4035,     43.4036,     43.4039,     43.4025,     43.4061,     43.4070,     43.4078,     43.4090,     43.4141,     43.4102,     43.4095,     43.4016,     43.4056,     43.4020,     43.4035,     43.4022
      46,          0.750000,     49.7931,     47.1603,     40.3234,     39.8584,     43.6654,     42.9873,     43.4088,     43.4104,     43.4105,     43.4096,     43.4094,     43.4094,     43.4094,     43.4094,     43.4095,     43.4093,     43.4095,     43.4095,     43.4095,     43.4094,     43.4094,     43.4097,     43.4095,     43.4224,     43.4128,     43.4316,     43.4368,     43.4402,     43.4615,     43.4102,     43.4103,     43.4107,     43.4095,     43.4126,     43.4133,     43.4141,     43.4150,     43.4195,     43.4161,     43.4156,     43.4088,     43.4121,     43.4091,     43.4103,     43.4093
      47,          0.766667,     49.8226,     47.2267,     40.4715,     39.9343,     43.6639,     42.9862,     43.4155,     43.4164,     43.4164,     43.4161,     43.4161,     43.4160,     43.4161,     43.4161,     43.4161,     43.4160,     43.4161,     43.4160,     43.4161,     43.4160,     43.4161,     43.4161,     43.4159,     43.4272,     43.4186,     43.4356,     43.4394,     43.4436,     43.4620,     43.4166,     43.4166,     43.4170,     43.4160,     43.4187,     43.4194,     43.4200,     43.4207,     43.4246,     43.4217,     43.4212,     43.4153,     43.4182,     43.4157,     43.4167,     43.4159
      48,          0.783333,     49.8393,     47.2658,     40.6417,     40.0127,     43.6622,     42.9850,     43.4217,     43.4230,     43.4231,     43.4224,     43.4224,     43.4224,     43.4224,     43.4223,     43.4224,     43.4223,     43.4224,     43.4224,     43.4225,     43.4224,     43.4224,     43.4225,     43.4224,     43.4318,     43.4246,     43.4397,     43.4420,     43.4471,     43.4629,     43.4232,     43.4233,     43.4232,     43.4222,     43.4248,     43.4254,     43.4260,     43.4265,     43.4297,     43.4270,     43.4269,     43.4218,     43.4241,     43.4222,     43.4230,     43.4223
      49,          0.800000,     49.8504,     47.2874,     40.8468,     40.0975,     43.6603,     42.9837,     43.4279,     43.4293,     43.4293,     43.4285,     43.4285,     43.4285,     43.4285,     43.4285,     43.4285,     43.4285,     43.4286,     43.4285,     43.4285,     43.4285,     43.4285,     43.4285,     43.4283,     43.4368,     43.4302,     43.4436,     43.4453,     43.4505,     43.4639,     43.4290,     43.4290,     43.4292,     43.4286,     43.4306,     43.4311,     43.4316,     43.4320,     43.4347,     43.4326,     43.4321,     43.4279,     43.4298,     43.4283,     43.4288,     43.4284
      50,          0.816667,     49.8573,     47.3009,     41.0822,     40.1862,     43.6582,     42.9824,     43.4338,     43.4352,     43.4353,     43.4343,     43.4343,     43.4343,     43.4343,     43.4344,     43.4345,     43.4344,     43.4345,     43.4344,     43.4344,     43.4343,     43.4344,     43.4343,     43.4343,     43.4414,     43.4357,     43.4475,     43.4486,     43.4538,     43.4652,     43.4353,     43.4354,     43.4349,     43.4343,     43.4362,     43.4365,     43.4371,     43.4375,     43.4396,     43.4379,     43.4373,     43.4337,     43.4354,     43.4342,     43.4345,     43.4343
      51,          0.833333,     49.8630,     47.3106,     41.3124,     40.2703,     43.6560,     42.9810,     43.4395,     43.4406,     43.4406,     43.4401,     43.4401,     43.4401,     43.4401,     43.4400,     43.4400,     43.4400,     43.4401,     43.4402,     43.4402,     43.4402,     43.4403,     43.4402,     43.4402,     43.4461,     43.4411,     43.4514,     43.4521,     43.4571,     43.4667,     43.4404,     43.4405,     43.4404,     43.4401,     43.4415,     43.4417,     43.4422,     43.4425,     43.4443,     43.4430,     43.4424,     43.4394,     43.4408,     43.4399,     43.4401,     43.4400
      52,          0.850000,     49.8670,     47.3175,     41.5162,     40.3422,     43.6534,     42.9792,     43.4448,     43.4457,     43.4457,     43.4454,     43.4454,     43.4454,     43.4454,     43.4454,     43.4454,     43.4453,     43.4454,     43.4454,     43.4455,     43.4454,     43.4455,     43.4452,     43.4453,     43.4503,     43.4462,     43.4551,     43.4554,     43.4601,     43.4681,     43.4456,     43.4456,     43.4456,     43.4453,     43.4466,     43.4469,     43.4473,     43.4474,     43.4488,     43.4479,     43.4472,     43.4447,     43.4458,     43.4452,     43.4453,     43.4453
      53,          0.866667,     49.8700,     47.3224,     41.6865,     40.4011,     43.6507,     42.9773,     43.4499,     43.4508,     43.4509,     43.4504,     43.4504,     43.4504,     43.4504,     43.4505,     43.4505,     43.4504,     43.4505,     43.4505,     43.4505,     43.4504,     43.4505,     43.4503,     43.4504,     43.4545,     43.4510,     43.4587,     43.4589,     43.4632,     43.4698,     43.4508,     43.4508,     43.4506,     43.4504,     43.4514,     43.4517,     43.4519,     43.4519,     43.4532,     43.4524,     43.4518,     43.4499,     43.4507,     43.4503,     43.4504,     43.4504
      54,          0.883333,     49.8715,     47.3262,     41.8271,     40.4478,     43.6477,     42.9753,     43.4547,     43.4555,     43.4556,     43.4552,     43.4553,     43.4553,     43.4553,     43.4553,     43.4553,     43.4552,     43.4553,     43.4553,     43.4553,     43.4552,     43.4553,     43.4552,     43.4553,     43.4586,     43.4557,     43.4623,     43.4624,     43.4663,     43.4717,     43.4555,     43.4556,     43.4554,     43.4553,     43.4562,     43.4564,     43.4566,     43.4566,     43.4576,     43.4571,     43.4563,     43.4547,     43.4554,     43.4551,     43.4552,     43.4552
      55,          0.900000,     49.8736,     47.3278,     41.9452,     40.4843,     43.6446,     42.9732,     43.4593,     43.4601,     43.4602,     43.4599,     43.4599,     43.4599,     43.4599,     43.4599,     43.4599,     43.4599,     43.4600,     43.4599,     43.4600,     43.4599,     43.4599,     43.4600,     43.4600,     43.4627,     43.4602,     43.4660,     43.4661,     43.4694,     43.4738,     43.4602,     43.4603,     43.4600,     43.4599,     43.4607,     43.4609,     43.4610,     43.4610,     43.4618,     43.4614,     43.4607,     43.4594,     43.4599,     43.4598,     43.4599,     43.4599
      56,          0.916667,     49.8750,     47.3298,     42.0476,     40.5136,     43.6415,     42.9712,     43.4639,     43.4646,     43.4646,     43.4643,     43.4644,     43.4644,     43.4644,     43.4644,     43.4645,     43.4644,     43.4645,     43.4645,     43.4645,     43.4644,     43.4644,     43.4643,     43.4644,     43.4667,     43.4646,     43.4696,     43.4698,     43.4726,     43.4762,     43.4647,     43.4648,     43.4646,     43.4646,     43.4651,     43.4652,     43.4653,     43.4654,     43.4659,     43.4656,     43.4650,     43.4640,     43.4644,     43.4643,     43.4643,     43.4644
      57,          0.933333,     49.8761,     47.3315,     42.1363,     40.5372,     43.6381,     42.9690,     43.4681,     43.4686,     43.4686,     43.4686,     43.4686,     43.4686,     43.4686,     43.4686,     43.4686,     43.4686,     43.4686,     43.4686,     43.4687,     43.4685,     43.4686,     43.4685,     43.4686,     43.4704,     43.4686,     43.4730,     43.4731,     43.4756,     43.4783,     43.4688,     43.4688,     43.4686,     43.4686,     43.4692,     43.4693,     43.4694,     43.4694,     43.4697,     43.4695,     43.4689,     43.4681,     43.4684,     43.4685,     43.4685,     43.4685
      58,          0.950000,     49.8764,     47.3322,     42.2156,     40.5568,     43.6346,     42.9667,     43.4720,     43.4728,     43.4728,     43.4726,     43.4726,     43.4726,     43.4726,     43.4726,     43.4726,     43.4726,     43.4726,     43.4726,     43.4726,     43.4726,     43.4726,     43.4725,     43.4725,     43.4741,     43.4727,     43.4763,     43.4764,     43.4785,     43.4807,     43.4727,     43.4728,     43.4725,     43.4725,     43.4731,     43.4732,     43.4732,     43.4732,     43.4735,     43.4735,     43.4728,     43.4722,     43.4725,     43.4725,     43.4725,     43.4726
      59,          0.966667,     49.8762,     47.3322,     42.2860,     40.5730,     43.6311,     42.9649,     43.4758,     43.4766,     43.4766,     43.4764,     43.4764,     43.4764,     43.4764,     43.4764,     43.4765,     43.4764,     43.4764,     43.4764,     43.4764,     43.4764,     43.4764,     43.4764,     43.4765,     43.4774,     43.4760,     43.4793,     43.4795,     43.4813,     43.4831,     43.4766,     43.4766,     43.4764,     43.4764,     43.4770,     43.4771,     43.4766,     43.4766,     43.4768,     43.4768,     43.4763,     43.4759,     43.4763,     43.4763,     43.4763,     43.4764
      60,          0.983333,     49.8759,     47.3319,     42.3497,     40.5869,     43.6273,     42.9633,     43.4795,     43.4801,     43.4801,     43.4800,     43.4801,     43.4801,     43.4801,     43.4801,     43.4801,     43.4800,     43.4801,     43.4801,     43.4801,     43.4800,     43.4801,     43.4800,     43.4800,     43.4809,     43.4799,     43.4825,     43.4826,     43.4843,     43.4856,     43.4802,     43.4802,     43.4800,     43.4800,     43.4806,     43.4806,     43.4805,     43.4805,     43.4804,     43.4804,     43.4800,     43.4798,     43.4800,     43.4800,     43.4800,     43.4800
      61,          1.000000,     49.8754,     47.3313,     42.4079,     40.5990,     43.6238,     42.9629,     43.4830,     43.4837,     43.4838,     43.4836,     43.4836,     43.4836,     43.4836,     43.4836,     43.4836,     43.4836,     43.4836,     43.4836,     43.4836,     43.4836,     43.4836,     43.4835,     43.4835,     43.4843,     43.4834,     43.4858,     43.4859,     43.4873,     43.4884,     43.4838,     43.4838,     43.4832,     43.4833,     43.4837,     43.4837,     43.4840,     43.4841,     43.4838,     43.4838,     43.4835,     43.4833,     43.4835,     43.4835,     43.4835,     43.4836
      62,          1.016667,     49.8746,     47.3304,     42.4612,     40.6096,     43.6195,     42.9638,     43.4863,     43.4869,     43.4869,     43.4869,     43.4869,     43.4869,     43.4869,     43.4869,     43.4869,     43.4868,     43.4869,     43.4869,     43.4869,     43.4869,     43.4869,     43.4869,     43.4869,     43.4874,     43.4865,     43.4888,     43.4889,     43.4901,     43.4910,     43.4870,     43.4870,     43.4866,     43.4866,     43.4869,     43.4869,     43.4870,     43.4870,     43.4869,     43.4868,     43.4867,     43.4866,     43.4868,     43.4868,     43.4869,     43.4869
      63,          1.033333,     49.8728,     47.3284,     42.5102,     40.6191,     43.6157,     42.9674,     43.4895,     43.4900,     43.4900,     43.4900,     43.4901,     43.4900,     43.4900,     43.4900,     43.4901,     43.4900,     43.4900,     43.4901,     43.4901,     43.4900,     43.4900,     43.4899,     43.4900,     43.4903,     43.4896,     43.4915,     43.4917,     43.4927,     43.4933,     43.4900,     43.4900,     43.4899,     43.4900,     43.4901,     43.4902,     43.4900,     43.4900,     43.4898,     43.4898,     43.4897,     43.4897,     43.4899,     43.4899,     43.4900,     43.4900
      64,          1.050000,     49.8705,     47.3255,     42.5553,     40.6279,     43.6117,     42.9737,     43.4924,     43.4930,     43.4931,     43.4930,     43.4930,     43.4930,     43.4930,     43.4930,     43.4930,     43.4930,     43.4930,     43.4930,     43.4930,     43.4930,     43.4930,     43.4929,     43.4929,     43.4932,     43.4926,     43.4944,     43.4946,     43.4954,     43.4959,     43.4930,     43.4930,     43.4929,     43.4930,     43.4931,     43.4931,     43.4932,     43.4932,     43.4928,     43.4929,     43.4928,     43.4928,     43.4929,     43.4929,     43.4929,     43.4930
      65,          1.066667,     49.8680,     47.3221,     42.5967,     40.6373,     43.6077,     42.9832,     43.4953,     43.4959,     43.4959,     43.4958,     43.4958,     43.4958,     43.4958,     43.4959,     43.4959,     43.4958,     43.4959,     43.4958,     43.4958,     43.4958,     43.4958,     43.4958,     43.4958,     43.4961,     43.4955,     43.4972,     43.4974,     43.4981,     43.4985,     43.4960,     43.4960,     43.4958,     43.4958,     43.4960,     43.4961,     43.4960,     43.4960,     43.4957,     43.4957,     43.4956,     43.4957,     43.4958,     43.4958,     43.4958,     43.4958
      66,          1.083333,     49.8653,     47.3184,     42.6339,     40.6481,     43.6037,     42.9957,     43.4981,     43.4987,     43.4987,     43.4986,     43.4986,     43.4986,     43.4986,     43.4986,     43.4986,     43.4986,     43.4987,     43.4987,     43.4987,     43.4986,     43.4986,     43.4985,     43.4986,     43.4987,     43.4984,     43.4997,     43.4999,     43.5006,     43.5009,     43.4988,     43.4988,     43.4984,     43.4984,     43.4988,     43.4989,     43.4987,     43.4987,     43.4983,     43.4983,     43.4984,     43.4985,     43.4985,     43.4986,     43.4986,     43.4986
      67,          1.100000,     49.8621,     47.3143,     42.6663,     40.6615,     43.5996,     43.0097,     43.5007,     43.5012,     43.5012,     43.5012,     43.5013,     43.5012,     43.5012,     43.5012,     43.5013,     43.5012,     43.5013,     43.5012,     43.5012,     43.5011,     43.5011,     43.5011,     43.5011,     43.5012,     43.5008,     43.5021,     43.5023,     43.5029,     43.5032,     43.5012,     43.5012,     43.5010,     43.5011,     43.5012,     43.5012,     43.5011,     43.5011,     43.5009,     43.5009,     43.5010,     43.5010,     43.5011,     43.5012,     43.5012,     43.5012
      68,          1.116667,     49.8558,     47.3080,     42.6939,     40.6786,     43.5956,     43.0245,     43.5032,     43.5035,     43.5035,     43.5037,     43.5037,     43.5037,     43.5038,     43.5037,     43.5038,     43.5037,     43.5037,     43.5037,     43.5037,     43.5038,     43.5038,     43.5037,     43.5037,     43.5036,     43.5033,     43.5045,     43.5046,     43.5052,     43.5054,     43.5037,     43.5037,     43.5036,     43.5036,     43.5035,     43.5036,     43.5036,     43.5036,     43.5033,     43.5033,     43.5035,     43.5035,     43.5036,     43.5037,     43.5037,     43.5037
      69,          1.133333,     49.8490,     47.2984,     42.7174,     40.6958,     43.5914,     43.0384,     43.5055,     43.5061,     43.5061,     43.5060,     43.5061,     43.5060,     43.5060,     43.5061,     43.5061,     43.5061,     43.5061,     43.5061,     43.5061,     43.5060,     43.5061,     43.5060,     43.5060,     43.5059,     43.5056,     43.5068,     43.5069,     43.5074,     43.5076,     43.5062,     43.5062,     43.5061,     43.5061,     43.5061,     43.5062,     43.5061,     43.5061,     43.5057,     43.5057,     43.5060,     43.5060,     43.5060,     43.5060,     43.5060,     43.5060
      70,          1.150000,     49.8415,     47.2879,     42.7370,     40.7118,     43.5874,     43.0507,     43.5078,     43.5084,     43.5084,     43.5084,     43.5084,     43.5083,     43.5084,     43.5084,     43.5084,     43.5083,     43.5084,     43.5083,     43.5084,     43.5084,     43.5084,     43.5084,     43.5084,     43.5083,     43.5081,     43.5092,     43.5093,     43.5098,     43.5099,     43.5084,     43.5084,     43.5084,     43.5084,     43.5084,     43.5084,     43.5083,     43.5084,     43.5082,     43.5082,     43.5083,     43.5083,     43.5083,     43.5083,     43.5083,     43.5084
      71,          1.166667,     49.8331,     47.2767,     42.7526,     40.7260,     43.5835,     43.0603,     43.5101,     43.5105,     43.5105,     43.5106,     43.5106,     43.5106,     43.5107,     43.5106,     43.5106,     43.5106,     43.5106,     43.5106,     43.5106,     43.5106,     43.5106,     43.5106,     43.5106,     43.5105,     43.5103,     43.5113,     43.5114,     43.5118,     43.5119,     43.5106,     43.5107,     43.5106,     43.5106,     43.5105,     43.5105,     43.5106,     43.5106,     43.5103,     43.5103,     43.5105,     43.5106,     43.5105,     43.5106,     43.5106,     43.5106
      72,          1.183333,     49.8248,     47.2641,     42.7645,     40.7378,     43.5796,     43.0668,     43.5122,     43.5125,     43.5125,     43.5127,     43.5127,     43.5127,     43.5127,     43.5127,     43.5128,     43.5127,     43.5127,     43.5127,     43.5127,     43.5127,     43.5127,     43.5127,     43.5127,     43.5125,     43.5123,     43.5132,     43.5134,     43.5137,     43.5137,     43.5126,     43.5126,     43.5126,     43.5126,     43.5126,     43.5126,     43.5126,     43.5126,     43.5124,     43.5124,     43.5126,     43.5126,     43.5126,     43.5127,     43.5127,     43.5127
      73,          1.200000,     49.8154,     47.2509,     42.7730,     40.7470,     43.5756,     43.0715,     43.5142,     43.5146,     43.5146,     43.5147,     43.5147,     43.5147,     43.5147,     43.5147,     43.5147,     43.5147,     43.5147,     43.5147,     43.5147,     43.5147,     43.5147,     43.5146,     43.5146,     43.5144,     43.5143,     43.5151,     43.5153,     43.5157,     43.5157,     43.5146,     43.5147,     43.5147,     43.5147,     43.5145,     43.5145,     43.5145,     43.5145,     43.5143,     43.5143,     43.5146,     43.5146,     43.5146,     43.5146,     43.5147,     43.5147
      74,          1.216667,     49.8052,     47.2367,     42.7787,     40.7536,     43.5718,     43.0739,     43.5161,     43.5166,     43.5166,     43.5165,     43.5166,     43.5166,     43.5166,     43.5166,     43.5166,     43.5166,     43.5166,     43.5166,     43.5166,     43.5166,     43.5166,     43.5166,     43.5166,     43.5165,     43.5164,     43.5171,     43.5172,     43.5174,     43.5174,     43.5167,     43.5167,     43.5165,     43.5165,     43.5165,     43.5166,     43.5166,     43.5166,     43.5164,     43.5164,     43.5165,     43.5165,     43.5165,     43.5166,     43.5166,     43.5166
      75,          1.233333,     49.7952,     47.2210,     42.7819,     40.7579,     43.5680,     43.0740,     43.5179,     43.5183,     43.5183,     43.5184,     43.5185,     43.5184,     43.5185,     43.5185,     43.5185,     43.5184,     43.5185,     43.5184,     43.5185,     43.5184,     43.5184,     43.5184,     43.5184,     43.5183,     43.5182,     43.5190,     43.5191,     43.5193,     43.5193,     43.5183,     43.5183,     43.5184,     43.5185,     43.5185,     43.5185,     43.5184,     43.5184,     43.5182,     43.5182,     43.5184,     43.5184,     43.5184,     43.5184,     43.5184,     43.5184
      76,          1.250000,     49.7851,     47.2049,     42.7828,     40.7600,     43.5643,     43.0725,     43.5197,     43.5201,     43.5201,     43.5202,     43.5203,     43.5203,     43.5203,     43.5202,     43.5202,     43.5203,     43.5203,     43.5203,     43.5203,     43.5202,     43.5202,     43.5202,     43.5202,     43.5200,     43.5199,     43.5206,     43.5207,     43.5209,     43.5209,     43.5202,     43.5202,     43.5202,     43.5202,     43.5201,     43.5201,     43.5201,     43.5201,     43.5199,     43.5199,     43.5202,     43.5202,     43.5202,     43.5202,     43.5202,     43.5202
      77,          1.266667,     49.7743,     47.1883,     42.7816,     40.7600,     43.5607,     43.0689,     43.5215,     43.5219,     43.5219,     43.5219,     43.5220,     43.5220,     43.5220,     43.5220,     43.5220,     43.5220,     43.5220,     43.5220,     43.5220,     43.5219,     43.5220,     43.5219,     43.5219,     43.5217,     43.5216,     43.5222,     43.5223,     43.5224,     43.5225,     43.5220,     43.5220,     43.5219,     43.5219,     43.5218,     43.5218,     43.5218,     43.5218,     43.5215,     43.5215,     43.5218,     43.5218,     43.5219,     43.5219,     43.5219,     43.5219
      78,          1.283333,     49.7615,     47.1695,     42.7786,     40.7583,     43.5571,     43.0641,     43.5231,     43.5235,     43.5235,     43.5236,     43.5236,     43.5236,     43.5236,     43.5236,     43.5236,     43.5236,     43.5236,     43.5236,     43.5236,     43.5236,     43.5236,     43.5236,     43.5236,     43.5234,     43.5233,     43.5239,     43.5240,     43.5242,     43.5242,     43.5236,     43.5236,     43.5235,     43.5236,     43.5236,     43.5236,     43.5235,     43.5235,     43.5233,     43.5233,     43.5235,     43.5235,     43.5236,     43.5236,     43.5236,     43.5236
      79,          1.300000,     49.7475,     47.1477,     42.7740,     40.7550,     43.5537,     43.0581,     43.5246,     43.5251,     43.5251,     43.5252,     43.5252,     43.5252,     43.5252,     43.5252,     43.5252,     43.5252,     43.5252,     43.5252,     43.5252,     43.5252,     43.5252,     43.5252,     43.5252,     43.5250,     43.5249,     43.5256,     43.5257,     43.5258,     43.5258,     43.5251,     43.5251,     43.5251,     43.5252,     43.5252,     43.5252,     43.5251,     43.5251,     43.5249,     43.5250,     43.5251,     43.5251,     43.5252,     43.5252,     43.5252,     43.5252
      80,          1.316667,     49.7325,     47.1242,     42.7680,     40.7504,     43.5504,     43.0511,     43.5262,     43.5266,     43.5266,     43.5267,     43.5267,     43.5267,     43.5268,     43.5267,     43.5268,     43.5267,     43.5268,     43.5267,     43.5267,     43.5267,     43.5267,     43.5267,     43.5267,     43.5265,     43.5265,     43.5272,     43.5272,     43.5273,     43.5273,     43.5267,     43.5267,     43.5267,     43.5267,     43.5266,     43.5266,     43.5266,     43.5266,     43.5265,     43.5265,     43.5267,     43.5267,     43.5267,     43.5267,     43.5267,     43.5267
      81,          1.333333,     49.7166,     47.0994,     42.7604,     40.7446,     43.5472,     43.0426,     43.5277,     43.5282,     43.5281,     43.5282,     43.5282,     43.5282,     43.5283,     43.5283,     43.5283,     43.5282,     43.5283,     43.5282,     43.5283,     43.5283,     43.5283,     43.5282,     43.5282,     43.5280,     43.5280,     43.5286,     43.5287,     43.5287,     43.5288,     43.5282,     43.5283,     43.5282,     43.5282,     43.5281,     43.5281,     43.5281,     43.5281,     43.5279,     43.5279,     43.5282,     43.5282,     43.5282,     43.5282,     43.5282,     43.5282
      82,          1.350000,     49.6999,     47.0734,     42.7513,     40.7377,     43.5441,     43.0330,     43.5291,     43.5295,     43.5296,     43.5297,     43.5297,     43.5297,     43.5297,     43.5297,     43.5297,     43.5297,     43.5297,     43.5297,     43.5297,     43.5297,     43.5297,     43.5297,     43.5297,     43.5295,     43.5295,     43.5301,     43.5302,     43.5302,     43.5302,     43.5296,     43.5297,     43.5296,     43.5297,     43.5296,     43.5296,     43.5296,     43.5296,     43.5294,     43.5294,     43.5297,     43.5297,     43.5297,     43.5297,     43.5297,     43.5297
      83,          1.366667,     49.6824,     47.0462,     42.7408,     40.7298,     43.5410,     43.0216,     43.5306,     43.5310,     43.5310,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5310,     43.5310,     43.5309,     43.5308,     43.5316,     43.5317,     43.5316,     43.5316,     43.5310,     43.5310,     43.5310,     43.5310,     43.5310,     43.5310,     43.5310,     43.5310,     43.5308,     43.5309,     43.5310,     43.5310,     43.5311,     43.5311,     43.5311,     43.5311
      84,          1.383333,     49.6639,     47.0175,     42.7288,     40.7211,     43.5380,     43.0100,     43.5319,     43.5324,     43.5324,     43.5324,     43.5324,     43.5325,     43.5325,     43.5324,     43.5324,     43.5324,     43.5324,     43.5325,     43.5325,     43.5324,     43.5324,     43.5324,     43.5324,     43.5323,     43.5322,     43.5329,     43.5330,     43.5329,     43.5329,     43.5324,     43.5324,     43.5324,     43.5324,     43.5324,     43.5324,     43.5323,     43.5323,     43.5322,     43.5322,     43.5324,     43.5324,     43.5324,     43.5324,     43.5324,     43.5324
      85,          1.400000,     49.6444,     46.9880,     42.7155,     40.7116,     43.5351,     42.9972,     43.5333,     43.5337,     43.5337,     43.5338,     43.5338,     43.5338,     43.5338,     43.5338,     43.5338,     43.5338,     43.5338,     43.5338,     43.5338,     43.5338,     43.5338,     43.5338,     43.5338,     43.5336,     43.5335,     43.5342,     43.5343,     43.5341,     43.5341,     43.5338,     43.5338,     43.5338,     43.5338,     43.5337,     43.5337,     43.5336,     43.5337,     43.5335,     43.5336,     43.5337,     43.5338,     43.5338,     43.5338,     43.5338,     43.5338
      86,          1.416667,     49.6236,     46.9582,     42.7007,     40.7013,     43.5322,     42.9837,     43.5346,     43.5350,     43.5350,     43.5351,     43.5351,     43.5351,     43.5351,     43.5351,     43.5351,     43.5351,     43.5351,     43.5351,     43.5351,     43.5351,     43.5351,     43.5351,     43.5351,     43.5349,     43.5349,     43.5356,     43.5357,     43.5357,     43.5357,     43.5350,     43.5350,     43.5350,     43.5351,     43.5350,     43.5350,     43.5350,     43.5350,     43.5348,     43.5348,     43.5350,     43.5350,     43.5350,     43.5351,     43.5351,     43.5351
      87,          1.433333,     49.6019,     46.9266,     42.6846,     40.6906,     43.5295,     42.9700,     43.5358,     43.5363,     43.5363,     43.5363,     43.5363,     43.5363,     43.5363,     43.5363,     43.5364,     43.5363,     43.5363,     43.5363,     43.5363,     43.5363,     43.5363,     43.5363,     43.5363,     43.5361,     43.5361,     43.5366,     43.5366,     43.5363,     43.5363,     43.5363,     43.5363,     43.5363,     43.5363,     43.5363,     43.5363,     43.5362,     43.5362,     43.5361,     43.5361,     43.5363,     43.5364,     43.5363,     43.5363,     43.5364,     43.5364
      88,          1.450000,     49.5799,     46.8967,     42.6672,     40.6793,     43.5268,     42.9565,     43.5370,     43.5375,     43.5375,     43.5376,     43.5376,     43.5376,     43.5376,     43.5376,     43.5376,     43.5376,     43.5376,     43.5376,     43.5376,     43.5376,     43.5376,     43.5375,     43.5375,     43.5374,     43.5374,     43.5379,     43.5380,     43.5380,     43.5380,     43.5375,     43.5375,     43.5375,     43.5375,     43.5375,     43.5375,     43.5375,     43.5375,     43.5374,     43.5374,     43.5375,     43.5375,     43.5376,     43.5376,     43.5376,     43.5376
      89,          1.466667,     49.5565,     46.8666,     42.6483,     40.6688,     43.5242,     42.9426,     43.5382,     43.5387,     43.5387,     43.5388,     43.5388,     43.5388,     43.5388,     43.5388,     43.5388,     43.5388,     43.5388,     43.5388,     43.5388,     43.5388,     43.5388,     43.5388,     43.5388,     43.5385,     43.5384,     43.5391,     43.5392,     43.5386,     43.5386,     43.5387,     43.5387,     43.5387,     43.5387,     43.5388,     43.5388,     43.5388,     43.5387,     43.5385,     43.5385,     43.5387,     43.5388,     43.5387,     43.5388,     43.5388,     43.5388
      90,          1.483333,     49.5319,     46.8358,     42.6274,     40.6588,     43.5218,     42.9293,     43.5395,     43.5398,     43.5399,     43.5400,     43.5400,     43.5400,     43.5400,     43.5400,     43.5400,     43.5400,     43.5400,     43.5400,     43.5400,     43.5400,     43.5400,     43.5399,     43.5400,     43.5398,     43.5398,     43.5404,     43.5405,     43.5402,     43.5402,     43.5399,     43.5399,     43.5400,     43.5400,     43.5398,     43.5398,     43.5397,     43.5397,     43.5397,     43.5397,     43.5400,     43.5400,     43.5399,     43.5399,     43.5400,     43.5400
      91,          1.500000,     49.5054,     46.8041,     42.6046,     40.6499,     43.5194,     42.9174,     43.5406,     43.5410,     43.5410,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5410,     43.5410,     43.5416,     43.5416,     43.5411,     43.5411,     43.5411,     43.5411,     43.5410,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5409,     43.5409,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411
