"EG15_002 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_002.tcf]","Time (h)","H FC01.1_R.1 [EG15_002]","H FC01.1_R.2 [EG15_002]","H FC01.2_R.1 [EG15_002]","H FC01.2_R.2 [EG15_002]","H FC04.1_C.1 [EG15_002]","H FC04.1_C.2 [EG15_002]","H Pipe16.2 [EG15_002]","H Pit1 [EG15_002]","H Pit1.1 [EG15_002]","H Pit10 [EG15_002]","H Pit10.1 [EG15_002]","H Pit11 [EG15_002]","H Pit11.1 [EG15_002]","H Pit12 [EG15_002]","H Pit12.1 [EG15_002]","H Pit13 [EG15_002]","H Pit13.1 [EG15_002]","H Pit14 [EG15_002]","H Pit14.1 [EG15_002]","H Pit15 [EG15_002]","H Pit15.1 [EG15_002]","H Pit16 [EG15_002]","H Pit16.1 [EG15_002]","H Pit17 [EG15_002]","H Pit17.1 [EG15_002]","H Pit18 [EG15_002]","H Pit18.1 [EG15_002]","H Pit19 [EG15_002]","H Pit19.1 [EG15_002]","H Pit2 [EG15_002]","H Pit2.1 [EG15_002]","H Pit3 [EG15_002]","H Pit3.1 [EG15_002]","H Pit4 [EG15_002]","H Pit4.1 [EG15_002]","H Pit5 [EG15_002]","H Pit5.1 [EG15_002]","H Pit6 [EG15_002]","H Pit6.1 [EG15_002]","H Pit7 [EG15_002]","H Pit7.1 [EG15_002]","H Pit8 [EG15_002]","H Pit8.1 [EG15_002]","H Pit9 [EG15_002]","H Pit9.1 [EG15_002]"
      37,          0.600000,     48.2413,     46.4057,     38.8978,     38.8383,     43.6644,     42.9861,     43.3319,     43.3408,     43.3393,     43.3344,     43.3324,     43.3329,     43.3323,     43.3323,     43.3324,     43.3324,     43.3323,     43.3334,     43.3324,     43.3352,     43.3322,     43.3390,     43.3320,     43.3792,     43.3699,     43.4092,     43.4294,     43.4223,     43.4571,     43.3426,     43.3394,     43.3461,     43.3373,     43.3573,     43.3704,     43.3641,     43.3763,     43.3765,     43.3735,     43.3507,     43.3332,     43.3420,     43.3318,     43.3370,     43.3321
      38,          0.616667,     48.4994,     46.4905,     39.0308,     38.9545,     43.6661,     42.9871,     43.3425,     43.3485,     43.3473,     43.3448,     43.3431,     43.3436,     43.3431,     43.3431,     43.3432,     43.3430,     43.3431,     43.3437,     43.3431,     43.3450,     43.3431,     43.3477,     43.3429,     43.3827,     43.3723,     43.4107,     43.4296,     43.4232,     43.4569,     43.3501,     43.3473,     43.3534,     43.3450,     43.3621,     43.3725,     43.3683,     43.3782,     43.3796,     43.3759,     43.3596,     43.3436,     43.3517,     43.3427,     43.3471,     43.3429
      39,          0.633333,     48.7366,     46.5595,     39.1825,     39.0796,     43.6672,     42.9877,     43.3527,     43.3569,     43.3561,     43.3547,     43.3534,     43.3536,     43.3533,     43.3534,     43.3534,     43.3533,     43.3535,     43.3537,     43.3534,     43.3546,     43.3534,     43.3566,     43.3533,     43.3866,     43.3754,     43.4124,     43.4298,     43.4242,     43.4569,     43.3581,     43.3559,     43.3609,     43.3541,     43.3681,     43.3754,     43.3733,     43.3809,     43.3833,     43.3792,     43.3679,     43.3534,     43.3608,     43.3527,     43.3567,     43.3531
      40,          0.650000,     48.9611,     46.6237,     39.3524,     39.2149,     43.6678,     42.9881,     43.3622,     43.3654,     43.3650,     43.3640,     43.3629,     43.3631,     43.3629,     43.3629,     43.3629,     43.3628,     43.3630,     43.3629,     43.3629,     43.3636,     43.3628,     43.3651,     43.3627,     43.3911,     43.3792,     43.4143,     43.4301,     43.4254,     43.4569,     43.3664,     43.3650,     43.3685,     43.3635,     43.3743,     43.3791,     43.3786,     43.3842,     43.3876,     43.3831,     43.3760,     43.3630,     43.3695,     43.3625,     43.3659,     43.3627
      41,          0.666667,     49.1778,     46.6779,     39.5393,     39.3554,     43.6683,     42.9883,     43.3713,     43.3736,     43.3733,     43.3728,     43.3719,     43.3720,     43.3719,     43.3720,     43.3721,     43.3719,     43.3721,     43.3720,     43.3721,     43.3724,     43.3720,     43.3736,     43.3721,     43.3961,     43.3839,     43.4165,     43.4305,     43.4269,     43.4569,     43.3744,     43.3735,     43.3761,     43.3724,     43.3806,     43.3837,     43.3843,     43.3884,     43.3924,     43.3878,     43.3835,     43.3717,     43.3777,     43.3714,     43.3744,     43.3717
      42,          0.683333,     49.3877,     46.7278,     39.7198,     39.4849,     43.6683,     42.9882,     43.3798,     43.3816,     43.3816,     43.3812,     43.3804,     43.3805,     43.3804,     43.3804,     43.3805,     43.3803,     43.3805,     43.3805,     43.3805,     43.3806,     43.3804,     43.3815,     43.3804,     43.4013,     43.3891,     43.4186,     43.4310,     43.4284,     43.4568,     43.3822,     43.3816,     43.3835,     43.3808,     43.3871,     43.3891,     43.3900,     43.3930,     43.3973,     43.3927,     43.3905,     43.3799,     43.3855,     43.3799,     43.3826,     43.3802
      43,          0.700000,     49.5546,     46.8444,     39.8850,     39.5985,     43.6680,     42.9880,     43.3877,     43.3896,     43.3896,     43.3889,     43.3884,     43.3884,     43.3884,     43.3884,     43.3884,     43.3883,     43.3885,     43.3884,     43.3885,     43.3885,     43.3885,     43.3892,     43.3885,     43.4063,     43.3949,     43.4213,     43.4319,     43.4307,     43.4569,     43.3898,     43.3895,     43.3908,     43.3887,     43.3937,     43.3949,     43.3961,     43.3983,     43.4030,     43.3984,     43.3976,     43.3881,     43.3927,     43.3880,     43.3902,     43.3882
      44,          0.716667,     49.6662,     46.9975,     40.0407,     39.6972,     43.6674,     42.9876,     43.3955,     43.3968,     43.3969,     43.3964,     43.3960,     43.3960,     43.3960,     43.3961,     43.3962,     43.3960,     43.3962,     43.3961,     43.3961,     43.3961,     43.3961,     43.3966,     43.3961,     43.4118,     43.4009,     43.4242,     43.4332,     43.4332,     43.4571,     43.3972,     43.3970,     43.3980,     43.3965,     43.4004,     43.4013,     43.4025,     43.4041,     43.4087,     43.4042,     43.4040,     43.3957,     43.3996,     43.3956,     43.3974,     43.3959
      45,          0.733333,     49.7367,     47.1344,     40.1859,     39.7861,     43.6666,     42.9871,     43.4027,     43.4042,     43.4043,     43.4036,     43.4034,     43.4032,     43.4033,     43.4033,     43.4033,     43.4032,     43.4034,     43.4033,     43.4034,     43.4033,     43.4033,     43.4038,     43.4034,     43.4174,     43.4071,     43.4273,     43.4348,     43.4359,     43.4574,     43.4044,     43.4043,     43.4051,     43.4040,     43.4071,     43.4077,     43.4088,     43.4100,     43.4142,     43.4101,     43.4103,     43.4031,     43.4064,     43.4031,     43.4044,     43.4032
      46,          0.750000,     49.7804,     47.2341,     40.3269,     39.8657,     43.6656,     42.9865,     43.4098,     43.4115,     43.4115,     43.4105,     43.4104,     43.4103,     43.4104,     43.4104,     43.4105,     43.4104,     43.4105,     43.4104,     43.4105,     43.4103,     43.4104,     43.4107,     43.4105,     43.4225,     43.4134,     43.4314,     43.4370,     43.4395,     43.4581,     43.4110,     43.4110,     43.4117,     43.4108,     43.4135,     43.4139,     43.4150,     43.4160,     43.4196,     43.4161,     43.4162,     43.4101,     43.4128,     43.4101,     43.4112,     43.4103
      47,          0.766667,     49.8081,     47.2966,     40.4750,     39.9419,     43.6642,     42.9855,     43.4165,     43.4179,     43.4179,     43.4170,     43.4170,     43.4170,     43.4170,     43.4171,     43.4171,     43.4170,     43.4171,     43.4171,     43.4171,     43.4171,     43.4171,     43.4173,     43.4172,     43.4274,     43.4192,     43.4353,     43.4393,     43.4428,     43.4588,     43.4177,     43.4177,     43.4181,     43.4173,     43.4197,     43.4203,     43.4209,     43.4215,     43.4247,     43.4218,     43.4218,     43.4166,     43.4189,     43.4167,     43.4176,     43.4169
      48,          0.783333,     49.8239,     47.3324,     40.6457,     40.0209,     43.6625,     42.9843,     43.4228,     43.4238,     43.4239,     43.4233,     43.4234,     43.4233,     43.4234,     43.4234,     43.4234,     43.4233,     43.4235,     43.4234,     43.4235,     43.4233,     43.4234,     43.4234,     43.4233,     43.4322,     43.4251,     43.4392,     43.4420,     43.4462,     43.4596,     43.4239,     43.4239,     43.4242,     43.4235,     43.4255,     43.4259,     43.4267,     43.4272,     43.4298,     43.4273,     43.4273,     43.4231,     43.4249,     43.4232,     43.4238,     43.4233
      49,          0.800000,     49.8334,     47.3523,     40.8509,     40.1062,     43.6606,     42.9830,     43.4289,     43.4301,     43.4301,     43.4294,     43.4295,     43.4294,     43.4295,     43.4295,     43.4296,     43.4294,     43.4295,     43.4295,     43.4296,     43.4295,     43.4295,     43.4296,     43.4297,     43.4368,     43.4307,     43.4431,     43.4449,     43.4494,     43.4609,     43.4302,     43.4302,     43.4302,     43.4297,     43.4312,     43.4315,     43.4322,     43.4325,     43.4348,     43.4329,     43.4326,     43.4291,     43.4306,     43.4292,     43.4296,     43.4294
      50,          0.816667,     49.8406,     47.3654,     41.0901,     40.1968,     43.6585,     42.9817,     43.4347,     43.4360,     43.4360,     43.4353,     43.4353,     43.4353,     43.4353,     43.4354,     43.4354,     43.4353,     43.4354,     43.4354,     43.4355,     43.4353,     43.4353,     43.4353,     43.4353,     43.4415,     43.4363,     43.4471,     43.4482,     43.4527,     43.4624,     43.4359,     43.4360,     43.4359,     43.4357,     43.4369,     43.4370,     43.4376,     43.4378,     43.4397,     43.4383,     43.4379,     43.4350,     43.4361,     43.4351,     43.4354,     43.4352
      51,          0.833333,     49.8458,     47.3748,     41.3222,     40.2820,     43.6563,     42.9804,     43.4404,     43.4415,     43.4415,     43.4410,     43.4410,     43.4410,     43.4410,     43.4410,     43.4411,     43.4410,     43.4411,     43.4410,     43.4410,     43.4411,     43.4411,     43.4410,     43.4411,     43.4461,     43.4417,     43.4510,     43.4517,     43.4560,     43.4641,     43.4415,     43.4415,     43.4415,     43.4413,     43.4424,     43.4426,     43.4430,     43.4431,     43.4446,     43.4435,     43.4430,     43.4406,     43.4416,     43.4408,     43.4410,     43.4410
      52,          0.850000,     49.8497,     47.3818,     41.5265,     40.3547,     43.6537,     42.9785,     43.4457,     43.4467,     43.4467,     43.4463,     43.4463,     43.4463,     43.4463,     43.4463,     43.4463,     43.4463,     43.4464,     43.4463,     43.4464,     43.4462,     43.4463,     43.4462,     43.4462,     43.4505,     43.4468,     43.4547,     43.4551,     43.4591,     43.4657,     43.4467,     43.4467,     43.4467,     43.4464,     43.4477,     43.4480,     43.4481,     43.4481,     43.4492,     43.4484,     43.4478,     43.4459,     43.4466,     43.4461,     43.4462,     43.4462
      53,          0.866667,     49.8522,     47.3865,     41.6961,     40.4140,     43.6510,     42.9767,     43.4508,     43.4515,     43.4515,     43.4513,     43.4514,     43.4513,     43.4513,     43.4514,     43.4514,     43.4513,     43.4514,     43.4514,     43.4514,     43.4514,     43.4514,     43.4513,     43.4514,     43.4548,     43.4517,     43.4584,     43.4586,     43.4623,     43.4676,     43.4515,     43.4515,     43.4517,     43.4516,     43.4523,     43.4525,     43.4529,     43.4529,     43.4537,     43.4531,     43.4525,     43.4510,     43.4515,     43.4512,     43.4512,     43.4513
      54,          0.883333,     49.8540,     47.3896,     41.8364,     40.4605,     43.6481,     42.9748,     43.4556,     43.4563,     43.4563,     43.4562,     43.4562,     43.4561,     43.4562,     43.4562,     43.4562,     43.4562,     43.4563,     43.4562,     43.4562,     43.4562,     43.4562,     43.4561,     43.4561,     43.4590,     43.4564,     43.4621,     43.4622,     43.4655,     43.4698,     43.4563,     43.4563,     43.4564,     43.4562,     43.4572,     43.4574,     43.4574,     43.4574,     43.4580,     43.4576,     43.4570,     43.4559,     43.4562,     43.4560,     43.4561,     43.4561
      55,          0.900000,     49.8554,     47.3919,     41.9542,     40.4971,     43.6450,     42.9728,     43.4603,     43.4611,     43.4611,     43.4608,     43.4608,     43.4608,     43.4608,     43.4609,     43.4609,     43.4608,     43.4609,     43.4608,     43.4609,     43.4609,     43.4609,     43.4608,     43.4608,     43.4631,     43.4610,     43.4658,     43.4659,     43.4687,     43.4721,     43.4611,     43.4612,     43.4611,     43.4610,     43.4618,     43.4620,     43.4619,     43.4619,     43.4623,     43.4621,     43.4614,     43.4605,     43.4608,     43.4607,     43.4607,     43.4608
      56,          0.916667,     49.8566,     47.3939,     42.0563,     40.5266,     43.6419,     42.9709,     43.4647,     43.4657,     43.4658,     43.4653,     43.4653,     43.4652,     43.4653,     43.4653,     43.4653,     43.4653,     43.4654,     43.4653,     43.4654,     43.4653,     43.4653,     43.4652,     43.4652,     43.4672,     43.4654,     43.4695,     43.4696,     43.4721,     43.4746,     43.4657,     43.4657,     43.4654,     43.4655,     43.4657,     43.4657,     43.4663,     43.4665,     43.4665,     43.4665,     43.4657,     43.4650,     43.4651,     43.4651,     43.4652,     43.4652
      57,          0.933333,     49.8576,     47.3954,     42.1446,     40.5503,     43.6385,     42.9687,     43.4690,     43.4697,     43.4697,     43.4694,     43.4695,     43.4695,     43.4695,     43.4695,     43.4695,     43.4695,     43.4696,     43.4695,     43.4695,     43.4695,     43.4695,     43.4694,     43.4694,     43.4710,     43.4695,     43.4731,     43.4733,     43.4754,     43.4774,     43.4697,     43.4697,     43.4696,     43.4696,     43.4697,     43.4696,     43.4703,     43.4704,     43.4705,     43.4705,     43.4697,     43.4691,     43.4693,     43.4694,     43.4694,     43.4694
      58,          0.950000,     49.8577,     47.3961,     42.2236,     40.5700,     43.6350,     42.9667,     43.4730,     43.4735,     43.4735,     43.4735,     43.4735,     43.4735,     43.4735,     43.4735,     43.4735,     43.4735,     43.4736,     43.4735,     43.4736,     43.4735,     43.4735,     43.4735,     43.4735,     43.4745,     43.4734,     43.4763,     43.4764,     43.4781,     43.4795,     43.4736,     43.4736,     43.4736,     43.4735,     43.4743,     43.4744,     43.4739,     43.4739,     43.4743,     43.4743,     43.4735,     43.4731,     43.4733,     43.4734,     43.4734,     43.4735
      59,          0.966667,     49.8576,     47.3961,     42.2940,     40.5865,     43.6315,     42.9649,     43.4767,     43.4774,     43.4774,     43.4773,     43.4773,     43.4773,     43.4773,     43.4773,     43.4773,     43.4773,     43.4774,     43.4774,     43.4774,     43.4773,     43.4774,     43.4773,     43.4773,     43.4780,     43.4771,     43.4796,     43.4797,     43.4811,     43.4822,     43.4774,     43.4774,     43.4775,     43.4774,     43.4782,     43.4783,     43.4777,     43.4777,     43.4778,     43.4778,     43.4772,     43.4770,     43.4771,     43.4772,     43.4772,     43.4773
      60,          0.983333,     49.8572,     47.3957,     42.3577,     40.6006,     43.6277,     42.9638,     43.4804,     43.4811,     43.4811,     43.4809,     43.4809,     43.4809,     43.4809,     43.4809,     43.4809,     43.4809,     43.4810,     43.4810,     43.4810,     43.4809,     43.4810,     43.4809,     43.4810,     43.4816,     43.4809,     43.4829,     43.4831,     43.4843,     43.4851,     43.4812,     43.4812,     43.4811,     43.4811,     43.4816,     43.4818,     43.4816,     43.4816,     43.4816,     43.4816,     43.4808,     43.4807,     43.4808,     43.4808,     43.4809,     43.4809
      61,          1.000000,     49.8568,     47.3951,     42.4158,     40.6129,     43.6242,     42.9637,     43.4839,     43.4847,     43.4847,     43.4845,     43.4845,     43.4844,     43.4845,     43.4845,     43.4845,     43.4844,     43.4845,     43.4845,     43.4845,     43.4845,     43.4845,     43.4845,     43.4845,     43.4851,     43.4845,     43.4863,     43.4864,     43.4875,     43.4882,     43.4847,     43.4847,     43.4845,     43.4845,     43.4846,     43.4845,     43.4853,     43.4856,     43.4852,     43.4852,     43.4843,     43.4842,     43.4844,     43.4844,     43.4844,     43.4845
      62,          1.016667,     49.8561,     47.3941,     42.4691,     40.6238,     43.6199,     42.9651,     43.4873,     43.4879,     43.4879,     43.4878,     43.4878,     43.4878,     43.4878,     43.4878,     43.4878,     43.4878,     43.4879,     43.4878,     43.4878,     43.4878,     43.4879,     43.4878,     43.4878,     43.4881,     43.4876,     43.4892,     43.4893,     43.4902,     43.4907,     43.4878,     43.4879,     43.4876,     43.4876,     43.4874,     43.4872,     43.4882,     43.4884,     43.4882,     43.4882,     43.4875,     43.4875,     43.4877,     43.4877,     43.4877,     43.4878
      63,          1.033333,     49.8543,     47.3921,     42.5182,     40.6335,     43.6162,     42.9690,     43.4904,     43.4909,     43.4910,     43.4909,     43.4909,     43.4909,     43.4910,     43.4910,     43.4910,     43.4909,     43.4910,     43.4910,     43.4910,     43.4910,     43.4910,     43.4909,     43.4910,     43.4911,     43.4907,     43.4920,     43.4921,     43.4929,     43.4932,     43.4909,     43.4909,     43.4907,     43.4907,     43.4903,     43.4900,     43.4911,     43.4915,     43.4913,     43.4913,     43.4906,     43.4906,     43.4908,     43.4908,     43.4909,     43.4909
      64,          1.050000,     49.8522,     47.3892,     42.5633,     40.6430,     43.6122,     42.9758,     43.4934,     43.4940,     43.4940,     43.4939,     43.4939,     43.4939,     43.4939,     43.4939,     43.4939,     43.4939,     43.4940,     43.4939,     43.4939,     43.4939,     43.4939,     43.4939,     43.4939,     43.4940,     43.4938,     43.4949,     43.4950,     43.4956,     43.4958,     43.4939,     43.4940,     43.4936,     43.4937,     43.4932,     43.4930,     43.4940,     43.4943,     43.4942,     43.4942,     43.4936,     43.4937,     43.4938,     43.4938,     43.4939,     43.4939
      65,          1.066667,     49.8497,     47.3857,     42.6043,     40.6523,     43.6082,     42.9857,     43.4962,     43.4970,     43.4970,     43.4968,     43.4968,     43.4968,     43.4968,     43.4968,     43.4968,     43.4967,     43.4968,     43.4968,     43.4968,     43.4968,     43.4968,     43.4968,     43.4968,     43.4969,     43.4968,     43.4977,     43.4978,     43.4984,     43.4985,     43.4969,     43.4969,     43.4965,     43.4965,     43.4961,     43.4959,     43.4970,     43.4974,     43.4971,     43.4971,     43.4966,     43.4966,     43.4967,     43.4967,     43.4967,     43.4967
      66,          1.083333,     49.8472,     47.3820,     42.6412,     40.6643,     43.6042,     42.9986,     43.4990,     43.4997,     43.4998,     43.4996,     43.4996,     43.4995,     43.4996,     43.4995,     43.4996,     43.4995,     43.4996,     43.4996,     43.4996,     43.4995,     43.4996,     43.4996,     43.4997,     43.4997,     43.4995,     43.5004,     43.5005,     43.5010,     43.5011,     43.4996,     43.4996,     43.4991,     43.4992,     43.4989,     43.4987,     43.4998,     43.5001,     43.4997,     43.4998,     43.4994,     43.4994,     43.4995,     43.4995,     43.4995,     43.4996
      67,          1.100000,     49.8442,     47.3779,     42.6732,     40.6794,     43.6002,     43.0128,     43.5017,     43.5022,     43.5022,     43.5022,     43.5022,     43.5022,     43.5022,     43.5022,     43.5023,     43.5022,     43.5022,     43.5022,     43.5022,     43.5022,     43.5023,     43.5023,     43.5023,     43.5021,     43.5020,     43.5027,     43.5028,     43.5033,     43.5034,     43.5022,     43.5022,     43.5020,     43.5020,     43.5015,     43.5015,     43.5021,     43.5023,     43.5023,     43.5023,     43.5020,     43.5020,     43.5021,     43.5021,     43.5022,     43.5022
      68,          1.116667,     49.8387,     47.3712,     42.7004,     40.6967,     43.5962,     43.0273,     43.5042,     43.5047,     43.5047,     43.5047,     43.5047,     43.5047,     43.5047,     43.5047,     43.5047,     43.5047,     43.5047,     43.5047,     43.5048,     43.5047,     43.5048,     43.5048,     43.5048,     43.5046,     43.5045,     43.5052,     43.5052,     43.5056,     43.5057,     43.5047,     43.5047,     43.5045,     43.5046,     43.5042,     43.5042,     43.5047,     43.5048,     43.5049,     43.5049,     43.5045,     43.5045,     43.5046,     43.5046,     43.5047,     43.5047
      69,          1.133333,     49.8325,     47.3620,     42.7233,     40.7142,     43.5920,     43.0410,     43.5066,     43.5072,     43.5072,     43.5071,     43.5071,     43.5071,     43.5071,     43.5071,     43.5071,     43.5071,     43.5071,     43.5071,     43.5071,     43.5071,     43.5071,     43.5072,     43.5072,     43.5070,     43.5069,     43.5076,     43.5077,     43.5079,     43.5079,     43.5072,     43.5072,     43.5071,     43.5071,     43.5072,     43.5074,     43.5072,     43.5072,     43.5073,     43.5073,     43.5069,     43.5069,     43.5071,     43.5071,     43.5071,     43.5071
      70,          1.150000,     49.8249,     47.3516,     42.7421,     40.7306,     43.5881,     43.0532,     43.5089,     43.5096,     43.5096,     43.5094,     43.5094,     43.5094,     43.5094,     43.5094,     43.5094,     43.5094,     43.5094,     43.5095,     43.5095,     43.5094,     43.5095,     43.5096,     43.5095,     43.5094,     43.5094,     43.5100,     43.5100,     43.5103,     43.5103,     43.5095,     43.5095,     43.5096,     43.5097,     43.5102,     43.5104,     43.5095,     43.5095,     43.5097,     43.5097,     43.5093,     43.5093,     43.5094,     43.5094,     43.5094,     43.5094
      71,          1.166667,     49.8169,     47.3401,     42.7571,     40.7449,     43.5842,     43.0626,     43.5111,     43.5117,     43.5117,     43.5116,     43.5117,     43.5117,     43.5117,     43.5117,     43.5117,     43.5117,     43.5117,     43.5117,     43.5117,     43.5117,     43.5117,     43.5117,     43.5117,     43.5117,     43.5117,     43.5121,     43.5122,     43.5125,     43.5125,     43.5117,     43.5117,     43.5120,     43.5119,     43.5125,     43.5127,     43.5119,     43.5117,     43.5119,     43.5119,     43.5116,     43.5116,     43.5116,     43.5116,     43.5117,     43.5117
      72,          1.183333,     49.8086,     47.3279,     42.7685,     40.7566,     43.5802,     43.0690,     43.5133,     43.5138,     43.5138,     43.5138,     43.5138,     43.5138,     43.5138,     43.5139,     43.5139,     43.5138,     43.5138,     43.5139,     43.5139,     43.5139,     43.5139,     43.5138,     43.5138,     43.5138,     43.5138,     43.5141,     43.5141,     43.5144,     43.5144,     43.5138,     43.5138,     43.5139,     43.5139,     43.5142,     43.5142,     43.5139,     43.5138,     43.5139,     43.5139,     43.5137,     43.5137,     43.5137,     43.5138,     43.5138,     43.5138
      73,          1.200000,     49.7996,     47.3147,     42.7767,     40.7657,     43.5763,     43.0733,     43.5153,     43.5159,     43.5159,     43.5159,     43.5159,     43.5159,     43.5159,     43.5159,     43.5159,     43.5159,     43.5159,     43.5159,     43.5159,     43.5158,     43.5158,     43.5157,     43.5157,     43.5158,     43.5158,     43.5161,     43.5161,     43.5163,     43.5163,     43.5159,     43.5159,     43.5159,     43.5159,     43.5153,     43.5151,     43.5160,     43.5160,     43.5158,     43.5159,     43.5157,     43.5157,     43.5158,     43.5158,     43.5158,     43.5158
      74,          1.216667,     49.7902,     47.3005,     42.7820,     40.7722,     43.5725,     43.0756,     43.5173,     43.5178,     43.5178,     43.5178,     43.5178,     43.5178,     43.5178,     43.5178,     43.5178,     43.5178,     43.5178,     43.5177,     43.5178,     43.5177,     43.5178,     43.5177,     43.5177,     43.5178,     43.5178,     43.5180,     43.5181,     43.5183,     43.5184,     43.5178,     43.5178,     43.5176,     43.5176,     43.5171,     43.5170,     43.5178,     43.5179,     43.5177,     43.5178,     43.5176,     43.5176,     43.5178,     43.5178,     43.5178,     43.5178
      75,          1.233333,     49.7804,     47.2857,     42.7847,     40.7762,     43.5688,     43.0757,     43.5191,     43.5197,     43.5197,     43.5197,     43.5197,     43.5196,     43.5196,     43.5196,     43.5196,     43.5196,     43.5196,     43.5197,     43.5197,     43.5196,     43.5197,     43.5197,     43.5197,     43.5195,     43.5196,     43.5200,     43.5200,     43.5202,     43.5202,     43.5197,     43.5197,     43.5197,     43.5197,     43.5198,     43.5200,     43.5198,     43.5198,     43.5197,     43.5198,     43.5196,     43.5196,     43.5196,     43.5196,     43.5197,     43.5197
      76,          1.250000,     49.7703,     47.2703,     42.7854,     40.7780,     43.5651,     43.0737,     43.5209,     43.5215,     43.5215,     43.5215,     43.5215,     43.5215,     43.5215,     43.5215,     43.5215,     43.5215,     43.5215,     43.5216,     43.5216,     43.5215,     43.5215,     43.5215,     43.5215,     43.5214,     43.5215,     43.5216,     43.5216,     43.5220,     43.5220,     43.5215,     43.5215,     43.5216,     43.5215,     43.5222,     43.5225,     43.5217,     43.5215,     43.5215,     43.5215,     43.5213,     43.5214,     43.5214,     43.5215,     43.5215,     43.5215
      77,          1.266667,     49.7598,     47.2545,     42.7840,     40.7778,     43.5615,     43.0700,     43.5227,     43.5233,     43.5233,     43.5232,     43.5232,     43.5232,     43.5233,     43.5233,     43.5233,     43.5232,     43.5233,     43.5233,     43.5233,     43.5233,     43.5233,     43.5232,     43.5232,     43.5231,     43.5231,     43.5232,     43.5233,     43.5236,     43.5236,     43.5232,     43.5233,     43.5233,     43.5233,     43.5232,     43.5230,     43.5232,     43.5233,     43.5232,     43.5232,     43.5231,     43.5231,     43.5232,     43.5232,     43.5232,     43.5232
      78,          1.283333,     49.7475,     47.2366,     42.7808,     40.7758,     43.5580,     43.0650,     43.5244,     43.5248,     43.5249,     43.5249,     43.5249,     43.5249,     43.5249,     43.5249,     43.5249,     43.5249,     43.5250,     43.5249,     43.5249,     43.5249,     43.5249,     43.5248,     43.5248,     43.5248,     43.5248,     43.5250,     43.5250,     43.5254,     43.5254,     43.5249,     43.5249,     43.5248,     43.5249,     43.5243,     43.5241,     43.5248,     43.5250,     43.5249,     43.5249,     43.5248,     43.5248,     43.5249,     43.5249,     43.5249,     43.5249
      79,          1.300000,     49.7339,     47.2159,     42.7761,     40.7722,     43.5546,     43.0585,     43.5260,     43.5265,     43.5265,     43.5265,     43.5266,     43.5265,     43.5265,     43.5265,     43.5265,     43.5265,     43.5265,     43.5265,     43.5266,     43.5265,     43.5265,     43.5265,     43.5265,     43.5265,     43.5265,     43.5267,     43.5267,     43.5272,     43.5272,     43.5265,     43.5265,     43.5266,     43.5266,     43.5267,     43.5269,     43.5265,     43.5265,     43.5266,     43.5266,     43.5265,     43.5265,     43.5265,     43.5265,     43.5265,     43.5266
      80,          1.316667,     49.7194,     47.1929,     42.7702,     40.7675,     43.5513,     43.0524,     43.5276,     43.5282,     43.5282,     43.5281,     43.5281,     43.5281,     43.5281,     43.5281,     43.5281,     43.5281,     43.5281,     43.5281,     43.5281,     43.5281,     43.5281,     43.5281,     43.5281,     43.5281,     43.5281,     43.5282,     43.5282,     43.5287,     43.5287,     43.5281,     43.5281,     43.5281,     43.5281,     43.5286,     43.5288,     43.5282,     43.5281,     43.5282,     43.5282,     43.5280,     43.5280,     43.5281,     43.5281,     43.5281,     43.5281
      81,          1.333333,     49.7041,     47.1687,     42.7627,     40.7616,     43.5482,     43.0427,     43.5291,     43.5297,     43.5297,     43.5296,     43.5296,     43.5297,     43.5297,     43.5297,     43.5297,     43.5296,     43.5297,     43.5296,     43.5296,     43.5296,     43.5297,     43.5296,     43.5296,     43.5296,     43.5296,     43.5297,     43.5297,     43.5301,     43.5301,     43.5297,     43.5297,     43.5296,     43.5297,     43.5291,     43.5290,     43.5297,     43.5298,     43.5296,     43.5296,     43.5295,     43.5295,     43.5296,     43.5296,     43.5296,     43.5296
      82,          1.350000,     49.6879,     47.1431,     42.7536,     40.7544,     43.5451,     43.0330,     43.5306,     43.5311,     43.5311,     43.5311,     43.5312,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311,     43.5310,     43.5310,     43.5312,     43.5312,     43.5315,     43.5316,     43.5311,     43.5311,     43.5311,     43.5311,     43.5309,     43.5310,     43.5311,     43.5310,     43.5311,     43.5311,     43.5310,     43.5311,     43.5311,     43.5311,     43.5311,     43.5311
      83,          1.366667,     49.6712,     47.1164,     42.7431,     40.7463,     43.5421,     43.0221,     43.5320,     43.5325,     43.5325,     43.5325,     43.5325,     43.5325,     43.5325,     43.5325,     43.5325,     43.5326,     43.5326,     43.5326,     43.5326,     43.5326,     43.5326,     43.5325,     43.5325,     43.5325,     43.5325,     43.5326,     43.5326,     43.5331,     43.5331,     43.5325,     43.5325,     43.5326,     43.5325,     43.5331,     43.5332,     43.5326,     43.5325,     43.5326,     43.5326,     43.5325,     43.5325,     43.5325,     43.5325,     43.5325,     43.5325
