"EG15_005 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_005.tcf]","Time (h)","H FC01.1_R.1 [EG15_005]","H FC01.1_R.2 [EG15_005]","H FC01.2_R.1 [EG15_005]","H FC01.2_R.2 [EG15_005]","H FC04.1_C.1 [EG15_005]","H FC04.1_C.2 [EG15_005]","H mh1 [EG15_005]","H mh2 [EG15_005]","H mh3 [EG15_005]","H mh4 [EG15_005]","H Pipe16.2 [EG15_005]","H Pit1 [EG15_005]","H Pit1.1 [EG15_005]","H Pit11 [EG15_005]","H Pit11.1 [EG15_005]","H Pit12 [EG15_005]","H Pit12.1 [EG15_005]","H Pit14 [EG15_005]","H Pit14.1 [EG15_005]","H Pit15 [EG15_005]","H Pit15.1 [EG15_005]","H Pit16 [EG15_005]","H Pit16.1 [EG15_005]","H Pit18 [EG15_005]","H Pit18.1 [EG15_005]","H Pit19 [EG15_005]","H Pit19.1 [EG15_005]","H Pit2 [EG15_005]","H Pit2.1 [EG15_005]","H Pit4 [EG15_005]","H Pit4.1 [EG15_005]","H Pit5 [EG15_005]","H Pit5.1 [EG15_005]","H Pit6 [EG15_005]","H Pit6.1 [EG15_005]","H Pit7 [EG15_005]","H Pit7.1 [EG15_005]","H Pit8 [EG15_005]","H Pit8.1 [EG15_005]","H Pit9 [EG15_005]","H Pit9.1 [EG15_005]"
     154,          2.550000,     46.4546,     45.3794,     39.1002,     39.0428,     43.4287,     42.8251,     43.5754,     43.5754,     43.5754,     43.5754,     43.5749,     43.5759,     43.5760,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5760,     43.5760,     43.5759,     43.5759,     43.5759,     43.5760,     43.5760,     43.5760,     43.5759,     43.5760,     43.5760,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759
     155,          2.566667,     46.4388,     45.3640,     39.0824,     39.0269,     43.4274,     42.8239,     43.5756,     43.5756,     43.5756,     43.5756,     43.5751,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761
     156,          2.583333,     46.4195,     45.3470,     39.0653,     39.0119,     43.4262,     42.8228,     43.5757,     43.5757,     43.5757,     43.5757,     43.5752,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5763,     43.5763,     43.5763,     43.5762,     43.5763,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762
     157,          2.600000,     46.3997,     45.3300,     39.0478,     38.9960,     43.4251,     42.8217,     43.5759,     43.5759,     43.5759,     43.5758,     43.5754,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5763,     43.5763,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764
     158,          2.616667,     46.3801,     45.3121,     39.0307,     38.9811,     43.4239,     42.8206,     43.5760,     43.5760,     43.5760,     43.5760,     43.5755,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765
     159,          2.633333,     46.3608,     45.2938,     39.0072,     38.9594,     43.4228,     42.8196,     43.5761,     43.5761,     43.5761,     43.5761,     43.5756,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5767,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766
     160,          2.650000,     46.3456,     45.2781,     38.9863,     38.9408,     43.4217,     42.8185,     43.5762,     43.5762,     43.5762,     43.5762,     43.5758,     43.5767,     43.5768,     43.5768,     43.5768,     43.5768,     43.5768,     43.5768,     43.5768,     43.5768,     43.5768,     43.5767,     43.5768,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5768,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5768,     43.5768
     161,          2.666667,     46.3317,     45.2637,     38.9653,     38.9214,     43.4206,     42.8175,     43.5764,     43.5764,     43.5764,     43.5764,     43.5759,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5768,     43.5768,     43.5768,     43.5768,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769
     162,          2.683333,     46.3166,     45.2489,     38.9445,     38.9028,     43.4195,     42.8165,     43.5765,     43.5765,     43.5765,     43.5765,     43.5760,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770
     163,          2.700000,     46.3016,     45.2344,     38.9246,     38.8846,     43.4184,     42.8155,     43.5766,     43.5766,     43.5766,     43.5766,     43.5761,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771
     164,          2.716667,     46.2849,     45.2191,     38.9039,     38.8657,     43.4173,     42.8144,     43.5767,     43.5767,     43.5767,     43.5767,     43.5762,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772
     165,          2.733334,     46.2678,     45.2033,     38.8825,     38.8460,     43.4162,     42.8134,     43.5768,     43.5768,     43.5768,     43.5768,     43.5763,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773
     166,          2.750000,     46.2499,     45.1869,     38.8612,     38.8262,     43.4152,     42.8124,     43.5769,     43.5769,     43.5769,     43.5769,     43.5764,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774
     167,          2.766667,     46.2309,     45.1700,     38.8399,     38.8068,     43.4142,     42.8115,     43.5770,     43.5769,     43.5770,     43.5770,     43.5764,     43.5775,     43.5775,     43.5774,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5774,     43.5774,     43.5774,     43.5775,     43.5775,     43.5775,     43.5774,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775
     168,          2.783334,     46.2116,     45.1522,     38.8182,     38.7874,     43.4132,     42.8106,     43.5770,     43.5770,     43.5770,     43.5770,     43.5765,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5776,     43.5775,     43.5775,     43.5775,     43.5775,     43.5776,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775
     169,          2.800000,     46.1907,     45.1326,     38.7980,     38.7689,     43.4122,     42.8097,     43.5771,     43.5771,     43.5771,     43.5771,     43.5766,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776
     170,          2.816667,     46.1691,     45.1104,     38.7749,     38.7474,     43.4112,     42.8088,     43.5772,     43.5772,     43.5772,     43.5772,     43.5767,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777
     171,          2.833333,     46.1466,     45.0874,     38.7522,     38.7258,     43.4103,     42.8080,     43.5773,     43.5773,     43.5773,     43.5773,     43.5768,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778
     172,          2.850000,     46.1237,     45.0617,     38.7280,     38.7031,     43.4093,     42.8072,     43.5773,     43.5773,     43.5773,     43.5773,     43.5768,     43.5778,     43.5778,     43.5779,     43.5779,     43.5778,     43.5779,     43.5778,     43.5779,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5779,     43.5779,     43.5779,     43.5778,     43.5778,     43.5778,     43.5779,     43.5778,     43.5778,     43.5778,     43.5778,     43.5779,     43.5779,     43.5778
     173,          2.866667,     46.0992,     45.0331,     38.7090,     38.6844,     43.4084,     42.8064,     43.5774,     43.5774,     43.5774,     43.5774,     43.5769,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779
     174,          2.883333,     46.0757,     45.0024,     38.6873,     38.6632,     43.4075,     42.8057,     43.5775,     43.5775,     43.5775,     43.5775,     43.5770,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780
     175,          2.900000,     46.0515,     44.9687,     38.6666,     38.6429,     43.4066,     42.8050,     43.5775,     43.5775,     43.5775,     43.5775,     43.5770,     43.5780,     43.5780,     43.5780,     43.5780,     43.5781,     43.5780,     43.5781,     43.5781,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5781,     43.5781,     43.5781,     43.5781,     43.5780,     43.5780,     43.5781,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780
     176,          2.916667,     46.0269,     44.9330,     38.6447,     38.6213,     43.4057,     42.8044,     43.5776,     43.5776,     43.5776,     43.5776,     43.5771,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781
     177,          2.933333,     46.0036,     44.8983,     38.6227,     38.5996,     43.4049,     42.8037,     43.5777,     43.5777,     43.5777,     43.5777,     43.5772,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782
     178,          2.950000,     45.9808,     44.8647,     38.6006,     38.5780,     43.4041,     42.8032,     43.5777,     43.5777,     43.5777,     43.5777,     43.5772,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5783,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782
     179,          2.966667,     45.9592,     44.8324,     38.5794,     38.5569,     43.4032,     42.8026,     43.5778,     43.5778,     43.5778,     43.5778,     43.5773,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783
     180,          2.983334,     45.9390,     44.8024,     38.5572,     38.5353,     43.4025,     42.8021,     43.5778,     43.5778,     43.5778,     43.5778,     43.5773,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5784,     43.5784,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5784,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783
     181,          3.000000,     45.9199,     44.7730,     38.5342,     38.5127,     43.4017,     42.8016,     43.5779,     43.5779,     43.5779,     43.5779,     43.5774,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784
