"EG15_005 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_005.tcf]","Time (h)","SQ Pipe7 [EG15_005]","SQ Pipe6 [EG15_005]","SQ Pipe5 [EG15_005]","SQ Pipe19 [EG15_005]","SQ Pipe3 [EG15_005]","SQ Pipe2 [EG15_005]","SQ Pipe1 [EG15_005]","SQ Pipe0 [EG15_005]","SQ Pipe17 [EG15_005]","SQ Pipe16 [EG15_005]","SQ Pipe15 [EG15_005]","SQ Pipe14 [EG15_005]","SQ Pipe13 [EG15_005]","SQ Pipe12 [EG15_005]","SQ Pipe11 [EG15_005]","SQ Pipe10 [EG15_005]","SQ Pipe9 [EG15_005]","SQ Pipe8 [EG15_005]","SQ Pipe4 [EG15_005]","SQ FC04.1_C [EG15_005]","SQ FC01.2_R [EG15_005]","SQ FC01.1_R [EG15_005]"
      92,          1.516667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0001,      0.0000,      0.1648,     69.5415,     44.6676
      93,          1.533333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0002,      0.1607,     69.1776,     44.4335
      94,          1.550000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0001,      0.0000,      0.1568,     68.7369,     44.1642
      95,          1.566667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.1530,     68.2571,     43.8417
      96,          1.583333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.1494,     67.7373,     43.4582
      97,          1.600000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0004,      0.1459,     67.1843,     43.0071
      98,          1.616667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.1424,     66.6045,     42.5281
      99,          1.633333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0003,      0.1392,     66.0036,     42.0142
     100,          1.650000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1360,     65.3838,     41.4562
     101,          1.666667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0003,      0.1330,     64.7437,     40.8538
     102,          1.683333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1300,     64.0828,     40.2024
     103,          1.700000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0001,      0.0003,      0.1272,     63.4001,     39.4902
     104,          1.716667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1243,     62.6958,     38.7083
     105,          1.733333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0002,      0.1216,     61.9682,     37.8559
     106,          1.750000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.1190,     61.2067,     36.9271
     107,          1.766667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0002,      0.1165,     60.4159,     35.9120
     108,          1.783333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.1140,     59.5887,     34.8437
     109,          1.800000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.1117,     58.7258,     33.7271
     110,          1.816667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.1093,     57.8174,     32.5441
     111,          1.833333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0000,      0.1070,     56.8489,     31.2906
     112,          1.850000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.1048,     55.8005,     29.9741
     113,          1.866667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1026,     54.6658,     28.6029
     114,          1.883333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0001,      0.0001,      0.1004,     53.4393,     26.9140
     115,          1.900000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0983,     52.1101,     25.2508
     116,          1.916667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0963,     50.6708,     23.8392
     117,          1.933333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0943,     49.0908,     22.6535
     118,          1.950000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0923,     47.3496,     21.6676
     119,          1.966667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0904,     45.4162,     20.8615
     120,          1.983333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0886,     43.2625,     20.1919
     121,          2.000000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0868,     40.9025,     19.6279
     122,          2.016667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0850,     38.4967,     19.1425
     123,          2.033334,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0832,     36.1615,     18.7017
     124,          2.050000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0815,     33.9155,     18.2700
     125,          2.066667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0797,     31.8648,     17.8448
     126,          2.083333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0781,     29.9248,     17.4101
     127,          2.100000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0764,     28.1086,     16.9813
     128,          2.116667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0747,     26.4266,     16.5332
     129,          2.133333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0001,      0.0000,      0.0731,     24.9506,     16.0429
     130,          2.150000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0716,     23.6269,     15.5383
     131,          2.166667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0700,     22.4500,     15.0236
     132,          2.183333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0684,     21.4527,     14.5091
     133,          2.200000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0669,     20.6076,     14.0071
     134,          2.216667,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0654,     19.8331,     13.5862
     135,          2.233333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0641,     19.1441,     13.2416
     136,          2.250000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0624,     18.5099,     12.9496
     137,          2.266667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0610,     17.9285,     12.6915
     138,          2.283334,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0596,     17.4003,     12.4484
     139,          2.300000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0582,     16.8913,     12.2071
     140,          2.316667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0568,     16.4201,     11.9667
     141,          2.333333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0555,     15.9572,     11.7302
     142,          2.350000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0541,     15.5204,     11.4979
     143,          2.366667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0528,     15.1137,     11.2919
     144,          2.383333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0514,     14.7721,     11.0768
     145,          2.400000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0501,     14.4457,     10.8513
     146,          2.416667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0488,     14.1349,     10.6465
     147,          2.433333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0475,     13.8149,     10.4675
     148,          2.450000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0462,     13.5220,     10.2957
     149,          2.466667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0449,     13.2461,     10.1152
     150,          2.483333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0437,     12.9734,      9.9147
     151,          2.500000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0424,     12.7111,      9.6865
     152,          2.516667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0411,     12.4789,      9.4511
     153,          2.533334,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0399,     12.2656,      9.2113
     154,          2.550000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0388,     12.0043,      8.9728
     155,          2.566667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0376,     11.8109,      8.7732
     156,          2.583333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0365,     11.5954,      8.5296
     157,          2.600000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0355,     11.4047,      8.2819
     158,          2.616667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0345,     11.1623,      8.0398
     159,          2.633333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0335,     10.9630,      7.8033
     160,          2.650000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0325,     10.6843,      7.6190
     161,          2.666667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0316,     10.4956,      7.4519
     162,          2.683333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0307,     10.2343,      7.2710
     163,          2.700000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0297,     10.0227,      7.0930
     164,          2.716667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0288,      9.7989,      6.8979
     165,          2.733334,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0280,      9.5668,      6.6982
     166,          2.750000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0272,      9.3605,      6.4923
     167,          2.766667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0263,      9.1112,      6.2764
     168,          2.783334,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0256,      8.9212,      6.0583
     169,          2.800000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0248,      8.6895,      5.8262
     170,          2.816667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0241,      8.4541,      5.5890
     171,          2.833333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0234,      8.2655,      5.3456
     172,          2.850000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0227,      8.0265,      5.1012
     173,          2.866667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0220,      7.8780,      4.8444
     174,          2.883333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0214,      7.6609,      4.6030
     175,          2.900000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0208,      7.4555,      4.3576
     176,          2.916667,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0202,      7.2701,      4.1137
     177,          2.933333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0196,      7.0710,      3.8857
     178,          2.950000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0190,      6.8762,      3.6683
     179,          2.966667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0185,      6.6988,      3.4650
     180,          2.983334,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0180,      6.4966,      3.2793
     181,          3.000000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0175,      6.2834,      3.1061
