"EG15_009 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_009.tcf]","Time (h)","H FC01.1_R.1 [EG15_009]","H FC01.1_R.2 [EG15_009]","H FC01.2_R.1 [EG15_009]","H FC01.2_R.2 [EG15_009]","H FC04.1_C.1 [EG15_009]","H FC04.1_C.2 [EG15_009]","H Pipe16.2 [EG15_009]","H Pit1 [EG15_009]","H Pit1.1 [EG15_009]","H Pit10 [EG15_009]","H Pit10.1 [EG15_009]","H Pit11 [EG15_009]","H Pit11.1 [EG15_009]","H Pit12 [EG15_009]","H Pit12.1 [EG15_009]","H Pit13 [EG15_009]","H Pit13.1 [EG15_009]","H Pit14 [EG15_009]","H Pit14.1 [EG15_009]","H Pit15 [EG15_009]","H Pit15.1 [EG15_009]","H Pit16 [EG15_009]","H Pit16.1 [EG15_009]","H Pit17 [EG15_009]","H Pit17.1 [EG15_009]","H Pit18 [EG15_009]","H Pit18.1 [EG15_009]","H Pit19 [EG15_009]","H Pit19.1 [EG15_009]","H Pit2 [EG15_009]","H Pit2.1 [EG15_009]","H Pit3 [EG15_009]","H Pit3.1 [EG15_009]","H Pit4 [EG15_009]","H Pit4.1 [EG15_009]","H Pit5 [EG15_009]","H Pit5.1 [EG15_009]","H Pit6 [EG15_009]","H Pit6.1 [EG15_009]","H Pit7 [EG15_009]","H Pit7.1 [EG15_009]","H Pit8 [EG15_009]","H Pit8.1 [EG15_009]","H Pit9 [EG15_009]","H Pit9.1 [EG15_009]"
      11,          0.166667,     45.3990,     44.4990,     37.6272,     37.4990,     43.3490,     42.8066,     40.2722,     41.6924,     43.2445,     41.0555,     42.7719,     40.9658,     42.7829,     40.8414,     42.8175,     40.2882,     42.8443,     41.0609,     42.8667,     41.1613,     42.9892,     41.3465,     43.1357,     41.5159,     43.2811,     41.5708,     43.3268,     41.8180,     43.3456,     41.6599,     43.2277,     41.5715,     43.2770,     41.5904,     43.3118,     42.0118,     43.2822,     41.7963,     43.2589,     41.3449,     43.1485,     41.1680,     43.0074,     41.0700,     42.8713
      12,          0.183333,     45.3990,     44.4990,     37.6318,     37.5008,     43.3490,     42.8075,     40.4614,     41.7086,     43.2546,     41.0998,     42.7765,     41.0161,     42.7844,     40.8983,     42.8189,     40.4705,     42.8453,     41.1199,     42.8677,     41.1997,     42.9938,     41.3835,     43.1357,     41.5484,     43.2836,     41.5940,     43.3283,     41.8350,     43.3472,     41.6795,     43.2300,     41.6053,     43.2770,     41.6160,     43.3134,     42.0299,     43.2839,     41.8151,     43.2608,     41.3767,     43.1487,     41.2014,     43.0066,     41.1179,     42.8729
      13,          0.200000,     45.5333,     44.4990,     37.6104,     37.5275,     43.3579,     42.8085,     40.9725,     41.7237,     43.2504,     41.1451,     42.7806,     41.0661,     42.7861,     40.9624,     42.8200,     40.9610,     42.8461,     41.1640,     42.8685,     41.2408,     42.9920,     41.4198,     43.1357,     41.5854,     43.2844,     41.6191,     43.3299,     41.8530,     43.3491,     41.7016,     43.2328,     41.6409,     43.2881,     41.6498,     43.3151,     42.0490,     43.2859,     41.8396,     43.2636,     41.4131,     43.1490,     41.2401,     43.0077,     41.1687,     42.8744
      14,          0.216667,     45.7127,     44.4990,     37.7679,     37.5778,     43.3793,     42.8145,     41.4765,     41.7355,     43.2511,     41.5075,     42.7839,     41.5007,     42.7874,     41.4917,     42.8207,     41.4779,     42.8467,     41.4624,     42.8693,     41.4581,     42.9926,     41.4675,     43.1401,     41.6258,     43.2854,     41.6453,     43.3314,     41.8750,     43.3519,     41.7262,     43.2370,     41.6782,     43.2770,     41.6888,     43.3169,     42.0685,     43.2881,     41.8578,     43.2658,     41.4940,     43.1493,     41.4913,     43.0081,     41.4983,     42.8757
      15,          0.233333,     45.8228,     44.5526,     37.6302,     37.6128,     43.4010,     42.8280,     41.8574,     41.8033,     43.2521,     41.9170,     42.7868,     41.9083,     42.7888,     41.8867,     42.8214,     41.8603,     42.8473,     41.8271,     42.8700,     41.8222,     42.9932,     41.8028,     43.1357,     41.9029,     43.2864,     41.9043,     43.3351,     41.9104,     43.3585,     41.8008,     43.2410,     41.7960,     43.2770,     41.7967,     43.3184,     42.0866,     43.2902,     41.9068,     43.2708,     41.9082,     43.1496,     41.9127,     43.0086,     41.9171,     42.8771
      16,          0.250000,     45.9015,     44.6673,     37.7325,     37.6043,     43.4244,     42.8446,     42.4037,     42.3280,     43.2530,     42.7113,     42.7893,     42.6221,     42.7901,     42.5169,     42.8219,     42.4059,     42.8477,     42.3074,     42.8708,     42.3040,     42.9939,     42.3142,     43.1388,     42.8836,     43.2894,     42.8993,     43.3467,     42.9085,     43.3713,     42.3318,     43.2442,     42.3204,     43.2770,     42.3102,     43.3196,     42.2931,     43.2925,     42.8902,     43.2762,     42.8207,     43.1503,     42.7776,     43.0091,     42.7503,     42.8785
      17,          0.266667,     45.9588,     44.7498,     37.6874,     37.6242,     43.4490,     42.8562,     42.8872,     43.1335,     43.2538,     42.8815,     42.8400,     42.8731,     42.8379,     42.8762,     42.8549,     42.8893,     42.8833,     42.9034,     42.8945,     42.9707,     42.9946,     43.0314,     43.1357,     43.2917,     43.3027,     43.3341,     43.3641,     43.3498,     43.3891,     43.1337,     43.2466,     43.1140,     43.2770,     43.1306,     43.3205,     43.1421,     43.2947,     43.2964,     43.3038,     43.1614,     43.1623,     43.0382,     43.0379,     42.9400,     42.9185
      18,          0.283333,     46.0069,     44.8155,     37.7470,     37.6165,     43.4734,     42.8686,     42.9169,     43.2443,     43.2567,     42.9139,     42.8804,     42.9063,     42.8813,     42.9085,     42.8853,     42.9175,     42.9036,     42.9383,     42.9102,     43.0215,     43.0197,     43.1169,     43.1400,     43.3041,     43.3148,     43.3487,     43.3801,     43.3652,     43.4053,     43.2442,     43.2610,     43.2228,     43.2866,     43.2465,     43.3212,     43.2502,     43.2986,     43.3081,     43.3144,     43.1731,     43.1748,     43.0480,     43.0443,     42.9566,     42.9263
      19,          0.300000,     46.0548,     44.8760,     37.7001,     37.6435,     43.4970,     42.8814,     42.9421,     43.2554,     43.2712,     42.9460,     42.9231,     42.9383,     42.9223,     42.9362,     42.9209,     42.9428,     42.9237,     42.9570,     42.9253,     43.0307,     43.0259,     43.1245,     43.1357,     43.3159,     43.3266,     43.3623,     43.3950,     43.3785,     43.4186,     43.2577,     43.2705,     43.2391,     43.2812,     43.2672,     43.3218,     43.2777,     43.3085,     43.3193,     43.3242,     43.1858,     43.1885,     43.0602,     43.0532,     42.9743,     42.9349
      20,          0.316667,     46.1029,     44.9307,     37.6528,     37.6777,     43.5195,     42.8933,     42.9711,     43.2651,     43.2770,     42.9775,     42.9585,     42.9701,     42.9573,     42.9671,     42.9553,     42.9718,     42.9525,     42.9819,     42.9526,     43.0428,     43.0319,     43.1406,     43.1417,     43.3255,     43.3359,     43.3721,     43.4050,     43.3884,     43.4284,     43.2647,     43.2768,     43.2512,     43.2812,     43.2813,     43.3223,     43.2921,     43.3252,     43.3289,     43.3336,     43.1978,     43.1996,     43.0757,     43.0656,     43.0015,     42.9638
      21,          0.333333,     46.1494,     44.9903,     37.6848,     37.6793,     43.5393,     42.9049,     43.0025,     43.2741,     43.2832,     43.0077,     42.9898,     43.0011,     42.9893,     42.9987,     42.9889,     43.0024,     42.9880,     43.0122,     42.9888,     43.0569,     43.0380,     43.1520,     43.1510,     43.3337,     43.3428,     43.3810,     43.4119,     43.3992,     43.4418,     43.2767,     43.2819,     43.2606,     43.2872,     43.2942,     43.3241,     43.3039,     43.3353,     43.3370,     43.3418,     43.2077,     43.2091,     43.0913,     43.0769,     43.0277,     42.9927
      22,          0.350000,     46.1951,     45.0521,     37.7604,     37.7028,     43.5570,     42.9149,     43.0323,     43.2790,     43.2879,     43.0384,     43.0229,     43.0322,     43.0221,     43.0297,     43.0217,     43.0322,     43.0216,     43.0411,     43.0217,     43.0714,     43.0436,     43.1599,     43.1596,     43.3386,     43.3466,     43.3853,     43.4161,     43.4034,     43.4457,     43.2778,     43.2865,     43.2671,     43.2817,     43.3021,     43.3302,     43.3125,     43.3430,     43.3420,     43.3469,     43.2157,     43.2160,     43.1065,     43.0870,     43.0548,     43.0234
      23,          0.366667,     46.2424,     45.1136,     37.7355,     37.7288,     43.5726,     42.9256,     43.0623,     43.2865,     43.2929,     43.0687,     43.0551,     43.0624,     43.0540,     43.0599,     43.0536,     43.0617,     43.0538,     43.0694,     43.0536,     43.0894,     43.0563,     43.1718,     43.1681,     43.3424,     43.3495,     43.3886,     43.4190,     43.4065,     43.4485,     43.2852,     43.2902,     43.2759,     43.2850,     43.3132,     43.3372,     43.3222,     43.3492,     43.3458,     43.3510,     43.2224,     43.2213,     43.1211,     43.0952,     43.0807,     43.0548
      24,          0.383333,     46.2990,     45.1722,     37.7811,     37.7689,     43.5862,     42.9353,     43.0908,     43.2918,     43.2961,     43.0964,     43.0845,     43.0909,     43.0838,     43.0889,     43.0840,     43.0905,     43.0835,     43.0975,     43.0836,     43.1133,     43.0830,     43.1820,     43.1746,     43.3456,     43.3518,     43.3911,     43.4212,     43.4089,     43.4507,     43.2887,     43.2942,     43.2821,     43.2903,     43.3177,     43.3433,     43.3277,     43.3537,     43.3490,     43.3543,     43.2285,     43.2256,     43.1358,     43.1043,     43.1059,     43.0841
      25,          0.400000,     46.3643,     45.2333,     37.8360,     37.7983,     43.5984,     42.9432,     43.1182,     43.2961,     43.2995,     43.1224,     43.1120,     43.1178,     43.1119,     43.1162,     43.1121,     43.1179,     43.1121,     43.1245,     43.1119,     43.1372,     43.1121,     43.1926,     43.1804,     43.3480,     43.3537,     43.3931,     43.4227,     43.4106,     43.4521,     43.2935,     43.2979,     43.2876,     43.2970,     43.3225,     43.3480,     43.3320,     43.3573,     43.3516,     43.3570,     43.2357,     43.2294,     43.1522,     43.1197,     43.1315,     43.1118
      26,          0.416667,     46.4377,     45.2977,     37.9034,     37.8071,     43.6087,     42.9502,     43.1437,     43.3002,     43.3028,     43.1473,     43.1384,     43.1432,     43.1382,     43.1419,     43.1384,     43.1443,     43.1382,     43.1498,     43.1385,     43.1566,     43.1389,     43.2047,     43.1851,     43.3484,     43.3553,     43.3947,     43.4238,     43.4120,     43.4531,     43.2980,     43.3015,     43.2866,     43.3057,     43.3322,     43.3515,     43.3352,     43.3601,     43.3539,     43.3592,     43.2459,     43.2334,     43.1714,     43.1403,     43.1550,     43.1378
      27,          0.433333,     46.5194,     45.3665,     37.9186,     37.8804,     43.6177,     42.9562,     43.1672,     43.3034,     43.3056,     43.1708,     43.1628,     43.1668,     43.1626,     43.1657,     43.1628,     43.1679,     43.1630,     43.1723,     43.1629,     43.1813,     43.1632,     43.2141,     43.1891,     43.3507,     43.3567,     43.3961,     43.4247,     43.4131,     43.4539,     43.3014,     43.3045,     43.2882,     43.3047,     43.3335,     43.3550,     43.3381,     43.3624,     43.3560,     43.3610,     43.2522,     43.2367,     43.1909,     43.1631,     43.1776,     43.1621
      28,          0.450000,     46.6057,     45.4338,     37.9816,     37.9907,     43.6261,     42.9615,     43.1883,     43.3063,     43.3080,     43.1922,     43.1853,     43.1885,     43.1848,     43.1871,     43.1849,     43.1889,     43.1849,     43.1927,     43.1850,     43.2007,     43.1853,     43.2258,     43.1962,     43.3525,     43.3580,     43.3974,     43.4255,     43.4141,     43.4545,     43.3046,     43.3072,     43.2894,     43.3073,     43.3372,     43.3571,     43.3408,     43.3643,     43.3579,     43.3625,     43.2597,     43.2397,     43.2089,     43.1851,     43.1987,     43.1848
      29,          0.466667,     46.7104,     45.5131,     38.1110,     38.0639,     43.6334,     42.9662,     43.2081,     43.3086,     43.3101,     43.2117,     43.2056,     43.2085,     43.2053,     43.2072,     43.2056,     43.2088,     43.2054,     43.2122,     43.2055,     43.2193,     43.2056,     43.2399,     43.2092,     43.3546,     43.3591,     43.3985,     43.4261,     43.4150,     43.4550,     43.3070,     43.3093,     43.2955,     43.3130,     43.3419,     43.3597,     43.3432,     43.3659,     43.3597,     43.3637,     43.2672,     43.2432,     43.2257,     43.2050,     43.2177,     43.2049
      30,          0.483333,     46.8266,     45.6011,     38.2141,     38.1571,     43.6393,     42.9702,     43.2265,     43.3113,     43.3121,     43.2296,     43.2242,     43.2267,     43.2241,     43.2257,     43.2243,     43.2272,     43.2244,     43.2303,     43.2244,     43.2368,     43.2242,     43.2544,     43.2258,     43.3568,     43.3603,     43.3997,     43.4266,     43.4159,     43.4555,     43.3100,     43.3115,     43.3018,     43.3175,     43.3442,     43.3616,     43.3461,     43.3675,     43.3615,     43.3650,     43.2754,     43.2480,     43.2423,     43.2240,     43.2351,     43.2238
      31,          0.500000,     46.9465,     45.6933,     38.3378,     38.2113,     43.6445,     42.9740,     43.2435,     43.3145,     43.3146,     43.2464,     43.2419,     43.2437,     43.2415,     43.2428,     43.2417,     43.2440,     43.2417,     43.2469,     43.2416,     43.2532,     43.2415,     43.2680,     43.2428,     43.3594,     43.3615,     43.4010,     43.4272,     43.4169,     43.4559,     43.3140,     43.3138,     43.3031,     43.3180,     43.3462,     43.3628,     43.3484,     43.3689,     43.3635,     43.3662,     43.2851,     43.2562,     43.2578,     43.2413,     43.2513,     43.2412
      32,          0.516667,     47.0665,     45.7893,     38.3605,     38.3280,     43.6492,     42.9770,     43.2597,     43.3168,     43.3168,     43.2621,     43.2580,     43.2598,     43.2578,     43.2590,     43.2582,     43.2604,     43.2584,     43.2630,     43.2582,     43.2689,     43.2583,     43.2818,     43.2585,     43.3619,     43.3626,     43.4022,     43.4276,     43.4177,     43.4562,     43.3164,     43.3158,     43.3076,     43.3218,     43.3489,     43.3636,     43.3507,     43.3701,     43.3653,     43.3672,     43.2953,     43.2667,     43.2727,     43.2574,     43.2665,     43.2575
      33,          0.533333,     47.2276,     45.8979,     38.4467,     38.4126,     43.6532,     42.9796,     43.2744,     43.3197,     43.3198,     43.2770,     43.2733,     43.2748,     43.2732,     43.2740,     43.2733,     43.2750,     43.2734,     43.2773,     43.2733,     43.2825,     43.2735,     43.2941,     43.2741,     43.3644,     43.3637,     43.4034,     43.4280,     43.4185,     43.4564,     43.3205,     43.3184,     43.3119,     43.3222,     43.3497,     43.3650,     43.3525,     43.3710,     43.3671,     43.3681,     43.3062,     43.2788,     43.2868,     43.2729,     43.2811,     43.2729
      34,          0.550000,     47.4445,     46.0330,     38.5529,     38.5161,     43.6568,     42.9817,     43.2885,     43.3221,     43.3217,     43.2912,     43.2879,     43.2892,     43.2878,     43.2883,     43.2879,     43.2892,     43.2881,     43.2910,     43.2879,     43.2956,     43.2878,     43.3058,     43.2882,     43.3669,     43.3647,     43.4046,     43.4283,     43.4193,     43.4566,     43.3232,     43.3209,     43.3208,     43.3266,     43.3516,     43.3661,     43.3548,     43.3721,     43.3689,     43.3689,     43.3173,     43.2914,     43.2999,     43.2873,     43.2949,     43.2875
      35,          0.566667,     47.6946,     46.1870,     38.6559,     38.6171,     43.6598,     42.9835,     43.3018,     43.3255,     43.3248,     43.3045,     43.3015,     43.3026,     43.3014,     43.3018,     43.3016,     43.3024,     43.3017,     43.3040,     43.3015,     43.3080,     43.3014,     43.3179,     43.3010,     43.3700,     43.3659,     43.4059,     43.4287,     43.4202,     43.4568,     43.3268,     43.3241,     43.3215,     43.3278,     43.3551,     43.3673,     43.3568,     43.3731,     43.3704,     43.3699,     43.3277,     43.3040,     43.3129,     43.3011,     43.3080,     43.3013
      36,          0.583333,     47.9655,     46.3056,     38.7738,     38.7292,     43.6624,     42.9851,     43.3142,     43.3303,     43.3292,     43.3170,     43.3144,     43.3153,     43.3143,     43.3145,     43.3144,     43.3148,     43.3143,     43.3160,     43.3144,     43.3192,     43.3142,     43.3250,     43.3142,     43.3743,     43.3673,     43.4072,     43.4290,     43.4210,     43.4570,     43.3319,     43.3287,     43.3345,     43.3291,     43.3527,     43.3685,     43.3595,     43.3742,     43.3726,     43.3710,     43.3359,     43.3160,     43.3259,     43.3139,     43.3202,     43.3142
      37,          0.600000,     48.2413,     46.4057,     38.8978,     38.8383,     43.6644,     42.9861,     43.3259,     43.3367,     43.3353,     43.3285,     43.3264,     43.3271,     43.3263,     43.3264,     43.3265,     43.3265,     43.3265,     43.3273,     43.3265,     43.3298,     43.3263,     43.3344,     43.3259,     43.3772,     43.3689,     43.4084,     43.4292,     43.4217,     43.4569,     43.3384,     43.3352,     43.3374,     43.3342,     43.3604,     43.3695,     43.3621,     43.3754,     43.3749,     43.3724,     43.3458,     43.3274,     43.3366,     43.3258,     43.3314,     43.3260
      38,          0.616667,     48.4994,     46.4905,     39.0307,     38.9544,     43.6661,     42.9871,     43.3368,     43.3444,     43.3431,     43.3394,     43.3376,     43.3381,     43.3375,     43.3375,     43.3375,     43.3374,     43.3376,     43.3378,     43.3376,     43.3397,     43.3373,     43.3432,     43.3373,     43.3804,     43.3708,     43.4097,     43.4293,     43.4224,     43.4567,     43.3462,     43.3429,     43.3458,     43.3401,     43.3629,     43.3716,     43.3655,     43.3769,     43.3778,     43.3744,     43.3551,     43.3382,     43.3466,     43.3371,     43.3420,     43.3374
      39,          0.633333,     48.7366,     46.5595,     39.1825,     39.0796,     43.6672,     42.9877,     43.3474,     43.3522,     43.3512,     43.3494,     43.3479,     43.3484,     43.3479,     43.3480,     43.3481,     43.3480,     43.3482,     43.3478,     43.3481,     43.3493,     43.3480,     43.3518,     43.3479,     43.3840,     43.3735,     43.4113,     43.4294,     43.4234,     43.4566,     43.3537,     43.3513,     43.3568,     43.3492,     43.3648,     43.3736,     43.3705,     43.3792,     43.3811,     43.3771,     43.3637,     43.3484,     43.3559,     43.3474,     43.3517,     43.3477
      40,          0.650000,     48.9611,     46.6237,     39.3524,     39.2149,     43.6678,     42.9881,     43.3571,     43.3607,     43.3602,     43.3591,     43.3579,     43.3581,     43.3578,     43.3578,     43.3579,     43.3577,     43.3579,     43.3573,     43.3579,     43.3585,     43.3577,     43.3604,     43.3577,     43.3881,     43.3770,     43.4131,     43.4296,     43.4245,     43.4566,     43.3619,     43.3601,     43.3643,     43.3585,     43.3708,     43.3768,     43.3756,     43.3821,     43.3851,     43.3807,     43.3719,     43.3579,     43.3648,     43.3574,     43.3610,     43.3576
      41,          0.666667,     49.1778,     46.6779,     39.5393,     39.3554,     43.6683,     42.9883,     43.3663,     43.3693,     43.3691,     43.3680,     43.3670,     43.3672,     43.3670,     43.3670,     43.3671,     43.3669,     43.3671,     43.3664,     43.3671,     43.3674,     43.3671,     43.3688,     43.3670,     43.3918,     43.3812,     43.4152,     43.4300,     43.4258,     43.4565,     43.3700,     43.3690,     43.3719,     43.3673,     43.3770,     43.3809,     43.3810,     43.3858,     43.3896,     43.3850,     43.3806,     43.3671,     43.3733,     43.3666,     43.3698,     43.3668
      42,          0.683333,     49.3877,     46.7278,     39.7198,     39.4849,     43.6683,     42.9882,     43.3751,     43.3770,     43.3769,     43.3765,     43.3757,     43.3758,     43.3757,     43.3757,     43.3758,     43.3756,     43.3758,     43.3751,     43.3758,     43.3760,     43.3759,     43.3770,     43.3758,     43.3971,     43.3858,     43.4171,     43.4303,     43.4271,     43.4564,     43.3777,     43.3768,     43.3793,     43.3761,     43.3833,     43.3858,     43.3866,     43.3901,     43.3943,     43.3897,     43.3873,     43.3753,     43.3812,     43.3752,     43.3781,     43.3755
      43,          0.700000,     49.5545,     46.8444,     39.8850,     39.5985,     43.6680,     42.9880,     43.3832,     43.3850,     43.3851,     43.3845,     43.3839,     43.3839,     43.3839,     43.3839,     43.3839,     43.3837,     43.3840,     43.3832,     43.3839,     43.3839,     43.3839,     43.3847,     43.3838,     43.4029,     43.3914,     43.4195,     43.4309,     43.4291,     43.4563,     43.3855,     43.3851,     43.3866,     43.3842,     43.3898,     43.3914,     43.3925,     43.3950,     43.3996,     43.3949,     43.3938,     43.3836,     43.3885,     43.3835,     43.3858,     43.3837
      44,          0.716667,     49.6662,     46.9975,     40.0407,     39.6972,     43.6674,     42.9876,     43.3910,     43.3926,     43.3927,     43.3920,     43.3916,     43.3915,     43.3916,     43.3916,     43.3917,     43.3915,     43.3917,     43.3909,     43.3917,     43.3917,     43.3917,     43.3923,     43.3918,     43.4085,     43.3973,     43.4222,     43.4320,     43.4313,     43.4564,     43.3929,     43.3927,     43.3938,     43.3921,     43.3965,     43.3975,     43.3987,     43.4005,     43.4052,     43.4007,     43.4002,     43.3913,     43.3955,     43.3912,     43.3932,     43.3914
