"EG15_009 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_009.tcf]","Time (h)","H FC01.1_R.1 [EG15_009]","H FC01.1_R.2 [EG15_009]","H FC01.2_R.1 [EG15_009]","H FC01.2_R.2 [EG15_009]","H FC04.1_C.1 [EG15_009]","H FC04.1_C.2 [EG15_009]","H Pipe16.2 [EG15_009]","H Pit1 [EG15_009]","H Pit1.1 [EG15_009]","H Pit10 [EG15_009]","H Pit10.1 [EG15_009]","H Pit11 [EG15_009]","H Pit11.1 [EG15_009]","H Pit12 [EG15_009]","H Pit12.1 [EG15_009]","H Pit13 [EG15_009]","H Pit13.1 [EG15_009]","H Pit14 [EG15_009]","H Pit14.1 [EG15_009]","H Pit15 [EG15_009]","H Pit15.1 [EG15_009]","H Pit16 [EG15_009]","H Pit16.1 [EG15_009]","H Pit17 [EG15_009]","H Pit17.1 [EG15_009]","H Pit18 [EG15_009]","H Pit18.1 [EG15_009]","H Pit19 [EG15_009]","H Pit19.1 [EG15_009]","H Pit2 [EG15_009]","H Pit2.1 [EG15_009]","H Pit3 [EG15_009]","H Pit3.1 [EG15_009]","H Pit4 [EG15_009]","H Pit4.1 [EG15_009]","H Pit5 [EG15_009]","H Pit5.1 [EG15_009]","H Pit6 [EG15_009]","H Pit6.1 [EG15_009]","H Pit7 [EG15_009]","H Pit7.1 [EG15_009]","H Pit8 [EG15_009]","H Pit8.1 [EG15_009]","H Pit9 [EG15_009]","H Pit9.1 [EG15_009]"
      45,          0.733333,     49.7367,     47.1344,     40.1859,     39.7861,     43.6666,     42.9871,     43.3984,     43.4000,     43.4000,     43.3993,     43.3990,     43.3989,     43.3990,     43.3990,     43.3991,     43.3989,     43.3991,     43.3983,     43.3991,     43.3990,     43.3991,     43.3996,     43.3991,     43.4139,     43.4032,     43.4250,     43.4333,     43.4338,     43.4567,     43.4002,     43.4001,     43.4009,     43.3996,     43.4031,     43.4039,     43.4050,     43.4064,     43.4108,     43.4064,     43.4064,     43.3986,     43.4023,     43.3986,     43.4003,     43.3989
      46,          0.750000,     49.7804,     47.2341,     40.3269,     39.8657,     43.6656,     42.9865,     43.4054,     43.4071,     43.4071,     43.4063,     43.4062,     43.4061,     43.4061,     43.4061,     43.4062,     43.4060,     43.4062,     43.4054,     43.4062,     43.4060,     43.4062,     43.4066,     43.4062,     43.4193,     43.4095,     43.4286,     43.4352,     43.4370,     43.4571,     43.4072,     43.4073,     43.4077,     43.4066,     43.4096,     43.4103,     43.4112,     43.4122,     43.4162,     43.4124,     43.4125,     43.4059,     43.4089,     43.4059,     43.4071,     43.4060
      47,          0.766667,     49.8081,     47.2966,     40.4750,     39.9419,     43.6642,     42.9855,     43.4122,     43.4134,     43.4134,     43.4129,     43.4129,     43.4128,     43.4128,     43.4129,     43.4129,     43.4128,     43.4130,     43.4122,     43.4130,     43.4128,     43.4130,     43.4131,     43.4129,     43.4241,     43.4154,     43.4325,     43.4373,     43.4403,     43.4577,     43.4133,     43.4133,     43.4139,     43.4130,     43.4156,     43.4161,     43.4171,     43.4179,     43.4213,     43.4181,     43.4181,     43.4125,     43.4150,     43.4126,     43.4135,     43.4127
      48,          0.783333,     49.8239,     47.3324,     40.6457,     40.0209,     43.6625,     42.9843,     43.4187,     43.4198,     43.4198,     43.4193,     43.4193,     43.4193,     43.4193,     43.4193,     43.4194,     43.4192,     43.4194,     43.4187,     43.4194,     43.4192,     43.4193,     43.4193,     43.4192,     43.4289,     43.4212,     43.4365,     43.4400,     43.4438,     43.4584,     43.4197,     43.4197,     43.4202,     43.4196,     43.4216,     43.4218,     43.4228,     43.4234,     43.4264,     43.4236,     43.4237,     43.4189,     43.4210,     43.4191,     43.4198,     43.4192
      49,          0.800000,     49.8334,     47.3523,     40.8509,     40.1062,     43.6606,     42.9830,     43.4248,     43.4260,     43.4260,     43.4254,     43.4254,     43.4254,     43.4254,     43.4254,     43.4255,     43.4254,     43.4255,     43.4248,     43.4255,     43.4254,     43.4255,     43.4256,     43.4256,     43.4335,     43.4270,     43.4402,     43.4424,     43.4469,     43.4594,     43.4258,     43.4259,     43.4261,     43.4256,     43.4273,     43.4274,     43.4284,     43.4289,     43.4313,     43.4291,     43.4290,     43.4251,     43.4267,     43.4252,     43.4257,     43.4253
      50,          0.816667,     49.8406,     47.3654,     41.0901,     40.1969,     43.6585,     42.9817,     43.4307,     43.4319,     43.4319,     43.4313,     43.4314,     43.4313,     43.4314,     43.4314,     43.4314,     43.4313,     43.4314,     43.4307,     43.4314,     43.4313,     43.4314,     43.4314,     43.4313,     43.4381,     43.4325,     43.4440,     43.4455,     43.4500,     43.4607,     43.4320,     43.4320,     43.4320,     43.4318,     43.4331,     43.4332,     43.4340,     43.4344,     43.4361,     43.4344,     43.4342,     43.4310,     43.4323,     43.4311,     43.4315,     43.4313
      51,          0.833333,     49.8458,     47.3748,     41.3222,     40.2820,     43.6563,     42.9804,     43.4365,     43.4375,     43.4375,     43.4370,     43.4370,     43.4370,     43.4371,     43.4371,     43.4371,     43.4370,     43.4372,     43.4365,     43.4371,     43.4370,     43.4371,     43.4371,     43.4371,     43.4428,     43.4380,     43.4479,     43.4488,     43.4533,     43.4623,     43.4375,     43.4375,     43.4376,     43.4374,     43.4385,     43.4387,     43.4393,     43.4395,     43.4411,     43.4398,     43.4394,     43.4368,     43.4378,     43.4369,     43.4371,     43.4370
      52,          0.850000,     49.8497,     47.3818,     41.5265,     40.3547,     43.6537,     42.9785,     43.4419,     43.4428,     43.4428,     43.4424,     43.4424,     43.4424,     43.4424,     43.4425,     43.4425,     43.4424,     43.4425,     43.4419,     43.4425,     43.4424,     43.4424,     43.4424,     43.4425,     43.4470,     43.4430,     43.4516,     43.4521,     43.4564,     43.4637,     43.4427,     43.4428,     43.4428,     43.4425,     43.4437,     43.4439,     43.4445,     43.4448,     43.4456,     43.4446,     43.4441,     43.4420,     43.4428,     43.4422,     43.4423,     43.4423
      53,          0.866667,     49.8522,     47.3865,     41.6961,     40.4140,     43.6510,     42.9767,     43.4469,     43.4479,     43.4479,     43.4475,     43.4475,     43.4475,     43.4475,     43.4475,     43.4476,     43.4475,     43.4476,     43.4470,     43.4476,     43.4475,     43.4475,     43.4475,     43.4475,     43.4513,     43.4479,     43.4553,     43.4555,     43.4594,     43.4654,     43.4478,     43.4478,     43.4476,     43.4475,     43.4483,     43.4483,     43.4489,     43.4490,     43.4501,     43.4494,     43.4488,     43.4471,     43.4478,     43.4474,     43.4475,     43.4475
      54,          0.883333,     49.8540,     47.3896,     41.8364,     40.4605,     43.6481,     42.9748,     43.4518,     43.4528,     43.4529,     43.4524,     43.4524,     43.4524,     43.4524,     43.4524,     43.4525,     43.4523,     43.4524,     43.4518,     43.4524,     43.4523,     43.4524,     43.4523,     43.4524,     43.4555,     43.4528,     43.4589,     43.4591,     43.4626,     43.4674,     43.4528,     43.4528,     43.4525,     43.4524,     43.4532,     43.4533,     43.4539,     43.4540,     43.4544,     43.4540,     43.4533,     43.4520,     43.4524,     43.4522,     43.4523,     43.4523
      55,          0.900000,     49.8554,     47.3919,     41.9542,     40.4971,     43.6450,     42.9728,     43.4565,     43.4574,     43.4574,     43.4570,     43.4571,     43.4570,     43.4570,     43.4571,     43.4571,     43.4570,     43.4571,     43.4566,     43.4571,     43.4571,     43.4571,     43.4570,     43.4570,     43.4596,     43.4572,     43.4625,     43.4626,     43.4658,     43.4696,     43.4574,     43.4575,     43.4572,     43.4571,     43.4578,     43.4577,     43.4584,     43.4585,     43.4588,     43.4585,     43.4578,     43.4568,     43.4570,     43.4569,     43.4569,     43.4570
      56,          0.916667,     49.8566,     47.3939,     42.0563,     40.5266,     43.6419,     42.9709,     43.4610,     43.4619,     43.4620,     43.4616,     43.4616,     43.4616,     43.4616,     43.4616,     43.4616,     43.4616,     43.4616,     43.4611,     43.4616,     43.4615,     43.4616,     43.4616,     43.4617,     43.4636,     43.4617,     43.4662,     43.4663,     43.4690,     43.4719,     43.4619,     43.4619,     43.4619,     43.4617,     43.4627,     43.4629,     43.4626,     43.4626,     43.4629,     43.4628,     43.4621,     43.4612,     43.4615,     43.4615,     43.4615,     43.4616
      57,          0.933333,     49.8576,     47.3954,     42.1446,     40.5503,     43.6385,     42.9687,     43.4652,     43.4660,     43.4660,     43.4658,     43.4659,     43.4658,     43.4658,     43.4658,     43.4658,     43.4658,     43.4659,     43.4653,     43.4659,     43.4658,     43.4658,     43.4658,     43.4658,     43.4675,     43.4659,     43.4696,     43.4697,     43.4720,     43.4742,     43.4660,     43.4661,     43.4659,     43.4659,     43.4665,     43.4666,     43.4664,     43.4664,     43.4668,     43.4668,     43.4661,     43.4655,     43.4656,     43.4657,     43.4657,     43.4658
      58,          0.950000,     49.8577,     47.3961,     42.2236,     40.5700,     43.6350,     42.9667,     43.4693,     43.4700,     43.4700,     43.4698,     43.4699,     43.4698,     43.4698,     43.4699,     43.4699,     43.4698,     43.4699,     43.4694,     43.4699,     43.4697,     43.4698,     43.4697,     43.4697,     43.4712,     43.4698,     43.4731,     43.4733,     43.4752,     43.4770,     43.4700,     43.4700,     43.4698,     43.4698,     43.4698,     43.4698,     43.4704,     43.4704,     43.4706,     43.4706,     43.4700,     43.4695,     43.4697,     43.4697,     43.4697,     43.4698
      59,          0.966667,     49.8576,     47.3961,     42.2940,     40.5865,     43.6315,     42.9649,     43.4732,     43.4738,     43.4739,     43.4736,     43.4737,     43.4736,     43.4737,     43.4737,     43.4737,     43.4737,     43.4738,     43.4733,     43.4737,     43.4736,     43.4736,     43.4736,     43.4736,     43.4746,     43.4736,     43.4762,     43.4764,     43.4779,     43.4792,     43.4737,     43.4738,     43.4737,     43.4738,     43.4740,     43.4740,     43.4743,     43.4743,     43.4744,     43.4744,     43.4736,     43.4734,     43.4735,     43.4735,     43.4736,     43.4736
      60,          0.983333,     49.8572,     47.3957,     42.3577,     40.6006,     43.6278,     42.9638,     43.4768,     43.4775,     43.4775,     43.4773,     43.4774,     43.4773,     43.4773,     43.4773,     43.4774,     43.4774,     43.4774,     43.4769,     43.4773,     43.4773,     43.4773,     43.4773,     43.4774,     43.4781,     43.4773,     43.4795,     43.4797,     43.4810,     43.4819,     43.4776,     43.4776,     43.4776,     43.4775,     43.4782,     43.4783,     43.4778,     43.4778,     43.4780,     43.4780,     43.4773,     43.4771,     43.4772,     43.4773,     43.4773,     43.4773
      61,          1.000000,     49.8568,     47.3951,     42.4159,     40.6129,     43.6242,     42.9637,     43.4804,     43.4810,     43.4810,     43.4809,     43.4809,     43.4809,     43.4809,     43.4809,     43.4809,     43.4809,     43.4810,     43.4805,     43.4809,     43.4809,     43.4809,     43.4808,     43.4809,     43.4816,     43.4809,     43.4828,     43.4830,     43.4841,     43.4849,     43.4810,     43.4810,     43.4811,     43.4810,     43.4817,     43.4819,     43.4813,     43.4813,     43.4815,     43.4816,     43.4808,     43.4807,     43.4808,     43.4808,     43.4808,     43.4809
      62,          1.016667,     49.8561,     47.3941,     42.4691,     40.6237,     43.6199,     42.9651,     43.4837,     43.4842,     43.4842,     43.4842,     43.4842,     43.4842,     43.4842,     43.4842,     43.4843,     43.4842,     43.4843,     43.4838,     43.4843,     43.4842,     43.4842,     43.4842,     43.4842,     43.4847,     43.4841,     43.4858,     43.4859,     43.4869,     43.4875,     43.4843,     43.4844,     43.4842,     43.4843,     43.4846,     43.4847,     43.4847,     43.4847,     43.4847,     43.4847,     43.4840,     43.4840,     43.4841,     43.4841,     43.4842,     43.4842
      63,          1.033333,     49.8543,     47.3921,     42.5182,     40.6335,     43.6162,     42.9690,     43.4869,     43.4875,     43.4875,     43.4874,     43.4874,     43.4874,     43.4874,     43.4874,     43.4874,     43.4874,     43.4875,     43.4871,     43.4874,     43.4874,     43.4874,     43.4873,     43.4874,     43.4876,     43.4872,     43.4886,     43.4887,     43.4896,     43.4899,     43.4874,     43.4874,     43.4872,     43.4873,     43.4872,     43.4874,     43.4875,     43.4875,     43.4876,     43.4876,     43.4871,     43.4871,     43.4873,     43.4873,     43.4874,     43.4874
      64,          1.050000,     49.8521,     47.3892,     42.5634,     40.6430,     43.6122,     42.9758,     43.4899,     43.4905,     43.4905,     43.4904,     43.4904,     43.4904,     43.4904,     43.4904,     43.4904,     43.4904,     43.4905,     43.4901,     43.4905,     43.4905,     43.4905,     43.4905,     43.4905,     43.4905,     43.4902,     43.4914,     43.4916,     43.4922,     43.4924,     43.4905,     43.4905,     43.4903,     43.4903,     43.4902,     43.4903,     43.4907,     43.4908,     43.4907,     43.4908,     43.4901,     43.4901,     43.4903,     43.4903,     43.4904,     43.4904
      65,          1.066667,     49.8497,     47.3857,     42.6043,     40.6523,     43.6082,     42.9857,     43.4927,     43.4935,     43.4935,     43.4933,     43.4933,     43.4933,     43.4933,     43.4933,     43.4933,     43.4933,     43.4933,     43.4930,     43.4933,     43.4933,     43.4933,     43.4934,     43.4934,     43.4935,     43.4933,     43.4943,     43.4944,     43.4950,     43.4951,     43.4934,     43.4935,     43.4932,     43.4933,     43.4932,     43.4932,     43.4937,     43.4939,     43.4937,     43.4937,     43.4930,     43.4931,     43.4932,     43.4932,     43.4933,     43.4933
      66,          1.083333,     49.8472,     47.3820,     42.6412,     40.6643,     43.6042,     42.9986,     43.4955,     43.4963,     43.4963,     43.4961,     43.4961,     43.4961,     43.4961,     43.4961,     43.4961,     43.4961,     43.4961,     43.4958,     43.4961,     43.4961,     43.4961,     43.4962,     43.4962,     43.4962,     43.4960,     43.4969,     43.4971,     43.4976,     43.4977,     43.4962,     43.4962,     43.4959,     43.4960,     43.4960,     43.4961,     43.4966,     43.4967,     43.4964,     43.4964,     43.4959,     43.4959,     43.4960,     43.4960,     43.4961,     43.4961
      67,          1.100000,     49.8442,     47.3779,     42.6732,     40.6794,     43.6002,     43.0128,     43.4982,     43.4988,     43.4988,     43.4988,     43.4988,     43.4987,     43.4988,     43.4988,     43.4988,     43.4987,     43.4988,     43.4985,     43.4988,     43.4988,     43.4988,     43.4989,     43.4989,     43.4987,     43.4986,     43.4994,     43.4994,     43.4999,     43.5000,     43.4987,     43.4987,     43.4985,     43.4986,     43.4984,     43.4985,     43.4989,     43.4990,     43.4988,     43.4988,     43.4985,     43.4985,     43.4987,     43.4987,     43.4987,     43.4987
      68,          1.116667,     49.8387,     47.3712,     42.7004,     40.6967,     43.5962,     43.0273,     43.5008,     43.5013,     43.5013,     43.5013,     43.5013,     43.5013,     43.5013,     43.5013,     43.5013,     43.5013,     43.5013,     43.5010,     43.5013,     43.5013,     43.5014,     43.5013,     43.5014,     43.5011,     43.5010,     43.5017,     43.5018,     43.5023,     43.5023,     43.5012,     43.5013,     43.5012,     43.5012,     43.5009,     43.5011,     43.5011,     43.5011,     43.5013,     43.5014,     43.5010,     43.5011,     43.5012,     43.5012,     43.5012,     43.5013
      69,          1.133333,     49.8325,     47.3620,     42.7233,     40.7142,     43.5920,     43.0410,     43.5031,     43.5038,     43.5038,     43.5037,     43.5037,     43.5037,     43.5037,     43.5037,     43.5037,     43.5036,     43.5037,     43.5034,     43.5037,     43.5037,     43.5037,     43.5038,     43.5038,     43.5036,     43.5035,     43.5043,     43.5045,     43.5047,     43.5047,     43.5038,     43.5038,     43.5037,     43.5037,     43.5037,     43.5039,     43.5037,     43.5037,     43.5039,     43.5039,     43.5035,     43.5036,     43.5036,     43.5036,     43.5036,     43.5036
      70,          1.150000,     49.8249,     47.3516,     42.7421,     40.7306,     43.5881,     43.0532,     43.5054,     43.5062,     43.5062,     43.5060,     43.5060,     43.5060,     43.5060,     43.5060,     43.5060,     43.5060,     43.5060,     43.5057,     43.5060,     43.5060,     43.5060,     43.5061,     43.5061,     43.5061,     43.5060,     43.5066,     43.5067,     43.5070,     43.5070,     43.5061,     43.5062,     43.5061,     43.5061,     43.5067,     43.5069,     43.5062,     43.5062,     43.5062,     43.5062,     43.5059,     43.5059,     43.5060,     43.5060,     43.5060,     43.5060
      71,          1.166667,     49.8169,     47.3401,     42.7571,     40.7449,     43.5842,     43.0626,     43.5077,     43.5084,     43.5084,     43.5083,     43.5083,     43.5083,     43.5083,     43.5083,     43.5083,     43.5083,     43.5083,     43.5081,     43.5084,     43.5083,     43.5083,     43.5084,     43.5084,     43.5082,     43.5082,     43.5088,     43.5088,     43.5091,     43.5091,     43.5083,     43.5084,     43.5085,     43.5085,     43.5091,     43.5094,     43.5085,     43.5084,     43.5085,     43.5085,     43.5081,     43.5081,     43.5082,     43.5082,     43.5082,     43.5083
      72,          1.183333,     49.8086,     47.3279,     42.7685,     40.7566,     43.5802,     43.0690,     43.5099,     43.5103,     43.5103,     43.5104,     43.5104,     43.5105,     43.5105,     43.5105,     43.5105,     43.5104,     43.5105,     43.5102,     43.5105,     43.5104,     43.5105,     43.5104,     43.5104,     43.5103,     43.5103,     43.5107,     43.5107,     43.5110,     43.5110,     43.5103,     43.5104,     43.5106,     43.5106,     43.5110,     43.5110,     43.5104,     43.5103,     43.5105,     43.5105,     43.5103,     43.5103,     43.5103,     43.5104,     43.5104,     43.5104
      73,          1.200000,     49.7996,     47.3147,     42.7767,     40.7657,     43.5763,     43.0733,     43.5120,     43.5124,     43.5125,     43.5124,     43.5124,     43.5125,     43.5125,     43.5125,     43.5125,     43.5125,     43.5125,     43.5123,     43.5125,     43.5125,     43.5125,     43.5124,     43.5124,     43.5124,     43.5124,     43.5127,     43.5127,     43.5130,     43.5130,     43.5125,     43.5125,     43.5125,     43.5125,     43.5124,     43.5122,     43.5124,     43.5125,     43.5125,     43.5125,     43.5123,     43.5124,     43.5124,     43.5124,     43.5124,     43.5124
      74,          1.216667,     49.7902,     47.3005,     42.7820,     40.7722,     43.5725,     43.0756,     43.5139,     43.5145,     43.5145,     43.5144,     43.5144,     43.5144,     43.5144,     43.5145,     43.5145,     43.5144,     43.5145,     43.5142,     43.5144,     43.5144,     43.5144,     43.5143,     43.5143,     43.5144,     43.5144,     43.5147,     43.5148,     43.5150,     43.5151,     43.5145,     43.5145,     43.5144,     43.5144,     43.5140,     43.5137,     43.5147,     43.5149,     43.5145,     43.5145,     43.5143,     43.5143,     43.5144,     43.5144,     43.5144,     43.5144
      75,          1.233333,     49.7804,     47.2857,     42.7847,     40.7762,     43.5688,     43.0757,     43.5158,     43.5163,     43.5163,     43.5163,     43.5163,     43.5163,     43.5163,     43.5163,     43.5163,     43.5163,     43.5163,     43.5161,     43.5163,     43.5163,     43.5163,     43.5163,     43.5163,     43.5163,     43.5163,     43.5166,     43.5166,     43.5169,     43.5169,     43.5164,     43.5164,     43.5163,     43.5163,     43.5159,     43.5158,     43.5164,     43.5166,     43.5163,     43.5163,     43.5162,     43.5162,     43.5163,     43.5163,     43.5163,     43.5163
      76,          1.250000,     49.7703,     47.2703,     42.7854,     40.7780,     43.5651,     43.0737,     43.5176,     43.5181,     43.5182,     43.5182,     43.5182,     43.5181,     43.5182,     43.5182,     43.5182,     43.5182,     43.5182,     43.5180,     43.5182,     43.5181,     43.5182,     43.5182,     43.5182,     43.5179,     43.5179,     43.5184,     43.5184,     43.5186,     43.5186,     43.5181,     43.5181,     43.5181,     43.5181,     43.5184,     43.5185,     43.5180,     43.5180,     43.5183,     43.5183,     43.5181,     43.5181,     43.5181,     43.5181,     43.5182,     43.5182
      77,          1.266667,     49.7598,     47.2545,     42.7840,     40.7778,     43.5615,     43.0700,     43.5194,     43.5198,     43.5199,     43.5199,     43.5199,     43.5199,     43.5199,     43.5199,     43.5199,     43.5199,     43.5199,     43.5197,     43.5200,     43.5199,     43.5200,     43.5199,     43.5199,     43.5198,     43.5198,     43.5199,     43.5199,     43.5203,     43.5203,     43.5199,     43.5199,     43.5200,     43.5199,     43.5205,     43.5208,     43.5200,     43.5199,     43.5199,     43.5199,     43.5197,     43.5197,     43.5199,     43.5199,     43.5199,     43.5200
      78,          1.283333,     49.7475,     47.2365,     42.7808,     40.7758,     43.5580,     43.0650,     43.5211,     43.5216,     43.5216,     43.5215,     43.5216,     43.5216,     43.5216,     43.5216,     43.5216,     43.5216,     43.5217,     43.5214,     43.5216,     43.5216,     43.5216,     43.5216,     43.5216,     43.5215,     43.5215,     43.5217,     43.5217,     43.5221,     43.5221,     43.5216,     43.5216,     43.5217,     43.5217,     43.5216,     43.5214,     43.5216,     43.5216,     43.5216,     43.5216,     43.5215,     43.5215,     43.5216,     43.5216,     43.5215,     43.5215
      79,          1.300000,     49.7339,     47.2159,     42.7761,     40.7722,     43.5546,     43.0585,     43.5227,     43.5233,     43.5233,     43.5232,     43.5232,     43.5232,     43.5232,     43.5232,     43.5232,     43.5232,     43.5232,     43.5230,     43.5232,     43.5231,     43.5231,     43.5231,     43.5231,     43.5232,     43.5232,     43.5234,     43.5234,     43.5238,     43.5238,     43.5233,     43.5233,     43.5232,     43.5233,     43.5228,     43.5226,     43.5233,     43.5235,     43.5233,     43.5233,     43.5231,     43.5231,     43.5232,     43.5232,     43.5232,     43.5232
      80,          1.316667,     49.7194,     47.1929,     42.7702,     40.7675,     43.5513,     43.0524,     43.5243,     43.5248,     43.5248,     43.5248,     43.5248,     43.5248,     43.5248,     43.5248,     43.5248,     43.5248,     43.5248,     43.5246,     43.5248,     43.5248,     43.5248,     43.5248,     43.5248,     43.5247,     43.5248,     43.5250,     43.5250,     43.5254,     43.5254,     43.5248,     43.5248,     43.5249,     43.5249,     43.5249,     43.5251,     43.5248,     43.5248,     43.5248,     43.5249,     43.5247,     43.5247,     43.5248,     43.5248,     43.5248,     43.5248
      81,          1.333333,     49.7041,     47.1687,     42.7627,     40.7616,     43.5482,     43.0427,     43.5258,     43.5263,     43.5263,     43.5264,     43.5264,     43.5264,     43.5264,     43.5263,     43.5264,     43.5264,     43.5264,     43.5262,     43.5264,     43.5264,     43.5264,     43.5264,     43.5264,     43.5263,     43.5263,     43.5264,     43.5264,     43.5268,     43.5269,     43.5264,     43.5264,     43.5263,     43.5263,     43.5268,     43.5270,     43.5263,     43.5261,     43.5263,     43.5263,     43.5263,     43.5263,     43.5263,     43.5263,     43.5264,     43.5264
      82,          1.350000,     49.6879,     47.1431,     42.7536,     40.7544,     43.5451,     43.0330,     43.5273,     43.5278,     43.5278,     43.5278,     43.5278,     43.5278,     43.5278,     43.5279,     43.5279,     43.5278,     43.5279,     43.5277,     43.5279,     43.5278,     43.5278,     43.5278,     43.5278,     43.5278,     43.5278,     43.5278,     43.5279,     43.5282,     43.5282,     43.5278,     43.5278,     43.5278,     43.5278,     43.5275,     43.5274,     43.5280,     43.5280,     43.5278,     43.5278,     43.5277,     43.5277,     43.5278,     43.5278,     43.5278,     43.5278
      83,          1.366667,     49.6712,     47.1164,     42.7431,     40.7463,     43.5421,     43.0221,     43.5287,     43.5294,     43.5294,     43.5292,     43.5293,     43.5292,     43.5292,     43.5292,     43.5292,     43.5292,     43.5293,     43.5291,     43.5293,     43.5292,     43.5293,     43.5292,     43.5293,     43.5292,     43.5292,     43.5294,     43.5294,     43.5298,     43.5298,     43.5293,     43.5293,     43.5293,     43.5293,     43.5289,     43.5289,     43.5293,     43.5294,     43.5293,     43.5293,     43.5292,     43.5292,     43.5292,     43.5292,     43.5292,     43.5293
      84,          1.383333,     49.6534,     47.0879,     42.7310,     40.7373,     43.5391,     43.0107,     43.5301,     43.5306,     43.5306,     43.5307,     43.5307,     43.5306,     43.5306,     43.5306,     43.5306,     43.5306,     43.5307,     43.5305,     43.5307,     43.5306,     43.5307,     43.5306,     43.5307,     43.5307,     43.5307,     43.5308,     43.5308,     43.5312,     43.5312,     43.5307,     43.5307,     43.5307,     43.5307,     43.5312,     43.5314,     43.5307,     43.5306,     43.5307,     43.5307,     43.5306,     43.5306,     43.5306,     43.5307,     43.5306,     43.5307
      85,          1.400000,     49.6347,     47.0584,     42.7177,     40.7275,     43.5362,     42.9977,     43.5315,     43.5320,     43.5320,     43.5320,     43.5320,     43.5320,     43.5320,     43.5320,     43.5320,     43.5320,     43.5321,     43.5319,     43.5321,     43.5320,     43.5320,     43.5320,     43.5320,     43.5320,     43.5320,     43.5321,     43.5321,     43.5325,     43.5325,     43.5320,     43.5320,     43.5320,     43.5320,     43.5319,     43.5318,     43.5320,     43.5320,     43.5321,     43.5321,     43.5320,     43.5320,     43.5320,     43.5320,     43.5320,     43.5320
      86,          1.416667,     49.6151,     47.0272,     42.7030,     40.7170,     43.5334,     42.9843,     43.5328,     43.5333,     43.5333,     43.5334,     43.5334,     43.5334,     43.5334,     43.5334,     43.5334,     43.5333,     43.5334,     43.5332,     43.5334,     43.5334,     43.5334,     43.5333,     43.5333,     43.5331,     43.5331,     43.5334,     43.5334,     43.5338,     43.5338,     43.5333,     43.5333,     43.5334,     43.5334,     43.5329,     43.5330,     43.5334,     43.5334,     43.5333,     43.5333,     43.5333,     43.5333,     43.5333,     43.5334,     43.5334,     43.5334
      87,          1.433333,     49.5939,     46.9951,     42.6870,     40.7061,     43.5307,     42.9707,     43.5341,     43.5347,     43.5347,     43.5346,     43.5346,     43.5346,     43.5346,     43.5347,     43.5347,     43.5346,     43.5347,     43.5345,     43.5347,     43.5347,     43.5347,     43.5347,     43.5347,     43.5346,     43.5347,     43.5346,     43.5346,     43.5352,     43.5352,     43.5347,     43.5347,     43.5346,     43.5346,     43.5352,     43.5353,     43.5346,     43.5345,     43.5347,     43.5347,     43.5346,     43.5346,     43.5346,     43.5346,     43.5347,     43.5347
      88,          1.450000,     49.5725,     46.9632,     42.6697,     40.6949,     43.5281,     42.9571,     43.5354,     43.5360,     43.5360,     43.5359,     43.5359,     43.5359,     43.5359,     43.5359,     43.5359,     43.5359,     43.5359,     43.5358,     43.5359,     43.5359,     43.5359,     43.5359,     43.5359,     43.5360,     43.5360,     43.5360,     43.5361,     43.5366,     43.5366,     43.5359,     43.5359,     43.5359,     43.5359,     43.5356,     43.5355,     43.5361,     43.5361,     43.5360,     43.5360,     43.5359,     43.5359,     43.5359,     43.5359,     43.5359,     43.5359
      89,          1.466667,     49.5495,     46.9321,     42.6507,     40.6839,     43.5255,     42.9434,     43.5366,     43.5371,     43.5371,     43.5371,     43.5371,     43.5371,     43.5371,     43.5371,     43.5371,     43.5371,     43.5371,     43.5370,     43.5371,     43.5371,     43.5371,     43.5371,     43.5372,     43.5371,     43.5371,     43.5372,     43.5372,     43.5376,     43.5376,     43.5371,     43.5371,     43.5371,     43.5371,     43.5371,     43.5372,     43.5372,     43.5372,     43.5371,     43.5371,     43.5371,     43.5371,     43.5371,     43.5371,     43.5371,     43.5371
      90,          1.483333,     49.5249,     46.9008,     42.6300,     40.6734,     43.5231,     42.9302,     43.5379,     43.5384,     43.5384,     43.5384,     43.5384,     43.5384,     43.5384,     43.5384,     43.5384,     43.5384,     43.5384,     43.5382,     43.5384,     43.5384,     43.5384,     43.5384,     43.5384,     43.5381,     43.5381,     43.5383,     43.5383,     43.5384,     43.5384,     43.5383,     43.5384,     43.5383,     43.5383,     43.5387,     43.5387,     43.5383,     43.5383,     43.5384,     43.5384,     43.5383,     43.5383,     43.5384,     43.5384,     43.5384,     43.5384
      91,          1.500000,     49.4985,     46.8681,     42.6074,     40.6639,     43.5207,     42.9183,     43.5390,     43.5395,     43.5395,     43.5396,     43.5396,     43.5396,     43.5396,     43.5396,     43.5396,     43.5396,     43.5396,     43.5394,     43.5396,     43.5395,     43.5395,     43.5395,     43.5395,     43.5395,     43.5395,     43.5395,     43.5395,     43.5396,     43.5396,     43.5396,     43.5396,     43.5395,     43.5395,     43.5390,     43.5389,     43.5396,     43.5397,     43.5395,     43.5395,     43.5394,     43.5395,     43.5395,     43.5395,     43.5395,     43.5395
