"EG15_006 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_006.tcf]","Time (h)","H FC01.1_R.1 [EG15_006]","H FC01.1_R.2 [EG15_006]","H FC01.2_R.1 [EG15_006]","H FC01.2_R.2 [EG15_006]","H FC04.1_C.1 [EG15_006]","H FC04.1_C.2 [EG15_006]","H mh1 [EG15_006]","H mh2 [EG15_006]","H mh3 [EG15_006]","H mh4 [EG15_006]","H Pipe16.2 [EG15_006]","H Pit1 [EG15_006]","H Pit1.1 [EG15_006]","H Pit11 [EG15_006]","H Pit11.1 [EG15_006]","H Pit12 [EG15_006]","H Pit12.1 [EG15_006]","H Pit14 [EG15_006]","H Pit14.1 [EG15_006]","H Pit15 [EG15_006]","H Pit15.1 [EG15_006]","H Pit16 [EG15_006]","H Pit16.1 [EG15_006]","H Pit18 [EG15_006]","H Pit18.1 [EG15_006]","H Pit19 [EG15_006]","H Pit19.1 [EG15_006]","H Pit2 [EG15_006]","H Pit2.1 [EG15_006]","H Pit4 [EG15_006]","H Pit4.1 [EG15_006]","H Pit5 [EG15_006]","H Pit5.1 [EG15_006]","H Pit6 [EG15_006]","H Pit6.1 [EG15_006]","H Pit7 [EG15_006]","H Pit7.1 [EG15_006]","H Pit8 [EG15_006]","H Pit8.1 [EG15_006]","H Pit9 [EG15_006]","H Pit9.1 [EG15_006]"
     147,          2.433333,     46.5687,     45.4796,     39.2442,     39.1683,     43.4375,     42.8333,     43.5742,     43.5742,     43.5742,     43.5742,     43.5737,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747
     148,          2.450000,     46.5559,     45.4671,     39.2212,     39.1486,     43.4362,     42.8321,     43.5744,     43.5744,     43.5744,     43.5744,     43.5739,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749
     149,          2.466667,     46.5423,     45.4549,     39.1993,     39.1297,     43.4350,     42.8310,     43.5746,     43.5746,     43.5746,     43.5746,     43.5741,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751
     150,          2.483333,     46.5272,     45.4418,     39.1786,     39.1118,     43.4337,     42.8299,     43.5748,     43.5748,     43.5748,     43.5748,     43.5743,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753
     151,          2.500000,     46.5097,     45.4274,     39.1579,     39.0932,     43.4325,     42.8287,     43.5750,     43.5749,     43.5750,     43.5749,     43.5745,     43.5755,     43.5754,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5754,     43.5755,     43.5755,     43.5755,     43.5754,     43.5754,     43.5754,     43.5754,     43.5755,     43.5755,     43.5755,     43.5755,     43.5754,     43.5755,     43.5755,     43.5754,     43.5754,     43.5754,     43.5755,     43.5755,     43.5755,     43.5755
     152,          2.516667,     46.4917,     45.4117,     39.1381,     39.0758,     43.4311,     42.8276,     43.5751,     43.5751,     43.5751,     43.5751,     43.5746,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756
     153,          2.533334,     46.4732,     45.3958,     39.1185,     39.0590,     43.4299,     42.8263,     43.5753,     43.5753,     43.5753,     43.5753,     43.5748,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5757,     43.5757,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758
     154,          2.550000,     46.4545,     45.3794,     39.1002,     39.0427,     43.4287,     42.8251,     43.5754,     43.5754,     43.5754,     43.5754,     43.5749,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5759,     43.5760,     43.5759,     43.5759,     43.5759,     43.5759,     43.5760,     43.5759,     43.5759,     43.5759,     43.5759,     43.5760,     43.5759,     43.5759,     43.5759,     43.5759,     43.5760,     43.5759,     43.5759
     155,          2.566667,     46.4389,     45.3639,     39.0825,     39.0271,     43.4274,     42.8239,     43.5756,     43.5756,     43.5756,     43.5756,     43.5751,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761,     43.5761
     156,          2.583333,     46.4195,     45.3469,     39.0654,     39.0119,     43.4262,     42.8228,     43.5757,     43.5757,     43.5757,     43.5757,     43.5752,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762,     43.5762
     157,          2.600000,     46.3997,     45.3300,     39.0477,     38.9960,     43.4251,     42.8217,     43.5759,     43.5759,     43.5759,     43.5758,     43.5754,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5764,     43.5763,     43.5763,     43.5763,     43.5763,     43.5764,     43.5764,     43.5763,     43.5763,     43.5764,     43.5764,     43.5764,     43.5764,     43.5763,     43.5763,     43.5764,     43.5764,     43.5764,     43.5764
     158,          2.616667,     46.3802,     45.3124,     39.0307,     38.9811,     43.4239,     42.8206,     43.5760,     43.5760,     43.5760,     43.5760,     43.5755,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765,     43.5765
     159,          2.633333,     46.3608,     45.2942,     39.0072,     38.9593,     43.4228,     42.8196,     43.5761,     43.5761,     43.5761,     43.5761,     43.5756,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5767,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766,     43.5766
     160,          2.650000,     46.3456,     45.2778,     38.9863,     38.9408,     43.4217,     42.8185,     43.5762,     43.5762,     43.5762,     43.5762,     43.5757,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5768,     43.5767,     43.5768,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5768,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767
     161,          2.666667,     46.3316,     45.2634,     38.9650,     38.9214,     43.4206,     42.8175,     43.5764,     43.5764,     43.5764,     43.5763,     43.5759,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5768,     43.5768,     43.5768,     43.5768,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5768,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769,     43.5769
     162,          2.683333,     46.3165,     45.2489,     38.9446,     38.9028,     43.4195,     42.8165,     43.5765,     43.5765,     43.5765,     43.5765,     43.5760,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770
     163,          2.700000,     46.3016,     45.2343,     38.9246,     38.8846,     43.4184,     42.8155,     43.5766,     43.5766,     43.5766,     43.5766,     43.5761,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771,     43.5771
     164,          2.716667,     46.2849,     45.2189,     38.9041,     38.8659,     43.4173,     42.8144,     43.5767,     43.5767,     43.5767,     43.5767,     43.5762,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772,     43.5772
     165,          2.733334,     46.2678,     45.2032,     38.8826,     38.8461,     43.4162,     42.8134,     43.5768,     43.5768,     43.5768,     43.5768,     43.5763,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5772,     43.5772,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773,     43.5773
     166,          2.750000,     46.2499,     45.1869,     38.8610,     38.8262,     43.4152,     42.8124,     43.5769,     43.5769,     43.5769,     43.5768,     43.5764,     43.5774,     43.5774,     43.5773,     43.5773,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5773,     43.5774,     43.5773,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774
     167,          2.766667,     46.2310,     45.1701,     38.8401,     38.8070,     43.4142,     42.8115,     43.5769,     43.5769,     43.5769,     43.5769,     43.5764,     43.5775,     43.5775,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5775,     43.5775,     43.5774,     43.5774,     43.5774,     43.5774,     43.5775,     43.5775,     43.5774,     43.5774,     43.5774,     43.5774,     43.5775,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5774,     43.5775
     168,          2.783334,     46.2116,     45.1521,     38.8181,     38.7875,     43.4132,     42.8106,     43.5770,     43.5770,     43.5770,     43.5770,     43.5765,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5776,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775,     43.5775
     169,          2.800000,     46.1907,     45.1325,     38.7982,     38.7690,     43.4122,     42.8097,     43.5771,     43.5771,     43.5771,     43.5771,     43.5766,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776,     43.5776
     170,          2.816667,     46.1691,     45.1105,     38.7750,     38.7475,     43.4112,     42.8088,     43.5772,     43.5772,     43.5772,     43.5772,     43.5767,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777,     43.5777
     171,          2.833333,     46.1466,     45.0875,     38.7524,     38.7262,     43.4103,     42.8080,     43.5773,     43.5773,     43.5773,     43.5773,     43.5768,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778
     172,          2.850000,     46.1237,     45.0616,     38.7282,     38.7032,     43.4093,     42.8072,     43.5773,     43.5773,     43.5773,     43.5773,     43.5768,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5779,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778,     43.5778
     173,          2.866667,     46.0992,     45.0332,     38.7092,     38.6845,     43.4084,     42.8064,     43.5774,     43.5774,     43.5774,     43.5774,     43.5769,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779,     43.5779
     174,          2.883333,     46.0757,     45.0024,     38.6874,     38.6632,     43.4075,     42.8057,     43.5775,     43.5775,     43.5775,     43.5775,     43.5770,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780
     175,          2.900000,     46.0515,     44.9686,     38.6663,     38.6426,     43.4066,     42.8050,     43.5775,     43.5775,     43.5775,     43.5775,     43.5770,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5781,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780,     43.5780
     176,          2.916667,     46.0269,     44.9331,     38.6447,     38.6213,     43.4057,     42.8044,     43.5776,     43.5776,     43.5776,     43.5776,     43.5771,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781,     43.5781
     177,          2.933333,     46.0036,     44.8983,     38.6227,     38.5997,     43.4049,     42.8037,     43.5777,     43.5777,     43.5776,     43.5776,     43.5772,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5781,     43.5782,     43.5781,     43.5782,     43.5781,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782
     178,          2.950000,     45.9808,     44.8647,     38.6005,     38.5779,     43.4041,     42.8032,     43.5777,     43.5777,     43.5777,     43.5777,     43.5772,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5783,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782,     43.5782
     179,          2.966667,     45.9592,     44.8323,     38.5792,     38.5569,     43.4032,     42.8026,     43.5778,     43.5778,     43.5778,     43.5778,     43.5773,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783
     180,          2.983334,     45.9390,     44.8024,     38.5572,     38.5353,     43.4025,     42.8021,     43.5778,     43.5778,     43.5778,     43.5778,     43.5773,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5784,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783,     43.5783
     181,          3.000000,     45.9198,     44.7729,     38.5342,     38.5127,     43.4017,     42.8016,     43.5779,     43.5779,     43.5779,     43.5779,     43.5774,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784,     43.5784
