"EG15_006 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_006.tcf]","Time (h)","H FC01.1_R.1 [EG15_006]","H FC01.1_R.2 [EG15_006]","H FC01.2_R.1 [EG15_006]","H FC01.2_R.2 [EG15_006]","H FC04.1_C.1 [EG15_006]","H FC04.1_C.2 [EG15_006]","H mh1 [EG15_006]","H mh2 [EG15_006]","H mh3 [EG15_006]","H mh4 [EG15_006]","H Pipe16.2 [EG15_006]","H Pit1 [EG15_006]","H Pit1.1 [EG15_006]","H Pit11 [EG15_006]","H Pit11.1 [EG15_006]","H Pit12 [EG15_006]","H Pit12.1 [EG15_006]","H Pit14 [EG15_006]","H Pit14.1 [EG15_006]","H Pit15 [EG15_006]","H Pit15.1 [EG15_006]","H Pit16 [EG15_006]","H Pit16.1 [EG15_006]","H Pit18 [EG15_006]","H Pit18.1 [EG15_006]","H Pit19 [EG15_006]","H Pit19.1 [EG15_006]","H Pit2 [EG15_006]","H Pit2.1 [EG15_006]","H Pit4 [EG15_006]","H Pit4.1 [EG15_006]","H Pit5 [EG15_006]","H Pit5.1 [EG15_006]","H Pit6 [EG15_006]","H Pit6.1 [EG15_006]","H Pit7 [EG15_006]","H Pit7.1 [EG15_006]","H Pit8 [EG15_006]","H Pit8.1 [EG15_006]","H Pit9 [EG15_006]","H Pit9.1 [EG15_006]"
      95,          1.566667,     49.3602,     46.7573,     42.4930,     40.6372,     43.5120,     42.8888,     43.5450,     43.5450,     43.5450,     43.5450,     43.5445,     43.5454,     43.5454,     43.5455,     43.5455,     43.5455,     43.5455,     43.5455,     43.5455,     43.5455,     43.5455,     43.5455,     43.5455,     43.5455,     43.5456,     43.5456,     43.5456,     43.5455,     43.5455,     43.5456,     43.5458,     43.5454,     43.5454,     43.5456,     43.5456,     43.5455,     43.5455,     43.5456,     43.5456,     43.5455,     43.5455
      96,          1.583333,     49.3100,     46.7436,     42.4586,     40.6310,     43.5100,     42.8867,     43.5462,     43.5460,     43.5460,     43.5461,     43.5455,     43.5467,     43.5467,     43.5465,     43.5466,     43.5465,     43.5466,     43.5466,     43.5466,     43.5466,     43.5466,     43.5466,     43.5466,     43.5466,     43.5466,     43.5467,     43.5468,     43.5466,     43.5466,     43.5465,     43.5464,     43.5467,     43.5467,     43.5466,     43.5466,     43.5465,     43.5466,     43.5465,     43.5465,     43.5465,     43.5466
      97,          1.600000,     49.2515,     46.7311,     42.4223,     40.6244,     43.5080,     42.8853,     43.5471,     43.5470,     43.5470,     43.5471,     43.5465,     43.5475,     43.5475,     43.5475,     43.5476,     43.5476,     43.5476,     43.5475,     43.5475,     43.5475,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5477,     43.5478,     43.5475,     43.5475,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5475,     43.5476
      98,          1.616667,     49.1901,     46.7189,     42.3845,     40.6174,     43.5060,     42.8842,     43.5481,     43.5480,     43.5480,     43.5480,     43.5475,     43.5485,     43.5485,     43.5485,     43.5485,     43.5485,     43.5485,     43.5486,     43.5486,     43.5485,     43.5485,     43.5485,     43.5485,     43.5485,     43.5485,     43.5486,     43.5486,     43.5485,     43.5485,     43.5484,     43.5484,     43.5485,     43.5485,     43.5485,     43.5485,     43.5485,     43.5485,     43.5485,     43.5485,     43.5485,     43.5485
      99,          1.633333,     49.1250,     46.7054,     42.3454,     40.6101,     43.5041,     42.8833,     43.5489,     43.5490,     43.5490,     43.5490,     43.5484,     43.5494,     43.5494,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495,     43.5494,     43.5495,     43.5495,     43.5496,     43.5496,     43.5496,     43.5494,     43.5494,     43.5495,     43.5495,     43.5494,     43.5494,     43.5495,     43.5495,     43.5494,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495
     100,          1.650000,     49.0552,     46.6913,     42.3055,     40.6026,     43.5023,     42.8822,     43.5501,     43.5499,     43.5499,     43.5499,     43.5494,     43.5505,     43.5506,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5506,     43.5506,     43.5505,     43.5505,     43.5505,     43.5505,     43.5504,     43.5505,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504
     101,          1.666667,     48.9809,     46.6761,     42.2645,     40.5948,     43.5005,     42.8810,     43.5509,     43.5508,     43.5508,     43.5508,     43.5503,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5514,     43.5514,     43.5514,     43.5514,     43.5514,     43.5514,     43.5513,     43.5514,     43.5513,     43.5512,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513
     102,          1.683333,     48.9018,     46.6596,     42.2225,     40.5867,     43.4987,     42.8798,     43.5518,     43.5517,     43.5517,     43.5517,     43.5512,     43.5522,     43.5523,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5521,     43.5521,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522
     103,          1.700000,     48.8168,     46.6404,     42.1794,     40.5783,     43.4970,     42.8787,     43.5525,     43.5525,     43.5525,     43.5525,     43.5520,     43.5530,     43.5530,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5530,     43.5530,     43.5531,     43.5532,     43.5531,     43.5531,     43.5530,     43.5530,     43.5530,     43.5530,     43.5531,     43.5531,     43.5531,     43.5531
     104,          1.716667,     48.7250,     46.6195,     42.1352,     40.5695,     43.4952,     42.8776,     43.5535,     43.5534,     43.5534,     43.5534,     43.5528,     43.5540,     43.5540,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5540,     43.5540,     43.5540,     43.5540,     43.5539,     43.5538,     43.5540,     43.5540,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539
     105,          1.733333,     48.6272,     46.5965,     42.0899,     40.5604,     43.4936,     42.8765,     43.5542,     43.5542,     43.5542,     43.5542,     43.5537,     43.5547,     43.5548,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547,     43.5548,     43.5548,     43.5548,     43.5548,     43.5547,     43.5547,     43.5547,     43.5548,     43.5547,     43.5547,     43.5548,     43.5548,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547
     106,          1.750000,     48.5231,     46.5707,     42.0429,     40.5507,     43.4919,     42.8755,     43.5551,     43.5550,     43.5550,     43.5550,     43.5545,     43.5555,     43.5556,     43.5555,     43.5555,     43.5555,     43.5555,     43.5555,     43.5555,     43.5555,     43.5555,     43.5555,     43.5555,     43.5554,     43.5554,     43.5556,     43.5556,     43.5555,     43.5555,     43.5555,     43.5554,     43.5556,     43.5556,     43.5555,     43.5555,     43.5555,     43.5555,     43.5555,     43.5555,     43.5555,     43.5555
     107,          1.766667,     48.4123,     46.5433,     41.9945,     40.5406,     43.4903,     42.8745,     43.5558,     43.5558,     43.5558,     43.5558,     43.5553,     43.5562,     43.5562,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5564,     43.5564,     43.5562,     43.5562,     43.5563,     43.5563,     43.5562,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563
     108,          1.783333,     48.2990,     46.5130,     41.9442,     40.5299,     43.4888,     42.8734,     43.5566,     43.5565,     43.5565,     43.5565,     43.5560,     43.5571,     43.5571,     43.5570,     43.5570,     43.5570,     43.5570,     43.5570,     43.5570,     43.5571,     43.5571,     43.5571,     43.5571,     43.5570,     43.5570,     43.5571,     43.5571,     43.5571,     43.5571,     43.5569,     43.5569,     43.5571,     43.5571,     43.5570,     43.5570,     43.5570,     43.5570,     43.5570,     43.5570,     43.5570,     43.5570
     109,          1.800000,     48.1842,     46.4797,     41.8923,     40.5187,     43.4872,     42.8724,     43.5573,     43.5572,     43.5572,     43.5573,     43.5567,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5577,     43.5578,     43.5578,     43.5578,     43.5578,     43.5579,     43.5578,     43.5579,     43.5578,     43.5578,     43.5579,     43.5579,     43.5577,     43.5577,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578
     110,          1.816667,     48.0668,     46.4451,     41.8381,     40.5067,     43.4857,     42.8714,     43.5580,     43.5580,     43.5580,     43.5579,     43.5575,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5584,     43.5584,     43.5585,     43.5585,     43.5585,     43.5585,     43.5583,     43.5583,     43.5585,     43.5585,     43.5584,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585
     111,          1.833333,     47.9468,     46.4074,     41.7810,     40.4938,     43.4842,     42.8703,     43.5587,     43.5587,     43.5587,     43.5586,     43.5582,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5591,     43.5592,     43.5591,     43.5591,     43.5592,     43.5592,     43.5593,     43.5593,     43.5591,     43.5591,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592
     112,          1.850000,     47.8259,     46.3671,     41.7199,     40.4797,     43.4827,     42.8693,     43.5594,     43.5593,     43.5593,     43.5593,     43.5588,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5598,     43.5598,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5598,     43.5598,     43.5599,     43.5599,     43.5599,     43.5599,     43.5598,     43.5598,     43.5599,     43.5599,     43.5598,     43.5598
     113,          1.866667,     47.7056,     46.3243,     41.6545,     40.4642,     43.4812,     42.8683,     43.5601,     43.5600,     43.5600,     43.5600,     43.5595,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5606,     43.5606,     43.5606,     43.5605,     43.5605,     43.5606,     43.5606,     43.5606,     43.5606,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605
     114,          1.883333,     47.5931,     46.2741,     41.5846,     40.4472,     43.4798,     42.8673,     43.5607,     43.5607,     43.5606,     43.5607,     43.5602,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5611,     43.5612,     43.5611,     43.5611,     43.5612,     43.5612,     43.5611,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612
     115,          1.900000,     47.5019,     46.2186,     41.5099,     40.4284,     43.4784,     42.8663,     43.5613,     43.5613,     43.5613,     43.5612,     43.5608,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5617,     43.5617,     43.5618,     43.5618,     43.5618,     43.5618,     43.5617,     43.5617,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618
     116,          1.916667,     47.4228,     46.1654,     41.4299,     40.4073,     43.4770,     42.8653,     43.5620,     43.5619,     43.5619,     43.5619,     43.5614,     43.5624,     43.5624,     43.5624,     43.5624,     43.5624,     43.5625,     43.5624,     43.5624,     43.5624,     43.5624,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5624,     43.5624,     43.5624,     43.5624,     43.5624,     43.5624,     43.5624,     43.5624,     43.5624,     43.5625
     117,          1.933333,     47.3551,     46.1167,     41.3434,     40.3837,     43.4756,     42.8643,     43.5625,     43.5625,     43.5625,     43.5625,     43.5620,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5631,     43.5631,     43.5631,     43.5631,     43.5630,     43.5631,     43.5630,     43.5630,     43.5631,     43.5631,     43.5631,     43.5631,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630
     118,          1.950000,     47.2981,     46.0718,     41.2495,     40.3566,     43.4742,     42.8633,     43.5631,     43.5631,     43.5631,     43.5631,     43.5626,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5637,     43.5637,     43.5636,     43.5636,     43.5637,     43.5637,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636
     119,          1.966667,     47.2507,     46.0325,     41.1470,     40.3256,     43.4728,     42.8623,     43.5637,     43.5637,     43.5637,     43.5636,     43.5632,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5641,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5641,     43.5642,     43.5641,     43.5641,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642
     120,          1.983333,     47.2109,     46.0004,     41.0348,     40.2895,     43.4715,     42.8613,     43.5642,     43.5642,     43.5642,     43.5642,     43.5637,     43.5648,     43.5648,     43.5647,     43.5648,     43.5648,     43.5648,     43.5647,     43.5648,     43.5648,     43.5648,     43.5647,     43.5648,     43.5647,     43.5647,     43.5648,     43.5648,     43.5647,     43.5647,     43.5647,     43.5647,     43.5648,     43.5648,     43.5647,     43.5647,     43.5647,     43.5647,     43.5648,     43.5648,     43.5647,     43.5648
     121,          2.000000,     47.1770,     45.9733,     40.9134,     40.2472,     43.4702,     42.8604,     43.5648,     43.5648,     43.5648,     43.5648,     43.5643,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5654,     43.5653,     43.5653,     43.5653,     43.5654,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653
     122,          2.016667,     47.1476,     45.9502,     40.7899,     40.1998,     43.4689,     42.8593,     43.5653,     43.5653,     43.5653,     43.5653,     43.5648,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658
     123,          2.033334,     47.1206,     45.9290,     40.6689,     40.1482,     43.4675,     42.8583,     43.5658,     43.5658,     43.5658,     43.5658,     43.5653,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663
     124,          2.050000,     47.0942,     45.9094,     40.5492,     40.0912,     43.4662,     42.8573,     43.5663,     43.5663,     43.5663,     43.5663,     43.5658,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5669,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668
     125,          2.066667,     47.0677,     45.8899,     40.4345,     40.0302,     43.4650,     42.8564,     43.5668,     43.5668,     43.5668,     43.5669,     43.5663,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5675,     43.5675,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673
     126,          2.083333,     47.0405,     45.8706,     40.3237,     39.9672,     43.4637,     42.8554,     43.5673,     43.5672,     43.5673,     43.5674,     43.5667,     43.5678,     43.5678,     43.5678,     43.5678,     43.5677,     43.5678,     43.5677,     43.5678,     43.5678,     43.5678,     43.5678,     43.5678,     43.5677,     43.5677,     43.5681,     43.5681,     43.5678,     43.5678,     43.5678,     43.5679,     43.5679,     43.5679,     43.5678,     43.5678,     43.5677,     43.5677,     43.5678,     43.5678,     43.5678,     43.5678
     127,          2.100000,     47.0135,     45.8512,     40.2182,     39.9036,     43.4624,     42.8544,     43.5677,     43.5677,     43.5677,     43.5679,     43.5672,     43.5682,     43.5682,     43.5682,     43.5682,     43.5682,     43.5683,     43.5682,     43.5683,     43.5682,     43.5682,     43.5682,     43.5682,     43.5678,     43.5677,     43.5685,     43.5684,     43.5682,     43.5683,     43.5683,     43.5683,     43.5681,     43.5681,     43.5681,     43.5681,     43.5682,     43.5682,     43.5682,     43.5682,     43.5682,     43.5682
     128,          2.116667,     46.9849,     45.8302,     40.1188,     39.8407,     43.4611,     42.8533,     43.5682,     43.5682,     43.5682,     43.5683,     43.5677,     43.5686,     43.5686,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5686,     43.5686,     43.5684,     43.5684,     43.5686,     43.5686,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5686,     43.5686,     43.5688,     43.5688,     43.5687,     43.5687,     43.5687,     43.5687
     129,          2.133333,     46.9534,     45.8076,     40.0271,     39.7793,     43.4598,     42.8523,     43.5687,     43.5686,     43.5686,     43.5687,     43.5681,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5692,     43.5692,     43.5690,     43.5690,     43.5692,     43.5692,     43.5693,     43.5692,     43.5691,     43.5691,     43.5691,     43.5691,     43.5692,     43.5692,     43.5691,     43.5691,     43.5691,     43.5691
     130,          2.150000,     46.9207,     45.7836,     39.9429,     39.7207,     43.4586,     42.8513,     43.5691,     43.5690,     43.5690,     43.5690,     43.5685,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5696,     43.5695,     43.5695,     43.5697,     43.5697,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5696,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695
     131,          2.166667,     46.8869,     45.7583,     39.8662,     39.6655,     43.4573,     42.8504,     43.5695,     43.5694,     43.5695,     43.5694,     43.5689,     43.5699,     43.5699,     43.5700,     43.5700,     43.5699,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5699,     43.5699,     43.5700,     43.5701,     43.5699,     43.5699,     43.5700,     43.5700,     43.5698,     43.5698,     43.5699,     43.5699,     43.5699,     43.5700,     43.5699,     43.5699,     43.5699,     43.5699,     43.5700,     43.5700
     132,          2.183333,     46.8528,     45.7323,     39.7974,     39.6141,     43.4560,     42.8493,     43.5698,     43.5698,     43.5698,     43.5699,     43.5693,     43.5703,     43.5703,     43.5703,     43.5703,     43.5703,     43.5703,     43.5704,     43.5703,     43.5703,     43.5703,     43.5703,     43.5703,     43.5705,     43.5705,     43.5703,     43.5703,     43.5703,     43.5703,     43.5703,     43.5703,     43.5702,     43.5702,     43.5702,     43.5703,     43.5703,     43.5704,     43.5703,     43.5703,     43.5703,     43.5703
     133,          2.200000,     46.8191,     45.7060,     39.7369,     39.5678,     43.4548,     42.8483,     43.5702,     43.5702,     43.5702,     43.5702,     43.5697,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5708,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707
     134,          2.216667,     46.7905,     45.6821,     39.6829,     39.5263,     43.4536,     42.8473,     43.5706,     43.5705,     43.5706,     43.5706,     43.5700,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5712,     43.5712,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5710,     43.5710,     43.5710,     43.5710,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711
     135,          2.233333,     46.7669,     45.6613,     39.6340,     39.4881,     43.4525,     42.8462,     43.5709,     43.5709,     43.5709,     43.5709,     43.5704,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5715,     43.5715,     43.5715,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5715,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714
     136,          2.250000,     46.7467,     45.6427,     39.5897,     39.4532,     43.4510,     42.8452,     43.5713,     43.5713,     43.5713,     43.5713,     43.5708,     43.5717,     43.5717,     43.5718,     43.5718,     43.5718,     43.5718,     43.5718,     43.5718,     43.5718,     43.5718,     43.5717,     43.5717,     43.5717,     43.5717,     43.5717,     43.5717,     43.5718,     43.5718,     43.5718,     43.5718,     43.5717,     43.5717,     43.5717,     43.5717,     43.5718,     43.5718,     43.5718,     43.5718,     43.5718,     43.5718
     137,          2.266667,     46.7288,     45.6264,     39.5489,     39.4209,     43.4499,     42.8441,     43.5716,     43.5716,     43.5716,     43.5716,     43.5711,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5722,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721
     138,          2.283334,     46.7118,     45.6105,     39.5109,     39.3902,     43.4486,     42.8431,     43.5720,     43.5719,     43.5719,     43.5719,     43.5714,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5725,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5725,     43.5725,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724
     139,          2.300000,     46.6948,     45.5954,     39.4748,     39.3611,     43.4474,     42.8420,     43.5722,     43.5722,     43.5722,     43.5722,     43.5717,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5726,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5728,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727
     140,          2.316667,     46.6777,     45.5807,     39.4403,     39.3330,     43.4462,     42.8409,     43.5725,     43.5725,     43.5725,     43.5725,     43.5720,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730
     141,          2.333333,     46.6608,     45.5660,     39.4075,     39.3061,     43.4450,     42.8399,     43.5728,     43.5728,     43.5728,     43.5728,     43.5723,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733
     142,          2.350000,     46.6441,     45.5505,     39.3760,     39.2801,     43.4437,     42.8388,     43.5731,     43.5730,     43.5730,     43.5731,     43.5725,     43.5736,     43.5736,     43.5735,     43.5736,     43.5735,     43.5735,     43.5735,     43.5735,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5735,     43.5735,     43.5736,     43.5736,     43.5735,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5735,     43.5735,     43.5735,     43.5735,     43.5736,     43.5736
     143,          2.366667,     46.6293,     45.5356,     39.3462,     39.2552,     43.4425,     42.8377,     43.5733,     43.5733,     43.5733,     43.5733,     43.5728,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738
     144,          2.383333,     46.6135,     45.5210,     39.3189,     39.2320,     43.4413,     42.8366,     43.5735,     43.5735,     43.5735,     43.5735,     43.5731,     43.5740,     43.5740,     43.5741,     43.5741,     43.5741,     43.5741,     43.5741,     43.5741,     43.5741,     43.5741,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5741,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740
     145,          2.400000,     46.5971,     45.5063,     39.2927,     39.2097,     43.4400,     42.8355,     43.5738,     43.5738,     43.5738,     43.5738,     43.5733,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5742,     43.5742,     43.5742,     43.5743,     43.5743,     43.5743
     146,          2.416667,     46.5819,     45.4923,     39.2684,     39.1889,     43.4388,     42.8344,     43.5740,     43.5740,     43.5740,     43.5740,     43.5735,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745
