"EG15_004 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_004.tcf]","Time (h)","H FC01.1_R.1 [EG15_004]","H FC01.1_R.2 [EG15_004]","H FC01.2_R.1 [EG15_004]","H FC01.2_R.2 [EG15_004]","H FC04.1_C.1 [EG15_004]","H FC04.1_C.2 [EG15_004]","H mh1 [EG15_004]","H mh2 [EG15_004]","H mh3 [EG15_004]","H mh4 [EG15_004]","H Pipe16.2 [EG15_004]","H Pit1 [EG15_004]","H Pit1.1 [EG15_004]","H Pit11 [EG15_004]","H Pit11.1 [EG15_004]","H Pit12 [EG15_004]","H Pit12.1 [EG15_004]","H Pit14 [EG15_004]","H Pit14.1 [EG15_004]","H Pit15 [EG15_004]","H Pit15.1 [EG15_004]","H Pit16 [EG15_004]","H Pit16.1 [EG15_004]","H Pit18 [EG15_004]","H Pit18.1 [EG15_004]","H Pit19 [EG15_004]","H Pit19.1 [EG15_004]","H Pit2 [EG15_004]","H Pit2.1 [EG15_004]","H Pit4 [EG15_004]","H Pit4.1 [EG15_004]","H Pit5 [EG15_004]","H Pit5.1 [EG15_004]","H Pit6 [EG15_004]","H Pit6.1 [EG15_004]","H Pit7 [EG15_004]","H Pit7.1 [EG15_004]","H Pit8 [EG15_004]","H Pit8.1 [EG15_004]","H Pit9 [EG15_004]","H Pit9.1 [EG15_004]"
     102,          1.683333,     48.9018,     46.6596,     42.2225,     40.5867,     43.4987,     42.8798,     43.5518,     43.5517,     43.5517,     43.5517,     43.5512,     43.5523,     43.5523,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5523,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5521,     43.5520,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522,     43.5522
     103,          1.700000,     48.8167,     46.6404,     42.1794,     40.5783,     43.4970,     42.8787,     43.5526,     43.5526,     43.5526,     43.5525,     43.5520,     43.5530,     43.5530,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531,     43.5530,     43.5530,     43.5532,     43.5533,     43.5530,     43.5530,     43.5531,     43.5531,     43.5530,     43.5531,     43.5531,     43.5531,     43.5531,     43.5531
     104,          1.716667,     48.7251,     46.6195,     42.1352,     40.5695,     43.4952,     42.8776,     43.5535,     43.5534,     43.5534,     43.5534,     43.5529,     43.5540,     43.5540,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5540,     43.5540,     43.5540,     43.5540,     43.5538,     43.5538,     43.5540,     43.5541,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539,     43.5539
     105,          1.733333,     48.6272,     46.5971,     42.0899,     40.5604,     43.4936,     42.8765,     43.5542,     43.5542,     43.5542,     43.5542,     43.5537,     43.5548,     43.5548,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547,     43.5548,     43.5549,     43.5548,     43.5549,     43.5547,     43.5547,     43.5548,     43.5549,     43.5547,     43.5546,     43.5548,     43.5548,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547,     43.5547
     106,          1.750000,     48.5231,     46.5704,     42.0429,     40.5507,     43.4919,     42.8755,     43.5551,     43.5550,     43.5550,     43.5550,     43.5545,     43.5556,     43.5556,     43.5555,     43.5555,     43.5555,     43.5556,     43.5555,     43.5556,     43.5555,     43.5556,     43.5555,     43.5555,     43.5555,     43.5555,     43.5556,     43.5556,     43.5555,     43.5555,     43.5554,     43.5554,     43.5556,     43.5556,     43.5555,     43.5555,     43.5555,     43.5555,     43.5555,     43.5555,     43.5555,     43.5556
     107,          1.766667,     48.4121,     46.5435,     41.9945,     40.5406,     43.4903,     42.8745,     43.5558,     43.5558,     43.5558,     43.5558,     43.5553,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5564,     43.5563,     43.5563,     43.5563,     43.5563,     43.5564,     43.5565,     43.5562,     43.5562,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563,     43.5563
     108,          1.783333,     48.2990,     46.5126,     41.9443,     40.5299,     43.4888,     42.8734,     43.5566,     43.5565,     43.5565,     43.5565,     43.5560,     43.5571,     43.5571,     43.5570,     43.5571,     43.5570,     43.5571,     43.5570,     43.5571,     43.5571,     43.5571,     43.5571,     43.5571,     43.5570,     43.5570,     43.5571,     43.5571,     43.5571,     43.5571,     43.5569,     43.5569,     43.5572,     43.5572,     43.5570,     43.5571,     43.5570,     43.5570,     43.5570,     43.5570,     43.5570,     43.5570
     109,          1.800000,     48.1843,     46.4799,     41.8923,     40.5186,     43.4872,     42.8724,     43.5573,     43.5572,     43.5572,     43.5573,     43.5567,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5579,     43.5579,     43.5579,     43.5578,     43.5578,     43.5579,     43.5580,     43.5577,     43.5577,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578,     43.5578
     110,          1.816667,     48.0668,     46.4451,     41.8381,     40.5067,     43.4857,     42.8714,     43.5580,     43.5580,     43.5580,     43.5580,     43.5575,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5586,     43.5586,     43.5585,     43.5585,     43.5583,     43.5583,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585,     43.5585
     111,          1.833333,     47.9469,     46.4070,     41.7810,     40.4938,     43.4842,     42.8703,     43.5587,     43.5587,     43.5587,     43.5587,     43.5582,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5593,     43.5593,     43.5591,     43.5591,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592,     43.5592
     112,          1.850000,     47.8260,     46.3674,     41.7199,     40.4797,     43.4827,     42.8693,     43.5594,     43.5594,     43.5594,     43.5593,     43.5589,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5600,     43.5599,     43.5599,     43.5598,     43.5599,     43.5599,     43.5599,     43.5599,     43.5599,     43.5598,     43.5598,     43.5599,     43.5599,     43.5599,     43.5599
     113,          1.866667,     47.7056,     46.3243,     41.6545,     40.4642,     43.4812,     42.8683,     43.5601,     43.5600,     43.5600,     43.5600,     43.5595,     43.5606,     43.5606,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5606,     43.5606,     43.5606,     43.5606,     43.5606,     43.5606,     43.5605,     43.5605,     43.5606,     43.5606,     43.5606,     43.5606,     43.5606,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605,     43.5605
     114,          1.883333,     47.5931,     46.2742,     41.5846,     40.4472,     43.4798,     42.8673,     43.5607,     43.5607,     43.5607,     43.5607,     43.5602,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5613,     43.5613,     43.5612,     43.5612,     43.5612,     43.5612,     43.5611,     43.5611,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612
     115,          1.900000,     47.5019,     46.2187,     41.5099,     40.4284,     43.4784,     42.8663,     43.5613,     43.5613,     43.5613,     43.5613,     43.5608,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5619,     43.5618,     43.5619,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5617,     43.5617,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618,     43.5618
     116,          1.916667,     47.4228,     46.1654,     41.4299,     40.4073,     43.4770,     42.8653,     43.5620,     43.5619,     43.5619,     43.5619,     43.5614,     43.5625,     43.5625,     43.5624,     43.5625,     43.5625,     43.5625,     43.5624,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625,     43.5624,     43.5624,     43.5625,     43.5625,     43.5624,     43.5625,     43.5625,     43.5625,     43.5625,     43.5625
     117,          1.933333,     47.3551,     46.1160,     41.3434,     40.3837,     43.4756,     42.8643,     43.5625,     43.5625,     43.5625,     43.5625,     43.5620,     43.5631,     43.5631,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5631,     43.5631,     43.5631,     43.5631,     43.5631,     43.5631,     43.5630,     43.5630,     43.5631,     43.5631,     43.5631,     43.5631,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630,     43.5630
     118,          1.950000,     47.2980,     46.0720,     41.2495,     40.3566,     43.4742,     42.8633,     43.5631,     43.5631,     43.5631,     43.5631,     43.5626,     43.5636,     43.5637,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5637,     43.5637,     43.5636,     43.5636,     43.5637,     43.5637,     43.5636,     43.5636,     43.5637,     43.5637,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636
     119,          1.966667,     47.2507,     46.0324,     41.1469,     40.3256,     43.4728,     42.8623,     43.5637,     43.5637,     43.5637,     43.5637,     43.5632,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5641,     43.5641,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642,     43.5642
     120,          1.983333,     47.2109,     46.0004,     41.0348,     40.2895,     43.4715,     42.8613,     43.5642,     43.5642,     43.5642,     43.5642,     43.5637,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5647,     43.5647,     43.5648,     43.5648,     43.5648,     43.5648,     43.5647,     43.5647,     43.5648,     43.5648,     43.5648,     43.5648,     43.5647,     43.5647,     43.5648,     43.5648,     43.5648,     43.5648
     121,          2.000000,     47.1770,     45.9733,     40.9134,     40.2472,     43.4702,     42.8604,     43.5648,     43.5648,     43.5648,     43.5648,     43.5643,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5654,     43.5654,     43.5653,     43.5653,     43.5654,     43.5654,     43.5653,     43.5653,     43.5654,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653,     43.5653
     122,          2.016667,     47.1477,     45.9503,     40.7899,     40.1998,     43.4689,     42.8593,     43.5653,     43.5653,     43.5653,     43.5653,     43.5648,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5659,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658
     123,          2.033334,     47.1206,     45.9289,     40.6689,     40.1482,     43.4675,     42.8583,     43.5658,     43.5658,     43.5658,     43.5658,     43.5653,     43.5663,     43.5663,     43.5663,     43.5664,     43.5663,     43.5664,     43.5663,     43.5664,     43.5664,     43.5664,     43.5663,     43.5664,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663,     43.5663
     124,          2.050000,     47.0941,     45.9093,     40.5492,     40.0912,     43.4662,     42.8573,     43.5663,     43.5663,     43.5663,     43.5663,     43.5658,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5669,     43.5669,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668,     43.5668
     125,          2.066667,     47.0677,     45.8899,     40.4345,     40.0302,     43.4650,     42.8564,     43.5668,     43.5668,     43.5668,     43.5669,     43.5663,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5675,     43.5675,     43.5674,     43.5674,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673,     43.5673
     126,          2.083333,     47.0405,     45.8709,     40.3237,     39.9672,     43.4637,     42.8554,     43.5673,     43.5673,     43.5673,     43.5674,     43.5668,     43.5678,     43.5678,     43.5678,     43.5678,     43.5678,     43.5678,     43.5678,     43.5678,     43.5678,     43.5678,     43.5678,     43.5678,     43.5676,     43.5676,     43.5681,     43.5681,     43.5678,     43.5678,     43.5679,     43.5679,     43.5679,     43.5679,     43.5678,     43.5678,     43.5677,     43.5677,     43.5678,     43.5678,     43.5678,     43.5678
     127,          2.100000,     47.0135,     45.8512,     40.2182,     39.9036,     43.4624,     42.8544,     43.5677,     43.5677,     43.5677,     43.5679,     43.5672,     43.5682,     43.5682,     43.5682,     43.5682,     43.5683,     43.5683,     43.5683,     43.5683,     43.5683,     43.5683,     43.5682,     43.5682,     43.5677,     43.5677,     43.5684,     43.5683,     43.5683,     43.5683,     43.5683,     43.5683,     43.5681,     43.5681,     43.5682,     43.5682,     43.5683,     43.5683,     43.5682,     43.5682,     43.5682,     43.5682
     128,          2.116667,     46.9849,     45.8302,     40.1187,     39.8407,     43.4611,     42.8534,     43.5682,     43.5682,     43.5682,     43.5683,     43.5677,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5685,     43.5686,     43.5685,     43.5685,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5687,     43.5686,     43.5686,     43.5688,     43.5688,     43.5687,     43.5687,     43.5687,     43.5687
     129,          2.133333,     46.9534,     45.8076,     40.0271,     39.7793,     43.4598,     42.8523,     43.5687,     43.5686,     43.5686,     43.5687,     43.5681,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5692,     43.5692,     43.5690,     43.5690,     43.5692,     43.5692,     43.5692,     43.5692,     43.5691,     43.5691,     43.5691,     43.5691,     43.5692,     43.5692,     43.5691,     43.5691,     43.5691,     43.5691
     130,          2.150000,     46.9207,     45.7837,     39.9429,     39.7206,     43.4586,     42.8513,     43.5692,     43.5690,     43.5690,     43.5691,     43.5685,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5696,     43.5696,     43.5695,     43.5695,     43.5697,     43.5697,     43.5695,     43.5695,     43.5695,     43.5695,     43.5696,     43.5696,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695,     43.5695
     131,          2.166667,     46.8869,     45.7582,     39.8662,     39.6655,     43.4573,     42.8504,     43.5695,     43.5695,     43.5695,     43.5695,     43.5690,     43.5699,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5699,     43.5699,     43.5701,     43.5701,     43.5699,     43.5699,     43.5700,     43.5700,     43.5698,     43.5699,     43.5699,     43.5699,     43.5700,     43.5700,     43.5699,     43.5699,     43.5699,     43.5699,     43.5700,     43.5700
     132,          2.183333,     46.8528,     45.7323,     39.7973,     39.6141,     43.4560,     42.8493,     43.5698,     43.5698,     43.5698,     43.5699,     43.5693,     43.5703,     43.5703,     43.5703,     43.5704,     43.5704,     43.5704,     43.5703,     43.5704,     43.5704,     43.5704,     43.5704,     43.5704,     43.5704,     43.5705,     43.5703,     43.5703,     43.5703,     43.5703,     43.5703,     43.5704,     43.5703,     43.5703,     43.5703,     43.5703,     43.5704,     43.5704,     43.5703,     43.5704,     43.5704,     43.5704
     133,          2.200000,     46.8191,     45.7060,     39.7369,     39.5678,     43.4548,     42.8483,     43.5702,     43.5702,     43.5702,     43.5702,     43.5697,     43.5708,     43.5708,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5708,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707,     43.5707
     134,          2.216667,     46.7905,     45.6826,     39.6829,     39.5263,     43.4536,     42.8473,     43.5706,     43.5706,     43.5706,     43.5706,     43.5701,     43.5712,     43.5712,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5712,     43.5712,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5710,     43.5710,     43.5711,     43.5711,     43.5712,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711,     43.5711
     135,          2.233333,     46.7669,     45.6612,     39.6340,     39.4881,     43.4525,     42.8462,     43.5710,     43.5709,     43.5709,     43.5710,     43.5704,     43.5714,     43.5714,     43.5714,     43.5715,     43.5715,     43.5715,     43.5714,     43.5715,     43.5715,     43.5715,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5714,     43.5715,     43.5715,     43.5715,     43.5715,     43.5714,     43.5714,     43.5714,     43.5714,     43.5715,     43.5715
     136,          2.250000,     46.7467,     45.6429,     39.5897,     39.4533,     43.4510,     42.8452,     43.5713,     43.5713,     43.5713,     43.5713,     43.5708,     43.5718,     43.5718,     43.5718,     43.5718,     43.5718,     43.5718,     43.5718,     43.5718,     43.5718,     43.5718,     43.5717,     43.5717,     43.5717,     43.5717,     43.5717,     43.5717,     43.5718,     43.5718,     43.5718,     43.5718,     43.5717,     43.5717,     43.5718,     43.5717,     43.5718,     43.5718,     43.5718,     43.5718,     43.5718,     43.5718
     137,          2.266667,     46.7288,     45.6263,     39.5489,     39.4208,     43.4499,     42.8441,     43.5716,     43.5716,     43.5716,     43.5716,     43.5711,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5722,     43.5722,     43.5721,     43.5721,     43.5721,     43.5722,     43.5722,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721
     138,          2.283334,     46.7118,     45.6108,     39.5109,     39.3902,     43.4486,     42.8431,     43.5720,     43.5719,     43.5719,     43.5719,     43.5714,     43.5724,     43.5725,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5724,     43.5725,     43.5725,     43.5724,     43.5724,     43.5724,     43.5724,     43.5725,     43.5725,     43.5725,     43.5725,     43.5724,     43.5724,     43.5724,     43.5724
     139,          2.300000,     46.6948,     45.5953,     39.4749,     39.3611,     43.4474,     42.8420,     43.5722,     43.5722,     43.5722,     43.5722,     43.5717,     43.5728,     43.5728,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5728,     43.5728,     43.5727,     43.5728,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5728,     43.5728,     43.5727,     43.5727,     43.5728,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5727,     43.5728
     140,          2.316667,     46.6777,     45.5806,     39.4403,     39.3330,     43.4462,     42.8409,     43.5725,     43.5725,     43.5725,     43.5725,     43.5720,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5731,     43.5731,     43.5731,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730,     43.5730
     141,          2.333333,     46.6608,     45.5661,     39.4074,     39.3060,     43.4450,     42.8399,     43.5728,     43.5728,     43.5728,     43.5728,     43.5723,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5734,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733,     43.5733
     142,          2.350000,     46.6441,     45.5509,     39.3760,     39.2801,     43.4437,     42.8388,     43.5731,     43.5731,     43.5731,     43.5731,     43.5725,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736,     43.5736
     143,          2.366667,     46.6292,     45.5358,     39.3462,     39.2552,     43.4425,     42.8377,     43.5733,     43.5733,     43.5733,     43.5733,     43.5728,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5739,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738,     43.5738
     144,          2.383333,     46.6135,     45.5212,     39.3189,     39.2319,     43.4413,     42.8366,     43.5735,     43.5736,     43.5736,     43.5735,     43.5731,     43.5741,     43.5741,     43.5741,     43.5741,     43.5741,     43.5741,     43.5741,     43.5741,     43.5741,     43.5741,     43.5740,     43.5741,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5741,     43.5740,     43.5740,     43.5740,     43.5740,     43.5741,     43.5740,     43.5740,     43.5740,     43.5741,     43.5741,     43.5741,     43.5741
     145,          2.400000,     46.5970,     45.5063,     39.2927,     39.2099,     43.4400,     42.8355,     43.5738,     43.5738,     43.5738,     43.5738,     43.5733,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743,     43.5743
     146,          2.416667,     46.5819,     45.4927,     39.2683,     39.1890,     43.4388,     42.8344,     43.5740,     43.5740,     43.5740,     43.5740,     43.5735,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5746,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745,     43.5745
     147,          2.433333,     46.5687,     45.4793,     39.2444,     39.1683,     43.4375,     42.8333,     43.5742,     43.5742,     43.5742,     43.5742,     43.5737,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5748,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747,     43.5747
     148,          2.450000,     46.5558,     45.4672,     39.2214,     39.1487,     43.4362,     42.8321,     43.5744,     43.5744,     43.5744,     43.5744,     43.5739,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749
     149,          2.466667,     46.5423,     45.4546,     39.1995,     39.1297,     43.4350,     42.8310,     43.5746,     43.5746,     43.5746,     43.5746,     43.5741,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751,     43.5751
     150,          2.483333,     46.5272,     45.4419,     39.1787,     39.1115,     43.4337,     42.8299,     43.5748,     43.5748,     43.5748,     43.5748,     43.5743,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753,     43.5753
     151,          2.500000,     46.5098,     45.4273,     39.1577,     39.0929,     43.4325,     42.8287,     43.5750,     43.5750,     43.5750,     43.5749,     43.5745,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755,     43.5755
     152,          2.516667,     46.4916,     45.4120,     39.1379,     39.0755,     43.4311,     42.8275,     43.5751,     43.5751,     43.5751,     43.5751,     43.5746,     43.5756,     43.5756,     43.5756,     43.5757,     43.5756,     43.5756,     43.5757,     43.5757,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756,     43.5756
     153,          2.533334,     46.4732,     45.3961,     39.1188,     39.0587,     43.4299,     42.8263,     43.5753,     43.5753,     43.5753,     43.5753,     43.5748,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758,     43.5758
