"EG15_000 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_000.tcf]","Time (h)","H FC01.1_R.1 [EG15_000]","H FC01.1_R.2 [EG15_000]","H FC01.2_R.1 [EG15_000]","H FC01.2_R.2 [EG15_000]","H FC04.1_C.1 [EG15_000]","H FC04.1_C.2 [EG15_000]","H Pipe16.2 [EG15_000]","H Pit1 [EG15_000]","H Pit1.1 [EG15_000]","H Pit10 [EG15_000]","H Pit10.1 [EG15_000]","H Pit11 [EG15_000]","H Pit11.1 [EG15_000]","H Pit12 [EG15_000]","H Pit12.1 [EG15_000]","H Pit13 [EG15_000]","H Pit13.1 [EG15_000]","H Pit14 [EG15_000]","H Pit14.1 [EG15_000]","H Pit15 [EG15_000]","H Pit15.1 [EG15_000]","H Pit16 [EG15_000]","H Pit16.1 [EG15_000]","H Pit17 [EG15_000]","H Pit17.1 [EG15_000]","H Pit18 [EG15_000]","H Pit18.1 [EG15_000]","H Pit19 [EG15_000]","H Pit19.1 [EG15_000]","H Pit2 [EG15_000]","H Pit2.1 [EG15_000]","H Pit3 [EG15_000]","H Pit3.1 [EG15_000]","H Pit4 [EG15_000]","H Pit4.1 [EG15_000]","H Pit5 [EG15_000]","H Pit5.1 [EG15_000]","H Pit6 [EG15_000]","H Pit6.1 [EG15_000]","H Pit7 [EG15_000]","H Pit7.1 [EG15_000]","H Pit8 [EG15_000]","H Pit8.1 [EG15_000]","H Pit9 [EG15_000]","H Pit9.1 [EG15_000]"
      45,          0.733333,     49.7223,     47.0986,     39.8118,     39.5331,     43.3490,     42.7490,     43.4763,     43.4782,     43.4782,     43.4768,     43.4769,     43.4768,     43.4769,     43.4769,     43.4769,     43.4768,     43.4769,     43.4769,     43.4769,     43.4769,     43.4770,     43.4772,     43.4771,     43.4811,     43.4785,     43.4848,     43.4868,     43.4877,     43.4911,     43.4782,     43.4782,     43.4780,     43.4780,     43.4787,     43.4787,     43.4794,     43.4795,     43.4800,     43.4795,     43.4786,     43.4771,     43.4774,     43.4769,     43.4768,     43.4768
      46,          0.750000,     49.7706,     47.2081,     39.9824,     39.6483,     43.3490,     42.7490,     43.4820,     43.4838,     43.4838,     43.4825,     43.4825,     43.4825,     43.4825,     43.4826,     43.4826,     43.4825,     43.4826,     43.4826,     43.4826,     43.4825,     43.4826,     43.4826,     43.4826,     43.4858,     43.4832,     43.4892,     43.4909,     43.4920,     43.4950,     43.4837,     43.4837,     43.4833,     43.4834,     43.4839,     43.4839,     43.4844,     43.4844,     43.4847,     43.4842,     43.4836,     43.4822,     43.4827,     43.4824,     43.4824,     43.4825
      47,          0.766667,     49.8012,     47.2797,     40.1459,     39.7482,     43.3490,     42.7490,     43.4873,     43.4869,     43.4870,     43.4879,     43.4879,     43.4879,     43.4879,     43.4879,     43.4879,     43.4879,     43.4880,     43.4879,     43.4879,     43.4878,     43.4879,     43.4874,     43.4874,     43.4877,     43.4861,     43.4897,     43.4904,     43.4917,     43.4932,     43.4871,     43.4871,     43.4872,     43.4872,     43.4877,     43.4877,     43.4873,     43.4874,     43.4868,     43.4867,     43.4866,     43.4863,     43.4873,     43.4874,     43.4877,     43.4878
      48,          0.783333,     49.8187,     47.3202,     40.3204,     39.8448,     43.3490,     42.7490,     43.4917,     43.4923,     43.4923,     43.4921,     43.4921,     43.4921,     43.4921,     43.4922,     43.4922,     43.4923,     43.4923,     43.4923,     43.4923,     43.4923,     43.4923,     43.4919,     43.4920,     43.4932,     43.4916,     43.4954,     43.4963,     43.4971,     43.4986,     43.4920,     43.4921,     43.4915,     43.4915,     43.4909,     43.4910,     43.4914,     43.4914,     43.4924,     43.4921,     43.4920,     43.4917,     43.4920,     43.4920,     43.4921,     43.4921
      49,          0.800000,     49.8293,     47.3431,     40.5231,     39.9427,     43.3490,     42.7490,     43.4954,     43.4962,     43.4962,     43.4961,     43.4962,     43.4961,     43.4961,     43.4960,     43.4960,     43.4959,     43.4960,     43.4960,     43.4960,     43.4959,     43.4959,     43.4962,     43.4960,     43.4987,     43.4975,     43.5008,     43.5016,     43.5025,     43.5037,     43.4965,     43.4965,     43.4970,     43.4968,     43.4979,     43.4981,     43.4986,     43.4987,     43.4982,     43.4982,     43.4972,     43.4966,     43.4964,     43.4963,     43.4962,     43.4962
      50,          0.816667,     49.8368,     47.3573,     40.7590,     40.0464,     43.3490,     42.7490,     43.4998,     43.5024,     43.5024,     43.5003,     43.5004,     43.5003,     43.5004,     43.5003,     43.5004,     43.5003,     43.5004,     43.5004,     43.5005,     43.5005,     43.5005,     43.5010,     43.5009,     43.5033,     43.5021,     43.5055,     43.5064,     43.5072,     43.5086,     43.5022,     43.5023,     43.5017,     43.5019,     43.5021,     43.5021,     43.5025,     43.5025,     43.5027,     43.5026,     43.5016,     43.5009,     43.5008,     43.5005,     43.5004,     43.5004
      51,          0.833333,     49.8425,     47.3674,     41.0192,     40.1513,     43.3490,     42.7490,     43.5048,     43.5055,     43.5053,     43.5052,     43.5051,     43.5052,     43.5052,     43.5053,     43.5053,     43.5053,     43.5053,     43.5053,     43.5053,     43.5052,     43.5052,     43.5051,     43.5050,     43.5061,     43.5046,     43.5066,     43.5066,     43.5080,     43.5087,     43.5054,     43.5053,     43.5054,     43.5052,     43.5056,     43.5055,     43.5057,     43.5057,     43.5055,     43.5053,     43.5049,     43.5045,     43.5049,     43.5048,     43.5050,     43.5050
      52,          0.850000,     49.8467,     47.3752,     41.2691,     40.2481,     43.3490,     42.7490,     43.5090,     43.5075,     43.5074,     43.5097,     43.5097,     43.5096,     43.5097,     43.5096,     43.5097,     43.5096,     43.5096,     43.5096,     43.5096,     43.5094,     43.5095,     43.5088,     43.5089,     43.5072,     43.5067,     43.5078,     43.5079,     43.5087,     43.5089,     43.5081,     43.5082,     43.5081,     43.5080,     43.5080,     43.5080,     43.5075,     43.5075,     43.5070,     43.5071,     43.5079,     43.5078,     43.5089,     43.5091,     43.5095,     43.5096
      53,          0.866667,     49.8493,     47.3804,     41.4791,     40.3279,     43.3490,     42.7490,     43.5121,     43.5124,     43.5124,     43.5123,     43.5124,     43.5124,     43.5124,     43.5126,     43.5126,     43.5126,     43.5127,     43.5126,     43.5127,     43.5126,     43.5126,     43.5123,     43.5124,     43.5128,     43.5122,     43.5140,     43.5144,     43.5152,     43.5157,     43.5121,     43.5121,     43.5117,     43.5116,     43.5111,     43.5111,     43.5114,     43.5114,     43.5121,     43.5121,     43.5122,     43.5121,     43.5123,     43.5123,     43.5124,     43.5124
      54,          0.883333,     49.8512,     47.3837,     41.6499,     40.3914,     43.3490,     42.7490,     43.5143,     43.5159,     43.5159,     43.5152,     43.5152,     43.5150,     43.5151,     43.5149,     43.5150,     43.5148,     43.5149,     43.5149,     43.5149,     43.5149,     43.5149,     43.5156,     43.5153,     43.5175,     43.5173,     43.5187,     43.5191,     43.5196,     43.5199,     43.5160,     43.5160,     43.5166,     43.5164,     43.5177,     43.5180,     43.5186,     43.5189,     43.5178,     43.5179,     43.5164,     43.5162,     43.5157,     43.5155,     43.5153,     43.5154
      55,          0.900000,     49.8527,     47.3863,     41.7873,     40.4404,     43.3490,     42.7490,     43.5181,     43.5211,     43.5211,     43.5185,     43.5186,     43.5186,     43.5186,     43.5186,     43.5187,     43.5186,     43.5187,     43.5187,     43.5187,     43.5189,     43.5189,     43.5195,     43.5194,     43.5207,     43.5201,     43.5223,     43.5228,     43.5234,     43.5241,     43.5209,     43.5210,     43.5202,     43.5203,     43.5200,     43.5200,     43.5200,     43.5200,     43.5203,     43.5203,     43.5195,     43.5191,     43.5188,     43.5187,     43.5186,     43.5186
      56,          0.916667,     49.8540,     47.3884,     41.8994,     40.4781,     43.3490,     42.7490,     43.5225,     43.5221,     43.5221,     43.5229,     43.5229,     43.5229,     43.5230,     43.5230,     43.5230,     43.5230,     43.5231,     43.5230,     43.5230,     43.5228,     43.5229,     43.5224,     43.5224,     43.5219,     43.5215,     43.5228,     43.5230,     43.5235,     43.5237,     43.5221,     43.5221,     43.5223,     43.5223,     43.5224,     43.5224,     43.5224,     43.5224,     43.5221,     43.5222,     43.5219,     43.5219,     43.5225,     43.5225,     43.5227,     43.5228
      57,          0.933333,     49.8552,     47.3903,     41.9939,     40.5075,     43.3490,     42.7490,     43.5254,     43.5239,     43.5239,     43.5262,     43.5262,     43.5261,     43.5261,     43.5260,     43.5260,     43.5260,     43.5260,     43.5260,     43.5260,     43.5257,     43.5258,     43.5252,     43.5254,     43.5237,     43.5234,     43.5238,     43.5239,     43.5243,     43.5243,     43.5243,     43.5243,     43.5244,     43.5243,     43.5239,     43.5239,     43.5234,     43.5235,     43.5233,     43.5234,     43.5245,     43.5245,     43.5255,     43.5257,     43.5260,     43.5261
      58,          0.950000,     49.8555,     47.3912,     42.0749,     40.5310,     43.3490,     42.7490,     43.5276,     43.5282,     43.5282,     43.5278,     43.5278,     43.5279,     43.5279,     43.5281,     43.5281,     43.5281,     43.5281,     43.5281,     43.5281,     43.5282,     43.5282,     43.5281,     43.5281,     43.5288,     43.5285,     43.5297,     43.5300,     43.5305,     43.5307,     43.5280,     43.5281,     43.5279,     43.5279,     43.5276,     43.5277,     43.5282,     43.5282,     43.5284,     43.5285,     43.5281,     43.5281,     43.5278,     43.5279,     43.5278,     43.5278
      59,          0.966667,     49.8554,     47.3914,     42.1458,     40.5500,     43.3490,     42.7490,     43.5292,     43.5318,     43.5318,     43.5301,     43.5301,     43.5300,     43.5300,     43.5298,     43.5298,     43.5297,     43.5297,     43.5298,     43.5298,     43.5299,     43.5298,     43.5306,     43.5303,     43.5324,     43.5324,     43.5330,     43.5334,     43.5337,     43.5337,     43.5317,     43.5318,     43.5318,     43.5318,     43.5328,     43.5331,     43.5334,     43.5335,     43.5328,     43.5328,     43.5313,     43.5313,     43.5307,     43.5305,     43.5302,     43.5302
      60,          0.983333,     49.8551,     47.3911,     42.2090,     40.5658,     43.3490,     42.7490,     43.5328,     43.5343,     43.5343,     43.5332,     43.5332,     43.5332,     43.5332,     43.5333,     43.5333,     43.5333,     43.5334,     43.5334,     43.5334,     43.5335,     43.5335,     43.5337,     43.5337,     43.5341,     43.5338,     43.5353,     43.5356,     43.5361,     43.5364,     43.5344,     43.5344,     43.5339,     43.5339,     43.5335,     43.5335,     43.5333,     43.5333,     43.5337,     43.5337,     43.5333,     43.5331,     43.5331,     43.5331,     43.5331,     43.5331
      61,          1.000000,     49.8547,     47.3906,     42.2670,     40.5793,     43.3490,     42.7550,     43.5362,     43.5347,     43.5347,     43.5367,     43.5367,     43.5367,     43.5367,     43.5367,     43.5367,     43.5367,     43.5367,     43.5367,     43.5367,     43.5364,     43.5365,     43.5359,     43.5359,     43.5350,     43.5348,     43.5348,     43.5348,     43.5349,     43.5348,     43.5349,     43.5349,     43.5353,     43.5352,     43.5353,     43.5353,     43.5354,     43.5354,     43.5353,     43.5353,     43.5357,     43.5358,     43.5363,     43.5364,     43.5366,     43.5366
      62,          1.016667,     49.8541,     47.3899,     42.3192,     40.5910,     43.3490,     42.7723,     43.5382,     43.5373,     43.5374,     43.5388,     43.5388,     43.5388,     43.5388,     43.5387,     43.5387,     43.5387,     43.5388,     43.5387,     43.5387,     43.5386,     43.5386,     43.5382,     43.5383,     43.5366,     43.5363,     43.5368,     43.5367,     43.5375,     43.5376,     43.5375,     43.5376,     43.5376,     43.5376,     43.5371,     43.5372,     43.5364,     43.5363,     43.5364,     43.5364,     43.5374,     43.5374,     43.5382,     43.5384,     43.5387,     43.5387
      63,          1.033333,     49.8525,     47.3880,     42.3669,     40.6013,     43.3490,     42.7949,     43.5395,     43.5409,     43.5410,     43.5397,     43.5397,     43.5397,     43.5398,     43.5399,     43.5399,     43.5400,     43.5400,     43.5400,     43.5400,     43.5401,     43.5401,     43.5403,     43.5403,     43.5412,     43.5411,     43.5418,     43.5419,     43.5424,     43.5424,     43.5408,     43.5408,     43.5405,     43.5406,     43.5406,     43.5407,     43.5412,     43.5413,     43.5411,     43.5411,     43.5405,     43.5404,     43.5399,     43.5399,     43.5398,     43.5398
      64,          1.050000,     49.8504,     47.3852,     42.4116,     40.6106,     43.3490,     42.8467,     43.5407,     43.5434,     43.5434,     43.5416,     43.5417,     43.5415,     43.5415,     43.5414,     43.5414,     43.5412,     43.5413,     43.5413,     43.5414,     43.5414,     43.5414,     43.5420,     43.5418,     43.5436,     43.5436,     43.5444,     43.5445,     43.5446,     43.5446,     43.5429,     43.5430,     43.5429,     43.5429,     43.5437,     43.5439,     43.5443,     43.5443,     43.5440,     43.5440,     43.5428,     43.5427,     43.5421,     43.5420,     43.5418,     43.5418
      65,          1.066667,     49.8480,     47.3819,     42.4578,     40.6196,     43.3490,     42.8695,     43.5440,     43.5441,     43.5441,     43.5443,     43.5444,     43.5444,     43.5444,     43.5444,     43.5445,     43.5445,     43.5445,     43.5445,     43.5445,     43.5445,     43.5445,     43.5445,     43.5445,     43.5440,     43.5438,     43.5450,     43.5451,     43.5455,     43.5456,     43.5441,     43.5440,     43.5442,     43.5442,     43.5437,     43.5437,     43.5433,     43.5433,     43.5438,     43.5438,     43.5438,     43.5438,     43.5440,     43.5441,     43.5442,     43.5442
      66,          1.083333,     49.8456,     47.3783,     42.5019,     40.6281,     43.3490,     42.8930,     43.5463,     43.5451,     43.5450,     43.5467,     43.5467,     43.5467,     43.5467,     43.5467,     43.5467,     43.5468,     43.5468,     43.5467,     43.5467,     43.5465,     43.5465,     43.5460,     43.5460,     43.5448,     43.5448,     43.5439,     43.5434,     43.5431,     43.5428,     43.5452,     43.5451,     43.5454,     43.5453,     43.5453,     43.5453,     43.5452,     43.5452,     43.5452,     43.5452,     43.5458,     43.5460,     43.5464,     43.5465,     43.5467,     43.5467
      67,          1.100000,     49.8426,     47.3743,     42.5416,     40.6365,     43.3490,     42.9093,     43.5476,     43.5480,     43.5480,     43.5480,     43.5480,     43.5480,     43.5480,     43.5481,     43.5481,     43.5481,     43.5481,     43.5481,     43.5481,     43.5481,     43.5481,     43.5480,     43.5480,     43.5473,     43.5473,     43.5478,     43.5479,     43.5484,     43.5484,     43.5481,     43.5481,     43.5479,     43.5479,     43.5476,     43.5476,     43.5472,     43.5472,     43.5473,     43.5474,     43.5474,     43.5475,     43.5478,     43.5478,     43.5480,     43.5480
      68,          1.116667,     49.8372,     47.3676,     42.5787,     40.6447,     43.3490,     42.9296,     43.5485,     43.5503,     43.5503,     43.5490,     43.5490,     43.5490,     43.5490,     43.5490,     43.5490,     43.5490,     43.5490,     43.5490,     43.5490,     43.5492,     43.5492,     43.5496,     43.5496,     43.5508,     43.5509,     43.5511,     43.5511,     43.5512,     43.5512,     43.5501,     43.5501,     43.5502,     43.5502,     43.5508,     43.5508,     43.5513,     43.5513,     43.5509,     43.5509,     43.5501,     43.5501,     43.5495,     43.5495,     43.5492,     43.5492
      69,          1.133333,     49.8308,     47.3584,     42.6117,     40.6526,     43.3490,     42.9478,     43.5504,     43.5518,     43.5518,     43.5510,     43.5510,     43.5510,     43.5510,     43.5510,     43.5510,     43.5510,     43.5510,     43.5510,     43.5510,     43.5510,     43.5510,     43.5510,     43.5510,     43.5518,     43.5519,     43.5524,     43.5524,     43.5527,     43.5527,     43.5517,     43.5517,     43.5514,     43.5514,     43.5517,     43.5517,     43.5520,     43.5520,     43.5518,     43.5518,     43.5513,     43.5512,     43.5511,     43.5511,     43.5511,     43.5511
      70,          1.150000,     49.8233,     47.3480,     42.6410,     40.6624,     43.3490,     42.9650,     43.5528,     43.5522,     43.5523,     43.5533,     43.5533,     43.5533,     43.5534,     43.5533,     43.5534,     43.5534,     43.5534,     43.5533,     43.5533,     43.5533,     43.5533,     43.5530,     43.5531,     43.5520,     43.5520,     43.5523,     43.5523,     43.5524,     43.5524,     43.5524,     43.5524,     43.5525,     43.5525,     43.5522,     43.5522,     43.5519,     43.5519,     43.5520,     43.5520,     43.5525,     43.5525,     43.5530,     43.5530,     43.5532,     43.5532
      71,          1.166667,     49.8155,     47.3366,     42.6660,     40.6747,     43.3490,     42.9811,     43.5543,     43.5542,     43.5542,     43.5547,     43.5547,     43.5548,     43.5548,     43.5548,     43.5548,     43.5548,     43.5548,     43.5548,     43.5548,     43.5547,     43.5547,     43.5545,     43.5545,     43.5541,     43.5541,     43.5539,     43.5539,     43.5536,     43.5536,     43.5541,     43.5542,     43.5542,     43.5542,     43.5542,     43.5542,     43.5542,     43.5542,     43.5542,     43.5543,     43.5546,     43.5546,     43.5548,     43.5548,     43.5548,     43.5548
      72,          1.183333,     49.8073,     47.3246,     42.6867,     40.6876,     43.3490,     42.9943,     43.5553,     43.5563,     43.5563,     43.5558,     43.5558,     43.5558,     43.5558,     43.5559,     43.5559,     43.5558,     43.5559,     43.5559,     43.5559,     43.5559,     43.5559,     43.5559,     43.5559,     43.5559,     43.5559,     43.5563,     43.5562,     43.5567,     43.5566,     43.5564,     43.5564,     43.5562,     43.5562,     43.5563,     43.5564,     43.5561,     43.5561,     43.5559,     43.5559,     43.5556,     43.5556,     43.5557,     43.5557,     43.5558,     43.5558
      73,          1.200000,     49.7983,     47.3115,     42.7032,     40.6999,     43.3490,     43.0042,     43.5564,     43.5576,     43.5576,     43.5569,     43.5569,     43.5569,     43.5569,     43.5569,     43.5569,     43.5569,     43.5569,     43.5570,     43.5570,     43.5570,     43.5570,     43.5572,     43.5573,     43.5579,     43.5579,     43.5580,     43.5580,     43.5579,     43.5579,     43.5577,     43.5577,     43.5575,     43.5575,     43.5576,     43.5577,     43.5579,     43.5579,     43.5579,     43.5579,     43.5575,     43.5575,     43.5572,     43.5572,     43.5570,     43.5570
      74,          1.216667,     49.7889,     47.2974,     42.7159,     40.7108,     43.3490,     43.0118,     43.5581,     43.5583,     43.5583,     43.5587,     43.5587,     43.5586,     43.5586,     43.5586,     43.5586,     43.5586,     43.5586,     43.5586,     43.5586,     43.5585,     43.5585,     43.5583,     43.5583,     43.5586,     43.5586,     43.5588,     43.5588,     43.5590,     43.5590,     43.5582,     43.5583,     43.5583,     43.5583,     43.5585,     43.5585,     43.5586,     43.5586,     43.5585,     43.5585,     43.5584,     43.5584,     43.5585,     43.5585,     43.5586,     43.5586
      75,          1.233333,     49.7792,     47.2827,     42.7252,     40.7198,     43.3490,     43.0172,     43.5596,     43.5596,     43.5596,     43.5601,     43.5601,     43.5601,     43.5601,     43.5601,     43.5601,     43.5601,     43.5601,     43.5601,     43.5601,     43.5601,     43.5601,     43.5599,     43.5599,     43.5595,     43.5595,     43.5594,     43.5594,     43.5596,     43.5596,     43.5597,     43.5597,     43.5596,     43.5596,     43.5595,     43.5596,     43.5593,     43.5593,     43.5593,     43.5593,     43.5597,     43.5597,     43.5599,     43.5599,     43.5600,     43.5600
      76,          1.250000,     49.7691,     47.2673,     42.7314,     40.7265,     43.3490,     43.0185,     43.5606,     43.5614,     43.5614,     43.5611,     43.5611,     43.5611,     43.5611,     43.5611,     43.5611,     43.5611,     43.5611,     43.5611,     43.5611,     43.5611,     43.5611,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5612,     43.5611,     43.5611,     43.5614,     43.5614,     43.5613,     43.5613,     43.5614,     43.5614,     43.5613,     43.5613,     43.5613,     43.5613,     43.5612,     43.5612,     43.5611,     43.5611,     43.5611,     43.5611
      77,          1.266667,     49.7585,     47.2516,     42.7348,     40.7309,     43.3490,     43.0195,     43.5617,     43.5627,     43.5627,     43.5623,     43.5623,     43.5622,     43.5623,     43.5623,     43.5623,     43.5622,     43.5623,     43.5623,     43.5623,     43.5622,     43.5622,     43.5623,     43.5623,     43.5625,     43.5625,     43.5627,     43.5627,     43.5629,     43.5629,     43.5627,     43.5627,     43.5626,     43.5626,     43.5627,     43.5627,     43.5627,     43.5627,     43.5625,     43.5626,     43.5622,     43.5622,     43.5622,     43.5622,     43.5622,     43.5622
      78,          1.283333,     49.7461,     47.2334,     42.7359,     40.7331,     43.3490,     43.0180,     43.5629,     43.5633,     43.5633,     43.5635,     43.5635,     43.5635,     43.5635,     43.5635,     43.5635,     43.5634,     43.5635,     43.5635,     43.5635,     43.5635,     43.5635,     43.5635,     43.5635,     43.5636,     43.5636,     43.5637,     43.5637,     43.5636,     43.5636,     43.5633,     43.5633,     43.5634,     43.5634,     43.5634,     43.5635,     43.5635,     43.5635,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5636,     43.5635,     43.5635
      79,          1.300000,     49.7324,     47.2122,     42.7349,     40.7335,     43.3490,     43.0147,     43.5643,     43.5646,     43.5646,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5648,     43.5646,     43.5646,     43.5645,     43.5645,     43.5647,     43.5647,     43.5647,     43.5647,     43.5646,     43.5646,     43.5645,     43.5645,     43.5645,     43.5645,     43.5645,     43.5645,     43.5646,     43.5646,     43.5646,     43.5646,     43.5647,     43.5647,     43.5648,     43.5648
      80,          1.316667,     49.7178,     47.1896,     42.7319,     40.7321,     43.3490,     43.0102,     43.5653,     43.5660,     43.5660,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5659,     43.5659,     43.5659,     43.5659,     43.5657,     43.5658,     43.5659,     43.5659,     43.5659,     43.5659,     43.5661,     43.5661,     43.5660,     43.5660,     43.5659,     43.5659,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658,     43.5658
      81,          1.333333,     49.7025,     47.1652,     42.7269,     40.7291,     43.3490,     43.0039,     43.5664,     43.5671,     43.5671,     43.5669,     43.5669,     43.5669,     43.5669,     43.5669,     43.5669,     43.5669,     43.5669,     43.5669,     43.5669,     43.5669,     43.5669,     43.5669,     43.5670,     43.5672,     43.5672,     43.5670,     43.5669,     43.5670,     43.5669,     43.5671,     43.5671,     43.5671,     43.5671,     43.5672,     43.5672,     43.5672,     43.5672,     43.5672,     43.5672,     43.5671,     43.5671,     43.5670,     43.5670,     43.5669,     43.5669
      82,          1.350000,     49.6865,     47.1398,     42.7202,     40.7245,     43.3490,     42.9952,     43.5676,     43.5679,     43.5680,     43.5682,     43.5682,     43.5681,     43.5682,     43.5681,     43.5681,     43.5681,     43.5681,     43.5681,     43.5681,     43.5681,     43.5681,     43.5680,     43.5680,     43.5678,     43.5678,     43.5680,     43.5680,     43.5679,     43.5680,     43.5680,     43.5680,     43.5679,     43.5679,     43.5680,     43.5680,     43.5679,     43.5679,     43.5679,     43.5679,     43.5679,     43.5679,     43.5680,     43.5681,     43.5681,     43.5681
      83,          1.366667,     49.6696,     47.1132,     42.7116,     40.7186,     43.3490,     42.9854,     43.5686,     43.5689,     43.5689,     43.5691,     43.5691,     43.5691,     43.5691,     43.5692,     43.5692,     43.5692,     43.5692,     43.5692,     43.5692,     43.5692,     43.5692,     43.5691,     43.5691,     43.5689,     43.5689,     43.5690,     43.5690,     43.5689,     43.5689,     43.5689,     43.5689,     43.5690,     43.5690,     43.5689,     43.5689,     43.5689,     43.5689,     43.5689,     43.5689,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691,     43.5691
      84,          1.383333,     49.6519,     47.0848,     42.7012,     40.7115,     43.3490,     42.9739,     43.5695,     43.5703,     43.5703,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5700,     43.5702,     43.5702,     43.5703,     43.5703,     43.5704,     43.5704,     43.5702,     43.5702,     43.5702,     43.5702,     43.5703,     43.5703,     43.5704,     43.5704,     43.5703,     43.5703,     43.5701,     43.5701,     43.5701,     43.5701,     43.5700,     43.5700
      85,          1.400000,     49.6333,     47.0550,     42.6893,     40.7036,     43.3490,     42.9615,     43.5705,     43.5712,     43.5712,     43.5710,     43.5710,     43.5710,     43.5710,     43.5710,     43.5710,     43.5710,     43.5710,     43.5710,     43.5710,     43.5710,     43.5711,     43.5711,     43.5711,     43.5713,     43.5713,     43.5715,     43.5716,     43.5716,     43.5716,     43.5712,     43.5712,     43.5712,     43.5712,     43.5713,     43.5713,     43.5713,     43.5713,     43.5713,     43.5713,     43.5711,     43.5711,     43.5710,     43.5710,     43.5710,     43.5710
      86,          1.416667,     49.6135,     47.0249,     42.6757,     40.6950,     43.3490,     42.9471,     43.5716,     43.5721,     43.5721,     43.5722,     43.5722,     43.5722,     43.5722,     43.5722,     43.5722,     43.5721,     43.5722,     43.5722,     43.5722,     43.5721,     43.5721,     43.5721,     43.5721,     43.5720,     43.5720,     43.5720,     43.5720,     43.5720,     43.5720,     43.5720,     43.5720,     43.5721,     43.5721,     43.5720,     43.5720,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5721,     43.5722,     43.5722,     43.5722
      87,          1.433333,     49.5923,     46.9922,     42.6604,     40.6860,     43.3490,     42.9322,     43.5727,     43.5730,     43.5730,     43.5732,     43.5732,     43.5732,     43.5732,     43.5732,     43.5732,     43.5732,     43.5732,     43.5732,     43.5732,     43.5732,     43.5732,     43.5731,     43.5731,     43.5728,     43.5728,     43.5728,     43.5728,     43.5728,     43.5728,     43.5729,     43.5729,     43.5730,     43.5730,     43.5729,     43.5729,     43.5727,     43.5728,     43.5728,     43.5728,     43.5729,     43.5729,     43.5731,     43.5731,     43.5732,     43.5732
      88,          1.450000,     49.5705,     46.9603,     42.6434,     40.6769,     43.3490,     42.9165,     43.5735,     43.5741,     43.5741,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5740,     43.5741,     43.5741,     43.5741,     43.5742,     43.5742,     43.5742,     43.5742,     43.5741,     43.5741,     43.5741,     43.5741,     43.5741,     43.5741,     43.5742,     43.5742,     43.5742,     43.5742,     43.5741,     43.5741,     43.5741,     43.5741,     43.5740,     43.5740
      89,          1.466667,     49.5474,     46.9284,     42.6244,     40.6681,     43.3490,     42.8994,     43.5743,     43.5752,     43.5752,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5748,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5749,     43.5750,     43.5753,     43.5753,     43.5755,     43.5755,     43.5756,     43.5756,     43.5752,     43.5752,     43.5751,     43.5751,     43.5752,     43.5752,     43.5753,     43.5753,     43.5753,     43.5753,     43.5751,     43.5751,     43.5749,     43.5749,     43.5749,     43.5749
      90,          1.483333,     49.5225,     46.8969,     42.6033,     40.6603,     43.3490,     42.8804,     43.5755,     43.5759,     43.5759,     43.5760,     43.5760,     43.5760,     43.5760,     43.5760,     43.5760,     43.5760,     43.5760,     43.5760,     43.5760,     43.5760,     43.5760,     43.5760,     43.5760,     43.5759,     43.5759,     43.5760,     43.5760,     43.5760,     43.5760,     43.5759,     43.5759,     43.5759,     43.5759,     43.5760,     43.5760,     43.5759,     43.5760,     43.5759,     43.5759,     43.5759,     43.5760,     43.5760,     43.5760,     43.5760,     43.5760
      91,          1.500000,     49.4958,     46.8646,     42.5795,     40.6537,     43.3490,     42.8619,     43.5765,     43.5768,     43.5768,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5770,     43.5769,     43.5769,     43.5767,     43.5767,     43.5766,     43.5766,     43.5767,     43.5766,     43.5768,     43.5768,     43.5768,     43.5768,     43.5768,     43.5767,     43.5767,     43.5767,     43.5767,     43.5767,     43.5769,     43.5769,     43.5769,     43.5770,     43.5770,     43.5770
