"EG15_009 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_009.tcf]","Time (h)","Q FC01.1_R [EG15_009]","Q FC01.2_R [EG15_009]","Q FC04.1_C [EG15_009]","Q Pipe0 [EG15_009]","Q Pipe1 [EG15_009]","Q Pipe10 [EG15_009]","Q Pipe11 [EG15_009]","Q Pipe12 [EG15_009]","Q Pipe13 [EG15_009]","Q Pipe14 [EG15_009]","Q Pipe15 [EG15_009]","Q Pipe16 [EG15_009]","Q Pipe17 [EG15_009]","Q Pipe19 [EG15_009]","Q Pipe2 [EG15_009]","Q Pipe3 [EG15_009]","Q Pipe4 [EG15_009]","Q Pipe5 [EG15_009]","Q Pipe6 [EG15_009]","Q Pipe7 [EG15_009]","Q Pipe8 [EG15_009]","Q Pipe9 [EG15_009]","Q Pit1 [EG15_009]","Q Pit10 [EG15_009]","Q Pit11 [EG15_009]","Q Pit12 [EG15_009]","Q Pit13 [EG15_009]","Q Pit14 [EG15_009]","Q Pit15 [EG15_009]","Q Pit16 [EG15_009]","Q Pit17 [EG15_009]","Q Pit18 [EG15_009]","Q Pit19 [EG15_009]","Q Pit2 [EG15_009]","Q Pit3 [EG15_009]","Q Pit4 [EG15_009]","Q Pit5 [EG15_009]","Q Pit6 [EG15_009]","Q Pit7 [EG15_009]","Q Pit8 [EG15_009]","Q Pit9 [EG15_009]"
       1,          0.000000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000
       2,          0.016667,           0.000,           0.000,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,           0.000,           0.000,           0.000,           0.000,           0.003,           0.000,           0.000,           0.000,           0.000
       3,          0.033333,           0.000,           0.000,           0.000,           0.002,           0.002,           0.000,           0.001,           0.000,           0.001,           0.001,           0.000,           0.000,           0.000,           0.000,           0.001,           0.001,           0.000,           0.000,           0.000,           0.001,           0.001,           0.001,           0.002,           0.006,           0.000,           0.000,           0.000,           0.001,           0.000,           0.000,           0.005,           0.001,           0.000,           0.007,           0.000,           0.000,           0.003,           0.000,           0.000,           0.000,           0.000
       4,          0.050000,           0.000,           0.000,           0.000,           0.003,           0.004,           0.001,           0.001,           0.001,           0.003,           0.003,           0.000,           0.000,           0.001,           0.001,           0.003,           0.001,           0.001,           0.001,           0.001,           0.001,           0.002,           0.002,           0.000,           0.005,           0.004,           0.001,           0.001,           0.002,           0.002,           0.009,           0.001,           0.006,           0.000,           0.002,           0.000,           0.000,           0.000,           0.004,           0.005,           0.000,           0.002
       5,          0.066667,           0.000,           0.010,           0.000,           0.005,           0.005,           0.003,           0.002,           0.002,           0.007,           0.007,           0.000,           0.002,           0.004,           0.004,           0.005,           0.003,           0.002,           0.002,           0.001,           0.002,           0.003,           0.005,           0.020,           0.009,           0.005,           0.006,           0.004,           0.000,           0.000,           0.000,           0.001,           0.001,           0.007,           0.003,           0.000,           0.000,           0.004,           0.006,           0.000,           0.000,           0.000
       6,          0.083333,           0.000,           0.016,           0.000,           0.005,           0.010,           0.005,           0.004,           0.004,           0.011,           0.013,           0.000,           0.004,           0.010,           0.007,           0.007,           0.004,           0.003,           0.004,           0.003,           0.003,           0.004,           0.008,           0.023,           0.012,           0.007,           0.001,           0.010,           0.009,           0.000,           0.003,           0.002,           0.002,           0.009,           0.010,           0.000,           0.000,           0.006,           0.007,           0.006,           0.000,           0.015
       7,          0.100000,           0.000,           0.025,           0.000,           0.005,           0.015,           0.010,           0.005,           0.007,           0.018,           0.021,           0.000,           0.009,           0.019,           0.012,           0.009,           0.006,           0.006,           0.008,           0.005,           0.004,           0.008,           0.014,           0.000,           0.019,           0.010,           0.003,           0.006,           0.012,           0.000,           0.000,           0.009,           0.007,           0.013,           0.013,           0.000,           0.004,           0.007,           0.010,           0.006,           0.009,           0.000
       8,          0.116667,           0.000,           0.037,           0.000,           0.005,           0.020,           0.017,           0.012,           0.013,           0.030,           0.033,           0.000,           0.024,           0.033,           0.021,           0.012,           0.008,           0.009,           0.015,           0.010,           0.008,           0.011,           0.020,           0.005,           0.027,           0.011,           0.011,           0.010,           0.010,           0.000,           0.016,           0.000,           0.007,           0.009,           0.017,           0.000,           0.005,           0.009,           0.012,           0.007,           0.000,           0.018
       9,          0.133333,           0.000,           0.053,           0.000,           0.008,           0.026,           0.024,           0.020,           0.020,           0.047,           0.051,           0.000,           0.041,           0.052,           0.030,           0.013,           0.010,           0.013,           0.023,           0.017,           0.011,           0.018,           0.028,           0.000,           0.038,           0.015,           0.013,           0.015,           0.015,           0.000,           0.003,           0.010,           0.010,           0.012,           0.024,           0.000,           0.008,           0.012,           0.013,           0.001,           0.000,           0.000
      10,          0.150000,           0.000,           0.069,           0.000,           0.009,           0.037,           0.033,           0.035,           0.029,           0.073,           0.079,           0.006,           0.068,           0.079,           0.044,           0.016,           0.013,           0.019,           0.035,           0.032,           0.015,           0.025,           0.037,           0.009,           0.050,           0.020,           0.015,           0.021,           0.021,           0.000,           0.000,           0.011,           0.013,           0.016,           0.032,           0.000,           0.011,           0.014,           0.017,           0.011,           0.000,           0.020
      11,          0.166667,           0.000,           0.082,           0.000,           0.011,           0.046,           0.045,           0.052,           0.041,           0.102,           0.113,           0.046,           0.102,           0.119,           0.061,           0.020,           0.017,           0.025,           0.051,           0.044,           0.019,           0.032,           0.049,           0.000,           0.061,           0.024,           0.021,           0.026,           0.025,           0.000,           0.000,           0.000,           0.017,           0.020,           0.039,           0.000,           0.015,           0.019,           0.021,           0.005,           0.002,           0.025
      12,          0.183333,           0.000,           0.104,           0.000,           0.015,           0.056,           0.061,           0.072,           0.057,           0.133,           0.150,           0.077,           0.109,           0.163,           0.080,           0.027,           0.022,           0.033,           0.070,           0.063,           0.025,           0.042,           0.066,           0.033,           0.072,           0.030,           0.026,           0.030,           0.028,           0.015,           0.000,           0.009,           0.022,           0.026,           0.047,           0.000,           0.020,           0.025,           0.028,           0.006,           0.006,           0.030
      13,          0.200000,           0.400,           0.010,           0.000,           0.020,           0.067,           0.081,           0.099,           0.078,           0.170,           0.193,           0.105,           0.081,           0.064,           0.103,           0.036,           0.029,           0.039,           0.091,           0.087,           0.031,           0.053,           0.087,           0.020,           0.082,           0.035,           0.030,           0.032,           0.031,           0.010,           0.000,           0.011,           0.027,           0.033,           0.055,           0.036,           0.026,           0.032,           0.037,           0.007,           0.009,           0.035
      14,          0.216667,           1.445,           1.135,           0.006,           0.022,           0.082,           0.009,          -0.034,          -0.065,           0.046,           0.076,          -0.109,           0.010,           0.100,           0.129,           0.044,           0.036,           0.057,           0.064,          -0.018,           0.040,           0.067,           0.114,           0.023,           0.090,           0.040,           0.033,           0.034,           0.034,           0.012,           0.014,           0.015,           0.033,           0.042,           0.065,           0.000,           0.032,           0.039,           0.045,           0.008,           0.011,           0.040
      15,          0.233333,           2.275,           0.143,           0.017,           0.006,           0.022,          -0.031,          -0.001,          -0.031,           0.086,           0.119,          -0.156,           0.010,           0.144,          -0.068,           0.019,           0.044,           0.001,          -0.075,          -0.071,           0.041,           0.004,          -0.023,           0.027,           0.097,           0.045,           0.035,           0.036,           0.036,           0.014,           0.000,           0.018,           0.046,           0.060,           0.074,           0.000,           0.038,           0.047,           0.058,           0.009,           0.013,           0.045
      16,          0.250000,           2.940,           0.718,           0.035,           0.013,           0.080,           0.155,           0.164,           0.140,           0.242,           0.270,          -0.271,           0.020,           0.285,           0.037,           0.053,          -0.079,          -0.063,           0.023,           0.006,           0.070,           0.119,           0.172,           0.030,           0.103,           0.049,           0.037,           0.038,           0.039,           0.016,           0.009,           0.029,           0.074,           0.091,           0.082,           0.000,           0.042,           0.053,           0.071,           0.011,           0.014,           0.049
      17,          0.266667,           3.459,           0.479,           0.060,           0.028,           0.109,           0.267,           0.195,           0.259,           0.077,          -0.022,           0.112,           0.002,          -0.092,           0.189,           0.026,           0.065,           0.097,           0.182,           0.196,           0.110,           0.197,           0.259,           0.033,          -0.118,          -0.099,          -0.068,          -0.017,          -0.031,           0.019,           0.000,           0.036,           0.088,           0.110,           0.088,           0.000,           0.045,           0.058,           0.026,           0.007,          -0.008,          -0.063
      18,          0.283333,           3.916,           0.936,           0.091,           0.038,           0.101,           0.269,           0.166,           0.250,           0.067,          -0.009,           0.131,           0.001,          -0.081,           0.220,           0.022,           0.067,           0.112,           0.229,           0.222,           0.112,           0.202,           0.260,           0.039,          -0.098,          -0.075,          -0.071,          -0.049,          -0.083,          -0.006,           0.014,           0.036,           0.091,           0.112,           0.065,           0.009,           0.048,           0.068,           0.022,           0.009,          -0.019,          -0.084
      19,          0.300000,           4.389,           0.493,           0.127,           0.042,           0.096,           0.271,           0.134,           0.242,           0.061,           0.007,           0.109,           0.001,          -0.046,           0.226,           0.017,           0.089,           0.131,           0.226,           0.209,           0.112,           0.206,           0.259,           0.038,          -0.072,          -0.054,          -0.052,          -0.061,          -0.091,          -0.018,           0.000,           0.037,           0.094,           0.112,           0.057,           0.005,           0.049,           0.086,           0.017,           0.012,          -0.029,          -0.107
      20,          0.316667,           4.881,          -0.087,           0.167,           0.033,           0.085,           0.266,           0.122,           0.226,           0.059,           0.014,           0.092,           0.001,          -0.028,           0.222,           0.016,           0.090,           0.139,           0.230,           0.190,           0.112,           0.206,           0.257,           0.032,          -0.063,          -0.044,          -0.041,          -0.062,          -0.086,          -0.039,           0.008,           0.035,           0.094,           0.112,           0.049,           0.005,           0.051,           0.090,           0.017,           0.009,          -0.040,          -0.102
      21,          0.333333,           5.373,           0.298,           0.206,           0.029,           0.054,           0.261,           0.112,           0.209,           0.051,           0.009,           0.079,           0.001,          -0.026,           0.228,           0.016,           0.086,           0.135,           0.227,           0.164,           0.118,           0.207,           0.255,           0.031,          -0.060,          -0.041,          -0.034,          -0.051,          -0.072,          -0.062,           0.001,           0.031,           0.090,           0.118,           0.033,           0.032,           0.055,           0.088,           0.017,           0.007,          -0.052,          -0.096
      22,          0.350000,           5.873,           1.114,           0.244,           0.025,           0.065,           0.253,           0.100,           0.189,           0.046,           0.010,           0.060,           0.001,          -0.018,           0.217,           0.017,           0.086,           0.155,           0.219,           0.136,           0.117,           0.206,           0.251,           0.026,          -0.054,          -0.035,          -0.028,          -0.041,          -0.062,          -0.083,           0.002,           0.027,           0.089,           0.117,           0.035,           0.004,           0.070,           0.085,           0.017,           0.003,          -0.064,          -0.088
      23,          0.366667,           6.404,           0.682,           0.280,           0.019,           0.040,           0.244,           0.089,           0.166,           0.040,           0.010,           0.047,           0.001,          -0.013,           0.219,           0.018,           0.079,           0.155,           0.210,           0.112,           0.117,           0.205,           0.247,           0.020,          -0.048,          -0.029,          -0.022,          -0.031,          -0.053,          -0.097,          -0.008,           0.024,           0.088,           0.117,           0.022,           0.022,           0.077,           0.079,           0.018,          -0.003,          -0.078,          -0.076
      24,          0.383333,           7.060,           1.245,           0.313,           0.015,           0.034,           0.234,           0.074,           0.142,           0.032,           0.007,           0.041,           0.001,          -0.011,           0.214,           0.019,           0.078,           0.156,           0.192,           0.101,           0.116,           0.203,           0.244,           0.015,          -0.042,          -0.025,          -0.017,          -0.028,          -0.048,          -0.090,          -0.022,           0.022,           0.087,           0.116,           0.019,           0.024,           0.079,           0.078,           0.019,          -0.009,          -0.092,          -0.067
      25,          0.400000,           7.843,           2.086,           0.345,           0.012,           0.027,           0.220,           0.062,           0.123,           0.025,           0.004,           0.037,           0.001,          -0.011,           0.210,           0.019,           0.076,           0.154,           0.171,           0.092,           0.115,           0.202,           0.239,           0.012,          -0.036,          -0.020,          -0.014,          -0.023,          -0.044,          -0.079,          -0.038,           0.019,           0.086,           0.115,           0.016,           0.028,           0.079,           0.076,           0.019,          -0.019,          -0.096,          -0.061
      26,          0.416667,           8.754,           2.738,           0.372,           0.009,           0.021,           0.204,           0.053,           0.110,           0.021,           0.003,           0.033,           0.001,          -0.010,           0.204,           0.019,           0.075,           0.152,           0.150,           0.082,           0.114,           0.200,           0.234,           0.009,          -0.031,          -0.017,          -0.012,          -0.021,          -0.039,          -0.068,          -0.055,           0.017,           0.085,           0.115,           0.012,           0.037,           0.074,           0.075,           0.018,          -0.032,          -0.093,          -0.056
      27,          0.433333,           9.808,           2.044,           0.397,           0.007,           0.018,           0.185,           0.046,           0.099,           0.018,           0.003,           0.027,           0.001,          -0.008,           0.194,           0.018,           0.073,           0.154,           0.128,           0.068,           0.114,           0.197,           0.228,           0.007,          -0.028,          -0.015,          -0.010,          -0.017,          -0.033,          -0.059,          -0.068,           0.014,           0.084,           0.114,           0.011,           0.029,           0.076,           0.074,           0.017,          -0.044,          -0.085,          -0.052
