"","Time","DF01 Status","DF01 Trigger","DF01 Breach Depth","DF01 Top Width","DF01 Bottom Width","DF01 Flow Intact","DF01 Flow Failed","DF01 Flow","PF01 Status","PF01 Trigger","PF01 Orifice Height","PF01 Orifice Width","PF01 Flow"
     165,          2.733334,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    6.866,              6.866,"Closed      ",          46.614117,    0.000,    0.000,              0.000
     166,          2.750000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    6.652,              6.652,"Closed      ",          46.590149,    0.000,    0.000,              0.000
     167,          2.766667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    6.445,              6.445,"Closed      ",          46.566536,    0.000,    0.000,              0.000
     168,          2.783334,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    6.229,              6.229,"Closed      ",          46.541401,    0.000,    0.000,              0.000
     169,          2.800000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    6.007,              6.007,"Closed      ",          46.515049,    0.000,    0.000,              0.000
     170,          2.816667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    5.773,              5.773,"Closed      ",          46.486607,    0.000,    0.000,              0.000
     171,          2.833333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    5.543,              5.543,"Closed      ",          46.458031,    0.000,    0.000,              0.000
     172,          2.850000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    5.308,              5.308,"Closed      ",          46.428169,    0.000,    0.000,              0.000
     173,          2.866667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    5.067,              5.067,"Closed      ",          46.396641,    0.000,    0.000,              0.000
     174,          2.883333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    4.831,              4.831,"Closed      ",          46.364990,    0.000,    0.000,              0.000
     175,          2.900000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    4.623,              4.623,"Closed      ",          46.336273,    0.000,    0.000,              0.000
     176,          2.916667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    4.402,              4.402,"Closed      ",          46.305065,    0.000,    0.000,              0.000
     177,          2.933333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    4.176,              4.176,"Closed      ",          46.272156,    0.000,    0.000,              0.000
     178,          2.950000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    3.960,              3.960,"Closed      ",          46.239674,    0.000,    0.000,              0.000
     179,          2.966667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    3.754,              3.754,"Closed      ",          46.207748,    0.000,    0.000,              0.000
     180,          2.983334,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    3.561,              3.561,"Closed      ",          46.177006,    0.000,    0.000,              0.000
     181,          3.000000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    3.379,              3.379,"Closed      ",          46.147133,    0.000,    0.000,              0.000
