"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,              ,  0.000000    ,  0.000000    ,  6.688254    ,  0.000000    ,  6.688254    ,  0.000000    ,  6.688254    ,  6.686365    ,-0.1888984E-02,-0.2824331E-01,  6.688254    ,  6.686365    ,  6.688254    ,-0.1888984E-02,-0.2824331E-01,-0.2824331E-01
         0.033,              ,  0.000000    ,  0.000000    ,  20.33861    ,  0.000000    ,  20.33861    ,  0.000000    ,  20.33861    ,  20.33351    ,-0.5095875E-02,-0.2505518E-01,  20.33861    ,  27.01988    ,  27.02686    ,-0.6984859E-02,-0.2584413E-01,-0.2584413E-01
         0.050,              ,  0.000000    ,  0.000000    ,  34.29450    ,  0.000000    ,  34.29450    ,  0.000000    ,  34.29450    ,  34.29408    ,-0.4201626E-03,-0.1225160E-02,  34.29450    ,  61.31396    ,  61.32136    ,-0.7405022E-02,-0.1207576E-01,-0.1207576E-01
         0.067,              ,  0.000000    ,  0.000000    ,  48.06607    ,  0.000000    ,  48.06607    ,  0.000000    ,  48.06607    ,  48.04303    ,-0.2304461E-01,-0.4794361E-01,  48.06607    ,  109.3570    ,  109.3874    ,-0.3044963E-01,-0.2783650E-01,-0.2783650E-01
         0.083,              ,  0.000000    ,  0.000000    ,  62.20624    ,  0.000000    ,  62.20624    ,  0.000000    ,  62.20624    ,  62.53069    , 0.3244513    , 0.5215735    ,  62.20624    ,  171.8877    ,  171.5937    , 0.2940017    , 0.1710429    , 0.1713360    
         0.100,              ,  0.000000    ,  0.000000    ,  90.80074    ,  0.000000    ,  90.80074    ,  0.000000    ,  90.80074    ,  91.72686    , 0.9261146    ,  1.019942    ,  90.80074    ,  263.6145    ,  262.3944    ,  1.220116    , 0.4628411    , 0.4649932    
         0.117,              ,  0.000000    ,  0.000000    ,  126.9710    ,  0.000000    ,  126.9710    ,  0.000000    ,  126.9710    ,  124.5087    , -2.462298    , -1.939261    ,  126.9710    ,  388.1232    ,  389.3654    , -1.242182    ,-0.3190273    ,-0.3190273    
         0.133,              ,  0.000000    ,  0.000000    ,  163.0818    ,  0.000000    ,  163.0818    ,  0.000000    ,  163.0818    ,  159.3686    , -3.713158    , -2.276868    ,  163.0818    ,  547.4918    ,  552.4472    , -4.955340    ,-0.8969799    ,-0.8969799    
         0.150,              ,  0.000000    ,  0.000000    ,  199.1929    ,  0.000000    ,  199.1929    ,  0.000000    ,  199.1929    ,  194.3096    , -4.883344    , -2.451565    ,  199.1929    ,  741.8014    ,  751.6401    , -9.838683    , -1.308962    , -1.308962    
