"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,              ,  0.000000    ,  0.000000    ,  6.688254    ,  0.000000    ,  6.688254    ,  0.000000    ,  6.688254    ,  6.686365    ,-0.1888984E-02,-0.2824331E-01,  6.688254    ,  6.686365    ,  6.688254    ,-0.1888984E-02,-0.2824331E-01,-0.2824331E-01
         0.033,              ,  0.000000    ,  0.000000    ,  20.33861    ,  0.000000    ,  20.33861    ,  0.000000    ,  20.33861    ,  20.33351    ,-0.5095875E-02,-0.2505518E-01,  20.33861    ,  27.01988    ,  27.02686    ,-0.6984859E-02,-0.2584413E-01,-0.2584413E-01
         0.050,              ,  0.000000    ,  0.000000    ,  34.29450    ,  0.000000    ,  34.29450    ,  0.000000    ,  34.29450    ,  34.29415    ,-0.3544530E-03,-0.1033556E-02,  34.29450    ,  61.31402    ,  61.32136    ,-0.7339312E-02,-0.1196861E-01,-0.1196861E-01
         0.067,              ,  0.000000    ,  0.000000    ,  48.06607    ,  0.000000    ,  48.06607    ,  0.000000    ,  48.06607    ,  48.04269    ,-0.2338340E-01,-0.4864845E-01,  48.06607    ,  109.3567    ,  109.3874    ,-0.3072271E-01,-0.2808614E-01,-0.2808614E-01
         0.083,              ,  0.000000    ,  0.000000    ,  62.20624    ,  0.000000    ,  62.20624    ,  0.000000    ,  62.20624    ,  62.52832    , 0.3220782    , 0.5177587    ,  62.20624    ,  171.8850    ,  171.5937    , 0.2913555    , 0.1695060    , 0.1697938    
         0.100,              ,  0.000000    ,  0.000000    ,  90.80074    ,  0.000000    ,  90.80074    ,  0.000000    ,  90.80074    ,  91.72849    , 0.9277453    ,  1.021738    ,  90.80074    ,  263.6135    ,  262.3944    ,  1.219101    , 0.4624576    , 0.4646062    
         0.117,              ,  0.000000    ,  0.000000    ,  126.9710    ,  0.000000    ,  126.9710    ,  0.000000    ,  126.9710    ,  124.5105    , -2.460455    , -1.937809    ,  126.9710    ,  388.1240    ,  389.3654    , -1.241354    ,-0.3188148    ,-0.3188148    
         0.133,              ,  0.000000    ,  0.000000    ,  163.0818    ,  0.000000    ,  163.0818    ,  0.000000    ,  163.0818    ,  159.3699    , -3.711887    , -2.276089    ,  163.0818    ,  547.4939    ,  552.4472    , -4.953242    ,-0.8966001    ,-0.8966001    
         0.150,              ,  0.000000    ,  0.000000    ,  199.1929    ,  0.000000    ,  199.1929    ,  0.000000    ,  199.1929    ,  194.3033    , -4.889558    , -2.454685    ,  199.1929    ,  741.7973    ,  751.6401    , -9.842800    , -1.309510    , -1.309510    
