iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
11300,       7930.787,0.677794,0.674157,0.383743,0.999985,0.10376,99.0075
11400,       7998.203,0.678104,0.674157,0.379959,0.999985,0.101517,99.0111
11500,       8065.618,0.678456,0.674154,0.374954,1,0.0991364,99.0143
11600,       8133.034,0.678818,0.674157,0.36998,1,0.0962219,99.017
11700,       8200.449,0.679202,0.674157,0.36412,1,0.093399,99.0192
11800,       8267.865,0.679544,0.674157,0.358398,0.999985,0.0904388,99.021
11900,       8335.281,0.679896,0.674157,0.351929,0.999985,0.0873566,99.0222
12000,       8402.697,0.680239,0.674157,0.344986,1,0.0863495,99.0231
12100,       8470.113,0.680571,0.674157,0.337372,1,0.084259,99.0236
12200,       8537.529,0.680904,0.674157,0.330154,1,0.0824585,99.0237
12300,       8604.944,0.681226,0.674157,0.323196,1,0.0804749,99.0234
12400,       8672.360,0.681548,0.674154,0.315994,1,0.0789032,99.0227
12500,       8739.776,0.681829,0.674157,0.308884,1,0.0771332,99.0217
12600,       8807.728,0.682079,0.681818,0.302246,1,0.0752869,99.0265
12700,       8875.909,0.682287,0.681818,0.296249,0.999985,0.0736389,99.0336
12800,       8944.091,0.682495,0.681815,0.290619,1,0.071579,99.0403
12900,       9012.273,0.682651,0.681818,0.286697,1,0.0704956,99.0467
13000,       9080.455,0.682808,0.681818,0.282135,1,0.0682373,99.0529
13100,       9148.636,0.682943,0.681818,0.278351,1,0.0662842,99.0588
13200,       9216.818,0.683068,0.681818,0.274857,1,0.064209,99.0645
13300,       9285.000,0.683193,0.681825,0.271332,1,0.062439,99.0699
13400,       9353.182,0.683308,0.681818,0.268265,0.999985,0.0609131,99.0752
13500,       9421.364,0.683433,0.681818,0.265137,1,0.0591736,99.0802
13600,       9489.546,0.683516,0.681818,0.262604,1,0.0574951,99.0851
13700,       9557.728,0.6836,0.681815,0.260269,1,0.056076,99.0898
13800,       9625.909,0.683673,0.681818,0.258347,1,0.0557251,99.0943
13900,       9694.091,0.683735,0.681818,0.256607,1,0.0536499,99.0988
14000,       9762.273,0.683777,0.681818,0.255096,1,0.0519714,99.1031
14100,       9830.455,0.683829,0.681818,0.253906,1,0.0510864,99.1073
14200,       9898.636,0.683871,0.681815,0.252716,1,0.0496826,99.1114
14300,       9966.818,0.683902,0.681818,0.251678,1,0.0483704,99.1154
14400,      10035.000,0.683934,0.681818,0.255981,1,0.0469971,99.1193
14500,      10103.182,0.683965,0.681818,0.256775,1,0.0456848,99.1232
14600,      10171.364,0.683996,0.681825,0.256683,1,0.0453491,99.1269
14700,      10239.546,0.684017,0.681818,0.256607,1,0.0453033,99.1306
14800,      10307.728,0.684038,0.681818,0.256531,1,0.0452576,99.1342
14900,      10375.910,0.684059,0.681818,0.25647,1,0.0452118,99.1378
15000,      10444.091,0.68408,0.681815,0.256393,1,0.045166,99.1413
15100,      10512.273,0.684101,0.681818,0.256332,1,0.0451202,99.1447
15200,      10580.455,0.684122,0.681818,0.256332,1,0.045105,99.148
15300,      10648.637,0.684142,0.681818,0.256302,1,0.0450745,99.1513
15400,      10716.818,0.684153,0.681818,0.248734,1,0.0400696,99.1545
15500,      10785.000,0.684174,0.681815,0.248322,1,0.0411987,99.1577
