iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
12000,       8786.967,0.677573,0.674157,0.385757,1,0.10202,99.0107
12100,       8854.382,0.677707,0.674157,0.38414,1,0.100998,99.0143
12200,       8921.798,0.677863,0.674157,0.382416,1,0.0999451,99.0177
12300,       8989.214,0.678018,0.674154,0.380524,1,0.0985718,99.0209
12400,       9056.629,0.678163,0.674157,0.378113,1,0.0975494,99.0239
12500,       9124.045,0.678328,0.674157,0.375916,1,0.0960236,99.0266
12600,       9191.461,0.678494,0.674157,0.373505,0.999985,0.0945435,99.0292
12700,       9258.877,0.67868,0.674164,0.370941,1,0.0933075,99.0315
12800,       9326.293,0.678867,0.674157,0.368073,1,0.0916748,99.0336
12900,       9393.708,0.679032,0.674157,0.365295,1,0.0897827,99.0354
13000,       9461.124,0.679188,0.674157,0.362488,0.999985,0.0882721,99.0371
13100,       9528.540,0.679343,0.674157,0.359756,1,0.0867157,99.0386
13200,       9595.955,0.679488,0.674154,0.356949,1,0.0854034,99.0399
13300,       9663.371,0.679623,0.674157,0.354019,1,0.084198,99.0411
13400,       9730.787,0.679789,0.674157,0.350525,0.999985,0.0834656,99.042
13500,       9798.203,0.679955,0.674157,0.347183,1,0.0819397,99.0429
13600,       9865.618,0.680132,0.674154,0.343597,1,0.0801849,99.0435
13700,       9933.034,0.680318,0.674157,0.339859,1,0.0792389,99.0439
13800,      10000.449,0.680526,0.674157,0.33577,1,0.0773926,99.0442
13900,      10067.865,0.680744,0.674157,0.331375,1,0.0752258,99.0442
14000,      10135.281,0.680973,0.674157,0.326767,1,0.0736847,99.044
14100,      10202.697,0.681212,0.674157,0.321808,1,0.0730591,99.0436
14200,      10270.113,0.681451,0.674157,0.316391,1,0.0701294,99.043
14300,      10337.529,0.68168,0.674157,0.310532,0.999985,0.0681305,99.0421
14400,      10405.228,0.681919,0.681818,0.304794,1,0.0654297,99.0438
14500,      10473.410,0.682158,0.681815,0.299057,1,0.0628204,99.0498
14600,      10541.591,0.682398,0.681818,0.292999,1,0.0607758,99.0555
14700,      10609.773,0.682616,0.681818,0.287415,0.999985,0.0595245,99.0609
14800,      10677.955,0.682835,0.681818,0.281906,1,0.0583344,99.0661
14900,      10746.137,0.683044,0.681815,0.276306,1,0.0571747,99.0709
