iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
100,         31.863,0.738956,0.721455,0.00662231,0.0944824,1.52588e-05,99.4265
200,        237.557,3.19823,2.44344,0.305862,1.00475,0.0261993,95.0904
300,        482.143,2.16116,2.14286,0.399323,1.00223,0.0613556,95.4842
400,        674.545,1.84965,1.81818,0.426483,1.00188,0.0867767,95.9521
500,        826.449,1.34294,1.23195,0.33342,1.0016,0.0736542,96.1581
600,        948.609,1.18558,1.13906,0.307343,1.00081,0.0716858,96.3424
700,       1060.714,1.10494,1.07143,0.294708,1.00058,0.0741882,96.5334
800,       1165.987,1.04509,1.0307,0.27034,1.00043,0.0758972,96.6733
900,       1265.917,0.997817,0.983333,0.239044,1.00049,0.0802917,96.7848
1000,       1361.988,0.956369,0.947992,0.22261,1.0004,0.0861359,96.9014
1100,       1454.656,0.921072,0.906883,0.203995,1.00034,0.0894012,97.0225
1200,       1543.458,0.890847,0.870647,0.191635,1.00032,0.09375,97.0908
1300,       1630.286,0.86339,0.857143,0.189896,1.00031,0.102844,97.194
1400,       1714.219,0.836869,0.831657,0.186432,1.00032,0.110809,97.2711
1500,       1795.186,0.813877,0.802347,0.184311,1.00027,0.117462,97.313
1600,       1874.211,0.792519,0.789474,0.206604,1.00029,0.143906,97.3617
1700,       1951.500,0.768866,0.75,0.223618,1.00031,0.169266,97.4272
1800,       2026.118,0.745271,0.730652,0.231293,1.00031,0.188019,97.4701
1900,       2098.571,0.723051,0.714693,0.229019,1.00029,0.20047,97.5135
2000,       2169.070,0.703121,0.697674,0.216141,1.00027,0.198761,97.5593
2100,       2237.763,0.68673,0.681245,0.204498,1.0002,0.197159,97.6008
2200,       2304.944,0.67421,0.674157,0.376801,1.00015,0.197281,97.6361
2300,       2371.200,0.665969,0.654545,0.378174,1.00009,0.202118,97.6724
2400,       2436.923,0.660999,0.659341,0.362488,1.00006,0.207886,97.7108
2500,       2502.429,0.658191,0.650778,0.324036,1.00003,0.211258,97.7534
2600,       2567.609,0.656616,0.652174,0.370499,1.00002,0.215149,97.7891
2700,       2632.826,0.655645,0.652174,0.398026,1.00002,0.228653,97.829
2800,       2698.043,0.654955,0.652173,0.395706,1.00002,0.235947,97.8701
2900,       2763.261,0.654425,0.652174,0.389404,1,0.239502,97.9113
3000,       2828.478,0.654126,0.652174,0.385788,1,0.241547,97.9521
3100,       2893.696,0.653896,0.652174,0.383774,1,0.243057,97.9919
3200,       2958.913,0.653707,0.652175,0.382614,1,0.24411,98.0307
3300,       3024.131,0.653547,0.652174,0.381821,1.00002,0.244904,98.0684
3400,       3089.348,0.653437,0.652174,0.381058,1,0.24559,98.105
3500,       3154.565,0.653358,0.652174,0.380524,1,0.246017,98.1403
3600,       3219.783,0.653308,0.652174,0.380173,1,0.246292,98.1743
3700,       3285.000,0.653258,0.652173,0.379944,1,0.246506,98.2072
3800,       3350.217,0.653208,0.652174,0.379745,1,0.246674,98.239
3900,       3415.435,0.653198,0.652174,0.379623,1,0.246841,98.2696
4000,       3480.652,0.653198,0.652174,0.379501,1,0.246872,98.2991
4100,       3545.870,0.653218,0.652173,0.379486,1,0.246841,98.3275
4200,       3611.087,0.653228,0.652174,0.379517,1,0.246796,98.3548
4300,       3676.304,0.653268,0.652174,0.379547,1,0.246704,98.381
4400,       3741.522,0.653348,0.652174,0.379578,1,0.24649,98.4062
4500,       3806.739,0.653447,0.652174,0.379837,1,0.246155,98.4303
4600,       3871.957,0.653547,0.652175,0.380096,0.999985,0.245743,98.4534
4700,       3937.174,0.653667,0.652174,0.380402,1,0.245316,98.4753
4800,       4002.391,0.653876,0.652174,0.380661,1,0.244736,98.4962
4900,       4067.609,0.654136,0.652174,0.38121,1,0.243805,98.5158
5000,       4132.826,0.654415,0.652174,0.381973,1,0.242676,98.5342
5100,       4198.044,0.654705,0.652175,0.382996,1,0.241409,98.5513
5200,       4263.261,0.655005,0.652174,0.384109,1,0.240112,98.5672
5300,       4328.479,0.655355,0.652174,0.385269,1,0.238937,98.5819
5400,       4393.696,0.655725,0.652174,0.386749,1,0.237503,98.5953
5500,       4458.913,0.656105,0.652171,0.390656,1,0.235825,98.6075
5600,       4524.130,0.656496,0.652174,0.390335,0.999985,0.234055,98.6185
5700,       4589.348,0.656937,0.652174,0.389893,0.999985,0.232162,98.6283
5800,       4654.565,0.657448,0.652174,0.389267,1,0.230148,98.6368
5900,       4719.783,0.65798,0.652174,0.388748,1,0.227615,98.644
6000,       4785.000,0.658532,0.652175,0.386963,0.999985,0.224548,98.6499
6100,       4850.218,0.659085,0.652174,0.385086,0.999985,0.221817,98.6545
6200,       4915.435,0.659629,0.652174,0.383118,0.999985,0.218262,98.6579
6300,       4981.319,0.660172,0.659341,0.380524,0.999985,0.21521,98.6736
6400,       5047.253,0.660737,0.659342,0.352951,1,0.210953,98.6887
6500,       5113.187,0.661312,0.659341,0.318909,0.999985,0.206619,98.7023
6600,       5179.121,0.661907,0.659341,0.313705,0.999985,0.20224,98.7145
6700,       5245.055,0.662503,0.659341,0.31221,1,0.19725,98.7252
6800,       5310.989,0.66311,0.659341,0.310791,1,0.194733,98.7345
6900,       5376.923,0.663707,0.659338,0.308929,0.999985,0.193069,98.7425
7000,       5442.857,0.664336,0.659341,0.306732,1,0.191284,98.7492
7100,       5508.791,0.664934,0.659341,0.304962,0.999985,0.189026,98.7546
7200,       5574.725,0.665523,0.659341,0.302826,0.999985,0.186768,98.7589
7300,       5640.659,0.666132,0.659342,0.300354,0.999985,0.184677,98.762
7400,       5706.667,0.666753,0.666667,0.298843,0.999985,0.181488,98.7653
7500,       5773.333,0.667312,0.666667,0.29718,1,0.17952,98.7788
7600,       5840.000,0.66774,0.666667,0.299911,0.999985,0.176819,98.7913
7700,       5906.667,0.668128,0.666667,0.303772,1,0.174133,98.8028
7800,       5973.334,0.668485,0.666668,0.307388,0.999985,0.171158,98.8134
7900,       6040.000,0.668831,0.666667,0.310318,1,0.169495,98.8232
8000,       6106.667,0.669209,0.666667,0.312408,1,0.166534,98.8322
8100,       6173.334,0.669607,0.666667,0.314224,0.999985,0.164047,98.8404
8200,       6240.000,0.670016,0.666667,0.317047,1,0.161804,98.8478
8300,       6306.667,0.670446,0.666667,0.318192,0.999985,0.158936,98.8543
8400,       6373.333,0.670876,0.666667,0.318329,1,0.156235,98.8601
8500,       6440.000,0.671173,0.666667,0.320831,0.999985,0.153137,98.8651
8600,       6506.667,0.671449,0.666667,0.321457,0.999985,0.15033,98.8697
8700,       6573.333,0.671695,0.666668,0.322113,0.999985,0.147614,98.8737
8800,       6640.000,0.671931,0.666667,0.322708,1,0.145187,98.8773
8900,       6706.667,0.672126,0.666667,0.323349,1,0.142883,98.8806
9000,       6773.333,0.6723,0.666667,0.323959,0.999985,0.140793,98.8835
9100,       6840.000,0.672474,0.666667,0.324677,1,0.139084,98.886
9200,       6906.667,0.672639,0.666667,0.325378,1,0.137512,98.8883
9300,       6973.334,0.672793,0.666667,0.32608,0.999985,0.136398,98.8904
9400,       7040.000,0.672936,0.666667,0.32695,1,0.134766,98.8922
9500,       7106.667,0.67307,0.666667,0.327682,1,0.13324,98.8937
9600,       7173.333,0.673203,0.666663,0.328293,1,0.131714,98.8951
9700,       7240.000,0.673327,0.666667,0.328873,0.999985,0.130295,98.8962
9800,       7306.667,0.673491,0.666667,0.329285,0.999985,0.128906,98.8972
9900,       7373.333,0.673676,0.666667,0.330261,1,0.127655,98.8978
10000,       7440.000,0.673871,0.666667,0.331726,1,0.126297,98.8983
10100,       7506.667,0.674067,0.666667,0.332825,1,0.124313,98.8984
10200,       7573.484,0.674283,0.674157,0.333893,1,0.122467,98.9003
10300,       7640.899,0.67454,0.674157,0.419083,1,0.120438,98.9097
10400,       7708.315,0.674808,0.674157,0.415497,1,0.117981,98.9185
10500,       7775.731,0.675086,0.674154,0.412918,1,0.1147,98.9269
10600,       7843.146,0.675374,0.674157,0.410065,0.999985,0.112106,98.9348
10700,       7910.562,0.675611,0.674157,0.407455,0.999985,0.111328,98.9421
10800,       7977.978,0.675818,0.674157,0.405243,1,0.111084,98.9491
10900,       8045.394,0.675983,0.674154,0.403305,0.999985,0.110626,98.9557
11000,       8112.809,0.676137,0.674157,0.401413,0.999985,0.110992,98.9621
11100,       8180.225,0.676282,0.674157,0.399612,0.999985,0.110458,98.9681
11200,       8247.640,0.676447,0.674157,0.39859,1,0.108963,98.9739
11300,       8315.056,0.676602,0.674157,0.397003,1,0.107773,98.9794
11400,       8382.472,0.676767,0.674164,0.394684,1,0.107651,98.9846
11500,       8449.888,0.676932,0.674157,0.392929,1,0.106796,98.9895
11600,       8517.304,0.677067,0.674157,0.391388,0.999985,0.106003,98.9942
11700,       8584.720,0.677201,0.674157,0.389893,0.999985,0.105026,98.9986
11800,       8652.135,0.677325,0.674154,0.388489,1,0.104233,99.0028
11900,       8719.551,0.677449,0.674157,0.387131,1,0.103027,99.0069
