iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
12100,       8761.364,0.683357,0.681818,0.268158,1,0.059967,99.0665
12200,       8829.546,0.683566,0.681818,0.262543,1,0.0585785,99.0719
12300,       8897.728,0.683743,0.681818,0.257706,1,0.0572968,99.0769
12400,       8965.909,0.683899,0.681815,0.253082,1,0.0563812,99.0817
12500,       9034.091,0.684035,0.681818,0.251831,0.999985,0.0561218,99.0863
12600,       9102.273,0.684171,0.681818,0.254822,1,0.0547333,99.0906
12700,       9170.455,0.684286,0.681818,0.244949,0.999985,0.0531769,99.0948
12800,       9238.636,0.684401,0.681818,0.246735,1,0.051651,99.0987
12900,       9306.819,0.684505,0.681818,0.246964,1,0.050293,99.1025
13000,       9375.001,0.684609,0.681818,0.245407,1,0.0488129,99.1061
13100,       9443.182,0.684703,0.681818,0.244766,1,0.0474396,99.1096
13200,       9511.364,0.684787,0.681818,0.243042,1,0.0460815,99.1129
13300,       9579.546,0.68485,0.681815,0.241013,1,0.0448608,99.1161
13400,       9647.728,0.684912,0.681818,0.239227,1,0.043869,99.1192
13500,       9715.909,0.684975,0.681818,0.236481,1,0.0426636,99.1221
13600,       9784.091,0.685017,0.681818,0.235138,1,0.0415192,99.125
13700,       9852.273,0.685069,0.681815,0.233658,1,0.040451,99.1278
13800,       9920.455,0.685111,0.681818,0.232269,1,0.0393982,99.1305
13900,       9988.636,0.685142,0.681818,0.231293,1,0.0383911,99.1332
14000,      10056.818,0.685174,0.681818,0.230316,1,0.0371704,99.1358
14100,      10125.000,0.685205,0.681818,0.229431,1,0.0362701,99.1383
14200,      10193.182,0.685237,0.681825,0.228439,1,0.0354004,99.1407
14300,      10261.364,0.685257,0.681818,0.22731,1,0.0346069,99.1431
14400,      10329.546,0.685278,0.681818,0.226669,1,0.0338593,99.1454
14500,      10397.728,0.685299,0.681818,0.224899,1,0.0331116,99.1477
14600,      10465.910,0.68532,0.681815,0.224319,1,0.0324249,99.1499
14700,      10534.091,0.685331,0.681818,0.223816,1,0.0317688,99.1521
14800,      10602.273,0.685352,0.681818,0.223343,1,0.0311432,99.1543
14900,      10670.455,0.685362,0.681818,0.222931,1,0.0305176,99.1564
15000,      10738.637,0.685372,0.681818,0.222214,1,0.0302124,99.1584
