iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
100,         31.863,0.738956,0.721455,0.00328064,0.100769,1.52588e-05,99.4265
200,        234.841,3.01231,2.57937,0.326935,1.00589,0.0305176,95.5372
300,        467.820,2.07753,2.03008,0.408371,1.00226,0.0679932,95.6848
400,        653.018,1.77315,1.74545,0.441284,1.00113,0.0956116,96.1413
500,        798.006,1.28762,1.27253,0.339279,1.00168,0.0806274,96.3848
600,        914.788,1.14519,1.1303,0.310562,1.00082,0.0780487,96.495
700,       1023.158,1.06899,1.05263,0.29155,1.00063,0.0794525,96.6709
800,       1125.365,1.0121,0.975681,0.25116,1.00046,0.081955,96.8264
900,       1222.212,0.967078,0.9447,0.228073,1.00041,0.0849304,96.9228
1000,       1315.493,0.930435,0.901442,0.211365,1.00037,0.0904236,97.0267
1100,       1405.970,0.897832,0.895522,0.199753,1.00038,0.0957184,97.1555
1200,       1493.065,0.868781,0.866874,0.182983,1.00029,0.0973969,97.2439
1300,       1577.645,0.843534,0.8305,0.180328,1.00027,0.105103,97.3289
1400,       1660.056,0.819958,0.797744,0.186295,1.00027,0.116898,97.4172
1500,       1740.000,0.797807,0.797297,0.186768,1.00026,0.125305,97.4838
1600,       1817.823,0.777749,0.766852,0.184128,1.00024,0.133804,97.5416
1700,       1894.051,0.757998,0.74141,0.214615,1.00029,0.166611,97.6104
1800,       1967.732,0.735779,0.721635,0.228394,1.00029,0.192612,97.6501
1900,       2039.294,0.714278,0.705575,0.232712,1.00029,0.20993,97.6882
2000,       2108.966,0.694336,0.689655,0.232849,1.00027,0.221329,97.7305
2100,       2176.854,0.67785,0.674157,0.321838,1.0002,0.220718,97.7711
2200,       2243.333,0.666924,0.666667,0.449783,1.00012,0.223953,97.8061
2300,       2309.011,0.660332,0.659341,0.365784,1.00008,0.23143,97.8406
2400,       2373.913,0.656575,0.652173,0.34552,1.00005,0.240189,97.8617
2500,       2439.131,0.654265,0.652174,0.40451,1.00003,0.24855,97.9061
2600,       2504.348,0.652849,0.652174,0.397415,1.00002,0.253342,97.9554
2700,       2569.184,0.651983,0.636267,0.384338,1.00002,0.258514,97.9917
2800,       2633.548,0.651336,0.645161,0.378723,1,0.263672,98.0109
2900,       2698.065,0.65079,0.645161,0.372223,1,0.268906,98.0368
3000,       2762.581,0.650333,0.645161,0.367996,1,0.271118,98.0633
3100,       2827.097,0.650046,0.645161,0.364197,1,0.272903,98.0898
3200,       2891.613,0.649827,0.645161,0.361786,1,0.274765,98.1161
3300,       2956.129,0.649639,0.645163,0.360062,1.00002,0.276657,98.1419
3400,       3020.645,0.649461,0.645161,0.358673,1.00002,0.27803,98.1671
3500,       3085.161,0.649342,0.645161,0.357483,1,0.278488,98.1918
3600,       3149.678,0.649262,0.645161,0.356689,1,0.279007,98.2158
3700,       3214.194,0.649203,0.645161,0.356171,1,0.279541,98.2391
3800,       3278.710,0.649153,0.645161,0.355789,1,0.280075,98.2615
3900,       3343.226,0.649104,0.645161,0.355469,1,0.28035,98.2833
4000,       3407.742,0.649084,0.645161,0.355148,1,0.28006,98.3044
4100,       3472.258,0.649084,0.645161,0.355026,1,0.279785,98.3246
4200,       3536.774,0.649104,0.645161,0.355042,1,0.279526,98.3441
4300,       3601.290,0.649124,0.645161,0.355148,1,0.279266,98.3629
4400,       3665.806,0.649153,0.645161,0.35527,0.999985,0.278015,98.3809
4500,       3730.323,0.649243,0.645161,0.355484,0.999985,0.276627,98.3982
4600,       3794.839,0.649352,0.645161,0.355988,1,0.275253,98.4146
4700,       3859.355,0.649471,0.645163,0.356628,1,0.273911,98.4301
4800,       3923.871,0.649589,0.645161,0.357346,1,0.271606,98.4449
4900,       3988.387,0.649798,0.645161,0.358093,0.999985,0.267853,98.4588
5000,       4052.903,0.650075,0.645161,0.359482,0.999985,0.264175,98.4716
5100,       4117.419,0.650383,0.645161,0.361435,1,0.260483,98.4834
5200,       4181.936,0.650691,0.645163,0.363739,1,0.256927,98.494
5300,       4246.452,0.651028,0.645161,0.366196,1,0.256012,98.5036
5400,       4310.968,0.651396,0.645161,0.368317,0.999985,0.255066,98.5121
5500,       4375.484,0.651794,0.645161,0.370544,1,0.253754,98.5194
5600,       4440.000,0.652202,0.645161,0.373276,1,0.252258,98.5257
5700,       4505.217,0.65263,0.652174,0.375763,1,0.250748,98.5465
5800,       4570.435,0.653078,0.652174,0.375977,0.999985,0.249069,98.5658
5900,       4635.652,0.653616,0.652174,0.376892,0.999985,0.247177,98.5834
6000,       4700.870,0.654195,0.652174,0.378876,0.999985,0.244858,98.5994
6100,       4766.087,0.654804,0.652175,0.38092,0.999985,0.24234,98.6137
6200,       4831.304,0.655434,0.652174,0.383194,0.999985,0.239624,98.6264
6300,       4896.522,0.656054,0.652174,0.386017,1,0.237198,98.6374
6400,       4961.739,0.656675,0.652174,0.389542,1,0.234375,98.6469
6500,       5026.957,0.657297,0.652174,0.388977,0.999985,0.231369,98.655
6600,       5092.174,0.657939,0.652175,0.388412,1,0.228317,98.6616
6700,       5157.392,0.658582,0.652174,0.386688,0.999985,0.224899,98.6668
6800,       5222.609,0.659225,0.652174,0.384552,0.999985,0.221146,98.6707
6900,       5287.912,0.659859,0.659341,0.382111,0.999985,0.217453,98.6749
7000,       5353.846,0.660534,0.659338,0.363922,1,0.213593,98.6896
7100,       5419.780,0.66122,0.659341,0.341263,1,0.208435,98.7028
7200,       5485.714,0.661906,0.659341,0.315247,0.999985,0.203461,98.7143
7300,       5551.648,0.662583,0.659341,0.312027,1,0.197617,98.7244
7400,       5617.582,0.663251,0.659341,0.310455,0.999985,0.194824,98.733
7500,       5683.517,0.66393,0.659342,0.308258,0.999985,0.192978,98.7403
7600,       5749.451,0.664609,0.659341,0.305939,0.999985,0.190842,98.7462
7700,       5815.385,0.665085,0.659341,0.304398,1,0.188187,98.751
7800,       5881.319,0.665512,0.659341,0.30275,1,0.185928,98.7549
7900,       5947.253,0.665888,0.659342,0.301071,0.999985,0.183929,98.7582
8000,       6013.187,0.666264,0.659341,0.300308,1,0.18132,98.7607
8100,       6079.121,0.66664,0.659341,0.299316,1,0.180252,98.7626
8200,       6145.334,0.667088,0.666667,0.297974,1,0.17836,98.7683
8300,       6212.000,0.667556,0.666667,0.299698,0.999985,0.176682,98.7804
8400,       6278.667,0.668055,0.666663,0.302521,1,0.17453,98.7916
8500,       6345.333,0.668565,0.666667,0.305679,0.999985,0.17186,98.8017
8600,       6412.000,0.668943,0.666667,0.309769,1,0.170166,98.8108
8700,       6478.667,0.66927,0.666667,0.312805,1,0.16655,98.8193
8800,       6545.333,0.669545,0.666668,0.315384,1,0.163635,98.8272
8900,       6612.000,0.66978,0.666667,0.318176,1,0.161407,98.8345
9000,       6678.667,0.669985,0.666667,0.320206,1,0.159103,98.8413
9100,       6745.333,0.670179,0.666667,0.32045,1,0.157272,98.8477
9200,       6812.000,0.670363,0.666667,0.320679,1,0.155533,98.8538
9300,       6878.667,0.670537,0.666668,0.320877,1,0.153839,98.8594
9400,       6945.334,0.670711,0.666667,0.322784,1,0.152374,98.8647
9500,       7012.000,0.670875,0.666667,0.322922,1,0.151077,98.8696
9600,       7078.667,0.671028,0.666667,0.32309,1,0.14978,98.8743
9700,       7145.334,0.671172,0.666663,0.323242,0.999985,0.148392,98.8786
9800,       7212.000,0.671325,0.666667,0.32338,1,0.147095,98.8826
9900,       7278.667,0.671479,0.666667,0.323486,0.999985,0.146194,98.8864
10000,       7345.333,0.671684,0.666667,0.323334,1,0.144867,98.8899
10100,       7412.000,0.67191,0.666667,0.323364,1,0.143494,98.893
10200,       7478.667,0.672145,0.666673,0.323471,1,0.142365,98.8958
10300,       7545.334,0.672392,0.666667,0.323761,1,0.140442,98.8982
10400,       7612.001,0.672669,0.666667,0.324249,1,0.138794,98.9002
10500,       7678.667,0.672956,0.666667,0.32489,0.999985,0.137238,98.9018
10600,       7745.334,0.673264,0.666663,0.325821,1,0.135345,98.903
10700,       7812.000,0.673583,0.666667,0.326813,1,0.132904,98.9038
10800,       7878.667,0.673891,0.666667,0.329147,1,0.130188,98.9042
10900,       7945.334,0.674097,0.666667,0.3311,1,0.127472,98.9043
11000,       8012.360,0.674282,0.674157,0.332764,0.999985,0.124435,98.9086
11100,       8079.775,0.674457,0.674154,0.420807,1,0.121399,98.9174
11200,       8147.191,0.674601,0.674157,0.417175,1,0.119003,98.9259
11300,       8214.607,0.674776,0.674157,0.415604,1,0.116257,98.9341
11400,       8282.022,0.674941,0.674157,0.41394,0.999985,0.113358,98.9419
11500,       8349.438,0.675126,0.674164,0.412155,1,0.112198,98.9494
11600,       8416.855,0.675312,0.674157,0.410355,1,0.111725,98.9566
11700,       8484.270,0.675477,0.674157,0.408554,0.999985,0.111435,98.9634
11800,       8551.686,0.675631,0.674157,0.407043,1,0.111176,98.9699
11900,       8619.102,0.675765,0.674157,0.405426,0.999985,0.111023,98.9762
12000,       8686.517,0.675899,0.674154,0.40387,1,0.111633,98.9822
12100,       8753.933,0.676033,0.674157,0.40239,1,0.111221,98.988
12200,       8821.349,0.676178,0.674157,0.400696,1,0.110672,98.9935
12300,       8888.764,0.676343,0.674157,0.398804,1,0.109222,98.9988
12400,       8956.180,0.676518,0.674154,0.398407,1,0.108078,99.0038
12500,       9023.596,0.676704,0.674157,0.395416,1,0.108307,99.0085
12600,       9091.011,0.676901,0.674157,0.393356,1,0.107193,99.013
12700,       9158.427,0.677107,0.674157,0.391205,1,0.106537,99.0172
12800,       9225.843,0.677314,0.674157,0.388916,1,0.105377,99.0211
12900,       9293.259,0.677531,0.674164,0.38649,1,0.104385,99.0247
13000,       9360.675,0.677738,0.674157,0.384048,1,0.102493,99.028
13100,       9428.090,0.677924,0.674157,0.381897,1,0.100952,99.0311
13200,       9495.506,0.678079,0.674157,0.379639,1,0.0992126,99.0339
13300,       9562.922,0.678234,0.674154,0.377289,1,0.0975494,99.0366
13400,       9630.337,0.678369,0.674157,0.37529,1,0.0957336,99.039
13500,       9697.753,0.678534,0.674157,0.373047,1,0.0941925,99.0413
13600,       9765.169,0.67871,0.674157,0.370422,1,0.0926971,99.0434
13700,       9832.585,0.678918,0.674157,0.367401,1,0.0914917,99.0453
13800,       9900.000,0.679125,0.674154,0.363968,1,0.0895691,99.0469
13900,       9967.416,0.679353,0.674157,0.360123,1,0.0879211,99.0483
14000,      10034.831,0.679591,0.674157,0.35585,0.999985,0.0861511,99.0494
14100,      10102.247,0.679851,0.674157,0.350861,1,0.0845032,99.0503
14200,      10169.663,0.68011,0.674164,0.345505,1,0.0831757,99.0509
14300,      10237.079,0.680369,0.674157,0.340057,1,0.0808716,99.0513
14400,      10304.495,0.680629,0.674157,0.334518,0.999985,0.0790863,99.0514
14500,      10371.911,0.680899,0.674157,0.328918,1,0.076416,99.0512
14600,      10439.326,0.681159,0.674157,0.323456,1,0.0740204,99.0508
14700,      10506.742,0.681429,0.674157,0.317612,1,0.072998,99.0502
14800,      10574.158,0.681689,0.674157,0.311279,0.999985,0.0692749,99.0493
14900,      10641.818,0.681939,0.681818,0.304855,1,0.0668488,99.0505
15000,      10710.000,0.682178,0.681818,0.298782,0.999985,0.0654144,99.0564
15100,      10778.182,0.682418,0.681815,0.292587,1,0.0640411,99.0619
