iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
100,         31.863,0.738956,0.721455,0.00196838,0.213837,0,99.4265
200,        167.642,1.38719,1.37307,0.0223083,1.00327,0.00050354,97.2676
300,        286.719,1.11956,1.10678,0.0112915,1.00153,0.000534058,97.126
400,        389.000,1.00415,1,0.0146942,0.994431,0.00198364,97.3574
500,        489.000,1.00607,1,0.0386353,0.997421,0.00386047,97.7402
600,        589.009,1.01918,0.999223,0.0232239,1.00354,0.00567627,97.9525
700,        689.113,1.02643,0.99636,0.0256653,1.00426,0.00740051,98.0586
800,        789.069,1.01204,0.998652,0.0266266,1.00446,0.00819397,98.0958
900,        889.082,1.01112,0.992515,0.0272369,1.00488,0.00875854,98.125
1000,        989.180,1.03375,1.02732,0.0309143,1.00658,0.00976562,98.1388
1100,       1089.052,1.02572,1.01897,0.032196,0.987854,0.0106506,98.1315
1200,       1189.098,1.02189,0.991073,0.0337219,1.00777,0.0118103,98.131
1300,       1289.285,1.0174,0.990801,0.0404358,1.00946,0.0121918,98.1482
1400,       1389.139,1.02776,1.01721,0.0379181,1.01221,0.0141907,98.103
1500,       1489.536,1.0501,1.04644,0.0407257,1.01189,0.0163574,98.089
1600,       1589.485,1.03719,1.01717,0.0746002,1.01846,0.0181274,98.0458
1700,       1689.102,1.0123,0.998009,0.0518646,0.981323,0.0219421,97.9881
1800,       1788.316,0.990886,0.973683,0.0566254,1.00041,0.0215302,98.0068
1900,       1883.810,0.955276,0.952381,0.0683899,1.00035,0.0307159,98.0268
2000,       1976.324,0.923154,0.919118,0.0791931,1.00032,0.00547791,98.0526
2100,       2065.398,0.876228,0.865054,0.0849304,1.00067,0.0159912,98.0783
2200,       2148.889,0.826326,0.793631,0.265991,1.00046,0.0550079,98.0865
2300,       2228.684,0.795112,0.789474,0.149887,1.00055,0.0221252,98.1022
2400,       2305.152,0.764239,0.757576,0.16243,1.00035,0.0280151,98.1182
2500,       2379.309,0.74143,0.73897,0.169708,1.00027,0.0292816,98.1329
2600,       2451.359,0.722172,0.720093,0.174332,1.00023,0.032135,98.1447
2700,       2522.118,0.707498,0.705882,0.180176,1.00058,0.0431213,98.1708
2800,       2591.861,0.698688,0.697674,0.20433,1.0011,0.0520325,98.1996
2900,       2660.690,0.693412,0.689654,0.227341,1,0.0579987,98.2178
3000,       2729.655,0.690487,0.689655,0.244034,0.999786,0.0621338,98.2543
3100,       2797.510,0.689017,0.681528,0.259308,1.00148,0.0645447,98.2578
3200,       2865.682,0.689761,0.681818,0.271378,1.00304,0.0662079,98.2751
3300,       2933.864,0.687496,0.681818,0.27713,1.00053,0.0671234,98.294
3400,       3002.046,0.687161,0.681818,0.28093,1.00015,0.0680389,98.3154
3500,       3070.227,0.686564,0.681818,0.283157,1.00008,0.0686188,98.337
3600,       3138.409,0.686323,0.681818,0.28476,0.999985,0.0689697,98.3586
3700,       3206.591,0.686197,0.681818,0.285812,1.00002,0.0692444,98.3797
3800,       3274.773,0.686145,0.681817,0.309128,1.00006,0.0694885,98.4003
3900,       3342.955,0.686051,0.681818,0.331085,1.00003,0.0697021,98.4204
4000,       3411.136,0.685936,0.681818,0.324127,1.00002,0.0697632,98.4399
4100,       3479.318,0.685978,0.681818,0.287735,1.00006,0.0697174,98.4588
4200,       3547.500,0.685978,0.681817,0.287827,1.00002,0.0696411,98.4769
4300,       3615.682,0.685946,0.681818,0.287781,1,0.0695343,98.4943
4400,       3683.864,0.686009,0.681818,0.287674,1,0.0692596,98.5109
4500,       3752.045,0.686135,0.681818,0.287476,0.999939,0.0688171,98.5267
4600,       3820.227,0.686365,0.681818,0.287033,1.00003,0.0683136,98.5416
4700,       3888.409,0.686544,0.68182,0.286392,1.00012,0.0677948,98.5555
4800,       3956.591,0.686764,0.681818,0.285614,1.00006,0.0670319,98.5684
4900,       4024.773,0.687015,0.681818,0.284668,0.999939,0.0657959,98.5802
5000,       4092.955,0.687519,0.681818,0.283295,1,0.0644379,98.5906
5100,       4161.137,0.688002,0.68182,0.281433,0.999939,0.0630035,98.5995
5200,       4229.318,0.68859,0.681818,0.279327,1.00008,0.0615387,98.6069
5300,       4297.500,0.689179,0.681818,0.276917,1.00005,0.0599213,98.6128
5400,       4365.682,0.68981,0.681818,0.274353,1.00006,0.0581207,98.6171
5500,       4434.483,0.690558,0.689655,0.271729,1.00002,0.0562439,98.6337
5600,       4503.448,0.691391,0.689655,0.268616,0.999985,0.0551453,98.6517
5700,       4572.414,0.692204,0.689655,0.265228,1.00003,0.0553894,98.6674
5800,       4641.379,0.693187,0.689655,0.261841,0.999969,0.0558319,98.6806
5900,       4710.345,0.69426,0.689655,0.258087,1.00119,0.0562134,98.6911
6000,       4779.310,0.695609,0.689657,0.253922,1.00209,0.0565186,98.6988
6100,       4848.276,0.697417,0.689655,0.249603,1.00015,0.0567169,98.7037
6200,       4917.245,0.698281,0.688736,0.24469,0.999222,0.0566254,98.7056
6300,       4986.279,0.699784,0.697674,0.239868,1.00044,0.056488,98.7062
6400,       5056.047,0.702693,0.697676,0.235336,1.00179,0.0563507,98.7182
6500,       5125.814,0.702238,0.697674,0.229553,0.999786,0.0557861,98.727
6600,       5195.582,0.70454,0.697674,0.224854,1.00117,0.0553894,98.7325
6700,       5265.351,0.706666,0.697563,0.219864,1.00044,0.0548859,98.7347
6800,       5335.765,0.708465,0.705882,0.213943,1.00021,0.0543823,98.7454
6900,       5406.353,0.710488,0.705882,0.209351,0.999939,0.053833,98.7553
7000,       5476.941,0.712837,0.705882,0.204575,1.00002,0.053299,98.7609
7100,       5547.857,0.715879,0.714286,0.199905,0.999725,0.0528412,98.7677
7200,       5619.286,0.718726,0.714286,0.194717,0.999924,0.0524597,98.7783
7300,       5690.714,0.722696,0.714287,0.193237,0.999969,0.0522003,98.7825
7400,       5762.892,0.727543,0.722892,0.196701,0.999924,0.0521393,98.7921
7500,       5835.366,0.733037,0.731707,0.199463,0.999924,0.0519867,98.7977
7600,       5908.537,0.739169,0.731707,0.202225,0.999908,0.0518951,98.8053
7700,       5982.222,0.746014,0.740743,0.20433,0.999908,0.0518036,98.8105
7800,       6056.297,0.753691,0.740741,0.20636,0.999893,0.0517578,98.8103
7900,       6131.393,0.762541,0.759494,0.212891,0.999878,0.0521393,98.8135
8000,       6207.342,0.772862,0.759494,0.222198,0.999878,0.0524292,98.815
8100,       6283.846,0.784794,0.769227,0.232086,0.999786,0.0526581,98.8081
8200,       6361.558,0.788083,0.779221,0.239487,0.999985,0.0526276,98.8071
8300,       6439.481,0.789744,0.779221,0.246094,0.999969,0.0523376,98.8067
8400,       6517.895,0.791433,0.789474,0.252457,0.999985,0.052002,98.8112
8500,       6596.842,0.793137,0.789476,0.257217,0.999985,0.0516815,98.8212
