iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
8600,       6675.790,0.794834,0.789474,0.262909,0.999985,0.0513306,98.8284
8700,       6754.737,0.796521,0.789474,0.268784,0.999969,0.0509033,98.833
8800,       6833.684,0.798212,0.789474,0.276077,0.999969,0.0504913,98.835
8900,       6912.632,0.799895,0.789474,0.360123,0.999985,0.0504761,98.8346
9000,       6992.000,0.801581,0.8,0.330185,0.999985,0.050293,98.8379
9100,       7072.000,0.803259,0.8,0.322189,0.999969,0.0498962,98.8476
9200,       7152.000,0.80494,0.799996,0.298462,0.999985,0.0492249,98.8548
9300,       7232.000,0.806612,0.8,0.299927,0.999985,0.0482635,98.8595
9400,       7312.000,0.808275,0.8,0.305695,0.999985,0.0490875,98.8619
9500,       7392.000,0.809954,0.8,0.310822,0.999985,0.0498505,98.862
9600,       7472.433,0.811637,0.810819,0.313461,0.999985,0.048996,98.8657
9700,       7553.514,0.813348,0.810811,0.314621,0.999985,0.0458832,98.8756
9800,       7634.595,0.815062,0.810811,0.315384,0.999985,0.0439911,98.8832
9900,       7715.676,0.816793,0.810811,0.316299,0.999985,0.0437317,98.8883
10000,       7796.757,0.818527,0.810807,0.317276,0.999985,0.0434418,98.8911
10100,       7877.838,0.820252,0.810811,0.3172,0.999985,0.0430756,98.8918
10200,       7958.919,0.821931,0.810811,0.318161,0.999985,0.0427704,98.8903
10300,       8040.822,0.823576,0.821914,0.318665,0.999969,0.0424347,98.897
10400,       8123.014,0.825173,0.821918,0.317657,0.999969,0.0419159,98.9051
10500,       8205.205,0.826711,0.821918,0.314072,0.999985,0.0411377,98.9112
10600,       8287.397,0.828188,0.821918,0.310349,0.999985,0.040329,98.9153
10700,       8369.589,0.829579,0.821926,0.306458,0.999985,0.039505,98.9177
10800,       8451.781,0.830897,0.821918,0.302444,0.999985,0.038681,98.9185
10900,       8533.973,0.832115,0.821918,0.298279,0.999985,0.0378113,98.9178
11000,       8616.165,0.83322,0.821918,0.29393,0.999985,0.0369415,98.9158
11100,       8699.167,0.834238,0.833329,0.29068,0.999985,0.0363617,98.9219
11200,       8782.500,0.835168,0.833333,0.286179,1,0.0354919,98.9306
11300,       8865.834,0.836009,0.833333,0.281494,1,0.0345917,98.9381
11400,       8949.167,0.836775,0.833329,0.276581,0.999985,0.0336761,98.9445
11500,       9032.500,0.837465,0.833333,0.271622,0.999985,0.0327454,98.9501
11600,       9115.833,0.838104,0.833333,0.266556,1,0.0318298,98.9548
11700,       9199.167,0.83868,0.833333,0.261368,0.999985,0.030899,98.9588
11800,       9282.500,0.839217,0.833341,0.256119,1,0.0299683,98.9621
11900,       9365.834,0.839704,0.833333,0.250885,1,0.029068,98.9649
12000,       9449.167,0.84014,0.833333,0.245712,0.999985,0.028183,98.9671
12100,       9532.501,0.840537,0.833333,0.240524,0.999985,0.0273285,98.9688
12200,       9615.834,0.840909,0.833333,0.235443,1,0.0264893,98.9701
12300,       9699.167,0.841269,0.833333,0.230331,1,0.02565,98.971
12400,       9782.500,0.841628,0.833333,0.225418,1,0.0248566,98.9716
12500,       9865.833,0.841988,0.833329,0.220596,1,0.0241089,98.9718
12600,       9949.167,0.842348,0.833333,0.215881,0.999985,0.0233765,98.9716
12700,      10032.500,0.842734,0.833333,0.211136,1,0.022644,98.9711
12800,      10115.833,0.843119,0.833333,0.206482,0.999985,0.0219421,98.9702
12900,      10199.167,0.843531,0.833341,0.20192,1,0.0212708,98.9689
13000,      10282.501,0.843943,0.833333,0.197495,1,0.0206146,98.9673
13100,      10365.834,0.844342,0.833333,0.192993,0.999985,0.0199738,98.9653
13200,      10449.167,0.844755,0.833329,0.188751,0.999985,0.0193634,98.9629
13300,      10532.500,0.845167,0.833333,0.184326,0.999985,0.0187378,98.9602
13400,      10616.620,0.84558,0.84507,0.17981,0.999985,0.0180969,98.9646
13500,      10701.127,0.845993,0.84507,0.175262,1,0.0174713,98.9721
13600,      10785.634,0.846393,0.845066,0.1707,1,0.016861,98.9791
