iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
100,         31.863,0.738956,0.721455,0.00196838,0.213837,0,99.4265
200,        167.642,1.38719,1.37307,0.0223083,1.00327,0.00050354,97.2676
300,        286.719,1.11956,1.10678,0.0112915,1.00153,0.000534058,97.126
400,        389.000,1.00415,1,0.0146942,0.994431,0.00198364,97.3574
500,        489.000,1.00607,1,0.0386353,0.997421,0.00386047,97.7402
600,        589.009,1.01918,0.999223,0.0232239,1.00354,0.00567627,97.9525
700,        689.113,1.02643,0.99636,0.0256653,1.00426,0.00740051,98.0586
800,        789.069,1.01204,0.998652,0.0266266,1.00446,0.00819397,98.0958
900,        889.082,1.01112,0.992515,0.0272369,1.00488,0.00875854,98.125
1000,        989.180,1.03375,1.02732,0.0309143,1.00658,0.00976562,98.1388
1100,       1089.052,1.02572,1.01897,0.032196,0.987854,0.0106506,98.1315
1200,       1189.098,1.02189,0.991073,0.0337219,1.00777,0.0118103,98.131
1300,       1289.285,1.0174,0.990801,0.0404358,1.00946,0.0121918,98.1482
1400,       1389.139,1.02776,1.01721,0.0379181,1.01221,0.0141907,98.103
1500,       1489.536,1.0501,1.04644,0.0407257,1.01189,0.0163574,98.089
1600,       1589.485,1.03719,1.01717,0.0746002,1.01846,0.0181274,98.0458
1700,       1689.102,1.0123,0.998009,0.0518646,0.981323,0.0219421,97.9881
1800,       1788.316,0.990886,0.973683,0.0566254,1.00041,0.0215302,98.0068
1900,       1883.810,0.955276,0.952381,0.0683899,1.00035,0.0220337,98.0268
2000,       1976.324,0.923154,0.919118,0.0791473,1.00032,0.0274811,98.0526
2100,       2065.970,0.895985,0.895525,0.0830994,1.00027,0.0151215,98.078
2200,       2153.082,0.873565,0.864706,0.164413,1.00023,0.0183716,98.0959
2300,       2238.700,0.855495,0.842857,0.270233,1.0002,0.0429993,98.1337
2400,       2322.589,0.840205,0.829126,0.234756,1.00018,0.0675507,98.1635
2500,       2404.865,0.81777,0.810811,0.249039,1.00024,0.0406342,98.2002
2600,       2484.800,0.800377,0.8,0.260437,1.00018,0.0452118,98.2222
2700,       2563.018,0.786768,0.77193,0.269684,1.00014,0.0495605,98.2345
2800,       2640.000,0.775896,0.755608,0.2771,1.00012,0.0539703,98.2443
2900,       2715.949,0.766658,0.759494,0.283356,1.00009,0.057663,98.2543
3000,       2791.716,0.758606,0.744304,0.287613,1.00009,0.0611572,98.2846
3100,       2866.500,0.75206,0.75,0.291321,1.00008,0.0638123,98.304
3200,       2940.741,0.74672,0.740743,0.293732,1.00008,0.0642548,98.3238
3300,       3014.815,0.742188,0.740741,0.295837,1.00006,0.0668945,98.353
3400,       3087.805,0.738359,0.731707,0.297195,1.00006,0.067276,98.3596
3500,       3160.976,0.7352,0.731707,0.298553,1.00005,0.0678711,98.3819
3600,       3234.146,0.732613,0.731707,0.299606,1.00003,0.070282,98.4119
3700,       3306.506,0.730481,0.722892,0.300217,1.00003,0.0748749,98.4231
3800,       3378.795,0.728655,0.722892,0.300873,1.00003,0.0787048,98.4374
3900,       3451.084,0.727189,0.722892,0.301437,1.00002,0.0818787,98.4558
4000,       3523.374,0.726069,0.722892,0.301895,1.00002,0.0845032,98.477
4100,       3595.663,0.725228,0.722891,0.302277,1.00002,0.086731,98.5001
4200,       3667.952,0.72462,0.722892,0.302551,1,0.0885773,98.5241
4300,       3740.241,0.724343,0.722892,0.302826,1,0.0901489,98.5485
4400,       3812.530,0.724421,0.722892,0.30304,0.999985,0.0914917,98.5722
4500,       3884.819,0.724808,0.722893,0.303162,0.999985,0.0926514,98.5944
4600,       3957.109,0.725471,0.722892,0.303192,0.999985,0.0936584,98.6145
4700,       4029.398,0.726646,0.722892,0.303253,0.999969,0.0945435,98.6316
4800,       4101.687,0.728478,0.722892,0.303253,0.999969,0.0953674,98.6445
4900,       4173.976,0.730871,0.722893,0.303101,0.999969,0.0960999,98.652
5000,       4246.830,0.733788,0.731707,0.30304,0.999954,0.0967407,98.6663
5100,       4320.000,0.737245,0.731707,0.302612,0.999939,0.0973053,98.6802
5200,       4393.171,0.741329,0.731707,0.302048,0.999939,0.0977783,98.6852
5300,       4466.667,0.746049,0.740737,0.303024,0.999939,0.0981598,98.6876
5400,       4540.741,0.751396,0.740741,0.304459,0.999924,0.098465,98.6917
5500,       4615.500,0.757498,0.75,0.305908,0.999908,0.0986633,98.6983
5600,       4690.633,0.764687,0.759494,0.307465,0.999893,0.0988312,98.6988
5700,       4766.582,0.766685,0.759495,0.306595,1,0.098114,98.705
5800,       4842.532,0.766778,0.759494,0.304626,1,0.0969543,98.7106
5900,       4918.481,0.766977,0.759494,0.302338,1,0.0955963,98.7156
6000,       4994.431,0.767305,0.759494,0.299759,1,0.0940552,98.72
6100,       5070.380,0.767738,0.759495,0.296844,0.999985,0.0923309,98.7235
6200,       5146.329,0.768301,0.759494,0.293625,1,0.0904236,98.726
6300,       5222.279,0.768958,0.759494,0.290054,0.999985,0.0883179,98.7273
6400,       5298.462,0.769721,0.769231,0.286102,0.999985,0.0860138,98.7316
6500,       5375.385,0.770614,0.769227,0.281708,1,0.0834961,98.748
6600,       5452.308,0.77159,0.769231,0.276886,0.999985,0.08078,98.7622
6700,       5529.231,0.772674,0.769231,0.271759,0.999985,0.0779419,98.7742
6800,       5606.154,0.773842,0.769231,0.274673,0.999985,0.0749969,98.7839
6900,       5683.077,0.775107,0.769233,0.281082,0.999969,0.0719757,98.7912
7000,       5760.000,0.776445,0.769231,0.28418,0.999985,0.0689545,98.7961
7100,       5836.923,0.777796,0.769231,0.287155,0.999985,0.0661163,98.7985
7200,       5913.846,0.779186,0.769231,0.291992,0.999985,0.0633698,98.7987
7300,       5991.429,0.780614,0.779223,0.294724,0.999985,0.0602722,98.8075
7400,       6069.351,0.782081,0.779221,0.296555,0.999985,0.056778,98.8193
7500,       6147.273,0.78361,0.779221,0.299057,0.999985,0.0552979,98.8284
7600,       6225.195,0.78519,0.779221,0.300705,0.999969,0.0555573,98.8348
7700,       6303.117,0.786833,0.779221,0.301834,0.999985,0.055191,98.8385
7800,       6381.039,0.788491,0.779221,0.303345,0.999969,0.0540009,98.8396
7900,       6458.961,0.790166,0.779221,0.306839,0.999985,0.0520172,98.8382
8000,       6537.632,0.791855,0.789474,0.310837,0.999969,0.0495148,98.8456
8100,       6616.579,0.793561,0.789474,0.314224,0.999985,0.0482941,98.8545
8200,       6695.526,0.795258,0.789474,0.316666,0.999985,0.0481567,98.8607
8300,       6774.474,0.796947,0.789474,0.318787,0.999969,0.0479889,98.8642
8400,       6853.421,0.798639,0.789476,0.320114,0.999985,0.0477753,98.8653
8500,       6932.369,0.80031,0.789474,0.320801,0.999969,0.0474701,98.864
8600,       7012.000,0.801997,0.8,0.321091,0.999969,0.0471344,98.87
