iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
100,         31.863,0.738956,0.721455,0.00941467,0.0972137,9.15527e-05,99.4265
200,        232.007,2.83698,2.66447,0.329468,1.00587,0.0343933,96.1467
300,        455.917,1.9917,1.85257,0.417603,1.00217,0.0758362,96.188
400,        632.071,1.70124,1.64286,0.453003,1.00117,0.104736,96.284
500,        769.193,1.23974,1.20082,0.345505,1.00168,0.0883636,96.3715
600,        883.423,1.10559,1.10512,0.312744,1.00078,0.085083,96.6153
700,        987.870,1.03374,1.00406,0.272232,1.0006,0.0862885,96.7487
800,       1086.774,0.980493,0.967742,0.245697,1.00053,0.0895691,96.8927
900,       1181.293,0.93859,0.935375,0.220032,1.00038,0.0908813,97.0319
1000,       1271.653,0.905384,0.895317,0.204468,1.0004,0.0957336,97.1098
1100,       1359.247,0.874686,0.864706,0.191589,1.00037,0.100388,97.1982
1200,       1444.225,0.847702,0.845071,0.184509,1.00031,0.105103,97.2879
1300,       1527.123,0.824198,0.821918,0.177094,1.00027,0.10907,97.3931
1400,       1607.267,0.803047,0.795796,0.184586,1.00027,0.12207,97.4501
1500,       1685.455,0.782224,0.779221,0.187408,1.00026,0.131989,97.5074
1600,       1762.025,0.762685,0.759493,0.184891,1.00026,0.139343,97.579
1700,       1836.369,0.743952,0.738462,0.194504,1.00023,0.156418,97.6254
1800,       1909.235,0.723877,0.717636,0.216812,1.00029,0.18988,97.6874
1900,       1980.000,0.702594,0.701531,0.228302,1.00031,0.212296,97.743
2000,       2048.182,0.683301,0.68182,0.246613,1.00024,0.23114,97.7703
2100,       2114.667,0.668718,0.666667,0.431122,1.00018,0.245026,97.8012
2200,       2180.440,0.659779,0.659341,0.37056,1.00009,0.252747,97.8403
2300,       2245.435,0.655005,0.652174,0.337265,1.00006,0.263138,97.8712
2400,       2310.652,0.652202,0.652174,0.410919,1.00003,0.274582,97.9257
2500,       2374.839,0.650433,0.645161,0.392014,1.00002,0.286102,97.9429
2600,       2439.355,0.649055,0.645161,0.37236,1.00003,0.296387,97.9788
2700,       2503.656,0.643464,0.628619,0.356934,0.992905,0.300064,98.0125
2800,       2566.732,0.630443,0.6031,0.346313,0.973862,0.300064,98.038
2900,       2628.283,0.618283,0.616667,0.341904,0.955933,0.300049,98.0516
3000,       2688.546,0.607036,0.602825,0.345901,0.939301,0.300049,98.0618
3100,       2748.600,0.60065,0.6,0.443359,0.93013,0.300018,98.0951
3200,       2808.119,0.597086,0.594059,0.410934,0.925018,0.300018,98.1225
3300,       2867.275,0.593483,0.578426,0.38118,0.919754,0.300003,98.1486
3400,       2925.882,0.590142,0.588235,0.362854,0.914841,0.300018,98.1665
3500,       2984.392,0.587328,0.578095,0.353485,0.910721,0.300018,98.1906
3600,       3042.524,0.585898,0.582524,0.345322,0.908737,0.300003,98.2086
3700,       3100.777,0.585066,0.582524,0.34082,0.907578,0.300003,98.2328
3800,       3159.029,0.584176,0.582524,0.338837,0.906281,0.300003,98.2587
3900,       3217.282,0.583198,0.582524,0.337051,0.904846,0.300003,98.2866
4000,       3275.295,0.582252,0.574544,0.335724,0.903458,0.300018,98.3092
4100,       3332.885,0.581544,0.576923,0.3349,0.90242,0.300003,98.3209
4200,       3390.577,0.582019,0.576923,0.335159,0.903198,0.300003,98.3353
4300,       3448.269,0.582495,0.576923,0.335464,0.903931,0.300003,98.3479
4400,       3506.214,0.582971,0.582524,0.335724,0.904648,0.300003,98.3659
4500,       3564.466,0.583418,0.582524,0.335968,0.905319,0.299988,98.3907
4600,       3622.718,0.584281,0.582524,0.337067,0.906616,0.299988,98.4133
4700,       3680.971,0.586664,0.582524,0.339493,0.910248,0.299988,98.4304
4800,       3739.412,0.588998,0.588235,0.341248,0.913727,0.299988,98.4458
4900,       3798.235,0.59113,0.588235,0.342484,0.91687,0.299988,98.4649
5000,       3857.059,0.593391,0.588237,0.343719,0.920212,0.299988,98.478
5100,       3916.040,0.597147,0.594059,0.345718,0.925873,0.299957,98.4882
5200,       3975.600,0.604484,0.6,0.349701,0.936951,0.299957,98.4979
5300,       4035.758,0.612223,0.606061,0.353836,0.948517,0.299957,98.5036
5400,       4096.531,0.620313,0.612245,0.358124,0.960556,0.299973,98.5053
5500,       4158.125,0.628734,0.625001,0.362518,0.973099,0.299957,98.5072
5600,       4220.842,0.637788,0.631579,0.367035,0.986588,0.299957,98.5151
5700,       4284.495,0.64683,0.645551,0.371368,0.999985,0.298706,98.5217
5800,       4349.033,0.647274,0.645161,0.370529,1,0.293213,98.5398
5900,       4413.549,0.647738,0.645161,0.369537,1,0.28772,98.5559
6000,       4478.065,0.648213,0.645158,0.36853,0.999985,0.28215,98.5704
6100,       4542.581,0.648698,0.645161,0.36734,0.999985,0.275513,98.5835
6200,       4607.097,0.649292,0.645161,0.36615,1,0.267761,98.5951
6300,       4671.613,0.649926,0.645161,0.364746,0.999985,0.259995,98.605
6400,       4736.129,0.650591,0.645161,0.363205,0.999985,0.257446,98.6133
6500,       4800.645,0.651296,0.645161,0.366699,0.999985,0.255966,98.62
6600,       4865.161,0.651982,0.645161,0.370941,1,0.253876,98.6251
6700,       4929.783,0.652649,0.652174,0.375397,0.999985,0.251358,98.6309
6800,       4995.000,0.653327,0.652174,0.376266,0.999985,0.248795,98.6472
6900,       5060.218,0.654015,0.652175,0.378601,0.999985,0.246048,98.6616
7000,       5125.435,0.654734,0.652174,0.38089,0.999985,0.243103,98.6744
7100,       5190.652,0.655464,0.652174,0.383484,1,0.239868,98.6854
7200,       5255.870,0.656194,0.652174,0.388351,1,0.237106,98.6948
7300,       5321.087,0.656936,0.652174,0.389359,0.999985,0.233749,98.7026
7400,       5386.304,0.657698,0.652171,0.388519,1,0.230865,98.7089
7500,       5451.522,0.658471,0.652174,0.387115,0.999985,0.228577,98.7136
7600,       5516.739,0.659195,0.652174,0.384644,0.999985,0.226181,98.7168
7700,       5581.978,0.65992,0.659341,0.381805,0.999985,0.223602,98.7191
7800,       5647.912,0.660675,0.659342,0.364639,0.999985,0.22084,98.7323
7900,       5713.846,0.661442,0.659341,0.363068,0.999985,0.217972,98.744
8000,       5779.780,0.662088,0.659341,0.362595,1,0.214996,98.7541
8100,       5845.714,0.662583,0.659341,0.361923,0.999985,0.211761,98.763
8200,       5911.648,0.663028,0.659341,0.360962,1,0.208206,98.771
8300,       5977.583,0.663423,0.659342,0.359619,0.999985,0.20462,98.7781
8400,       6043.517,0.663828,0.659341,0.357986,1,0.200729,98.7843
8500,       6109.451,0.664284,0.659341,0.356705,1,0.196793,98.7898
8600,       6175.385,0.664791,0.659341,0.354462,1,0.1931,98.7944
8700,       6241.319,0.665319,0.659338,0.351852,1,0.189087,98.7981
8800,       6307.253,0.665867,0.659341,0.348755,0.999985,0.186859,98.8008
8900,       6373.187,0.666396,0.659341,0.345734,1,0.184402,98.8026
9000,       6439.121,0.666752,0.659341,0.342651,1,0.182693,98.8038
9100,       6505.333,0.667067,0.666667,0.338623,1,0.180573,98.8087
9200,       6572.000,0.667352,0.666668,0.335129,1,0.178848,98.8199
9300,       6638.667,0.667617,0.666667,0.331665,1,0.177231,98.8306
