RORBWin CSV Output File
Refer output file for complete listing of inputs and outputs: E:\Library\Automation\ryan-tools\tests\test_data\RORB\areal-example\Fig6_7_ aep0p5EY_du12hourtp5.out
Inc,Time (hrs),Calculated hydrograph:
     0,     0.000,    0.0000
     1,     0.500,    0.0000
     2,     1.000,    0.0000
     3,     1.500,    0.0000
     4,     2.000,    0.0000
     5,     2.500,    0.0000
     6,     3.000,    0.0000
     7,     3.500,    0.0000
     8,     4.000,    0.0000
     9,     4.500,    0.0000
    10,     5.000,    0.0000
    11,     5.500,    0.0000
    12,     6.000,    0.0000
    13,     6.500,    0.0000
    14,     7.000,    0.0000
    15,     7.500,    0.0000
    16,     8.000,    0.0000
    17,     8.500,    0.0000
    18,     9.000,    0.0000
    19,     9.500,    0.0000
    20,    10.000,    0.0000
    21,    10.500,    0.0000
    22,    11.000,    0.0000
    23,    11.500,    0.0000
    24,    12.000,    0.0000
    25,    12.500,    0.0000
    26,    13.000,    0.0000
    27,    13.500,    0.0000
    28,    14.000,    0.0000
    29,    14.500,    0.0000
    30,    15.000,    0.0000
    31,    15.500,    0.0000
    32,    16.000,    0.0000
    33,    16.500,    0.0000
    34,    17.000,    0.0000
    35,    17.500,    0.0000
    36,    18.000,    0.0000
    37,    18.500,    0.0000
    38,    19.000,    0.0000
    39,    19.500,    0.0000
    40,    20.000,    0.0000
    41,    20.500,    0.0000
    42,    21.000,    0.0000
    43,    21.500,    0.0000
    44,    22.000,    0.0000
    45,    22.500,    0.0000
    46,    23.000,    0.0000
    47,    23.500,    0.0000
    48,    24.000,    0.0000
    49,    24.500,    0.0000
    50,    25.000,    0.0000
    51,    25.500,    0.0000
    52,    26.000,    0.0000
    53,    26.500,    0.0000
    54,    27.000,    0.0166
    55,    27.500,    0.6149
    56,    28.000,    4.0728
    57,    28.500,   11.6993
    58,    29.000,   21.9841
    59,    29.500,   33.4525
    60,    30.000,   44.7034
    61,    30.500,   54.9360
    62,    31.000,   63.8329
    63,    31.500,   70.2444
    64,    32.000,   73.1372
    65,    32.500,   72.3737
    66,    33.000,   68.9179
    67,    33.500,   64.0319
    68,    34.000,   58.4712
    69,    34.500,   52.7019
    70,    35.000,   47.0566
    71,    35.500,   41.7427
    72,    36.000,   36.8709
    73,    36.500,   32.4850
    74,    37.000,   28.5862
    75,    37.500,   25.1501
    76,    38.000,   22.1388
    77,    38.500,   19.5103
    78,    39.000,   17.2224
    79,    39.500,   15.2326
    80,    40.000,   13.5008
    81,    40.500,   11.9915
    82,    41.000,   10.6756
    83,    41.500,    9.5276
    84,    42.000,    8.5236
    85,    42.500,    7.6430
    86,    43.000,    6.8687
    87,    43.500,    6.1864
    88,    44.000,    5.5837
    89,    44.500,    5.0501
    90,    45.000,    4.5768
    91,    45.500,    4.1559
    92,    46.000,    3.7809
    93,    46.500,    3.4460
    94,    47.000,    3.1463
    95,    47.500,    2.8776
    96,    48.000,    2.6361
    97,    48.500,    2.4188
    98,    49.000,    2.2228
    99,    49.500,    2.0456
   100,    50.000,    1.8853
   101,    50.500,    1.7399
   102,    51.000,    1.6079
   103,    51.500,    1.4877
   104,    52.000,    1.3783
   105,    52.500,    1.2784
   106,    53.000,    1.1872
   107,    53.500,    1.1037
   108,    54.000,    1.0271
   109,    54.500,    0.9569
   110,    55.000,    0.8924
   111,    55.500,    0.8331
   112,    56.000,    0.7785
   113,    56.500,    0.7281
   114,    57.000,    0.6816
   115,    57.500,    0.6386
   116,    58.000,    0.5989
   117,    58.500,    0.5621
   118,    59.000,    0.5280
   119,    59.500,    0.4963
   120,    60.000,    0.4669
   121,    60.500,    0.4396
   122,    61.000,    0.4142
   123,    61.500,    0.3905
   124,    62.000,    0.3684
   125,    62.500,    0.3479
   126,    63.000,    0.3286
   127,    63.500,    0.3107
   128,    64.000,    0.2939
   129,    64.500,    0.2782
   130,    65.000,    0.2635
   131,    65.500,    0.2497
   132,    66.000,    0.2368
   133,    66.500,    0.2247
   134,    67.000,    0.2133
   135,    67.500,    0.2026
   136,    68.000,    0.1925
   137,    68.500,    0.1831
   138,    69.000,    0.1741
   139,    69.500,    0.1657
   140,    70.000,    0.1578
   141,    70.500,    0.1504
   142,    71.000,    0.1433
   143,    71.500,    0.1367
   144,    72.000,    0.1304
   145,    72.500,    0.1244
   146,    73.000,    0.1188
   147,    73.500,    0.1135
   148,    74.000,    0.1085
   149,    74.500,    0.1037
   150,    75.000,    0.0992
   151,    75.500,    0.0949
   152,    76.000,    0.0909
   153,    76.500,    0.0870
   154,    77.000,    0.0833
   155,    77.500,    0.0799
   156,    78.000,    0.0766
   157,    78.500,    0.0734
   158,    79.000,    0.0704
   159,    79.500,    0.0676
   160,    80.000,    0.0649
   161,    80.500,    0.0623
   162,    81.000,    0.0598
   163,    81.500,    0.0575
   164,    82.000,    0.0553
   165,    82.500,    0.0532
   166,    83.000,    0.0511
   167,    83.500,    0.0492
   168,    84.000,    0.0473
   169,    84.500,    0.0456
   170,    85.000,    0.0439
   171,    85.500,    0.0423
   172,    86.000,    0.0407
   173,    86.500,    0.0392
   174,    87.000,    0.0378
   175,    87.500,    0.0365
   176,    88.000,    0.0352
   177,    88.500,    0.0340
   178,    89.000,    0.0328
   179,    89.500,    0.0316
   180,    90.000,    0.0305
   181,    90.500,    0.0295
   182,    91.000,    0.0285
   183,    91.500,    0.0275
   184,    92.000,    0.0266
   185,    92.500,    0.0257
   186,    93.000,    0.0249
   187,    93.500,    0.0240
   188,    94.000,    0.0233
   189,    94.500,    0.0225
   190,    95.000,    0.0218
   191,    95.500,    0.0211
   192,    96.000,    0.0204
   193,    96.500,    0.0198
   194,    97.000,    0.0191
   195,    97.500,    0.0185
   196,    98.000,    0.0180
   197,    98.500,    0.0174
   198,    99.000,    0.0169
   199,    99.500,    0.0164
   200,   100.000,    0.0159
   201,   100.500,    0.0154
   202,   101.000,    0.0149
   203,   101.500,    0.0145
   204,   102.000,    0.0141
   205,   102.500,    0.0136
   206,   103.000,    0.0133
   207,   103.500,    0.0129
   208,   104.000,    0.0125
   209,   104.500,    0.0121
   210,   105.000,    0.0118
   211,   105.500,    0.0115
   212,   106.000,    0.0111
   213,   106.500,    0.0108
   214,   107.000,    0.0105
   215,   107.500,    0.0102
   216,   108.000,    0.0099
   217,   108.500,    0.0097
   218,   109.000,    0.0094
   219,   109.500,    0.0092
   220,   110.000,    0.0089
   221,   110.500,    0.0087
   222,   111.000,    0.0084
   223,   111.500,    0.0082
   224,   112.000,    0.0080
   225,   112.500,    0.0078
   226,   113.000,    0.0076
   227,   113.500,    0.0074
   228,   114.000,    0.0072
   229,   114.500,    0.0070
   230,   115.000,    0.0068
   231,   115.500,    0.0067
   232,   116.000,    0.0065
   233,   116.500,    0.0063
   234,   117.000,    0.0062
   235,   117.500,    0.0060
   236,   118.000,    0.0059
   237,   118.500,    0.0057
   238,   119.000,    0.0056
   239,   119.500,    0.0054
   240,   120.000,    0.0053
   241,   120.500,    0.0052
   242,   121.000,    0.0051
   243,   121.500,    0.0049
   244,   122.000,    0.0048
   245,   122.500,    0.0047
   246,   123.000,    0.0046
   247,   123.500,    0.0045
   248,   124.000,    0.0044
   249,   124.500,    0.0043
   250,   125.000,    0.0042
   251,   125.500,    0.0041
   252,   126.000,    0.0040
   253,   126.500,    0.0039
   254,   127.000,    0.0038
   255,   127.500,    0.0037
   256,   128.000,    0.0036
   257,   128.500,    0.0036
   258,   129.000,    0.0035
   259,   129.500,    0.0034
   260,   130.000,    0.0033
   261,   130.500,    0.0032
   262,   131.000,    0.0032
   263,   131.500,    0.0031
   264,   132.000,    0.0030
   265,   132.500,    0.0030
   266,   133.000,    0.0029
   267,   133.500,    0.0028
   268,   134.000,    0.0028
   269,   134.500,    0.0027
   270,   135.000,    0.0027
   271,   135.500,    0.0026
   272,   136.000,    0.0026
   273,   136.500,    0.0025
   274,   137.000,    0.0024
   275,   137.500,    0.0024
   276,   138.000,    0.0023
   277,   138.500,    0.0023
   278,   139.000,    0.0023
   279,   139.500,    0.0022
   280,   140.000,    0.0022
   281,   140.500,    0.0021
   282,   141.000,    0.0021
   283,   141.500,    0.0020
   284,   142.000,    0.0020
   285,   142.500,    0.0020
   286,   143.000,    0.0019
   287,   143.500,    0.0019
   288,   144.000,    0.0018
   289,   144.500,    0.0018
   290,   145.000,    0.0018
   291,   145.500,    0.0017
   292,   146.000,    0.0017
   293,   146.500,    0.0017
   294,   147.000,    0.0016
   295,   147.500,    0.0016
   296,   148.000,    0.0016
   297,   148.500,    0.0015
   298,   149.000,    0.0015
   299,   149.500,    0.0015
   300,   150.000,    0.0015
