RORBWin CSV Output File
Refer output file for complete listing of inputs and outputs: E:\Library\Automation\ryan-tools\tests\test_data\RORB\areal-example\Fig6_7_ aep0p2EY_du12hourtp6.out
Inc,Time (hrs),Calculated hydrograph:
     0,     0.000,    0.0000
     1,     0.500,    0.0000
     2,     1.000,    0.0000
     3,     1.500,    0.0000
     4,     2.000,    0.0000
     5,     2.500,    0.0000
     6,     3.000,    0.0000
     7,     3.500,    0.0000
     8,     4.000,    0.0000
     9,     4.500,    0.0000
    10,     5.000,    0.0000
    11,     5.500,    0.0000
    12,     6.000,    0.0000
    13,     6.500,    0.0000
    14,     7.000,    0.0000
    15,     7.500,    0.0000
    16,     8.000,    0.0000
    17,     8.500,    0.0000
    18,     9.000,    0.0000
    19,     9.500,    0.0000
    20,    10.000,    0.0000
    21,    10.500,    0.0000
    22,    11.000,    0.0000
    23,    11.500,    0.0000
    24,    12.000,    0.0000
    25,    12.500,    0.0000
    26,    13.000,    0.0000
    27,    13.500,    0.0000
    28,    14.000,    0.0000
    29,    14.500,    0.0000
    30,    15.000,    0.0000
    31,    15.500,    0.0000
    32,    16.000,    0.0000
    33,    16.500,    0.0000
    34,    17.000,    0.0000
    35,    17.500,    0.0000
    36,    18.000,    0.0000
    37,    18.500,    0.0000
    38,    19.000,    0.0000
    39,    19.500,    0.0000
    40,    20.000,    0.0000
    41,    20.500,    0.0000
    42,    21.000,    0.0000
    43,    21.500,    0.0000
    44,    22.000,    0.0000
    45,    22.500,    0.0000
    46,    23.000,    0.0000
    47,    23.500,    0.0000
    48,    24.000,    0.0000
    49,    24.500,    0.0000
    50,    25.000,    0.0000
    51,    25.500,    0.0000
    52,    26.000,    0.0000
    53,    26.500,    0.0000
    54,    27.000,    0.0000
    55,    27.500,    0.2656
    56,    28.000,    2.1709
    57,    28.500,    7.0970
    58,    29.000,   15.3182
    59,    29.500,   27.6390
    60,    30.000,   42.8904
    61,    30.500,   56.7079
    62,    31.000,   67.7243
    63,    31.500,   77.2966
    64,    32.000,   85.3107
    65,    32.500,   91.5409
    66,    33.000,   95.6959
    67,    33.500,   96.3183
    68,    34.000,   93.1273
    69,    34.500,   88.4778
    70,    35.000,   85.0436
    71,    35.500,   83.6618
    72,    36.000,   83.3635
    73,    36.500,   82.1595
    74,    37.000,   78.5172
    75,    37.500,   72.8601
    76,    38.000,   66.3999
    77,    38.500,   59.8162
    78,    39.000,   53.4380
    79,    39.500,   47.4412
    80,    40.000,   41.9264
    81,    40.500,   36.9420
    82,    41.000,   32.4950
    83,    41.500,   28.5662
    84,    42.000,   25.1206
    85,    42.500,   22.1116
    86,    43.000,   19.4893
    87,    43.500,   17.2064
    88,    44.000,   15.2193
    89,    44.500,   13.4888
    90,    45.000,   11.9822
    91,    45.500,   10.6704
    92,    46.000,    9.5254
    93,    46.500,    8.5235
    94,    47.000,    7.6446
    95,    47.500,    6.8716
    96,    48.000,    6.1904
    97,    48.500,    5.5885
    98,    49.000,    5.0556
    99,    49.500,    4.5827
   100,    50.000,    4.1621
   101,    50.500,    3.7872
   102,    51.000,    3.4524
   103,    51.500,    3.1526
   104,    52.000,    2.8838
   105,    52.500,    2.6422
   106,    53.000,    2.4246
   107,    53.500,    2.2284
   108,    54.000,    2.0510
   109,    54.500,    1.8904
   110,    55.000,    1.7447
   111,    55.500,    1.6124
   112,    56.000,    1.4920
   113,    56.500,    1.3823
   114,    57.000,    1.2822
   115,    57.500,    1.1907
   116,    58.000,    1.1070
   117,    58.500,    1.0303
   118,    59.000,    0.9598
   119,    59.500,    0.8952
   120,    60.000,    0.8357
   121,    60.500,    0.7809
   122,    61.000,    0.7303
   123,    61.500,    0.6837
   124,    62.000,    0.6406
   125,    62.500,    0.6007
   126,    63.000,    0.5638
   127,    63.500,    0.5296
   128,    64.000,    0.4978
   129,    64.500,    0.4683
   130,    65.000,    0.4409
   131,    65.500,    0.4154
   132,    66.000,    0.3917
   133,    66.500,    0.3695
   134,    67.000,    0.3489
   135,    67.500,    0.3296
   136,    68.000,    0.3116
   137,    68.500,    0.2948
   138,    69.000,    0.2790
   139,    69.500,    0.2643
   140,    70.000,    0.2504
   141,    70.500,    0.2375
   142,    71.000,    0.2253
   143,    71.500,    0.2139
   144,    72.000,    0.2031
   145,    72.500,    0.1931
   146,    73.000,    0.1836
   147,    73.500,    0.1746
   148,    74.000,    0.1662
   149,    74.500,    0.1583
   150,    75.000,    0.1508
   151,    75.500,    0.1437
   152,    76.000,    0.1370
   153,    76.500,    0.1307
   154,    77.000,    0.1248
   155,    77.500,    0.1191
   156,    78.000,    0.1138
   157,    78.500,    0.1088
   158,    79.000,    0.1040
   159,    79.500,    0.0995
   160,    80.000,    0.0952
   161,    80.500,    0.0911
   162,    81.000,    0.0872
   163,    81.500,    0.0835
   164,    82.000,    0.0801
   165,    82.500,    0.0767
   166,    83.000,    0.0736
   167,    83.500,    0.0706
   168,    84.000,    0.0677
   169,    84.500,    0.0650
   170,    85.000,    0.0625
   171,    85.500,    0.0600
   172,    86.000,    0.0576
   173,    86.500,    0.0554
   174,    87.000,    0.0533
   175,    87.500,    0.0512
   176,    88.000,    0.0493
   177,    88.500,    0.0474
   178,    89.000,    0.0457
   179,    89.500,    0.0440
   180,    90.000,    0.0424
   181,    90.500,    0.0408
   182,    91.000,    0.0393
   183,    91.500,    0.0379
   184,    92.000,    0.0366
   185,    92.500,    0.0353
   186,    93.000,    0.0340
   187,    93.500,    0.0328
   188,    94.000,    0.0317
   189,    94.500,    0.0306
   190,    95.000,    0.0296
   191,    95.500,    0.0285
   192,    96.000,    0.0276
   193,    96.500,    0.0267
   194,    97.000,    0.0258
   195,    97.500,    0.0249
   196,    98.000,    0.0241
   197,    98.500,    0.0233
   198,    99.000,    0.0226
   199,    99.500,    0.0218
   200,   100.000,    0.0211
   201,   100.500,    0.0205
   202,   101.000,    0.0198
   203,   101.500,    0.0192
   204,   102.000,    0.0186
   205,   102.500,    0.0180
   206,   103.000,    0.0175
   207,   103.500,    0.0169
   208,   104.000,    0.0164
   209,   104.500,    0.0159
   210,   105.000,    0.0154
   211,   105.500,    0.0150
   212,   106.000,    0.0145
   213,   106.500,    0.0141
   214,   107.000,    0.0137
   215,   107.500,    0.0133
   216,   108.000,    0.0129
   217,   108.500,    0.0125
   218,   109.000,    0.0122
   219,   109.500,    0.0118
   220,   110.000,    0.0115
   221,   110.500,    0.0112
   222,   111.000,    0.0108
   223,   111.500,    0.0105
   224,   112.000,    0.0102
   225,   112.500,    0.0100
   226,   113.000,    0.0097
   227,   113.500,    0.0094
   228,   114.000,    0.0092
   229,   114.500,    0.0089
   230,   115.000,    0.0087
   231,   115.500,    0.0084
   232,   116.000,    0.0082
   233,   116.500,    0.0080
   234,   117.000,    0.0078
   235,   117.500,    0.0076
   236,   118.000,    0.0074
   237,   118.500,    0.0072
   238,   119.000,    0.0070
   239,   119.500,    0.0068
   240,   120.000,    0.0067
   241,   120.500,    0.0065
   242,   121.000,    0.0063
   243,   121.500,    0.0062
   244,   122.000,    0.0060
   245,   122.500,    0.0059
   246,   123.000,    0.0057
   247,   123.500,    0.0056
   248,   124.000,    0.0054
   249,   124.500,    0.0053
   250,   125.000,    0.0052
   251,   125.500,    0.0051
   252,   126.000,    0.0049
   253,   126.500,    0.0048
   254,   127.000,    0.0047
   255,   127.500,    0.0046
   256,   128.000,    0.0045
   257,   128.500,    0.0044
   258,   129.000,    0.0043
   259,   129.500,    0.0042
   260,   130.000,    0.0041
   261,   130.500,    0.0040
   262,   131.000,    0.0039
   263,   131.500,    0.0038
   264,   132.000,    0.0037
   265,   132.500,    0.0036
   266,   133.000,    0.0036
   267,   133.500,    0.0035
   268,   134.000,    0.0034
   269,   134.500,    0.0033
   270,   135.000,    0.0032
   271,   135.500,    0.0032
   272,   136.000,    0.0031
   273,   136.500,    0.0030
   274,   137.000,    0.0030
   275,   137.500,    0.0029
   276,   138.000,    0.0028
   277,   138.500,    0.0028
   278,   139.000,    0.0027
   279,   139.500,    0.0027
   280,   140.000,    0.0026
   281,   140.500,    0.0026
   282,   141.000,    0.0025
   283,   141.500,    0.0025
   284,   142.000,    0.0024
   285,   142.500,    0.0024
   286,   143.000,    0.0023
   287,   143.500,    0.0023
   288,   144.000,    0.0022
   289,   144.500,    0.0022
   290,   145.000,    0.0021
   291,   145.500,    0.0021
   292,   146.000,    0.0020
   293,   146.500,    0.0020
   294,   147.000,    0.0020
   295,   147.500,    0.0019
   296,   148.000,    0.0019
   297,   148.500,    0.0018
   298,   149.000,    0.0018
   299,   149.500,    0.0018
   300,   150.000,    0.0017
