"Time (h) ","All 1D Domains:","H V In      ","H V Out     ","Q V In      ","Q V Out     ","QR V In     ","QR V Out    ","X1DH V In   ","X1DH V Out  ","X1DQ V In   ","X1DQ V Out  ","SX2D V In   ","SX2D V Out  ","HX2D V In   ","HX2D V Out  ","Q2D V In    ","Q2D V Out   ","Vol In-Out  ","dVol        ","Vol Err     ","Q ME (%)    ","Total Vol   ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , 0.5100369    , 0.2853300E-01,  0.000000    , 0.1193677    ,  4.895897    ,  0.000000    ,  5.258033    ,  5.252840    ,-0.5192386E-02,-0.9349190E-01,  5.252840    ,  5.553834    ,-0.5192386E-02,-0.9349190E-01,-0.9349190E-01
         0.033,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.135715    , 0.1621129    ,  0.000000    ,  3.132642    ,  14.75596    ,  0.000000    ,  12.59692    ,  12.59673    ,-0.1920937E-03,-0.1001195E-02,  17.84957    ,  24.74027    ,-0.5384479E-02,-0.2176403E-01,-0.2176403E-01
         0.050,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.615580    ,  0.000000    ,  0.000000    ,  6.553327    ,  24.98802    ,  0.000000    ,  20.05028    ,  20.05267    , 0.2389761E-02, 0.7207426E-02,  37.90224    ,  57.89720    ,-0.2994718E-02,-0.5172475E-02,-0.5172475E-02
         0.067,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  16.23699    ,  13.65297    ,  0.000000    ,  15.00678    ,  35.11807    ,  0.000000    ,  22.69531    ,  22.69794    , 0.2630129E-02, 0.3287053E-02,  60.60018    ,  137.9120    ,-0.3645892E-03,-0.2643636E-03,-0.2643636E-03
         0.083,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.501952    , 0.7698092    ,  0.000000    ,  26.86433    ,  45.23856    ,  0.000000    ,  22.10637    ,  22.10764    , 0.1269259E-02, 0.1640407E-02,  82.70782    ,  215.2867    , 0.9046701E-03, 0.4202165E-03, 0.4202165E-03
         0.100,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6.660908    ,  1.193163    ,  0.000000    ,  41.11545    ,  64.80920    ,  0.000000    ,  29.16150    ,  29.16432    , 0.2817878E-02, 0.2476630E-02,  111.8721    ,  329.0654    , 0.3722548E-02, 0.1131249E-02, 0.1131249E-02
         0.117,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9.872434    ,  1.879992    ,  0.000000    ,  64.16356    ,  94.21311    ,  0.000000    ,  38.04199    ,  38.04773    , 0.5740264E-02, 0.3374064E-02,  149.9199    ,  499.1945    , 0.9462812E-02, 0.1895616E-02, 0.1895616E-02
         0.133,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  13.48512    ,  2.694721    ,  0.000000    ,  93.21571    ,  123.9536    ,  0.000000    ,  41.52831    ,  41.53091    , 0.2599809E-02, 0.1114128E-02,  191.4508    ,  732.5437    , 0.1206262E-01, 0.1646676E-02, 0.1646676E-02
         0.150,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  18.63806    ,  3.646369    ,  0.000000    ,  123.8147    ,  153.3185    ,  0.000000    ,  44.49550    ,  44.49815    , 0.2655495E-02, 0.8868867E-03,  235.9489    ,  1031.961    , 0.1471812E-01, 0.1426228E-02, 0.1426228E-02
