"","Time","OC_001 Status","OC_001 Trigger1","OC_001 Trigger2","OC_001 Flow"
      45,          0.733333,"Off         ",           0.000000,           2.000000,              0.000
      46,          0.750000,"Off         ",           0.000000,           2.000000,              0.000
      47,          0.766667,"Off         ",           0.000000,           2.000000,              0.000
      48,          0.783333,"Off         ",           0.053661,           2.000000,              0.000
      49,          0.800000,"Off         ",           0.220890,           2.000000,              0.000
      50,          0.816667,"Off         ",           0.415447,           2.000000,              0.000
      51,          0.833333,"Off         ",           0.630772,           2.000000,              0.000
      52,          0.850000,"Off         ",           0.851490,           2.000000,              0.000
      53,          0.866667,"Off         ",           1.053455,           2.000000,              0.000
      54,          0.883333,"Off         ",           1.228123,           2.000000,              0.000
      55,          0.900000,"Off         ",           1.373783,           2.000000,              0.000
      56,          0.916667,"Off         ",           1.494839,           2.000000,              0.000
      57,          0.933333,"Starting    ",           1.596226,           2.000000,              0.095
      58,          0.950000,"Starting    ",           1.681797,           2.004280,              0.195
      59,          0.966667,"Starting    ",           1.754978,           2.063068,              0.295
      60,          0.983333,"Starting    ",           1.819035,           2.139782,              0.395
      61,          1.000000,"Starting    ",           1.876255,           2.216755,              0.495
      62,          1.016667,"Starting    ",           1.927509,           2.287655,              0.595
      63,          1.033333,"Starting    ",           1.973598,           2.352116,              0.695
      64,          1.050000,"Starting    ",           2.015690,           2.411640,              0.795
      65,          1.066667,"Starting    ",           2.056000,           2.471012,              0.895
      66,          1.083333,"Starting    ",           2.095619,           2.529453,              0.995
      67,          1.100000,"Constant    ",           2.132763,           2.584782,              1.000
      68,          1.116667,"Constant    ",           2.167240,           2.634766,              1.000
      69,          1.133333,"Constant    ",           2.199181,           2.681919,              1.000
      70,          1.150000,"Constant    ",           2.228798,           2.726505,              1.000
      71,          1.166667,"Constant    ",           2.255718,           2.767567,              1.000
      72,          1.183333,"Constant    ",           2.280308,           2.804066,              1.000
      73,          1.200000,"Constant    ",           2.302292,           2.835758,              1.000
      74,          1.216667,"Constant    ",           2.321800,           2.863392,              1.000
      75,          1.233333,"Constant    ",           2.338894,           2.893604,              1.000
      76,          1.250000,"Constant    ",           2.353649,           2.927471,              1.000
      77,          1.266667,"Constant    ",           2.366161,           2.956135,              1.000
      78,          1.283333,"Constant    ",           2.376492,           2.988239,              1.000
      79,          1.300000,"Stopping    ",           2.385025,           3.015957,              0.940
      80,          1.316667,"Stopping    ",           2.391705,           3.043041,              0.840
      81,          1.333333,"Stopping    ",           2.396351,           3.065067,              0.740
      82,          1.350000,"Stopping    ",           2.398922,           3.085369,              0.640
      83,          1.366667,"Stopping    ",           2.399300,           3.101421,              0.540
      84,          1.383333,"Stopping    ",           2.397572,           3.115948,              0.440
      85,          1.400000,"Stopping    ",           2.393715,           3.125950,              0.340
      86,          1.416667,"Stopping    ",           2.387802,           3.134914,              0.240
      87,          1.433333,"Stopping    ",           2.379879,           3.139080,              0.140
      88,          1.450000,"Stopping    ",           2.369877,           3.142712,              0.040
      89,          1.466667,"Off         ",           2.357601,           3.141811,              0.000
      90,          1.483333,"Off         ",           2.343174,           3.143063,              0.000
      91,          1.500000,"Off         ",           2.326725,           3.141819,              0.000
      92,          1.516667,"Off         ",           2.308315,           3.143154,              0.000
      93,          1.533333,"Off         ",           2.288021,           3.141933,              0.000
      94,          1.550000,"Off         ",           2.265877,           3.143112,              0.000
      95,          1.566667,"Off         ",           2.241947,           3.142010,              0.000
      96,          1.583333,"Off         ",           2.216320,           3.142956,              0.000
      97,          1.600000,"Off         ",           2.189274,           3.142120,              0.000
      98,          1.616667,"Off         ",           2.161053,           3.142826,              0.000
      99,          1.633333,"Off         ",           2.131943,           3.142288,              0.000
     100,          1.650000,"Off         ",           2.101982,           3.142727,              0.000
     101,          1.666667,"Off         ",           2.071209,           3.142483,              0.000
     102,          1.683333,"Off         ",           2.039547,           3.142548,              0.000
     103,          1.700000,"Off         ",           2.007046,           3.142612,              0.000
     104,          1.716667,"Off         ",           1.973637,           3.142319,              0.000
     105,          1.733333,"Off         ",           1.939205,           3.142719,              0.000
     106,          1.750000,"Off         ",           1.903576,           3.142200,              0.000
     107,          1.766667,"Off         ",           1.866329,           3.142872,              0.000
     108,          1.783333,"Off         ",           1.827560,           3.142056,              0.000
     109,          1.800000,"Off         ",           1.787067,           3.142975,              0.000
     110,          1.816667,"Off         ",           1.744637,           3.141964,              0.000
     111,          1.833333,"Off         ",           1.700008,           3.143055,              0.000
     112,          1.850000,"Off         ",           1.652714,           3.141956,              0.000
     113,          1.866667,"Off         ",           1.602238,           3.143101,              0.000
     114,          1.883333,"Off         ",           1.548157,           3.141987,              0.000
     115,          1.900000,"Off         ",           1.490070,           3.143032,              0.000
     116,          1.916667,"Off         ",           1.427483,           3.142029,              0.000
     117,          1.933333,"Off         ",           1.360191,           3.142948,              0.000
     118,          1.950000,"Off         ",           1.288273,           3.142082,              0.000
     119,          1.966667,"Off         ",           1.210827,           3.142864,              0.000
     120,          1.983333,"Off         ",           1.126732,           3.142254,              0.000
     121,          2.000000,"Off         ",           1.035473,           3.142750,              0.000
     122,          2.016667,"Off         ",           0.935368,           3.142437,              0.000
     123,          2.033334,"Off         ",           0.827335,           3.142548,              0.000
     124,          2.050000,"Off         ",           0.710377,           3.142525,              0.000
     125,          2.066667,"Off         ",           0.587524,           3.142387,              0.000
     126,          2.083333,"Off         ",           0.463150,           3.142666,              0.000
     127,          2.100000,"Off         ",           0.336185,           3.142277,              0.000
     128,          2.116667,"Off         ",           0.210461,           3.142818,              0.000
     129,          2.133333,"Off         ",           0.087467,           3.142162,              0.000
     130,          2.150000,"Off         ",           0.000000,           3.142925,              0.000
     131,          2.166667,"Off         ",           0.000000,           3.142063,              0.000
     132,          2.183333,"Off         ",           0.000000,           3.142971,              0.000
     133,          2.200000,"Off         ",           0.000000,           3.142036,              0.000
     134,          2.216667,"Off         ",           0.000000,           3.142986,              0.000
     135,          2.233333,"Off         ",           0.000000,           3.142033,              0.000
     136,          2.250000,"Off         ",           0.000000,           3.143005,              0.000
     137,          2.266667,"Off         ",           0.000000,           3.142021,              0.000
     138,          2.283334,"Off         ",           0.000000,           3.142948,              0.000
     139,          2.300000,"Off         ",           0.000000,           3.142109,              0.000
     140,          2.316667,"Off         ",           0.000000,           3.142891,              0.000
     141,          2.333333,"Off         ",           0.000000,           3.142269,              0.000
     142,          2.350000,"Off         ",           0.000000,           3.142769,              0.000
     143,          2.366667,"Off         ",           0.000000,           3.142376,              0.000
     144,          2.383333,"Off         ",           0.000000,           3.142605,              0.000
     145,          2.400000,"Off         ",           0.000000,           3.142445,              0.000
     146,          2.416667,"Off         ",           0.000000,           3.142467,              0.000
     147,          2.433333,"Off         ",           0.000000,           3.142590,              0.000
     148,          2.450000,"Off         ",           0.000000,           3.142357,              0.000
     149,          2.466667,"Off         ",           0.000000,           3.142765,              0.000
     150,          2.483333,"Off         ",           0.000000,           3.142220,              0.000
     151,          2.500000,"Off         ",           0.000000,           3.142860,              0.000
     152,          2.516667,"Off         ",           0.000000,           3.142124,              0.000
     153,          2.533334,"Off         ",           0.000000,           3.142891,              0.000
     154,          2.550000,"Off         ",           0.000000,           3.142090,              0.000
     155,          2.566667,"Off         ",           0.000000,           3.142971,              0.000
     156,          2.583333,"Off         ",           0.000000,           3.142071,              0.000
     157,          2.600000,"Off         ",           0.000000,           3.142990,              0.000
     158,          2.616667,"Off         ",           0.000000,           3.142078,              0.000
     159,          2.633333,"Off         ",           0.000000,           3.142933,              0.000
     160,          2.650000,"Off         ",           0.000000,           3.142139,              0.000
     161,          2.666667,"Off         ",           0.000000,           3.142860,              0.000
     162,          2.683333,"Off         ",           0.000000,           3.142242,              0.000
     163,          2.700000,"Off         ",           0.000000,           3.142757,              0.000
     164,          2.716667,"Off         ",           0.000000,           3.142303,              0.000
     165,          2.733334,"Off         ",           0.000000,           3.142635,              0.000
     166,          2.750000,"Off         ",           0.000000,           3.142406,              0.000
     167,          2.766667,"Off         ",           0.000000,           3.142513,              0.000
     168,          2.783334,"Off         ",           0.000000,           3.142590,              0.000
     169,          2.800000,"Off         ",           0.000000,           3.142410,              0.000
     170,          2.816667,"Off         ",           0.000000,           3.142723,              0.000
     171,          2.833333,"Off         ",           0.000000,           3.142296,              0.000
     172,          2.850000,"Off         ",           0.000000,           3.142769,              0.000
     173,          2.866667,"Off         ",           0.000000,           3.142204,              0.000
     174,          2.883333,"Off         ",           0.000000,           3.142838,              0.000
     175,          2.900000,"Off         ",           0.000000,           3.142139,              0.000
     176,          2.916667,"Off         ",           0.000000,           3.142925,              0.000
     177,          2.933333,"Off         ",           0.000000,           3.142109,              0.000
     178,          2.950000,"Off         ",           0.000000,           3.142941,              0.000
     179,          2.966667,"Off         ",           0.000000,           3.142097,              0.000
     180,          2.983334,"Off         ",           0.000000,           3.142891,              0.000
     181,          3.000000,"Off         ",           0.000000,           3.142155,              0.000
