"EG05_018 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG05_018.tcf]","Time (h)","GWh1 Loc1_P [EG05_018]","GWh1 Loc8_P [EG05_018]","GWh1 Loc10_P [EG05_018]","GWh1 Loc4_P [EG05_018]"
        1267,      -50.900002,         38.8089,         35.9714,         42.2559,         40.4175
        1268,      -50.883331,         38.8089,         35.9714,         42.2559,         40.4175
        1269,      -50.866669,         38.8089,         35.9714,         42.2559,         40.4175
        1270,      -50.849998,         38.8089,         35.9714,         42.2559,         40.4175
        1271,      -50.833336,         38.8089,         35.9714,         42.2559,         40.4175
        1272,      -50.816666,         38.8089,         35.9714,         42.2559,         40.4175
        1273,      -50.799999,         38.8089,         35.9714,         42.2559,         40.4175
        1274,      -50.783333,         38.8089,         35.9714,         42.2559,         40.4175
        1275,      -50.766666,         38.8089,         35.9714,         42.2559,         40.4175
        1276,      -50.750000,         38.8089,         35.9714,         42.2559,         40.4175
        1277,      -50.733334,         38.8089,         35.9714,         42.2559,         40.4175
        1278,      -50.716667,         38.8089,         35.9714,         42.2559,         40.4175
        1279,      -50.700001,         38.8089,         35.9714,         42.2559,         40.4175
        1280,      -50.683334,         38.8089,         35.9714,         42.2559,         40.4175
        1281,      -50.666664,         38.8089,         35.9714,         42.2559,         40.4175
        1282,      -50.650002,         38.8089,         35.9714,         42.2559,         40.4175
        1283,      -50.633331,         38.8089,         35.9714,         42.2559,         40.4175
        1284,      -50.616669,         38.8089,         35.9714,         42.2559,         40.4175
        1285,      -50.599998,         38.8089,         35.9714,         42.2559,         40.4175
        1286,      -50.583336,         38.8089,         35.9714,         42.2559,         40.4175
        1287,      -50.566666,         38.8089,         35.9714,         42.2559,         40.4175
        1288,      -50.549999,         38.8089,         35.9714,         42.2559,         40.4175
        1289,      -50.533333,         38.8089,         35.9714,         42.2559,         40.4175
        1290,      -50.516666,         38.8089,         35.9714,         42.2559,         40.4175
        1291,      -50.500000,         38.8089,         35.9714,         42.2559,         40.4175
        1292,      -50.483334,         38.8089,         35.9714,         42.2559,         40.4175
        1293,      -50.466667,         38.8089,         35.9714,         42.2559,         40.4175
        1294,      -50.450001,         38.8089,         35.9714,         42.2559,         40.4175
        1295,      -50.433334,         38.8089,         35.9714,         42.2559,         40.4175
        1296,      -50.416664,         38.8089,         35.9714,         42.2559,         40.4175
        1297,      -50.400002,         38.8089,         35.9714,         42.2559,         40.4175
        1298,      -50.383331,         38.8089,         35.9714,         42.2559,         40.4175
        1299,      -50.366669,         38.8089,         35.9714,         42.2559,         40.4175
        1300,      -50.349998,         38.8089,         35.9714,         42.2559,         40.4175
        1301,      -50.333336,         38.8089,         35.9714,         42.2559,         40.4175
        1302,      -50.316666,         38.8089,         35.9714,         42.2559,         40.4175
        1303,      -50.299999,         38.8089,         35.9714,         42.2559,         40.4175
        1304,      -50.283333,         38.8089,         35.9714,         42.2559,         40.4175
        1305,      -50.266666,         38.8089,         35.9714,         42.2559,         40.4175
        1306,      -50.250000,         38.8089,         35.9714,         42.2559,         40.4175
        1307,      -50.233334,         38.8089,         35.9714,         42.2559,         40.4175
        1308,      -50.216667,         38.8089,         35.9714,         42.2559,         40.4175
        1309,      -50.200001,         38.8089,         35.9714,         42.2559,         40.4175
        1310,      -50.183334,         38.8089,         35.9714,         42.2559,         40.4175
        1311,      -50.166664,         38.8089,         35.9714,         42.2559,         40.4175
        1312,      -50.150002,         38.8089,         35.9714,         42.2559,         40.4175
        1313,      -50.133331,         38.8089,         35.9714,         42.2559,         40.4175
        1314,      -50.116669,         38.8089,         35.9714,         42.2559,         40.4175
        1315,      -50.099998,         38.8089,         35.9714,         42.2559,         40.4175
        1316,      -50.083336,         38.8089,         35.9714,         42.2559,         40.4175
        1317,      -50.066666,         38.8089,         35.9714,         42.2559,         40.4175
        1318,      -50.049999,         38.8089,         35.9714,         42.2559,         40.4175
        1319,      -50.033333,         38.8089,         35.9714,         42.2559,         40.4175
        1320,      -50.016666,         38.8089,         35.9714,         42.2559,         40.4175
        1321,      -50.000000,         38.8089,         35.9714,         42.2559,         40.4175
        1322,      -49.983334,         38.8089,         35.9714,         42.2559,         40.4175
        1323,      -49.966667,         38.8089,         35.9714,         42.2559,         40.4175
        1324,      -49.950001,         38.8089,         35.9714,         42.2559,         40.4175
        1325,      -49.933334,         38.8089,         35.9714,         42.2559,         40.4175
        1326,      -49.916664,         38.8089,         35.9714,         42.2559,         40.4175
        1327,      -49.900002,         38.8089,         35.9714,         42.2559,         40.4175
        1328,      -49.883331,         38.8089,         35.9714,         42.2559,         40.4175
        1329,      -49.866669,         38.8089,         35.9714,         42.2559,         40.4175
        1330,      -49.849998,         38.8089,         35.9714,         42.2559,         40.4175
        1331,      -49.833336,         38.8089,         35.9714,         42.2559,         40.4175
        1332,      -49.816666,         38.8089,         35.9714,         42.2559,         40.4176
        1333,      -49.799999,         38.8089,         35.9714,         42.2559,         40.4176
        1334,      -49.783333,         38.8089,         35.9714,         42.2559,         40.4176
        1335,      -49.766666,         38.8089,         35.9714,         42.2559,         40.4176
        1336,      -49.750000,         38.8089,         35.9714,         42.2559,         40.4176
        1337,      -49.733334,         38.8089,         35.9714,         42.2559,         40.4176
        1338,      -49.716667,         38.8089,         35.9714,         42.2559,         40.4176
        1339,      -49.700001,         38.8089,         35.9714,         42.2559,         40.4176
        1340,      -49.683334,         38.8089,         35.9714,         42.2559,         40.4176
        1341,      -49.666664,         38.8089,         35.9714,         42.2559,         40.4176
        1342,      -49.650002,         38.8089,         35.9714,         42.2559,         40.4177
        1343,      -49.633331,         38.8089,         35.9714,         42.2559,         40.4177
        1344,      -49.616669,         38.8089,         35.9714,         42.2559,         40.4177
        1345,      -49.599998,         38.8089,         35.9714,         42.2559,         40.4177
        1346,      -49.583336,         38.8089,         35.9714,         42.2559,         40.4177
        1347,      -49.566666,         38.8089,         35.9714,         42.2559,         40.4178
        1348,      -49.549999,         38.8089,         35.9714,         42.2559,         40.4178
        1349,      -49.533333,         38.8089,         35.9714,         42.2559,         40.4178
        1350,      -49.516666,         38.8089,         35.9714,         42.2559,         40.4178
        1351,      -49.500000,         38.8089,         35.9714,         42.2559,         40.4179
        1352,      -49.483334,         38.8089,         35.9714,         42.2559,         40.4179
        1353,      -49.466667,         38.8089,         35.9714,         42.2559,         40.4179
        1354,      -49.450001,         38.8089,         35.9714,         42.2559,         40.4179
        1355,      -49.433334,         38.8089,         35.9714,         42.2559,         40.4180
        1356,      -49.416664,         38.8089,         35.9714,         42.2559,         40.4180
        1357,      -49.400002,         38.8089,         35.9714,         42.2559,         40.4180
        1358,      -49.383331,         38.8089,         35.9714,         42.2559,         40.4181
        1359,      -49.366669,         38.8089,         35.9714,         42.2559,         40.4181
        1360,      -49.349998,         38.8089,         35.9714,         42.2559,         40.4181
        1361,      -49.333336,         38.8089,         35.9714,         42.2559,         40.4182
        1362,      -49.316666,         38.8089,         35.9714,         42.2559,         40.4182
        1363,      -49.299999,         38.8089,         35.9714,         42.2559,         40.4183
        1364,      -49.283333,         38.8089,         35.9714,         42.2559,         40.4183
        1365,      -49.266666,         38.8089,         35.9714,         42.2559,         40.4183
        1366,      -49.250000,         38.8089,         35.9714,         42.2559,         40.4184
        1367,      -49.233334,         38.8089,         35.9714,         42.2559,         40.4184
        1368,      -49.216667,         38.8089,         35.9714,         42.2559,         40.4185
        1369,      -49.200001,         38.8089,         35.9714,         42.2559,         40.4185
        1370,      -49.183334,         38.8089,         35.9714,         42.2559,         40.4186
        1371,      -49.166664,         38.8089,         35.9714,         42.2559,         40.4186
        1372,      -49.150002,         38.8089,         35.9714,         42.2559,         40.4187
        1373,      -49.133331,         38.8089,         35.9714,         42.2559,         40.4187
        1374,      -49.116669,         38.8089,         35.9714,         42.2559,         40.4188
        1375,      -49.099998,         38.8089,         35.9714,         42.2559,         40.4188
        1376,      -49.083336,         38.8089,         35.9714,         42.2559,         40.4189
        1377,      -49.066666,         38.8089,         35.9714,         42.2559,         40.4189
        1378,      -49.049999,         38.8089,         35.9714,         42.2559,         40.4190
        1379,      -49.033333,         38.8089,         35.9714,         42.2559,         40.4190
        1380,      -49.016666,         38.8089,         35.9714,         42.2559,         40.4191
        1381,      -49.000000,         38.8089,         35.9714,         42.2559,         40.4191
        1382,      -48.983334,         38.8089,         35.9714,         42.2559,         40.4192
        1383,      -48.966667,         38.8089,         35.9714,         42.2559,         40.4193
        1384,      -48.950001,         38.8089,         35.9714,         42.2559,         40.4193
        1385,      -48.933334,         38.8089,         35.9714,         42.2559,         40.4194
        1386,      -48.916664,         38.8089,         35.9714,         42.2559,         40.4195
        1387,      -48.900002,         38.8089,         35.9714,         42.2559,         40.4195
        1388,      -48.883331,         38.8089,         35.9714,         42.2559,         40.4196
        1389,      -48.866669,         38.8089,         35.9714,         42.2559,         40.4197
        1390,      -48.849998,         38.8089,         35.9714,         42.2559,         40.4197
        1391,      -48.833336,         38.8089,         35.9714,         42.2559,         40.4198
        1392,      -48.816666,         38.8089,         35.9714,         42.2559,         40.4199
        1393,      -48.799999,         38.8089,         35.9714,         42.2559,         40.4199
        1394,      -48.783333,         38.8089,         35.9714,         42.2559,         40.4200
        1395,      -48.766666,         38.8089,         35.9714,         42.2559,         40.4201
        1396,      -48.750000,         38.8089,         35.9714,         42.2559,         40.4202
        1397,      -48.733334,         38.8089,         35.9714,         42.2559,         40.4202
        1398,      -48.716667,         38.8089,         35.9714,         42.2559,         40.4203
        1399,      -48.700001,         38.8089,         35.9714,         42.2559,         40.4204
        1400,      -48.683334,         38.8089,         35.9714,         42.2559,         40.4205
        1401,      -48.666664,         38.8089,         35.9714,         42.2559,         40.4205
        1402,      -48.650002,         38.8089,         35.9714,         42.2559,         40.4206
        1403,      -48.633331,         38.8089,         35.9714,         42.2559,         40.4207
        1404,      -48.616669,         38.8089,         35.9714,         42.2559,         40.4208
        1405,      -48.599998,         38.8089,         35.9714,         42.2559,         40.4209
        1406,      -48.583336,         38.8089,         35.9714,         42.2559,         40.4210
        1407,      -48.566666,         38.8089,         35.9714,         42.2559,         40.4211
        1408,      -48.549999,         38.8089,         35.9714,         42.2559,         40.4211
        1409,      -48.533333,         38.8089,         35.9714,         42.2559,         40.4212
        1410,      -48.516666,         38.8089,         35.9714,         42.2559,         40.4213
        1411,      -48.500000,         38.8089,         35.9714,         42.2559,         40.4214
        1412,      -48.483334,         38.8089,         35.9714,         42.2559,         40.4215
        1413,      -48.466667,         38.8089,         35.9714,         42.2559,         40.4216
        1414,      -48.450001,         38.8089,         35.9714,         42.2559,         40.4217
        1415,      -48.433334,         38.8089,         35.9714,         42.2559,         40.4218
        1416,      -48.416664,         38.8089,         35.9714,         42.2559,         40.4219
        1417,      -48.400002,         38.8089,         35.9714,         42.2559,         40.4220
        1418,      -48.383331,         38.8089,         35.9714,         42.2559,         40.4221
        1419,      -48.366669,         38.8089,         35.9714,         42.2559,         40.4222
        1420,      -48.349998,         38.8089,         35.9714,         42.2559,         40.4223
        1421,      -48.333336,         38.8089,         35.9714,         42.2559,         40.4224
        1422,      -48.316666,         38.8089,         35.9714,         42.2559,         40.4225
        1423,      -48.299999,         38.8089,         35.9714,         42.2559,         40.4226
        1424,      -48.283333,         38.8089,         35.9714,         42.2559,         40.4227
        1425,      -48.266666,         38.8089,         35.9714,         42.2559,         40.4228
        1426,      -48.250000,         38.8089,         35.9714,         42.2559,         40.4229
        1427,      -48.233334,         38.8089,         35.9714,         42.2559,         40.4230
        1428,      -48.216667,         38.8089,         35.9714,         42.2559,         40.4231
        1429,      -48.200001,         38.8089,         35.9714,         42.2559,         40.4232
        1430,      -48.183334,         38.8089,         35.9714,         42.2559,         40.4233
        1431,      -48.166664,         38.8089,         35.9714,         42.2559,         40.4234
        1432,      -48.150002,         38.8089,         35.9714,         42.2559,         40.4236
        1433,      -48.133331,         38.8089,         35.9714,         42.2559,         40.4237
        1434,      -48.116669,         38.8089,         35.9714,         42.2559,         40.4238
        1435,      -48.099998,         38.8089,         35.9714,         42.2559,         40.4239
        1436,      -48.083336,         38.8089,         35.9714,         42.2559,         40.4240
        1437,      -48.066666,         38.8089,         35.9714,         42.2559,         40.4241
        1438,      -48.049999,         38.8089,         35.9714,         42.2559,         40.4243
        1439,      -48.033333,         38.8089,         35.9714,         42.2559,         40.4244
        1440,      -48.016666,         38.8089,         35.9714,         42.2559,         40.4245
        1441,      -48.000000,         38.8089,         35.9714,         42.2559,         40.4246
        1442,      -47.983334,         38.8089,         35.9714,         42.2559,         40.4247
        1443,      -47.966667,         38.8089,         35.9714,         42.2559,         40.4249
        1444,      -47.950001,         38.8089,         35.9714,         42.2559,         40.4250
        1445,      -47.933334,         38.8089,         35.9714,         42.2559,         40.4251
        1446,      -47.916664,         38.8089,         35.9714,         42.2559,         40.4252
        1447,      -47.900002,         38.8089,         35.9714,         42.2559,         40.4254
        1448,      -47.883331,         38.8089,         35.9714,         42.2559,         40.4255
        1449,      -47.866669,         38.8089,         35.9714,         42.2559,         40.4256
        1450,      -47.849998,         38.8089,         35.9714,         42.2559,         40.4258
        1451,      -47.833336,         38.8089,         35.9714,         42.2559,         40.4259
        1452,      -47.816666,         38.8089,         35.9714,         42.2559,         40.4260
        1453,      -47.799999,         38.8089,         35.9714,         42.2559,         40.4262
        1454,      -47.783333,         38.8089,         35.9714,         42.2559,         40.4263
        1455,      -47.766666,         38.8089,         35.9714,         42.2559,         40.4264
        1456,      -47.750000,         38.8089,         35.9714,         42.2559,         40.4266
        1457,      -47.733334,         38.8089,         35.9714,         42.2559,         40.4267
        1458,      -47.716667,         38.8089,         35.9714,         42.2559,         40.4269
        1459,      -47.700001,         38.8089,         35.9714,         42.2559,         40.4270
        1460,      -47.683334,         38.8089,         35.9714,         42.2559,         40.4272
        1461,      -47.666664,         38.8089,         35.9714,         42.2559,         40.4273
        1462,      -47.650002,         38.8089,         35.9714,         42.2559,         40.4274
        1463,      -47.633331,         38.8089,         35.9714,         42.2559,         40.4276
        1464,      -47.616669,         38.8089,         35.9714,         42.2559,         40.4277
        1465,      -47.599998,         38.8089,         35.9714,         42.2559,         40.4279
        1466,      -47.583336,         38.8089,         35.9714,         42.2559,         40.4280
        1467,      -47.566666,         38.8089,         35.9714,         42.2559,         40.4282
        1468,      -47.549999,         38.8089,         35.9714,         42.2559,         40.4283
        1469,      -47.533333,         38.8089,         35.9714,         42.2559,         40.4285
        1470,      -47.516666,         38.8089,         35.9714,         42.2559,         40.4286
        1471,      -47.500000,         38.8089,         35.9714,         42.2559,         40.4288
        1472,      -47.483334,         38.8089,         35.9714,         42.2559,         40.4290
        1473,      -47.466667,         38.8089,         35.9714,         42.2559,         40.4291
        1474,      -47.450001,         38.8089,         35.9714,         42.2559,         40.4293
        1475,      -47.433334,         38.8089,         35.9714,         42.2559,         40.4294
        1476,      -47.416664,         38.8089,         35.9714,         42.2559,         40.4296
        1477,      -47.400002,         38.8089,         35.9714,         42.2559,         40.4298
        1478,      -47.383331,         38.8089,         35.9714,         42.2559,         40.4299
        1479,      -47.366669,         38.8089,         35.9714,         42.2559,         40.4301
        1480,      -47.349998,         38.8089,         35.9714,         42.2559,         40.4302
        1481,      -47.333336,         38.8089,         35.9714,         42.2559,         40.4304
        1482,      -47.316666,         38.8089,         35.9714,         42.2559,         40.4306
        1483,      -47.299999,         38.8089,         35.9714,         42.2559,         40.4308
        1484,      -47.283333,         38.8089,         35.9714,         42.2559,         40.4309
        1485,      -47.266666,         38.8089,         35.9714,         42.2559,         40.4311
        1486,      -47.250000,         38.8089,         35.9714,         42.2559,         40.4313
        1487,      -47.233334,         38.8089,         35.9714,         42.2559,         40.4314
        1488,      -47.216667,         38.8089,         35.9714,         42.2559,         40.4316
        1489,      -47.200001,         38.8089,         35.9714,         42.2559,         40.4318
        1490,      -47.183334,         38.8089,         35.9714,         42.2559,         40.4320
        1491,      -47.166664,         38.8089,         35.9714,         42.2559,         40.4322
        1492,      -47.150002,         38.8089,         35.9714,         42.2559,         40.4323
        1493,      -47.133331,         38.8089,         35.9714,         42.2559,         40.4325
        1494,      -47.116669,         38.8089,         35.9714,         42.2559,         40.4327
        1495,      -47.099998,         38.8089,         35.9714,         42.2559,         40.4329
        1496,      -47.083336,         38.8089,         35.9714,         42.2559,         40.4331
        1497,      -47.066666,         38.8089,         35.9714,         42.2559,         40.4333
        1498,      -47.049999,         38.8089,         35.9714,         42.2559,         40.4334
        1499,      -47.033333,         38.8089,         35.9714,         42.2559,         40.4336
        1500,      -47.016666,         38.8089,         35.9714,         42.2559,         40.4338
        1501,      -47.000000,         38.8089,         35.9714,         42.2559,         40.4340
        1502,      -46.983334,         38.8089,         35.9714,         42.2559,         40.4342
        1503,      -46.966667,         38.8089,         35.9714,         42.2559,         40.4344
        1504,      -46.950001,         38.8089,         35.9714,         42.2559,         40.4346
        1505,      -46.933334,         38.8089,         35.9714,         42.2559,         40.4348
        1506,      -46.916664,         38.8089,         35.9714,         42.2559,         40.4350
        1507,      -46.900002,         38.8089,         35.9714,         42.2559,         40.4352
        1508,      -46.883331,         38.8089,         35.9714,         42.2559,         40.4354
        1509,      -46.866669,         38.8089,         35.9714,         42.2559,         40.4356
        1510,      -46.849998,         38.8089,         35.9714,         42.2559,         40.4358
        1511,      -46.833336,         38.8089,         35.9714,         42.2559,         40.4360
        1512,      -46.816666,         38.8089,         35.9714,         42.2559,         40.4362
        1513,      -46.799999,         38.8089,         35.9714,         42.2559,         40.4364
        1514,      -46.783333,         38.8089,         35.9714,         42.2559,         40.4366
        1515,      -46.766666,         38.8089,         35.9714,         42.2559,         40.4369
        1516,      -46.750000,         38.8089,         35.9714,         42.2559,         40.4371
        1517,      -46.733334,         38.8089,         35.9714,         42.2559,         40.4373
        1518,      -46.716667,         38.8089,         35.9714,         42.2559,         40.4375
        1519,      -46.700001,         38.8089,         35.9714,         42.2559,         40.4377
        1520,      -46.683334,         38.8089,         35.9714,         42.2559,         40.4379
        1521,      -46.666664,         38.8089,         35.9714,         42.2559,         40.4382
        1522,      -46.650002,         38.8089,         35.9714,         42.2559,         40.4384
        1523,      -46.633331,         38.8089,         35.9714,         42.2559,         40.4386
        1524,      -46.616669,         38.8089,         35.9714,         42.2559,         40.4388
        1525,      -46.599998,         38.8089,         35.9714,         42.2559,         40.4391
        1526,      -46.583336,         38.8089,         35.9714,         42.2559,         40.4393
        1527,      -46.566666,         38.8089,         35.9714,         42.2559,         40.4395
        1528,      -46.549999,         38.8089,         35.9714,         42.2559,         40.4397
        1529,      -46.533333,         38.8089,         35.9714,         42.2559,         40.4400
        1530,      -46.516666,         38.8089,         35.9714,         42.2559,         40.4402
        1531,      -46.500000,         38.8089,         35.9714,         42.2559,         40.4405
        1532,      -46.483334,         38.8089,         35.9714,         42.2559,         40.4407
        1533,      -46.466667,         38.8089,         35.9714,         42.2559,         40.4409
        1534,      -46.450001,         38.8089,         35.9714,         42.2559,         40.4412
        1535,      -46.433334,         38.8089,         35.9714,         42.2559,         40.4414
        1536,      -46.416664,         38.8089,         35.9714,         42.2559,         40.4417
        1537,      -46.400002,         38.8089,         35.9714,         42.2559,         40.4419
        1538,      -46.383331,         38.8089,         35.9714,         42.2559,         40.4422
        1539,      -46.366669,         38.8089,         35.9714,         42.2559,         40.4424
        1540,      -46.349998,         38.8089,         35.9714,         42.2559,         40.4427
        1541,      -46.333336,         38.8089,         35.9714,         42.2559,         40.4429
        1542,      -46.316666,         38.8089,         35.9714,         42.2559,         40.4432
        1543,      -46.299999,         38.8089,         35.9714,         42.2559,         40.4434
        1544,      -46.283333,         38.8089,         35.9714,         42.2559,         40.4437
        1545,      -46.266666,         38.8089,         35.9714,         42.2559,         40.4440
        1546,      -46.250000,         38.8089,         35.9714,         42.2559,         40.4442
        1547,      -46.233334,         38.8089,         35.9714,         42.2559,         40.4445
        1548,      -46.216667,         38.8089,         35.9714,         42.2559,         40.4448
        1549,      -46.200001,         38.8089,         35.9714,         42.2559,         40.4450
        1550,      -46.183334,         38.8089,         35.9714,         42.2559,         40.4453
        1551,      -46.166664,         38.8089,         35.9714,         42.2559,         40.4456
        1552,      -46.150002,         38.8089,         35.9714,         42.2559,         40.4459
        1553,      -46.133331,         38.8089,         35.9714,         42.2559,         40.4461
        1554,      -46.116669,         38.8089,         35.9714,         42.2559,         40.4464
        1555,      -46.099998,         38.8089,         35.9714,         42.2559,         40.4467
        1556,      -46.083336,         38.8089,         35.9714,         42.2559,         40.4470
        1557,      -46.066666,         38.8089,         35.9714,         42.2559,         40.4473
        1558,      -46.049999,         38.8089,         35.9714,         42.2559,         40.4476
        1559,      -46.033333,         38.8089,         35.9714,         42.2559,         40.4479
        1560,      -46.016666,         38.8089,         35.9714,         42.2559,         40.4482
        1561,      -46.000000,         38.8089,         35.9714,         42.2559,         40.4485
        1562,      -45.983334,         38.8089,         35.9714,         42.2559,         40.4488
        1563,      -45.966667,         38.8089,         35.9714,         42.2559,         40.4491
        1564,      -45.950001,         38.8089,         35.9714,         42.2559,         40.4494
        1565,      -45.933334,         38.8089,         35.9714,         42.2559,         40.4497
        1566,      -45.916664,         38.8089,         35.9714,         42.2559,         40.4500
        1567,      -45.900002,         38.8089,         35.9714,         42.2559,         40.4503
        1568,      -45.883331,         38.8089,         35.9714,         42.2559,         40.4506
        1569,      -45.866669,         38.8089,         35.9714,         42.2559,         40.4509
        1570,      -45.849998,         38.8089,         35.9714,         42.2559,         40.4513
        1571,      -45.833336,         38.8089,         35.9714,         42.2559,         40.4516
        1572,      -45.816666,         38.8089,         35.9714,         42.2559,         40.4519
        1573,      -45.799999,         38.8089,         35.9714,         42.2559,         40.4522
        1574,      -45.783333,         38.8089,         35.9714,         42.2559,         40.4526
        1575,      -45.766666,         38.8089,         35.9714,         42.2559,         40.4529
        1576,      -45.750000,         38.8089,         35.9714,         42.2559,         40.4532
        1577,      -45.733334,         38.8089,         35.9714,         42.2559,         40.4536
        1578,      -45.716667,         38.8089,         35.9714,         42.2559,         40.4539
        1579,      -45.700001,         38.8089,         35.9714,         42.2559,         40.4543
        1580,      -45.683334,         38.8089,         35.9714,         42.2559,         40.4546
        1581,      -45.666664,         38.8089,         35.9714,         42.2559,         40.4550
        1582,      -45.650002,         38.8089,         35.9714,         42.2559,         40.4553
        1583,      -45.633331,         38.8089,         35.9714,         42.2559,         40.4557
        1584,      -45.616669,         38.8089,         35.9714,         42.2559,         40.4561
        1585,      -45.599998,         38.8089,         35.9714,         42.2559,         40.4564
        1586,      -45.583336,         38.8089,         35.9714,         42.2559,         40.4568
        1587,      -45.566666,         38.8089,         35.9714,         42.2559,         40.4572
        1588,      -45.549999,         38.8089,         35.9714,         42.2559,         40.4575
        1589,      -45.533333,         38.8089,         35.9714,         42.2559,         40.4579
        1590,      -45.516666,         38.8089,         35.9714,         42.2559,         40.4583
        1591,      -45.500000,         38.8089,         35.9714,         42.2559,         40.4587
        1592,      -45.483334,         38.8089,         35.9714,         42.2559,         40.4591
        1593,      -45.466667,         38.8089,         35.9714,         42.2559,         40.4594
        1594,      -45.450001,         38.8089,         35.9714,         42.2559,         40.4598
        1595,      -45.433334,         38.8089,         35.9714,         42.2559,         40.4602
        1596,      -45.416664,         38.8089,         35.9714,         42.2559,         40.4606
        1597,      -45.400002,         38.8089,         35.9714,         42.2559,         40.4611
        1598,      -45.383331,         38.8089,         35.9714,         42.2559,         40.4615
        1599,      -45.366669,         38.8089,         35.9714,         42.2559,         40.4619
        1600,      -45.349998,         38.8089,         35.9714,         42.2559,         40.4623
        1601,      -45.333336,         38.8089,         35.9714,         42.2559,         40.4627
        1602,      -45.316666,         38.8089,         35.9714,         42.2559,         40.4631
        1603,      -45.299999,         38.8089,         35.9714,         42.2559,         40.4636
        1604,      -45.283333,         38.8089,         35.9714,         42.2559,         40.4640
        1605,      -45.266666,         38.8089,         35.9714,         42.2559,         40.4644
        1606,      -45.250000,         38.8089,         35.9714,         42.2559,         40.4649
        1607,      -45.233334,         38.8089,         35.9714,         42.2559,         40.4653
        1608,      -45.216667,         38.8089,         35.9714,         42.2559,         40.4658
        1609,      -45.200001,         38.8089,         35.9714,         42.2559,         40.4662
        1610,      -45.183334,         38.8089,         35.9714,         42.2559,         40.4667
        1611,      -45.166664,         38.8089,         35.9714,         42.2559,         40.4671
        1612,      -45.150002,         38.8089,         35.9714,         42.2559,         40.4676
        1613,      -45.133331,         38.8089,         35.9714,         42.2559,         40.4681
        1614,      -45.116669,         38.8089,         35.9714,         42.2559,         40.4686
        1615,      -45.099998,         38.8089,         35.9714,         42.2559,         40.4690
        1616,      -45.083336,         38.8089,         35.9714,         42.2559,         40.4695
        1617,      -45.066666,         38.8089,         35.9714,         42.2559,         40.4700
        1618,      -45.049999,         38.8089,         35.9714,         42.2559,         40.4705
        1619,      -45.033333,         38.8089,         35.9714,         42.2559,         40.4710
        1620,      -45.016666,         38.8089,         35.9714,         42.2559,         40.4715
        1621,      -45.000000,         38.8089,         35.9714,         42.2559,         40.4720
        1622,      -44.983334,         38.8089,         35.9714,         42.2559,         40.4725
        1623,      -44.966667,         38.8089,         35.9714,         42.2559,         40.4731
        1624,      -44.950001,         38.8089,         35.9714,         42.2559,         40.4736
        1625,      -44.933334,         38.8089,         35.9714,         42.2559,         40.4741
        1626,      -44.916664,         38.8089,         35.9714,         42.2559,         40.4747
        1627,      -44.900002,         38.8089,         35.9714,         42.2559,         40.4752
        1628,      -44.883331,         38.8089,         35.9714,         42.2559,         40.4757
        1629,      -44.866669,         38.8089,         35.9714,         42.2559,         40.4763
        1630,      -44.849998,         38.8089,         35.9714,         42.2559,         40.4769
        1631,      -44.833336,         38.8089,         35.9714,         42.2559,         40.4774
        1632,      -44.816666,         38.8089,         35.9714,         42.2559,         40.4780
        1633,      -44.799999,         38.8089,         35.9714,         42.2559,         40.4786
        1634,      -44.783333,         38.8089,         35.9714,         42.2559,         40.4791
        1635,      -44.766666,         38.8089,         35.9714,         42.2559,         40.4797
        1636,      -44.750000,         38.8089,         35.9714,         42.2559,         40.4803
        1637,      -44.733334,         38.8089,         35.9714,         42.2559,         40.4809
        1638,      -44.716667,         38.8089,         35.9714,         42.2559,         40.4815
        1639,      -44.700001,         38.8089,         35.9714,         42.2559,         40.4821
        1640,      -44.683334,         38.8089,         35.9714,         42.2559,         40.4827
        1641,      -44.666664,         38.8089,         35.9714,         42.2559,         40.4834
        1642,      -44.650002,         38.8089,         35.9714,         42.2559,         40.4840
        1643,      -44.633331,         38.8089,         35.9714,         42.2559,         40.4846
        1644,      -44.616669,         38.8089,         35.9714,         42.2559,         40.4853
        1645,      -44.599998,         38.8089,         35.9714,         42.2559,         40.4859
        1646,      -44.583336,         38.8089,         35.9714,         42.2559,         40.4866
        1647,      -44.566666,         38.8089,         35.9714,         42.2559,         40.4872
        1648,      -44.549999,         38.8089,         35.9714,         42.2559,         40.4879
        1649,      -44.533333,         38.8089,         35.9714,         42.2559,         40.4885
        1650,      -44.516666,         38.8089,         35.9714,         42.2559,         40.4892
        1651,      -44.500000,         38.8089,         35.9714,         42.2559,         40.4899
        1652,      -44.483334,         38.8089,         35.9714,         42.2559,         40.4906
        1653,      -44.466667,         38.8089,         35.9714,         42.2559,         40.4913
        1654,      -44.450001,         38.8089,         35.9714,         42.2559,         40.4920
        1655,      -44.433334,         38.8089,         35.9714,         42.2559,         40.4927
        1656,      -44.416664,         38.8089,         35.9714,         42.2559,         40.4934
        1657,      -44.400002,         38.8089,         35.9714,         42.2559,         40.4941
        1658,      -44.383331,         38.8089,         35.9714,         42.2559,         40.4948
        1659,      -44.366669,         38.8089,         35.9714,         42.2559,         40.4955
        1660,      -44.349998,         38.8089,         35.9714,         42.2559,         40.4962
        1661,      -44.333336,         38.8089,         35.9714,         42.2559,         40.4970
        1662,      -44.316666,         38.8089,         35.9714,         42.2559,         40.4977
