"EG05_018 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG05_018.tcf]","Time (h)","H Loc1_P [EG05_018]","H Loc8_P [EG05_018]","H Loc10_P [EG05_018]","H Loc4_P [EG05_018]"
           1,      -72.000000,         39.0108,         36.5000,         42.4578,         40.6134
           2,      -71.983330,         39.0108,         36.4735,         42.4578,         40.6134
           3,      -71.966667,         39.0108,         36.4416,         42.4578,         40.6134
           4,      -71.949997,         39.0108,         36.4167,         42.4578,         40.6134
           5,      -71.933334,         39.0108,         36.3956,         42.4578,         40.6134
           6,      -71.916664,         39.0108,         36.3778,         42.4578,         40.6134
           7,      -71.900002,         39.0108,         36.3624,         42.4578,         40.6134
           8,      -71.883331,         39.0108,         36.3489,         42.4578,         40.6134
           9,      -71.866669,         39.0108,         36.3369,         42.4578,         40.6134
          10,      -71.849998,         39.0108,         36.3265,         42.4578,         40.6134
          11,      -71.833336,         39.0108,         36.3173,         42.4578,         40.6134
          12,      -71.816666,         39.0108,         36.3088,         42.4578,         40.6134
          13,      -71.800003,         39.0108,         36.3016,         42.4578,         40.6134
          14,      -71.783333,         39.0108,         36.2952,         42.4578,         40.6134
          15,      -71.766670,         39.0108,         36.2891,         42.4578,         40.6134
          16,      -71.750000,         39.0108,         36.2831,         42.4578,         40.6134
          17,      -71.733330,         39.0108,         36.2770,         42.4578,         40.6134
          18,      -71.716667,         39.0108,         36.2711,         42.4578,         40.6134
          19,      -71.699997,         39.0108,         36.2647,         42.4578,         40.6134
          20,      -71.683334,         39.0108,         36.2576,         42.4578,         40.6134
          21,      -71.666664,         39.0108,         36.2497,         42.4578,         40.6134
          22,      -71.650002,         39.0108,         36.2402,         42.4578,         40.6134
          23,      -71.633331,         39.0108,         36.2273,         42.4578,         40.6134
          24,      -71.616669,         39.0108,         36.2128,         42.4578,         40.6134
          25,      -71.599998,         39.0108,         36.2007,         42.4578,         40.6134
          26,      -71.583336,         39.0108,         36.1927,         42.4578,         40.6134
          27,      -71.566666,         39.0108,         36.1882,         42.4578,         40.6134
          28,      -71.550003,         39.0108,         36.1858,         42.4578,         40.6134
          29,      -71.533333,         39.0108,         36.1835,         42.4578,         40.6134
          30,      -71.516670,         39.0108,         36.1814,         42.4578,         40.6134
          31,      -71.500000,         39.0108,         36.1793,         42.4578,         40.6134
          32,      -71.483330,         39.0108,         36.1774,         42.4578,         40.6134
          33,      -71.466667,         39.0108,         36.1753,         42.4578,         40.6134
          34,      -71.449997,         39.0108,         36.1733,         42.4578,         40.6134
          35,      -71.433334,         39.0108,         36.1733,         42.4578,         40.6134
          36,      -71.416664,         39.0108,         36.1733,         42.4578,         40.6134
          37,      -71.400002,         39.0108,         36.1733,         42.4578,         40.6134
          38,      -71.383331,         39.0108,         36.1733,         42.4578,         40.6134
          39,      -71.366669,         39.0108,         36.1733,         42.4578,         40.6134
          40,      -71.349998,         39.0108,         36.1733,         42.4578,         40.6134
          41,      -71.333336,         39.0108,         36.1733,         42.4578,         40.6134
          42,      -71.316666,         39.0108,         36.1733,         42.4578,         40.6134
          43,      -71.300003,         39.0108,         36.1733,         42.4578,         40.6134
          44,      -71.283333,         39.0108,         36.1733,         42.4578,         40.6134
          45,      -71.266670,         39.0108,         36.1733,         42.4578,         40.6134
          46,      -71.250000,         39.0108,         36.1733,         42.4578,         40.6134
          47,      -71.233330,         39.0108,         36.1733,         42.4578,         40.6134
          48,      -71.216667,         39.0108,         36.1733,         42.4578,         40.6134
          49,      -71.199997,         39.0108,         36.1733,         42.4578,         40.6134
          50,      -71.183334,         39.0108,         36.1733,         42.4578,         40.6134
          51,      -71.166664,         39.0108,         36.1733,         42.4578,         40.6134
          52,      -71.150002,         39.0108,         36.1733,         42.4578,         40.6134
          53,      -71.133331,         39.0108,         36.1733,         42.4578,         40.6134
          54,      -71.116669,         39.0108,         36.1733,         42.4578,         40.6134
          55,      -71.099998,         39.0108,         36.1733,         42.4578,         40.6134
          56,      -71.083336,         39.0108,         36.1733,         42.4578,         40.6134
          57,      -71.066666,         39.0108,         36.1733,         42.4578,         40.6134
          58,      -71.050003,         39.0108,         36.1733,         42.4578,         40.6134
          59,      -71.033333,         39.0108,         36.1733,         42.4578,         40.6134
          60,      -71.016670,         39.0108,         36.1733,         42.4578,         40.6134
          61,      -71.000000,         39.0108,         36.1733,         42.4578,         40.6134
          62,      -70.983330,         39.0108,         36.1733,         42.4578,         40.6134
          63,      -70.966667,         39.0108,         36.1733,         42.4578,         40.6134
          64,      -70.949997,         39.0108,         36.1733,         42.4578,         40.6134
          65,      -70.933334,         39.0108,         36.1733,         42.4578,         40.6134
          66,      -70.916664,         39.0108,         36.1733,         42.4578,         40.6134
          67,      -70.900002,         39.0108,         36.1733,         42.4578,         40.6134
          68,      -70.883331,         39.0108,         36.1733,         42.4578,         40.6134
          69,      -70.866669,         39.0108,         36.1733,         42.4578,         40.6134
          70,      -70.849998,         39.0108,         36.1733,         42.4578,         40.6134
          71,      -70.833336,         39.0108,         36.1733,         42.4578,         40.6134
          72,      -70.816666,         39.0108,         36.1733,         42.4578,         40.6134
          73,      -70.800003,         39.0108,         36.1733,         42.4578,         40.6134
          74,      -70.783333,         39.0108,         36.1733,         42.4578,         40.6134
          75,      -70.766670,         39.0108,         36.1733,         42.4578,         40.6134
          76,      -70.750000,         39.0108,         36.1733,         42.4578,         40.6134
          77,      -70.733330,         39.0108,         36.1733,         42.4578,         40.6134
          78,      -70.716667,         39.0108,         36.1733,         42.4578,         40.6134
          79,      -70.699997,         39.0108,         36.1733,         42.4578,         40.6134
          80,      -70.683334,         39.0108,         36.1733,         42.4578,         40.6134
          81,      -70.666664,         39.0108,         36.1733,         42.4578,         40.6134
          82,      -70.650002,         39.0108,         36.1733,         42.4578,         40.6134
          83,      -70.633331,         39.0108,         36.1733,         42.4578,         40.6134
          84,      -70.616669,         39.0108,         36.1733,         42.4578,         40.6134
          85,      -70.599998,         39.0108,         36.1733,         42.4578,         40.6134
          86,      -70.583336,         39.0108,         36.1733,         42.4578,         40.6134
          87,      -70.566666,         39.0108,         36.1733,         42.4578,         40.6134
          88,      -70.550003,         39.0108,         36.1733,         42.4578,         40.6134
          89,      -70.533333,         39.0108,         36.1733,         42.4578,         40.6134
          90,      -70.516670,         39.0108,         36.1733,         42.4578,         40.6134
          91,      -70.500000,         39.0108,         36.1733,         42.4578,         40.6134
          92,      -70.483330,         39.0108,         36.1733,         42.4578,         40.6134
          93,      -70.466667,         39.0108,         36.1733,         42.4578,         40.6134
          94,      -70.449997,         39.0108,         36.1733,         42.4578,         40.6134
          95,      -70.433334,         39.0108,         36.1733,         42.4578,         40.6134
          96,      -70.416664,         39.0108,         36.1733,         42.4578,         40.6134
          97,      -70.400002,         39.0108,         36.1733,         42.4578,         40.6134
          98,      -70.383331,         39.0108,         36.1733,         42.4578,         40.6134
          99,      -70.366669,         39.0108,         36.1733,         42.4578,         40.6134
         100,      -70.349998,         39.0108,         36.1733,         42.4578,         40.6134
         101,      -70.333336,         39.0108,         36.1733,         42.4578,         40.6134
         102,      -70.316666,         39.0108,         36.1733,         42.4578,         40.6134
         103,      -70.300003,         39.0108,         36.1733,         42.4578,         40.6134
         104,      -70.283333,         39.0108,         36.1733,         42.4578,         40.6134
         105,      -70.266670,         39.0108,         36.1733,         42.4578,         40.6134
         106,      -70.250000,         39.0108,         36.1733,         42.4578,         40.6134
         107,      -70.233330,         39.0108,         36.1733,         42.4578,         40.6134
         108,      -70.216667,         39.0108,         36.1733,         42.4578,         40.6134
         109,      -70.199997,         39.0108,         36.1733,         42.4578,         40.6134
         110,      -70.183334,         39.0108,         36.1733,         42.4578,         40.6134
         111,      -70.166664,         39.0108,         36.1733,         42.4578,         40.6134
         112,      -70.150002,         39.0108,         36.1733,         42.4578,         40.6134
         113,      -70.133331,         39.0108,         36.1733,         42.4578,         40.6134
         114,      -70.116669,         39.0108,         36.1733,         42.4578,         40.6134
         115,      -70.099998,         39.0108,         36.1733,         42.4578,         40.6134
         116,      -70.083336,         39.0108,         36.1733,         42.4578,         40.6134
         117,      -70.066666,         39.0108,         36.1733,         42.4578,         40.6134
         118,      -70.050003,         39.0108,         36.1733,         42.4578,         40.6134
         119,      -70.033333,         39.0108,         36.1733,         42.4578,         40.6134
         120,      -70.016670,         39.0108,         36.1733,         42.4578,         40.6134
         121,      -70.000000,         39.0108,         36.1733,         42.4578,         40.6134
         122,      -69.983330,         39.0108,         36.1733,         42.4578,         40.6134
         123,      -69.966667,         39.0108,         36.1733,         42.4578,         40.6134
         124,      -69.949997,         39.0108,         36.1733,         42.4578,         40.6134
         125,      -69.933334,         39.0108,         36.1733,         42.4578,         40.6134
         126,      -69.916664,         39.0108,         36.1733,         42.4578,         40.6134
         127,      -69.900002,         39.0108,         36.1733,         42.4578,         40.6134
         128,      -69.883331,         39.0108,         36.1733,         42.4578,         40.6134
         129,      -69.866669,         39.0108,         36.1733,         42.4578,         40.6134
         130,      -69.849998,         39.0108,         36.1733,         42.4578,         40.6134
         131,      -69.833336,         39.0108,         36.1733,         42.4578,         40.6134
         132,      -69.816666,         39.0108,         36.1733,         42.4578,         40.6134
         133,      -69.800003,         39.0108,         36.1733,         42.4578,         40.6134
         134,      -69.783333,         39.0108,         36.1733,         42.4578,         40.6134
         135,      -69.766670,         39.0108,         36.1733,         42.4578,         40.6134
         136,      -69.750000,         39.0108,         36.1733,         42.4578,         40.6134
         137,      -69.733330,         39.0108,         36.1733,         42.4578,         40.6134
         138,      -69.716667,         39.0108,         36.1733,         42.4578,         40.6134
         139,      -69.699997,         39.0108,         36.1733,         42.4578,         40.6134
         140,      -69.683334,         39.0108,         36.1733,         42.4578,         40.6134
         141,      -69.666664,         39.0108,         36.1733,         42.4578,         40.6134
         142,      -69.650002,         39.0108,         36.1733,         42.4578,         40.6134
         143,      -69.633331,         39.0108,         36.1733,         42.4578,         40.6134
         144,      -69.616669,         39.0108,         36.1733,         42.4578,         40.6134
         145,      -69.599998,         39.0108,         36.1733,         42.4578,         40.6134
         146,      -69.583336,         39.0108,         36.1733,         42.4578,         40.6134
         147,      -69.566666,         39.0108,         36.1733,         42.4578,         40.6134
         148,      -69.550003,         39.0108,         36.1733,         42.4578,         40.6134
         149,      -69.533333,         39.0108,         36.1733,         42.4578,         40.6134
         150,      -69.516670,         39.0108,         36.1733,         42.4578,         40.6134
         151,      -69.500000,         39.0108,         36.1733,         42.4578,         40.6134
         152,      -69.483330,         39.0108,         36.1733,         42.4578,         40.6134
         153,      -69.466667,         39.0108,         36.1733,         42.4578,         40.6134
         154,      -69.449997,         39.0108,         36.1733,         42.4578,         40.6134
         155,      -69.433334,         39.0108,         36.1733,         42.4578,         40.6134
         156,      -69.416664,         39.0108,         36.1733,         42.4578,         40.6134
         157,      -69.400002,         39.0108,         36.1733,         42.4578,         40.6134
         158,      -69.383331,         39.0108,         36.1733,         42.4578,         40.6134
         159,      -69.366669,         39.0108,         36.1733,         42.4578,         40.6134
         160,      -69.349998,         39.0108,         36.1733,         42.4578,         40.6134
         161,      -69.333336,         39.0108,         36.1733,         42.4578,         40.6134
         162,      -69.316666,         39.0108,         36.1733,         42.4578,         40.6134
         163,      -69.300003,         39.0108,         36.1733,         42.4578,         40.6134
         164,      -69.283333,         39.0108,         36.1733,         42.4578,         40.6134
         165,      -69.266670,         39.0108,         36.1733,         42.4578,         40.6134
         166,      -69.250000,         39.0108,         36.1733,         42.4578,         40.6134
         167,      -69.233330,         39.0108,         36.1733,         42.4578,         40.6134
         168,      -69.216667,         39.0108,         36.1733,         42.4578,         40.6134
         169,      -69.199997,         39.0108,         36.1733,         42.4578,         40.6134
         170,      -69.183334,         39.0108,         36.1733,         42.4578,         40.6134
         171,      -69.166664,         39.0108,         36.1733,         42.4578,         40.6134
         172,      -69.150002,         39.0108,         36.1733,         42.4578,         40.6134
         173,      -69.133331,         39.0108,         36.1733,         42.4578,         40.6134
         174,      -69.116669,         39.0108,         36.1733,         42.4578,         40.6134
         175,      -69.099998,         39.0108,         36.1733,         42.4578,         40.6134
         176,      -69.083336,         39.0108,         36.1733,         42.4578,         40.6134
         177,      -69.066666,         39.0108,         36.1733,         42.4578,         40.6134
         178,      -69.050003,         39.0108,         36.1733,         42.4578,         40.6134
         179,      -69.033333,         39.0108,         36.1733,         42.4578,         40.6134
         180,      -69.016670,         39.0108,         36.1733,         42.4578,         40.6134
         181,      -69.000000,         39.0108,         36.1733,         42.4578,         40.6134
         182,      -68.983330,         39.0108,         36.1733,         42.4578,         40.6134
         183,      -68.966667,         39.0108,         36.1733,         42.4578,         40.6134
         184,      -68.949997,         39.0108,         36.1733,         42.4578,         40.6134
         185,      -68.933334,         39.0108,         36.1733,         42.4578,         40.6134
         186,      -68.916664,         39.0108,         36.1733,         42.4578,         40.6134
         187,      -68.900002,         39.0108,         36.1733,         42.4578,         40.6134
         188,      -68.883331,         39.0108,         36.1733,         42.4578,         40.6134
         189,      -68.866669,         39.0108,         36.1733,         42.4578,         40.6134
         190,      -68.849998,         39.0108,         36.1733,         42.4578,         40.6134
         191,      -68.833336,         39.0108,         36.1733,         42.4578,         40.6134
         192,      -68.816666,         39.0108,         36.1733,         42.4578,         40.6134
         193,      -68.800003,         39.0108,         36.1733,         42.4578,         40.6134
         194,      -68.783333,         39.0108,         36.1733,         42.4578,         40.6134
         195,      -68.766670,         39.0108,         36.1733,         42.4578,         40.6134
         196,      -68.750000,         39.0108,         36.1733,         42.4578,         40.6134
         197,      -68.733330,         39.0108,         36.1733,         42.4578,         40.6134
         198,      -68.716667,         39.0108,         36.1733,         42.4578,         40.6134
         199,      -68.699997,         39.0108,         36.1733,         42.4578,         40.6134
         200,      -68.683334,         39.0108,         36.1733,         42.4578,         40.6134
         201,      -68.666664,         39.0108,         36.1733,         42.4578,         40.6134
         202,      -68.650002,         39.0108,         36.1733,         42.4578,         40.6134
         203,      -68.633331,         39.0108,         36.1733,         42.4578,         40.6134
         204,      -68.616669,         39.0108,         36.1733,         42.4578,         40.6134
         205,      -68.599998,         39.0108,         36.1733,         42.4578,         40.6134
         206,      -68.583336,         39.0108,         36.1733,         42.4578,         40.6134
         207,      -68.566666,         39.0108,         36.1733,         42.4578,         40.6134
         208,      -68.550003,         39.0108,         36.1733,         42.4578,         40.6134
         209,      -68.533333,         39.0108,         36.1733,         42.4578,         40.6134
         210,      -68.516670,         39.0108,         36.1733,         42.4578,         40.6134
         211,      -68.500000,         39.0108,         36.1733,         42.4578,         40.6134
         212,      -68.483330,         39.0108,         36.1733,         42.4578,         40.6134
         213,      -68.466667,         39.0108,         36.1733,         42.4578,         40.6134
         214,      -68.449997,         39.0108,         36.1733,         42.4578,         40.6134
         215,      -68.433334,         39.0108,         36.1733,         42.4578,         40.6134
         216,      -68.416664,         39.0108,         36.1733,         42.4578,         40.6134
         217,      -68.400002,         39.0108,         36.1733,         42.4578,         40.6134
         218,      -68.383331,         39.0108,         36.1733,         42.4578,         40.6134
         219,      -68.366669,         39.0108,         36.1733,         42.4578,         40.6134
         220,      -68.349998,         39.0108,         36.1733,         42.4578,         40.6134
         221,      -68.333336,         39.0108,         36.1733,         42.4578,         40.6134
         222,      -68.316666,         39.0108,         36.1733,         42.4578,         40.6134
         223,      -68.300003,         39.0108,         36.1733,         42.4578,         40.6134
         224,      -68.283333,         39.0108,         36.1733,         42.4578,         40.6134
         225,      -68.266670,         39.0108,         36.1733,         42.4578,         40.6134
         226,      -68.250000,         39.0108,         36.1733,         42.4578,         40.6134
         227,      -68.233330,         39.0108,         36.1733,         42.4578,         40.6134
         228,      -68.216667,         39.0108,         36.1733,         42.4578,         40.6134
         229,      -68.199997,         39.0108,         36.1733,         42.4578,         40.6134
         230,      -68.183334,         39.0108,         36.1733,         42.4578,         40.6134
         231,      -68.166664,         39.0108,         36.1733,         42.4578,         40.6134
         232,      -68.150002,         39.0108,         36.1733,         42.4578,         40.6134
         233,      -68.133331,         39.0108,         36.1733,         42.4578,         40.6134
         234,      -68.116669,         39.0108,         36.1733,         42.4578,         40.6134
         235,      -68.099998,         39.0108,         36.1733,         42.4578,         40.6134
         236,      -68.083336,         39.0108,         36.1733,         42.4578,         40.6134
         237,      -68.066666,         39.0108,         36.1733,         42.4578,         40.6134
         238,      -68.050003,         39.0108,         36.1733,         42.4578,         40.6134
         239,      -68.033333,         39.0108,         36.1733,         42.4578,         40.6134
         240,      -68.016670,         39.0108,         36.1733,         42.4578,         40.6134
         241,      -68.000000,         39.0108,         36.1733,         42.4578,         40.6134
         242,      -67.983330,         39.0108,         36.1733,         42.4578,         40.6134
         243,      -67.966667,         39.0108,         36.1733,         42.4578,         40.6134
         244,      -67.949997,         39.0108,         36.1733,         42.4578,         40.6134
         245,      -67.933334,         39.0108,         36.1733,         42.4578,         40.6134
         246,      -67.916664,         39.0108,         36.1733,         42.4578,         40.6134
         247,      -67.900002,         39.0108,         36.1733,         42.4578,         40.6134
         248,      -67.883331,         39.0108,         36.1733,         42.4578,         40.6134
         249,      -67.866669,         39.0108,         36.1733,         42.4578,         40.6134
         250,      -67.849998,         39.0108,         36.1733,         42.4578,         40.6134
         251,      -67.833336,         39.0108,         36.1733,         42.4578,         40.6134
         252,      -67.816666,         39.0108,         36.1733,         42.4578,         40.6134
         253,      -67.800003,         39.0108,         36.1733,         42.4578,         40.6134
         254,      -67.783333,         39.0108,         36.1733,         42.4578,         40.6134
         255,      -67.766670,         39.0108,         36.1733,         42.4578,         40.6134
         256,      -67.750000,         39.0108,         36.1733,         42.4578,         40.6134
         257,      -67.733330,         39.0108,         36.1733,         42.4578,         40.6134
         258,      -67.716667,         39.0108,         36.1733,         42.4578,         40.6134
         259,      -67.699997,         39.0108,         36.1733,         42.4578,         40.6134
         260,      -67.683334,         39.0108,         36.1733,         42.4578,         40.6134
         261,      -67.666664,         39.0108,         36.1733,         42.4578,         40.6134
         262,      -67.650002,         39.0108,         36.1733,         42.4578,         40.6134
         263,      -67.633331,         39.0108,         36.1733,         42.4578,         40.6134
         264,      -67.616669,         39.0108,         36.1733,         42.4578,         40.6134
         265,      -67.599998,         39.0108,         36.1733,         42.4578,         40.6134
         266,      -67.583336,         39.0108,         36.1733,         42.4578,         40.6134
         267,      -67.566666,         39.0108,         36.1733,         42.4578,         40.6134
         268,      -67.550003,         39.0108,         36.1733,         42.4578,         40.6134
         269,      -67.533333,         39.0108,         36.1733,         42.4578,         40.6134
         270,      -67.516670,         39.0108,         36.1733,         42.4578,         40.6134
         271,      -67.500000,         39.0108,         36.1733,         42.4578,         40.6134
         272,      -67.483330,         39.0108,         36.1733,         42.4578,         40.6134
         273,      -67.466667,         39.0108,         36.1733,         42.4578,         40.6134
         274,      -67.449997,         39.0108,         36.1733,         42.4578,         40.6134
         275,      -67.433334,         39.0108,         36.1733,         42.4578,         40.6134
         276,      -67.416664,         39.0108,         36.1733,         42.4578,         40.6134
         277,      -67.400002,         39.0108,         36.1733,         42.4578,         40.6134
         278,      -67.383331,         39.0108,         36.1733,         42.4578,         40.6134
         279,      -67.366669,         39.0108,         36.1733,         42.4578,         40.6134
         280,      -67.349998,         39.0108,         36.1733,         42.4578,         40.6134
         281,      -67.333336,         39.0108,         36.1733,         42.4578,         40.6134
         282,      -67.316666,         39.0108,         36.1733,         42.4578,         40.6134
         283,      -67.300003,         39.0108,         36.1733,         42.4578,         40.6134
         284,      -67.283333,         39.0108,         36.1733,         42.4578,         40.6134
         285,      -67.266670,         39.0108,         36.1733,         42.4578,         40.6134
         286,      -67.250000,         39.0108,         36.1733,         42.4578,         40.6134
         287,      -67.233330,         39.0108,         36.1733,         42.4578,         40.6134
         288,      -67.216667,         39.0108,         36.1733,         42.4578,         40.6134
         289,      -67.199997,         39.0108,         36.1733,         42.4578,         40.6134
         290,      -67.183334,         39.0108,         36.1733,         42.4578,         40.6134
         291,      -67.166664,         39.0108,         36.1733,         42.4578,         40.6134
         292,      -67.150002,         39.0108,         36.1733,         42.4578,         40.6134
         293,      -67.133331,         39.0108,         36.1733,         42.4578,         40.6134
         294,      -67.116669,         39.0108,         36.1733,         42.4578,         40.6134
         295,      -67.099998,         39.0108,         36.1733,         42.4578,         40.6134
         296,      -67.083336,         39.0108,         36.1733,         42.4578,         40.6134
         297,      -67.066666,         39.0108,         36.1733,         42.4578,         40.6134
         298,      -67.050003,         39.0108,         36.1733,         42.4578,         40.6134
         299,      -67.033333,         39.0108,         36.1733,         42.4578,         40.6134
         300,      -67.016670,         39.0108,         36.1733,         42.4578,         40.6134
         301,      -67.000000,         39.0108,         36.1733,         42.4578,         40.6134
         302,      -66.983330,         39.0108,         36.1733,         42.4578,         40.6134
         303,      -66.966667,         39.0108,         36.1733,         42.4578,         40.6134
         304,      -66.949997,         39.0108,         36.1733,         42.4578,         40.6134
         305,      -66.933334,         39.0108,         36.1733,         42.4578,         40.6134
         306,      -66.916664,         39.0108,         36.1733,         42.4578,         40.6134
         307,      -66.900002,         39.0108,         36.1733,         42.4578,         40.6134
         308,      -66.883331,         39.0108,         36.1733,         42.4578,         40.6134
         309,      -66.866669,         39.0108,         36.1733,         42.4578,         40.6134
         310,      -66.849998,         39.0108,         36.1733,         42.4578,         40.6134
         311,      -66.833336,         39.0108,         36.1733,         42.4578,         40.6134
         312,      -66.816666,         39.0108,         36.1733,         42.4578,         40.6134
         313,      -66.800003,         39.0108,         36.1733,         42.4578,         40.6134
         314,      -66.783333,         39.0108,         36.1733,         42.4578,         40.6134
         315,      -66.766670,         39.0108,         36.1733,         42.4578,         40.6134
         316,      -66.750000,         39.0108,         36.1733,         42.4578,         40.6134
         317,      -66.733330,         39.0108,         36.1733,         42.4578,         40.6134
         318,      -66.716667,         39.0108,         36.1733,         42.4578,         40.6134
         319,      -66.699997,         39.0108,         36.1733,         42.4578,         40.6134
         320,      -66.683334,         39.0108,         36.1733,         42.4578,         40.6134
         321,      -66.666664,         39.0108,         36.1733,         42.4578,         40.6134
         322,      -66.650002,         39.0108,         36.1733,         42.4578,         40.6134
         323,      -66.633331,         39.0108,         36.1733,         42.4578,         40.6134
         324,      -66.616669,         39.0108,         36.1733,         42.4578,         40.6134
         325,      -66.599998,         39.0108,         36.1733,         42.4578,         40.6134
         326,      -66.583336,         39.0108,         36.1733,         42.4578,         40.6134
         327,      -66.566666,         39.0108,         36.1733,         42.4578,         40.6134
         328,      -66.550003,         39.0108,         36.1733,         42.4578,         40.6134
         329,      -66.533333,         39.0108,         36.1733,         42.4578,         40.6134
         330,      -66.516670,         39.0108,         36.1733,         42.4578,         40.6134
         331,      -66.500000,         39.0108,         36.1733,         42.4578,         40.6134
         332,      -66.483330,         39.0108,         36.1733,         42.4578,         40.6134
         333,      -66.466667,         39.0108,         36.1733,         42.4578,         40.6134
         334,      -66.449997,         39.0108,         36.1733,         42.4578,         40.6134
         335,      -66.433334,         39.0108,         36.1733,         42.4578,         40.6134
         336,      -66.416664,         39.0108,         36.1733,         42.4578,         40.6134
         337,      -66.400002,         39.0108,         36.1733,         42.4578,         40.6134
         338,      -66.383331,         39.0108,         36.1733,         42.4578,         40.6134
         339,      -66.366669,         39.0108,         36.1733,         42.4578,         40.6134
         340,      -66.349998,         39.0108,         36.1733,         42.4578,         40.6134
         341,      -66.333336,         39.0108,         36.1733,         42.4578,         40.6134
         342,      -66.316666,         39.0108,         36.1733,         42.4578,         40.6134
         343,      -66.300003,         39.0108,         36.1733,         42.4578,         40.6134
         344,      -66.283333,         39.0108,         36.1733,         42.4578,         40.6134
         345,      -66.266670,         39.0108,         36.1733,         42.4578,         40.6134
         346,      -66.250000,         39.0108,         36.1733,         42.4578,         40.6134
         347,      -66.233330,         39.0108,         36.1733,         42.4578,         40.6134
         348,      -66.216667,         39.0108,         36.1733,         42.4578,         40.6134
         349,      -66.199997,         39.0108,         36.1733,         42.4578,         40.6134
         350,      -66.183334,         39.0108,         36.1733,         42.4578,         40.6134
         351,      -66.166664,         39.0108,         36.1733,         42.4578,         40.6134
         352,      -66.150002,         39.0108,         36.1733,         42.4578,         40.6134
         353,      -66.133331,         39.0108,         36.1733,         42.4578,         40.6134
         354,      -66.116669,         39.0108,         36.1733,         42.4578,         40.6134
         355,      -66.099998,         39.0108,         36.1733,         42.4578,         40.6134
         356,      -66.083336,         39.0108,         36.1733,         42.4578,         40.6134
         357,      -66.066666,         39.0108,         36.1733,         42.4578,         40.6134
         358,      -66.050003,         39.0108,         36.1733,         42.4578,         40.6134
         359,      -66.033333,         39.0108,         36.1733,         42.4578,         40.6134
         360,      -66.016670,         39.0108,         36.1733,         42.4578,         40.6134
         361,      -66.000000,         39.0108,         36.1733,         42.4578,         40.6134
         362,      -65.983330,         39.0108,         36.1733,         42.4578,         40.6134
         363,      -65.966667,         39.0108,         36.1733,         42.4578,         40.6134
         364,      -65.949997,         39.0108,         36.1733,         42.4578,         40.6134
         365,      -65.933334,         39.0108,         36.1733,         42.4578,         40.6134
         366,      -65.916664,         39.0108,         36.1733,         42.4578,         40.6134
         367,      -65.900002,         39.0108,         36.1733,         42.4578,         40.6134
         368,      -65.883331,         39.0108,         36.1733,         42.4578,         40.6134
         369,      -65.866669,         39.0108,         36.1733,         42.4578,         40.6134
         370,      -65.849998,         39.0108,         36.1733,         42.4578,         40.6134
         371,      -65.833336,         39.0108,         36.1733,         42.4578,         40.6134
         372,      -65.816666,         39.0108,         36.1733,         42.4578,         40.6134
         373,      -65.800003,         39.0108,         36.1733,         42.4578,         40.6134
         374,      -65.783333,         39.0108,         36.1733,         42.4578,         40.6134
         375,      -65.766670,         39.0108,         36.1733,         42.4578,         40.6134
         376,      -65.750000,         39.0108,         36.1733,         42.4578,         40.6134
         377,      -65.733330,         39.0108,         36.1733,         42.4578,         40.6134
         378,      -65.716667,         39.0108,         36.1733,         42.4578,         40.6134
         379,      -65.699997,         39.0108,         36.1733,         42.4578,         40.6134
         380,      -65.683334,         39.0108,         36.1733,         42.4578,         40.6134
         381,      -65.666664,         39.0108,         36.1733,         42.4578,         40.6134
         382,      -65.650002,         39.0108,         36.1733,         42.4578,         40.6134
         383,      -65.633331,         39.0108,         36.1733,         42.4578,         40.6134
         384,      -65.616669,         39.0108,         36.1733,         42.4578,         40.6134
         385,      -65.599998,         39.0108,         36.1733,         42.4578,         40.6134
         386,      -65.583336,         39.0108,         36.1733,         42.4578,         40.6134
         387,      -65.566666,         39.0108,         36.1733,         42.4578,         40.6134
         388,      -65.550003,         39.0108,         36.1733,         42.4578,         40.6134
         389,      -65.533333,         39.0108,         36.1733,         42.4578,         40.6134
         390,      -65.516670,         39.0108,         36.1733,         42.4578,         40.6134
         391,      -65.500000,         39.0108,         36.1733,         42.4578,         40.6134
         392,      -65.483330,         39.0108,         36.1733,         42.4578,         40.6134
         393,      -65.466667,         39.0108,         36.1733,         42.4578,         40.6134
         394,      -65.449997,         39.0108,         36.1733,         42.4578,         40.6134
         395,      -65.433334,         39.0108,         36.1733,         42.4578,         40.6134
         396,      -65.416664,         39.0108,         36.1733,         42.4578,         40.6134
         397,      -65.400002,         39.0108,         36.1733,         42.4578,         40.6134
         398,      -65.383331,         39.0108,         36.1733,         42.4578,         40.6134
         399,      -65.366669,         39.0108,         36.1733,         42.4578,         40.6134
         400,      -65.349998,         39.0108,         36.1733,         42.4578,         40.6134
         401,      -65.333336,         39.0108,         36.1733,         42.4578,         40.6134
         402,      -65.316666,         39.0108,         36.1733,         42.4578,         40.6134
         403,      -65.300003,         39.0108,         36.1733,         42.4578,         40.6134
         404,      -65.283333,         39.0108,         36.1733,         42.4578,         40.6134
         405,      -65.266670,         39.0108,         36.1733,         42.4578,         40.6134
         406,      -65.250000,         39.0108,         36.1733,         42.4578,         40.6134
         407,      -65.233330,         39.0108,         36.1733,         42.4578,         40.6134
         408,      -65.216667,         39.0108,         36.1733,         42.4578,         40.6134
