"EG05_018 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG05_018.tcf]","Time (h)","H Loc1_P [EG05_018]","H Loc8_P [EG05_018]","H Loc10_P [EG05_018]","H Loc4_P [EG05_018]"
        1218,      -51.716667,         39.0108,         36.1733,         42.4578,         40.9010
        1219,      -51.700001,         39.0108,         36.1733,         42.4578,         40.9021
        1220,      -51.683334,         39.0108,         36.1733,         42.4578,         40.9033
        1221,      -51.666664,         39.0108,         36.1733,         42.4578,         40.9045
        1222,      -51.650002,         39.0108,         36.1733,         42.4578,         40.9058
        1223,      -51.633331,         39.0108,         36.1733,         42.4578,         40.9071
        1224,      -51.616669,         39.0108,         36.1733,         42.4578,         40.9084
        1225,      -51.599998,         39.0108,         36.1733,         42.4578,         40.9098
        1226,      -51.583336,         39.0108,         36.1733,         42.4578,         40.9112
        1227,      -51.566666,         39.0108,         36.1733,         42.4578,         40.9127
        1228,      -51.549999,         39.0108,         36.1733,         42.4578,         40.9142
        1229,      -51.533333,         39.0108,         36.1733,         42.4578,         40.9157
        1230,      -51.516666,         39.0108,         36.1733,         42.4578,         40.9173
        1231,      -51.500000,         39.0108,         36.1733,         42.4578,         40.9189
        1232,      -51.483334,         39.0108,         36.1733,         42.4578,         40.9205
        1233,      -51.466667,         39.0108,         36.1733,         42.4578,         40.9221
        1234,      -51.450001,         39.0108,         36.1733,         42.4578,         40.9237
        1235,      -51.433334,         39.0108,         36.1733,         42.4578,         40.9253
        1236,      -51.416664,         39.0108,         36.1733,         42.4578,         40.9269
        1237,      -51.400002,         39.0108,         36.1733,         42.4578,         40.9286
        1238,      -51.383331,         39.0108,         36.1733,         42.4578,         40.9302
        1239,      -51.366669,         39.0108,         36.1733,         42.4578,         40.9318
        1240,      -51.349998,         39.0108,         36.1733,         42.4578,         40.9335
        1241,      -51.333336,         39.0108,         36.1733,         42.4578,         40.9351
        1242,      -51.316666,         39.0108,         36.1733,         42.4578,         40.9367
        1243,      -51.299999,         39.0108,         36.1733,         42.4578,         40.9384
        1244,      -51.283333,         39.0108,         36.1733,         42.4578,         40.9400
        1245,      -51.266666,         39.0108,         36.1733,         42.4578,         40.9416
        1246,      -51.250000,         39.0108,         36.1733,         42.4578,         40.9433
        1247,      -51.233334,         39.0108,         36.1733,         42.4578,         40.9449
        1248,      -51.216667,         39.0108,         36.1733,         42.4578,         40.9465
        1249,      -51.200001,         39.0108,         36.1733,         42.4578,         40.9482
        1250,      -51.183334,         39.0108,         36.1733,         42.4578,         40.9498
        1251,      -51.166664,         39.0108,         36.1733,         42.4578,         40.9515
        1252,      -51.150002,         39.0108,         36.1733,         42.4578,         40.9531
        1253,      -51.133331,         39.0108,         36.1733,         42.4578,         40.9548
        1254,      -51.116669,         39.0108,         36.1733,         42.4578,         40.9564
        1255,      -51.099998,         39.0108,         36.1733,         42.4578,         40.9581
        1256,      -51.083336,         39.0108,         36.1733,         42.4578,         40.9597
        1257,      -51.066666,         39.0108,         36.1733,         42.4578,         40.9614
        1258,      -51.049999,         39.0108,         36.1733,         42.4578,         40.9630
        1259,      -51.033333,         39.0108,         36.1733,         42.4578,         40.9647
        1260,      -51.016666,         39.0108,         36.1733,         42.4578,         40.9663
        1261,      -51.000000,         39.0108,         36.1733,         42.4578,         40.9679
        1262,      -50.983334,         39.0108,         36.1733,         42.4578,         40.9696
        1263,      -50.966667,         39.0108,         36.1733,         42.4578,         40.9712
        1264,      -50.950001,         39.0108,         36.1733,         42.4578,         40.9729
        1265,      -50.933334,         39.0108,         36.1733,         42.4578,         40.9746
        1266,      -50.916664,         39.0108,         36.1733,         42.4578,         40.9762
        1267,      -50.900002,         39.0108,         36.1733,         42.4578,         40.9779
        1268,      -50.883331,         39.0108,         36.1733,         42.4578,         40.9796
        1269,      -50.866669,         39.0108,         36.1733,         42.4578,         40.9812
        1270,      -50.849998,         39.0108,         36.1733,         42.4578,         40.9829
        1271,      -50.833336,         39.0108,         36.1733,         42.4578,         40.9846
        1272,      -50.816666,         39.0108,         36.1733,         42.4578,         40.9862
        1273,      -50.799999,         39.0108,         36.1733,         42.4578,         40.9879
        1274,      -50.783333,         39.0108,         36.1733,         42.4578,         40.9896
        1275,      -50.766666,         39.0108,         36.1733,         42.4578,         40.9913
        1276,      -50.750000,         39.0108,         36.1733,         42.4578,         40.9929
        1277,      -50.733334,         39.0108,         36.1733,         42.4578,         40.9946
        1278,      -50.716667,         39.0108,         36.1733,         42.4578,         40.9962
        1279,      -50.700001,         39.0108,         36.1733,         42.4578,         40.9979
        1280,      -50.683334,         39.0108,         36.1733,         42.4578,         40.9995
        1281,      -50.666664,         39.0108,         36.1733,         42.4578,         41.0012
        1282,      -50.650002,         39.0108,         36.1733,         42.4578,         41.0028
        1283,      -50.633331,         39.0108,         36.1733,         42.4578,         41.0045
        1284,      -50.616669,         39.0108,         36.1733,         42.4578,         41.0061
        1285,      -50.599998,         39.0108,         36.1733,         42.4578,         41.0078
        1286,      -50.583336,         39.0108,         36.1733,         42.4578,         41.0094
        1287,      -50.566666,         39.0108,         36.1733,         42.4578,         41.0110
        1288,      -50.549999,         39.0108,         36.1733,         42.4578,         41.0127
        1289,      -50.533333,         39.0108,         36.1733,         42.4578,         41.0143
        1290,      -50.516666,         39.0108,         36.1733,         42.4578,         41.0159
        1291,      -50.500000,         39.0108,         36.1733,         42.4578,         41.0175
        1292,      -50.483334,         39.0108,         36.1733,         42.4578,         41.0192
        1293,      -50.466667,         39.0108,         36.1733,         42.4578,         41.0208
        1294,      -50.450001,         39.0108,         36.1733,         42.4578,         41.0224
        1295,      -50.433334,         39.0108,         36.1733,         42.4578,         41.0240
        1296,      -50.416664,         39.0108,         36.1733,         42.4578,         41.0256
        1297,      -50.400002,         39.0108,         36.1733,         42.4578,         41.0271
        1298,      -50.383331,         39.0108,         36.1733,         42.4578,         41.0286
        1299,      -50.366669,         39.0108,         36.1733,         42.4578,         41.0299
        1300,      -50.349998,         39.0108,         36.1733,         42.4578,         41.0312
        1301,      -50.333336,         39.0108,         36.1733,         42.4578,         41.0324
        1302,      -50.316666,         39.0108,         36.1733,         42.4578,         41.0337
        1303,      -50.299999,         39.0108,         36.1733,         42.4578,         41.0350
        1304,      -50.283333,         39.0108,         36.1733,         42.4578,         41.0364
        1305,      -50.266666,         39.0108,         36.1733,         42.4578,         41.0378
        1306,      -50.250000,         39.0108,         36.1733,         42.4578,         41.0392
        1307,      -50.233334,         39.0108,         36.1733,         42.4578,         41.0407
        1308,      -50.216667,         39.0108,         36.1733,         42.4578,         41.0421
        1309,      -50.200001,         39.0108,         36.1733,         42.4578,         41.0436
        1310,      -50.183334,         39.0108,         36.1733,         42.4578,         41.0451
        1311,      -50.166664,         39.0108,         36.1733,         42.4578,         41.0465
        1312,      -50.150002,         39.0108,         36.1733,         42.4578,         41.0480
        1313,      -50.133331,         39.0108,         36.1733,         42.4578,         41.0495
        1314,      -50.116669,         39.0108,         36.1733,         42.4578,         41.0509
        1315,      -50.099998,         39.0108,         36.1733,         42.4578,         41.0524
        1316,      -50.083336,         39.0108,         36.1733,         42.4578,         41.0539
        1317,      -50.066666,         39.0108,         36.1733,         42.4578,         41.0553
        1318,      -50.049999,         39.0108,         36.1733,         42.4578,         41.0570
        1319,      -50.033333,         39.0108,         36.1733,         42.4578,         41.0586
        1320,      -50.016666,         39.0108,         36.1733,         42.4578,         41.0601
        1321,      -50.000000,         39.0108,         36.1733,         42.4578,         41.0616
        1322,      -49.983334,         39.0108,         36.1733,         42.4578,         41.0630
        1323,      -49.966667,         39.0108,         36.1733,         42.4578,         41.0645
        1324,      -49.950001,         39.0108,         36.1733,         42.4578,         41.0659
        1325,      -49.933334,         39.0108,         36.1733,         42.4578,         41.0674
        1326,      -49.916664,         39.0108,         36.1733,         42.4578,         41.0688
        1327,      -49.900002,         39.0108,         36.1733,         42.4578,         41.0703
        1328,      -49.883331,         39.0108,         36.1733,         42.4578,         41.0716
        1329,      -49.866669,         39.0108,         36.1733,         42.4578,         41.0731
        1330,      -49.849998,         39.0108,         36.1733,         42.4578,         41.0745
        1331,      -49.833336,         39.0108,         36.1733,         42.4578,         41.0759
        1332,      -49.816666,         39.0108,         36.1733,         42.4578,         41.0773
        1333,      -49.799999,         39.0108,         36.1733,         42.4578,         41.0787
        1334,      -49.783333,         39.0108,         36.1733,         42.4578,         41.0801
        1335,      -49.766666,         39.0108,         36.1733,         42.4578,         41.0815
        1336,      -49.750000,         39.0108,         36.1733,         42.4578,         41.0829
        1337,      -49.733334,         39.0108,         36.1733,         42.4578,         41.0842
        1338,      -49.716667,         39.0108,         36.1733,         42.4578,         41.0856
        1339,      -49.700001,         39.0108,         36.1733,         42.4578,         41.0870
        1340,      -49.683334,         39.0108,         36.1733,         42.4578,         41.0883
        1341,      -49.666664,         39.0108,         36.1733,         42.4578,         41.0897
        1342,      -49.650002,         39.0108,         36.1733,         42.4578,         41.0911
        1343,      -49.633331,         39.0108,         36.1733,         42.4578,         41.0924
        1344,      -49.616669,         39.0108,         36.1733,         42.4578,         41.0938
        1345,      -49.599998,         39.0108,         36.1733,         42.4578,         41.0951
        1346,      -49.583336,         39.0108,         36.1733,         42.4578,         41.0965
        1347,      -49.566666,         39.0108,         36.1733,         42.4578,         41.0978
        1348,      -49.549999,         39.0108,         36.1733,         42.4578,         41.0991
        1349,      -49.533333,         39.0108,         36.1733,         42.4578,         41.1005
        1350,      -49.516666,         39.0108,         36.1733,         42.4578,         41.1018
        1351,      -49.500000,         39.0108,         36.1733,         42.4578,         41.1031
        1352,      -49.483334,         39.0108,         36.1733,         42.4578,         41.1045
        1353,      -49.466667,         39.0108,         36.1733,         42.4578,         41.1058
        1354,      -49.450001,         39.0108,         36.1733,         42.4578,         41.1071
        1355,      -49.433334,         39.0108,         36.1733,         42.4578,         41.1084
        1356,      -49.416664,         39.0108,         36.1733,         42.4578,         41.1097
        1357,      -49.400002,         39.0108,         36.1733,         42.4578,         41.1110
        1358,      -49.383331,         39.0108,         36.1733,         42.4578,         41.1123
        1359,      -49.366669,         39.0108,         36.1733,         42.4578,         41.1136
        1360,      -49.349998,         39.0108,         36.1733,         42.4578,         41.1149
        1361,      -49.333336,         39.0108,         36.1733,         42.4578,         41.1162
        1362,      -49.316666,         39.0108,         36.1733,         42.4578,         41.1175
        1363,      -49.299999,         39.0108,         36.1733,         42.4578,         41.1188
        1364,      -49.283333,         39.0108,         36.1733,         42.4578,         41.1201
        1365,      -49.266666,         39.0108,         36.1733,         42.4578,         41.1214
        1366,      -49.250000,         39.0108,         36.1733,         42.4578,         41.1227
        1367,      -49.233334,         39.0108,         36.1733,         42.4578,         41.1239
        1368,      -49.216667,         39.0108,         36.1733,         42.4578,         41.1252
        1369,      -49.200001,         39.0108,         36.1733,         42.4578,         41.1265
        1370,      -49.183334,         39.0108,         36.1733,         42.4578,         41.1277
        1371,      -49.166664,         39.0108,         36.1733,         42.4578,         41.1290
        1372,      -49.150002,         39.0108,         36.1733,         42.4578,         41.1303
        1373,      -49.133331,         39.0108,         36.1733,         42.4578,         41.1315
        1374,      -49.116669,         39.0108,         36.1733,         42.4578,         41.1328
        1375,      -49.099998,         39.0108,         36.1733,         42.4578,         41.1340
        1376,      -49.083336,         39.0108,         36.1733,         42.4578,         41.1353
        1377,      -49.066666,         39.0108,         36.1733,         42.4578,         41.1365
        1378,      -49.049999,         39.0108,         36.1733,         42.4578,         41.1378
        1379,      -49.033333,         39.0108,         36.1733,         42.4578,         41.1390
        1380,      -49.016666,         39.0108,         36.1733,         42.4578,         41.1403
        1381,      -49.000000,         39.0108,         36.1733,         42.4578,         41.1415
        1382,      -48.983334,         39.0108,         36.1733,         42.4578,         41.1428
        1383,      -48.966667,         39.0108,         36.1733,         42.4578,         41.1440
        1384,      -48.950001,         39.0108,         36.1733,         42.4578,         41.1453
        1385,      -48.933334,         39.0108,         36.1733,         42.4578,         41.1465
        1386,      -48.916664,         39.0108,         36.1733,         42.4578,         41.1477
        1387,      -48.900002,         39.0108,         36.1733,         42.4578,         41.1490
        1388,      -48.883331,         39.0108,         36.1733,         42.4578,         41.1502
        1389,      -48.866669,         39.0108,         36.1733,         42.4578,         41.1514
        1390,      -48.849998,         39.0108,         36.1733,         42.4578,         41.1526
        1391,      -48.833336,         39.0108,         36.1733,         42.4578,         41.1537
        1392,      -48.816666,         39.0108,         36.1733,         42.4578,         41.1549
        1393,      -48.799999,         39.0108,         36.1733,         42.4578,         41.1560
        1394,      -48.783333,         39.0108,         36.1733,         42.4578,         41.1571
        1395,      -48.766666,         39.0108,         36.1733,         42.4578,         41.1582
        1396,      -48.750000,         39.0108,         36.1733,         42.4578,         41.1593
        1397,      -48.733334,         39.0108,         36.1733,         42.4578,         41.1604
        1398,      -48.716667,         39.0108,         36.1733,         42.4578,         41.1616
        1399,      -48.700001,         39.0108,         36.1733,         42.4578,         41.1627
        1400,      -48.683334,         39.0108,         36.1733,         42.4578,         41.1639
        1401,      -48.666664,         39.0108,         36.1733,         42.4578,         41.1651
        1402,      -48.650002,         39.0108,         36.1733,         42.4578,         41.1661
        1403,      -48.633331,         39.0108,         36.1733,         42.4578,         41.1672
        1404,      -48.616669,         39.0108,         36.1733,         42.4578,         41.1681
        1405,      -48.599998,         39.0108,         36.1733,         42.4578,         41.1692
        1406,      -48.583336,         39.0108,         36.1733,         42.4578,         41.1703
        1407,      -48.566666,         39.0108,         36.1733,         42.4578,         41.1714
        1408,      -48.549999,         39.0108,         36.1733,         42.4578,         41.1726
        1409,      -48.533333,         39.0108,         36.1733,         42.4578,         41.1737
        1410,      -48.516666,         39.0108,         36.1733,         42.4578,         41.1749
        1411,      -48.500000,         39.0108,         36.1733,         42.4578,         41.1760
        1412,      -48.483334,         39.0108,         36.1733,         42.4578,         41.1772
        1413,      -48.466667,         39.0108,         36.1733,         42.4578,         41.1783
        1414,      -48.450001,         39.0108,         36.1733,         42.4578,         41.1794
        1415,      -48.433334,         39.0108,         36.1733,         42.4578,         41.1806
        1416,      -48.416664,         39.0108,         36.1733,         42.4578,         41.1817
        1417,      -48.400002,         39.0108,         36.1733,         42.4578,         41.1828
        1418,      -48.383331,         39.0108,         36.1733,         42.4578,         41.1839
        1419,      -48.366669,         39.0108,         36.1733,         42.4578,         41.1850
        1420,      -48.349998,         39.0108,         36.1733,         42.4578,         41.1861
        1421,      -48.333336,         39.0108,         36.1733,         42.4578,         41.1871
        1422,      -48.316666,         39.0108,         36.1733,         42.4578,         41.1882
        1423,      -48.299999,         39.0108,         36.1733,         42.4578,         41.1892
        1424,      -48.283333,         39.0108,         36.1733,         42.4578,         41.1902
        1425,      -48.266666,         39.0108,         36.1733,         42.4578,         41.1911
        1426,      -48.250000,         39.0108,         36.1733,         42.4578,         41.1920
        1427,      -48.233334,         39.0108,         36.1733,         42.4578,         41.1930
        1428,      -48.216667,         39.0108,         36.1733,         42.4578,         41.1939
        1429,      -48.200001,         39.0108,         36.1733,         42.4578,         41.1948
        1430,      -48.183334,         39.0108,         36.1733,         42.4578,         41.1958
        1431,      -48.166664,         39.0108,         36.1733,         42.4578,         41.1968
        1432,      -48.150002,         39.0108,         36.1733,         42.4578,         41.1979
        1433,      -48.133331,         39.0108,         36.1733,         42.4578,         41.1989
        1434,      -48.116669,         39.0108,         36.1733,         42.4578,         41.2000
        1435,      -48.099998,         39.0108,         36.1733,         42.4578,         41.2010
        1436,      -48.083336,         39.0108,         36.1733,         42.4578,         41.2020
        1437,      -48.066666,         39.0108,         36.1733,         42.4578,         41.2031
        1438,      -48.049999,         39.0108,         36.1733,         42.4578,         41.2041
        1439,      -48.033333,         39.0108,         36.1733,         42.4578,         41.2051
        1440,      -48.016666,         39.0108,         36.1733,         42.4578,         41.2062
        1441,      -48.000000,         39.0108,         36.1733,         42.4578,         41.2072
        1442,      -47.983334,         39.0108,         36.1733,         42.4578,         41.2082
        1443,      -47.966667,         39.0108,         36.1733,         42.4578,         41.2092
        1444,      -47.950001,         39.0108,         36.1733,         42.4578,         41.2103
        1445,      -47.933334,         39.0108,         36.1733,         42.4578,         41.2113
        1446,      -47.916664,         39.0108,         36.1733,         42.4578,         41.2123
        1447,      -47.900002,         39.0108,         36.1733,         42.4578,         41.2133
        1448,      -47.883331,         39.0108,         36.1733,         42.4578,         41.2144
        1449,      -47.866669,         39.0108,         36.1733,         42.4578,         41.2154
        1450,      -47.849998,         39.0108,         36.1733,         42.4578,         41.2164
        1451,      -47.833336,         39.0108,         36.1733,         42.4578,         41.2174
        1452,      -47.816666,         39.0108,         36.1733,         42.4578,         41.2184
        1453,      -47.799999,         39.0108,         36.1733,         42.4578,         41.2194
        1454,      -47.783333,         39.0108,         36.1733,         42.4578,         41.2204
        1455,      -47.766666,         39.0108,         36.1733,         42.4578,         41.2215
        1456,      -47.750000,         39.0108,         36.1733,         42.4578,         41.2225
        1457,      -47.733334,         39.0108,         36.1733,         42.4578,         41.2235
        1458,      -47.716667,         39.0108,         36.1733,         42.4578,         41.2245
        1459,      -47.700001,         39.0108,         36.1733,         42.4578,         41.2255
        1460,      -47.683334,         39.0108,         36.1733,         42.4578,         41.2265
        1461,      -47.666664,         39.0108,         36.1733,         42.4578,         41.2275
        1462,      -47.650002,         39.0108,         36.1733,         42.4578,         41.2285
        1463,      -47.633331,         39.0108,         36.1733,         42.4578,         41.2296
        1464,      -47.616669,         39.0108,         36.1733,         42.4578,         41.2306
        1465,      -47.599998,         39.0108,         36.1733,         42.4578,         41.2316
        1466,      -47.583336,         39.0108,         36.1733,         42.4578,         41.2326
        1467,      -47.566666,         39.0108,         36.1733,         42.4578,         41.2336
        1468,      -47.549999,         39.0108,         36.1733,         42.4578,         41.2346
        1469,      -47.533333,         39.0108,         36.1733,         42.4578,         41.2356
        1470,      -47.516666,         39.0108,         36.1733,         42.4578,         41.2366
        1471,      -47.500000,         39.0108,         36.1733,         42.4578,         41.2377
        1472,      -47.483334,         39.0108,         36.1733,         42.4578,         41.2387
        1473,      -47.466667,         39.0108,         36.1733,         42.4578,         41.2397
        1474,      -47.450001,         39.0108,         36.1733,         42.4578,         41.2407
        1475,      -47.433334,         39.0108,         36.1733,         42.4578,         41.2417
        1476,      -47.416664,         39.0108,         36.1733,         42.4578,         41.2427
        1477,      -47.400002,         39.0108,         36.1733,         42.4578,         41.2437
        1478,      -47.383331,         39.0108,         36.1733,         42.4578,         41.2447
        1479,      -47.366669,         39.0108,         36.1733,         42.4578,         41.2457
        1480,      -47.349998,         39.0108,         36.1733,         42.4578,         41.2467
        1481,      -47.333336,         39.0108,         36.1733,         42.4578,         41.2477
        1482,      -47.316666,         39.0108,         36.1733,         42.4578,         41.2487
        1483,      -47.299999,         39.0108,         36.1733,         42.4578,         41.2497
        1484,      -47.283333,         39.0108,         36.1733,         42.4578,         41.2507
        1485,      -47.266666,         39.0108,         36.1733,         42.4578,         41.2517
        1486,      -47.250000,         39.0108,         36.1733,         42.4578,         41.2527
        1487,      -47.233334,         39.0108,         36.1733,         42.4578,         41.2537
        1488,      -47.216667,         39.0108,         36.1733,         42.4578,         41.2547
        1489,      -47.200001,         39.0108,         36.1733,         42.4578,         41.2556
        1490,      -47.183334,         39.0108,         36.1733,         42.4578,         41.2566
        1491,      -47.166664,         39.0108,         36.1733,         42.4578,         41.2575
        1492,      -47.150002,         39.0108,         36.1733,         42.4578,         41.2585
        1493,      -47.133331,         39.0108,         36.1733,         42.4578,         41.2594
        1494,      -47.116669,         39.0108,         36.1733,         42.4578,         41.2603
        1495,      -47.099998,         39.0108,         36.1733,         42.4578,         41.2613
        1496,      -47.083336,         39.0108,         36.1733,         42.4578,         41.2622
        1497,      -47.066666,         39.0108,         36.1733,         42.4578,         41.2632
        1498,      -47.049999,         39.0108,         36.1733,         42.4578,         41.2641
        1499,      -47.033333,         39.0108,         36.1733,         42.4578,         41.2651
        1500,      -47.016666,         39.0108,         36.1733,         42.4578,         41.2660
        1501,      -47.000000,         39.0108,         36.1733,         42.4578,         41.2669
        1502,      -46.983334,         39.0108,         36.1733,         42.4578,         41.2678
        1503,      -46.966667,         39.0108,         36.1733,         42.4578,         41.2687
        1504,      -46.950001,         39.0108,         36.1733,         42.4578,         41.2695
        1505,      -46.933334,         39.0108,         36.1733,         42.4578,         41.2705
        1506,      -46.916664,         39.0108,         36.1733,         42.4578,         41.2714
        1507,      -46.900002,         39.0108,         36.1733,         42.4578,         41.2724
        1508,      -46.883331,         39.0108,         36.1733,         42.4578,         41.2733
        1509,      -46.866669,         39.0108,         36.1733,         42.4578,         41.2743
        1510,      -46.849998,         39.0108,         36.1733,         42.4578,         41.2752
        1511,      -46.833336,         39.0108,         36.1733,         42.4578,         41.2762
        1512,      -46.816666,         39.0108,         36.1733,         42.4578,         41.2771
        1513,      -46.799999,         39.0108,         36.1733,         42.4578,         41.2781
        1514,      -46.783333,         39.0108,         36.1733,         42.4578,         41.2791
        1515,      -46.766666,         39.0108,         36.1733,         42.4578,         41.2800
        1516,      -46.750000,         39.0108,         36.1733,         42.4578,         41.2810
        1517,      -46.733334,         39.0108,         36.1733,         42.4578,         41.2819
        1518,      -46.716667,         39.0108,         36.1733,         42.4578,         41.2829
        1519,      -46.700001,         39.0108,         36.1733,         42.4578,         41.2838
        1520,      -46.683334,         39.0108,         36.1733,         42.4578,         41.2848
        1521,      -46.666664,         39.0108,         36.1733,         42.4578,         41.2857
        1522,      -46.650002,         39.0108,         36.1733,         42.4578,         41.2867
        1523,      -46.633331,         39.0108,         36.1733,         42.4578,         41.2876
        1524,      -46.616669,         39.0108,         36.1733,         42.4578,         41.2886
        1525,      -46.599998,         39.0108,         36.1733,         42.4578,         41.2895
        1526,      -46.583336,         39.0108,         36.1733,         42.4578,         41.2905
        1527,      -46.566666,         39.0108,         36.1733,         42.4578,         41.2914
        1528,      -46.549999,         39.0108,         36.1733,         42.4578,         41.2924
        1529,      -46.533333,         39.0108,         36.1733,         42.4578,         41.2933
        1530,      -46.516666,         39.0108,         36.1733,         42.4578,         41.2943
        1531,      -46.500000,         39.0108,         36.1733,         42.4578,         41.2952
        1532,      -46.483334,         39.0108,         36.1733,         42.4578,         41.2962
        1533,      -46.466667,         39.0108,         36.1733,         42.4578,         41.2971
        1534,      -46.450001,         39.0108,         36.1733,         42.4578,         41.2981
        1535,      -46.433334,         39.0108,         36.1733,         42.4578,         41.2990
        1536,      -46.416664,         39.0108,         36.1733,         42.4578,         41.2999
        1537,      -46.400002,         39.0108,         36.1733,         42.4578,         41.3009
        1538,      -46.383331,         39.0108,         36.1733,         42.4578,         41.3018
        1539,      -46.366669,         39.0108,         36.1733,         42.4578,         41.3028
        1540,      -46.349998,         39.0108,         36.1733,         42.4578,         41.3037
        1541,      -46.333336,         39.0108,         36.1733,         42.4578,         41.3046
        1542,      -46.316666,         39.0108,         36.1733,         42.4578,         41.3056
        1543,      -46.299999,         39.0108,         36.1733,         42.4578,         41.3065
        1544,      -46.283333,         39.0108,         36.1733,         42.4578,         41.3075
        1545,      -46.266666,         39.0108,         36.1733,         42.4578,         41.3084
        1546,      -46.250000,         39.0108,         36.1733,         42.4578,         41.3093
        1547,      -46.233334,         39.0108,         36.1733,         42.4578,         41.3103
        1548,      -46.216667,         39.0108,         36.1733,         42.4578,         41.3112
        1549,      -46.200001,         39.0108,         36.1733,         42.4578,         41.3121
        1550,      -46.183334,         39.0108,         36.1733,         42.4578,         41.3131
        1551,      -46.166664,         39.0108,         36.1733,         42.4578,         41.3140
        1552,      -46.150002,         39.0108,         36.1733,         42.4578,         41.3149
        1553,      -46.133331,         39.0108,         36.1733,         42.4578,         41.3159
        1554,      -46.116669,         39.0108,         36.1733,         42.4578,         41.3168
        1555,      -46.099998,         39.0108,         36.1733,         42.4578,         41.3177
        1556,      -46.083336,         39.0108,         36.1733,         42.4578,         41.3187
        1557,      -46.066666,         39.0108,         36.1733,         42.4578,         41.3196
        1558,      -46.049999,         39.0108,         36.1733,         42.4578,         41.3205
        1559,      -46.033333,         39.0108,         36.1733,         42.4578,         41.3214
        1560,      -46.016666,         39.0108,         36.1733,         42.4578,         41.3224
        1561,      -46.000000,         39.0108,         36.1733,         42.4578,         41.3233
        1562,      -45.983334,         39.0108,         36.1733,         42.4578,         41.3242
        1563,      -45.966667,         39.0108,         36.1733,         42.4578,         41.3251
        1564,      -45.950001,         39.0108,         36.1733,         42.4578,         41.3261
        1565,      -45.933334,         39.0108,         36.1733,         42.4578,         41.3270
        1566,      -45.916664,         39.0108,         36.1733,         42.4578,         41.3279
        1567,      -45.900002,         39.0108,         36.1733,         42.4578,         41.3288
        1568,      -45.883331,         39.0108,         36.1733,         42.4578,         41.3298
        1569,      -45.866669,         39.0108,         36.1733,         42.4578,         41.3307
        1570,      -45.849998,         39.0108,         36.1733,         42.4578,         41.3315
        1571,      -45.833336,         39.0108,         36.1733,         42.4578,         41.3324
        1572,      -45.816666,         39.0108,         36.1733,         42.4578,         41.3332
        1573,      -45.799999,         39.0108,         36.1733,         42.4578,         41.3340
        1574,      -45.783333,         39.0108,         36.1733,         42.4578,         41.3348
        1575,      -45.766666,         39.0108,         36.1733,         42.4578,         41.3356
        1576,      -45.750000,         39.0108,         36.1733,         42.4578,         41.3365
        1577,      -45.733334,         39.0108,         36.1733,         42.4578,         41.3372
        1578,      -45.716667,         39.0108,         36.1733,         42.4578,         41.3380
        1579,      -45.700001,         39.0108,         36.1733,         42.4578,         41.3388
        1580,      -45.683334,         39.0108,         36.1733,         42.4578,         41.3397
        1581,      -45.666664,         39.0108,         36.1733,         42.4578,         41.3405
        1582,      -45.650002,         39.0108,         36.1733,         42.4578,         41.3414
        1583,      -45.633331,         39.0108,         36.1733,         42.4578,         41.3423
        1584,      -45.616669,         39.0108,         36.1733,         42.4578,         41.3431
        1585,      -45.599998,         39.0108,         36.1733,         42.4578,         41.3440
        1586,      -45.583336,         39.0108,         36.1733,         42.4578,         41.3449
        1587,      -45.566666,         39.0108,         36.1733,         42.4578,         41.3457
        1588,      -45.549999,         39.0108,         36.1733,         42.4578,         41.3466
        1589,      -45.533333,         39.0108,         36.1733,         42.4578,         41.3475
        1590,      -45.516666,         39.0108,         36.1733,         42.4578,         41.3483
        1591,      -45.500000,         39.0108,         36.1733,         42.4578,         41.3492
        1592,      -45.483334,         39.0108,         36.1733,         42.4578,         41.3502
        1593,      -45.466667,         39.0108,         36.1733,         42.4578,         41.3510
        1594,      -45.450001,         39.0108,         36.1733,         42.4578,         41.3520
        1595,      -45.433334,         39.0108,         36.1733,         42.4578,         41.3529
        1596,      -45.416664,         39.0108,         36.1733,         42.4578,         41.3539
        1597,      -45.400002,         39.0108,         36.1733,         42.4578,         41.3546
        1598,      -45.383331,         39.0108,         36.1733,         42.4578,         41.3554
        1599,      -45.366669,         39.0108,         36.1733,         42.4578,         41.3564
        1600,      -45.349998,         39.0108,         36.1733,         42.4578,         41.3573
        1601,      -45.333336,         39.0108,         36.1733,         42.4578,         41.3581
        1602,      -45.316666,         39.0108,         36.1733,         42.4578,         41.3589
        1603,      -45.299999,         39.0108,         36.1733,         42.4578,         41.3598
        1604,      -45.283333,         39.0108,         36.1733,         42.4578,         41.3607
        1605,      -45.266666,         39.0108,         36.1733,         42.4578,         41.3615
        1606,      -45.250000,         39.0108,         36.1733,         42.4578,         41.3624
        1607,      -45.233334,         39.0108,         36.1733,         42.4578,         41.3632
        1608,      -45.216667,         39.0108,         36.1733,         42.4578,         41.3641
        1609,      -45.200001,         39.0108,         36.1733,         42.4578,         41.3649
        1610,      -45.183334,         39.0108,         36.1733,         42.4578,         41.3658
        1611,      -45.166664,         39.0108,         36.1733,         42.4578,         41.3666
        1612,      -45.150002,         39.0108,         36.1733,         42.4578,         41.3675
        1613,      -45.133331,         39.0108,         36.1733,         42.4578,         41.3683
