"EG05_018 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG05_018.tcf]","Time (h)","GWd1 Loc1_P [EG05_018]","GWd1 Loc8_P [EG05_018]","GWd1 Loc10_P [EG05_018]","GWd1 Loc4_P [EG05_018]"
         643,      -61.299999,          0.0000,          0.0000,  0.000    ,          0.0000
         644,      -61.283333,          0.0000,          0.0000,  0.000    ,          0.0000
         645,      -61.266666,          0.0000,          0.0000,  0.000    ,          0.0000
         646,      -61.250000,          0.0000,          0.0000,  0.000    ,          0.0000
         647,      -61.233334,          0.0000,          0.0000,  0.000    ,          0.0000
         648,      -61.216667,          0.0000,          0.0000,  0.000    ,          0.0000
         649,      -61.200001,          0.0000,          0.0000,  0.000    ,          0.0000
         650,      -61.183334,          0.0000,          0.0000,  0.000    ,          0.0000
         651,      -61.166668,          0.0000,          0.0000,  0.000    ,          0.0000
         652,      -61.150002,          0.0000,          0.0000,  0.000    ,          0.0000
         653,      -61.133331,          0.0000,          0.0000,  0.000    ,          0.0000
         654,      -61.116669,          0.0000,          0.0000,  0.000    ,          0.0000
         655,      -61.099998,          0.0000,          0.0000,  0.000    ,          0.0000
         656,      -61.083332,          0.0000,          0.0000,  0.000    ,          0.0000
         657,      -61.066666,          0.0000,          0.0000,  0.000    ,          0.0001
         658,      -61.049999,          0.0000,          0.0000,  0.000    ,          0.0001
         659,      -61.033333,          0.0000,          0.0000,  0.000    ,          0.0001
         660,      -61.016666,          0.0000,          0.0000,  0.000    ,          0.0002
         661,      -61.000000,          0.0000,          0.0000,  0.000    ,          0.0002
         662,      -60.983334,          0.0000,          0.0000,  0.000    ,          0.0003
         663,      -60.966667,          0.0000,          0.0000,  0.000    ,          0.0003
         664,      -60.950001,          0.0000,          0.0000,  0.000    ,          0.0004
         665,      -60.933334,          0.0000,          0.0000,  0.000    ,          0.0004
         666,      -60.916668,          0.0000,          0.0000,  0.000    ,          0.0005
         667,      -60.900002,          0.0000,          0.0000,  0.000    ,          0.0006
         668,      -60.883331,          0.0000,          0.0000,  0.000    ,          0.0007
         669,      -60.866669,          0.0000,          0.0000,  0.000    ,          0.0007
         670,      -60.849998,          0.0000,          0.0000,  0.000    ,          0.0008
         671,      -60.833332,          0.0000,          0.0000,  0.000    ,          0.0009
         672,      -60.816666,          0.0000,          0.0000,  0.000    ,          0.0011
         673,      -60.799999,          0.0000,          0.0000,  0.000    ,          0.0012
         674,      -60.783333,          0.0000,          0.0000,  0.000    ,          0.0013
         675,      -60.766666,          0.0000,          0.0000,  0.000    ,          0.0014
         676,      -60.750000,          0.0000,          0.0000,  0.000    ,          0.0015
         677,      -60.733334,          0.0000,          0.0000,  0.000    ,          0.0017
         678,      -60.716667,          0.0000,          0.0000,  0.000    ,          0.0018
         679,      -60.700001,          0.0000,          0.0000,  0.000    ,          0.0020
         680,      -60.683334,          0.0000,          0.0000,  0.000    ,          0.0021
         681,      -60.666668,          0.0000,          0.0000,  0.000    ,          0.0023
         682,      -60.650002,          0.0000,          0.0000,  0.000    ,          0.0024
         683,      -60.633331,          0.0000,          0.0000,  0.000    ,          0.0026
         684,      -60.616669,          0.0000,          0.0000,  0.000    ,          0.0028
         685,      -60.599998,          0.0000,          0.0000,  0.000    ,          0.0030
         686,      -60.583332,          0.0000,          0.0000,  0.000    ,          0.0032
         687,      -60.566666,          0.0000,          0.0000,  0.000    ,          0.0034
         688,      -60.549999,          0.0000,          0.0000,  0.000    ,          0.0036
         689,      -60.533333,          0.0000,          0.0000,  0.000    ,          0.0038
         690,      -60.516666,          0.0000,          0.0000,  0.000    ,          0.0040
         691,      -60.500000,          0.0000,          0.0000,  0.000    ,          0.0042
         692,      -60.483334,          0.0000,          0.0000,  0.000    ,          0.0045
         693,      -60.466667,          0.0000,          0.0000,  0.000    ,          0.0047
         694,      -60.450001,          0.0000,          0.0000,  0.000    ,          0.0049
         695,      -60.433334,          0.0000,          0.0000,  0.000    ,          0.0051
         696,      -60.416668,          0.0000,          0.0000,  0.000    ,          0.0053
         697,      -60.400002,          0.0000,          0.0000,  0.000    ,          0.0054
         698,      -60.383331,          0.0000,          0.0000,  0.000    ,          0.0055
         699,      -60.366669,          0.0000,          0.0000,  0.000    ,          0.0056
         700,      -60.349998,          0.0000,          0.0000,  0.000    ,          0.0056
         701,      -60.333332,          0.0000,          0.0000,  0.000    ,          0.0057
         702,      -60.316666,          0.0000,          0.0000,  0.000    ,          0.0058
         703,      -60.299999,          0.0000,          0.0000,  0.000    ,          0.0058
         704,      -60.283333,          0.0000,          0.0000,  0.000    ,          0.0059
         705,      -60.266666,          0.0000,          0.0000,  0.000    ,          0.0059
         706,      -60.250000,          0.0000,          0.0000,  0.000    ,          0.0059
         707,      -60.233334,          0.0000,          0.0000,  0.000    ,          0.0059
         708,      -60.216667,          0.0000,          0.0000,  0.000    ,          0.0059
         709,      -60.200001,          0.0000,          0.0000,  0.000    ,          0.0059
         710,      -60.183334,          0.0000,          0.0000,  0.000    ,          0.0059
         711,      -60.166668,          0.0000,          0.0000,  0.000    ,          0.0059
         712,      -60.150002,          0.0000,          0.0000,  0.000    ,          0.0059
         713,      -60.133331,          0.0000,          0.0000,  0.000    ,          0.0059
         714,      -60.116669,          0.0000,          0.0000,  0.000    ,          0.0059
         715,      -60.099998,          0.0000,          0.0000,  0.000    ,          0.0059
         716,      -60.083332,          0.0000,          0.0000,  0.000    ,          0.0059
         717,      -60.066666,          0.0000,          0.0000,  0.000    ,          0.0059
         718,      -60.049999,          0.0000,          0.0000,  0.000    ,          0.0059
         719,      -60.033333,          0.0000,          0.0000,  0.000    ,          0.0060
         720,      -60.016666,          0.0000,          0.0000,  0.000    ,          0.0060
         721,      -60.000000,          0.0000,          0.0000,  0.000    ,          0.0060
         722,      -59.983334,          0.0000,          0.0000,  0.000    ,          0.0060
         723,      -59.966667,          0.0000,          0.0000,  0.000    ,          0.0060
         724,      -59.950001,          0.0000,          0.0000,  0.000    ,          0.0060
         725,      -59.933334,          0.0000,          0.0000,  0.000    ,          0.0060
         726,      -59.916668,          0.0000,          0.0000,  0.000    ,          0.0060
         727,      -59.900002,          0.0000,          0.0000,  0.000    ,          0.0060
         728,      -59.883331,          0.0000,          0.0000,  0.000    ,          0.0060
         729,      -59.866669,          0.0000,          0.0000,  0.000    ,          0.0060
         730,      -59.849998,          0.0000,          0.0000,  0.000    ,          0.0060
         731,      -59.833332,          0.0000,          0.0000,  0.000    ,          0.0060
         732,      -59.816666,          0.0000,          0.0000,  0.000    ,          0.0060
         733,      -59.799999,          0.0000,          0.0000,  0.000    ,          0.0060
         734,      -59.783333,          0.0000,          0.0000,  0.000    ,          0.0060
         735,      -59.766666,          0.0000,          0.0000,  0.000    ,          0.0060
         736,      -59.750000,          0.0000,          0.0000,  0.000    ,          0.0060
         737,      -59.733334,          0.0000,          0.0000,  0.000    ,          0.0060
         738,      -59.716667,          0.0000,          0.0000,  0.000    ,          0.0060
         739,      -59.700001,          0.0000,          0.0000,  0.000    ,          0.0060
         740,      -59.683334,          0.0000,          0.0000,  0.000    ,          0.0060
         741,      -59.666668,          0.0000,          0.0000,  0.000    ,          0.0060
         742,      -59.650002,          0.0000,          0.0000,  0.000    ,          0.0060
         743,      -59.633331,          0.0000,          0.0000,  0.000    ,          0.0060
         744,      -59.616669,          0.0000,          0.0000,  0.000    ,          0.0060
         745,      -59.599998,          0.0000,          0.0000,  0.000    ,          0.0060
         746,      -59.583332,          0.0000,          0.0000,  0.000    ,          0.0060
         747,      -59.566666,          0.0000,          0.0000,  0.000    ,          0.0060
         748,      -59.549999,          0.0000,          0.0000,  0.000    ,          0.0060
         749,      -59.533333,          0.0000,          0.0000,  0.000    ,          0.0060
         750,      -59.516666,          0.0000,          0.0000,  0.000    ,          0.0060
         751,      -59.500000,          0.0000,          0.0000,  0.000    ,          0.0060
         752,      -59.483334,          0.0000,          0.0000,  0.000    ,          0.0060
         753,      -59.466667,          0.0000,          0.0000,  0.000    ,          0.0060
         754,      -59.450001,          0.0000,          0.0000,  0.000    ,          0.0060
         755,      -59.433334,          0.0000,          0.0000,  0.000    ,          0.0060
         756,      -59.416668,          0.0000,          0.0000,  0.000    ,          0.0060
         757,      -59.400002,          0.0000,          0.0000,  0.000    ,          0.0060
         758,      -59.383331,          0.0000,          0.0000,  0.000    ,          0.0060
         759,      -59.366669,          0.0000,          0.0000,  0.000    ,          0.0060
         760,      -59.349998,          0.0000,          0.0000,  0.000    ,          0.0060
         761,      -59.333332,          0.0000,          0.0000,  0.000    ,          0.0060
         762,      -59.316666,          0.0000,          0.0000,  0.000    ,          0.0060
         763,      -59.299999,          0.0000,          0.0000,  0.000    ,          0.0060
         764,      -59.283333,          0.0000,          0.0000,  0.000    ,          0.0060
         765,      -59.266666,          0.0000,          0.0000,  0.000    ,          0.0060
         766,      -59.250000,          0.0000,          0.0000,  0.000    ,          0.0060
         767,      -59.233334,          0.0000,          0.0000,  0.000    ,          0.0060
         768,      -59.216667,          0.0000,          0.0000,  0.000    ,          0.0060
         769,      -59.200001,          0.0000,          0.0000,  0.000    ,          0.0060
         770,      -59.183334,          0.0000,          0.0000,  0.000    ,          0.0060
         771,      -59.166668,          0.0000,          0.0000,  0.000    ,          0.0060
         772,      -59.150002,          0.0000,          0.0000,  0.000    ,          0.0060
         773,      -59.133331,          0.0000,          0.0000,  0.000    ,          0.0060
         774,      -59.116669,          0.0000,          0.0000,  0.000    ,          0.0060
         775,      -59.099998,          0.0000,          0.0000,  0.000    ,          0.0060
         776,      -59.083332,          0.0000,          0.0000,  0.000    ,          0.0060
         777,      -59.066666,          0.0000,          0.0000,  0.000    ,          0.0060
         778,      -59.049999,          0.0000,          0.0000,  0.000    ,          0.0060
         779,      -59.033333,          0.0000,          0.0000,  0.000    ,          0.0060
         780,      -59.016666,          0.0000,          0.0000,  0.000    ,          0.0060
         781,      -59.000000,          0.0000,          0.0000,  0.000    ,          0.0060
         782,      -58.983334,          0.0000,          0.0000,  0.000    ,          0.0060
         783,      -58.966667,          0.0000,          0.0000,  0.000    ,          0.0060
         784,      -58.950001,          0.0000,          0.0000,  0.000    ,          0.0060
         785,      -58.933334,          0.0000,          0.0000,  0.000    ,          0.0060
         786,      -58.916668,          0.0000,          0.0000,  0.000    ,          0.0060
         787,      -58.900002,          0.0000,          0.0000,  0.000    ,          0.0060
         788,      -58.883331,          0.0000,          0.0000,  0.000    ,          0.0060
         789,      -58.866669,          0.0000,          0.0000,  0.000    ,          0.0060
         790,      -58.849998,          0.0000,          0.0000,  0.000    ,          0.0060
         791,      -58.833332,          0.0000,          0.0000,  0.000    ,          0.0060
         792,      -58.816666,          0.0000,          0.0000,  0.000    ,          0.0060
         793,      -58.799999,          0.0000,          0.0000,  0.000    ,          0.0060
         794,      -58.783333,          0.0000,          0.0000,  0.000    ,          0.0060
         795,      -58.766666,          0.0000,          0.0000,  0.000    ,          0.0060
         796,      -58.750000,          0.0000,          0.0000,  0.000    ,          0.0060
         797,      -58.733334,          0.0000,          0.0000,  0.000    ,          0.0060
         798,      -58.716667,          0.0000,          0.0000,  0.000    ,          0.0060
         799,      -58.700001,          0.0000,          0.0000,  0.000    ,          0.0060
         800,      -58.683334,          0.0000,          0.0000,  0.000    ,          0.0060
         801,      -58.666668,          0.0000,          0.0000,  0.000    ,          0.0060
         802,      -58.650002,          0.0000,          0.0000,  0.000    ,          0.0060
         803,      -58.633331,          0.0000,          0.0000,  0.000    ,          0.0060
         804,      -58.616669,          0.0000,          0.0000,  0.000    ,          0.0060
         805,      -58.599998,          0.0000,          0.0000,  0.000    ,          0.0060
         806,      -58.583332,          0.0000,          0.0000,  0.000    ,          0.0060
         807,      -58.566666,          0.0000,          0.0000,  0.000    ,          0.0060
         808,      -58.549999,          0.0000,          0.0000,  0.000    ,          0.0060
         809,      -58.533333,          0.0000,          0.0000,  0.000    ,          0.0060
         810,      -58.516666,          0.0000,          0.0000,  0.000    ,          0.0060
         811,      -58.500000,          0.0000,          0.0000,  0.000    ,          0.0060
         812,      -58.483334,          0.0000,          0.0000,  0.000    ,          0.0060
         813,      -58.466667,          0.0000,          0.0000,  0.000    ,          0.0060
         814,      -58.450001,          0.0000,          0.0000,  0.000    ,          0.0060
         815,      -58.433334,          0.0000,          0.0000,  0.000    ,          0.0060
         816,      -58.416668,          0.0000,          0.0000,  0.000    ,          0.0060
         817,      -58.400002,          0.0000,          0.0000,  0.000    ,          0.0060
         818,      -58.383331,          0.0000,          0.0000,  0.000    ,          0.0060
         819,      -58.366669,          0.0000,          0.0000,  0.000    ,          0.0060
         820,      -58.349998,          0.0000,          0.0000,  0.000    ,          0.0060
         821,      -58.333332,          0.0000,          0.0000,  0.000    ,          0.0060
         822,      -58.316666,          0.0000,          0.0000,  0.000    ,          0.0060
         823,      -58.299999,          0.0000,          0.0000,  0.000    ,          0.0060
         824,      -58.283333,          0.0000,          0.0000,  0.000    ,          0.0060
         825,      -58.266666,          0.0000,          0.0000,  0.000    ,          0.0060
         826,      -58.250000,          0.0000,          0.0000,  0.000    ,          0.0060
         827,      -58.233334,          0.0000,          0.0000,  0.000    ,          0.0060
         828,      -58.216667,          0.0000,          0.0000,  0.000    ,          0.0060
         829,      -58.200001,          0.0000,          0.0000,  0.000    ,          0.0060
         830,      -58.183334,          0.0000,          0.0000,  0.000    ,          0.0060
         831,      -58.166668,          0.0000,          0.0000,  0.000    ,          0.0060
         832,      -58.150002,          0.0000,          0.0000,  0.000    ,          0.0060
         833,      -58.133331,          0.0000,          0.0000,  0.000    ,          0.0060
         834,      -58.116669,          0.0000,          0.0000,  0.000    ,          0.0060
         835,      -58.099998,          0.0000,          0.0000,  0.000    ,          0.0060
         836,      -58.083332,          0.0000,          0.0000,  0.000    ,          0.0060
         837,      -58.066666,          0.0000,          0.0000,  0.000    ,          0.0060
         838,      -58.049999,          0.0000,          0.0000,  0.000    ,          0.0060
         839,      -58.033333,          0.0000,          0.0000,  0.000    ,          0.0060
         840,      -58.016666,          0.0000,          0.0000,  0.000    ,          0.0060
         841,      -58.000000,          0.0000,          0.0000,  0.000    ,          0.0060
         842,      -57.983334,          0.0000,          0.0000,  0.000    ,          0.0060
         843,      -57.966667,          0.0000,          0.0000,  0.000    ,          0.0060
         844,      -57.950001,          0.0000,          0.0000,  0.000    ,          0.0060
         845,      -57.933334,          0.0000,          0.0000,  0.000    ,          0.0060
         846,      -57.916668,          0.0000,          0.0000,  0.000    ,          0.0060
         847,      -57.900002,          0.0000,          0.0000,  0.000    ,          0.0060
         848,      -57.883331,          0.0000,          0.0000,  0.000    ,          0.0060
         849,      -57.866669,          0.0000,          0.0000,  0.000    ,          0.0060
         850,      -57.849998,          0.0000,          0.0000,  0.000    ,          0.0060
         851,      -57.833332,          0.0000,          0.0000,  0.000    ,          0.0060
         852,      -57.816666,          0.0000,          0.0000,  0.000    ,          0.0060
         853,      -57.799999,          0.0000,          0.0000,  0.000    ,          0.0060
         854,      -57.783333,          0.0000,          0.0000,  0.000    ,          0.0060
         855,      -57.766666,          0.0000,          0.0000,  0.000    ,          0.0060
         856,      -57.750000,          0.0000,          0.0000,  0.000    ,          0.0060
         857,      -57.733334,          0.0000,          0.0000,  0.000    ,          0.0060
         858,      -57.716667,          0.0000,          0.0000,  0.000    ,          0.0060
         859,      -57.700001,          0.0000,          0.0000,  0.000    ,          0.0060
         860,      -57.683334,          0.0000,          0.0000,  0.000    ,          0.0060
         861,      -57.666668,          0.0000,          0.0000,  0.000    ,          0.0060
         862,      -57.650002,          0.0000,          0.0000,  0.000    ,          0.0060
         863,      -57.633331,          0.0000,          0.0000,  0.000    ,          0.0060
         864,      -57.616669,          0.0000,          0.0000,  0.000    ,          0.0060
         865,      -57.599998,          0.0000,          0.0000,  0.000    ,          0.0060
         866,      -57.583332,          0.0000,          0.0000,  0.000    ,          0.0060
         867,      -57.566666,          0.0000,          0.0000,  0.000    ,          0.0060
         868,      -57.549999,          0.0000,          0.0000,  0.000    ,          0.0060
         869,      -57.533333,          0.0000,          0.0000,  0.000    ,          0.0060
         870,      -57.516666,          0.0000,          0.0000,  0.000    ,          0.0060
         871,      -57.500000,          0.0000,          0.0000,  0.000    ,          0.0060
         872,      -57.483334,          0.0000,          0.0000,  0.000    ,          0.0060
         873,      -57.466667,          0.0000,          0.0000,  0.000    ,          0.0060
         874,      -57.450001,          0.0000,          0.0000,  0.000    ,          0.0060
         875,      -57.433334,          0.0000,          0.0000,  0.000    ,          0.0060
         876,      -57.416668,          0.0000,          0.0000,  0.000    ,          0.0060
         877,      -57.400002,          0.0000,          0.0000,  0.000    ,          0.0060
         878,      -57.383331,          0.0000,          0.0000,  0.000    ,          0.0060
         879,      -57.366669,          0.0000,          0.0000,  0.000    ,          0.0060
         880,      -57.349998,          0.0000,          0.0000,  0.000    ,          0.0060
         881,      -57.333332,          0.0000,          0.0000,  0.000    ,          0.0060
         882,      -57.316666,          0.0000,          0.0000,  0.000    ,          0.0060
         883,      -57.299999,          0.0000,          0.0000,  0.000    ,          0.0060
         884,      -57.283333,          0.0000,          0.0000,  0.000    ,          0.0060
         885,      -57.266666,          0.0000,          0.0000,  0.000    ,          0.0060
         886,      -57.250000,          0.0000,          0.0000,  0.000    ,          0.0060
         887,      -57.233334,          0.0000,          0.0000,  0.000    ,          0.0060
         888,      -57.216667,          0.0000,          0.0000,  0.000    ,          0.0060
         889,      -57.200001,          0.0000,          0.0000,  0.000    ,          0.0060
         890,      -57.183334,          0.0000,          0.0000,  0.000    ,          0.0060
         891,      -57.166668,          0.0000,          0.0000,  0.000    ,          0.0060
         892,      -57.150002,          0.0000,          0.0000,  0.000    ,          0.0060
         893,      -57.133331,          0.0000,          0.0000,  0.000    ,          0.0060
         894,      -57.116669,          0.0000,          0.0000,  0.000    ,          0.0060
         895,      -57.099998,          0.0000,          0.0000,  0.000    ,          0.0060
         896,      -57.083332,          0.0000,          0.0000,  0.000    ,          0.0060
         897,      -57.066666,          0.0000,          0.0000,  0.000    ,          0.0060
         898,      -57.049999,          0.0000,          0.0000,  0.000    ,          0.0060
         899,      -57.033333,          0.0000,          0.0000,  0.000    ,          0.0060
         900,      -57.016666,          0.0000,          0.0000,  0.000    ,          0.0060
         901,      -57.000000,          0.0000,          0.0000,  0.000    ,          0.0060
         902,      -56.983334,          0.0000,          0.0000,  0.000    ,          0.0060
         903,      -56.966667,          0.0000,          0.0000,  0.000    ,          0.0060
         904,      -56.950001,          0.0000,          0.0000,  0.000    ,          0.0060
         905,      -56.933334,          0.0000,          0.0000,  0.000    ,          0.0060
         906,      -56.916668,          0.0000,          0.0000,  0.000    ,          0.0060
         907,      -56.900002,          0.0000,          0.0000,  0.000    ,          0.0060
         908,      -56.883331,          0.0000,          0.0000,  0.000    ,          0.0060
         909,      -56.866669,          0.0000,          0.0000,  0.000    ,          0.0060
         910,      -56.849998,          0.0000,          0.0000,  0.000    ,          0.0060
         911,      -56.833332,          0.0000,          0.0000,  0.000    ,          0.0060
         912,      -56.816666,          0.0000,          0.0000,  0.000    ,          0.0060
         913,      -56.799999,          0.0000,          0.0000,  0.000    ,          0.0060
         914,      -56.783333,          0.0000,          0.0000,  0.000    ,          0.0060
         915,      -56.766666,          0.0000,          0.0000,  0.000    ,          0.0060
         916,      -56.750000,          0.0000,          0.0000,  0.000    ,          0.0060
         917,      -56.733334,          0.0000,          0.0000,  0.000    ,          0.0060
         918,      -56.716667,          0.0000,          0.0000,  0.000    ,          0.0060
         919,      -56.700001,          0.0000,          0.0000,  0.000    ,          0.0060
         920,      -56.683334,          0.0000,          0.0000,  0.000    ,          0.0060
         921,      -56.666668,          0.0000,          0.0000,  0.000    ,          0.0060
         922,      -56.650002,          0.0000,          0.0000,  0.000    ,          0.0060
         923,      -56.633331,          0.0000,          0.0000,  0.000    ,          0.0060
         924,      -56.616669,          0.0000,          0.0000,  0.000    ,          0.0060
         925,      -56.599998,          0.0000,          0.0000,  0.000    ,          0.0060
         926,      -56.583332,          0.0000,          0.0000,  0.000    ,          0.0060
         927,      -56.566666,          0.0000,          0.0000,  0.000    ,          0.0060
         928,      -56.549999,          0.0000,          0.0000,  0.000    ,          0.0060
         929,      -56.533333,          0.0000,          0.0000,  0.000    ,          0.0060
         930,      -56.516666,          0.0000,          0.0000,  0.000    ,          0.0060
         931,      -56.500000,          0.0000,          0.0000,  0.000    ,          0.0060
         932,      -56.483334,          0.0000,          0.0000,  0.000    ,          0.0060
         933,      -56.466667,          0.0000,          0.0000,  0.000    ,          0.0060
         934,      -56.450001,          0.0000,          0.0000,  0.000    ,          0.0060
         935,      -56.433334,          0.0000,          0.0000,  0.000    ,          0.0060
         936,      -56.416668,          0.0000,          0.0000,  0.000    ,          0.0060
         937,      -56.400002,          0.0000,          0.0000,  0.000    ,          0.0060
         938,      -56.383331,          0.0000,          0.0000,  0.000    ,          0.0060
         939,      -56.366669,          0.0000,          0.0000,  0.000    ,          0.0060
         940,      -56.349998,          0.0000,          0.0000,  0.000    ,          0.0060
         941,      -56.333332,          0.0000,          0.0000,  0.000    ,          0.0060
         942,      -56.316666,          0.0000,          0.0000,  0.000    ,          0.0060
         943,      -56.299999,          0.0000,          0.0000,  0.000    ,          0.0060
         944,      -56.283333,          0.0000,          0.0000,  0.000    ,          0.0060
         945,      -56.266666,          0.0000,          0.0000,  0.000    ,          0.0060
         946,      -56.250000,          0.0000,          0.0000,  0.000    ,          0.0060
         947,      -56.233334,          0.0000,          0.0000,  0.000    ,          0.0060
         948,      -56.216667,          0.0000,          0.0000,  0.000    ,          0.0060
         949,      -56.200001,          0.0000,          0.0000,  0.000    ,          0.0060
         950,      -56.183334,          0.0000,          0.0000,  0.000    ,          0.0060
         951,      -56.166668,          0.0000,          0.0000,  0.000    ,          0.0060
         952,      -56.150002,          0.0000,          0.0000,  0.000    ,          0.0060
         953,      -56.133331,          0.0000,          0.0000,  0.000    ,          0.0060
         954,      -56.116669,          0.0000,          0.0000,  0.000    ,          0.0060
         955,      -56.099998,          0.0000,          0.0000,  0.000    ,          0.0060
         956,      -56.083332,          0.0000,          0.0000,  0.000    ,          0.0060
         957,      -56.066666,          0.0000,          0.0000,  0.000    ,          0.0060
         958,      -56.049999,          0.0000,          0.0000,  0.000    ,          0.0060
         959,      -56.033333,          0.0000,          0.0000,  0.000    ,          0.0060
         960,      -56.016666,          0.0000,          0.0000,  0.000    ,          0.0060
         961,      -56.000000,          0.0000,          0.0000,  0.000    ,          0.0060
         962,      -55.983334,          0.0000,          0.0000,  0.000    ,          0.0060
         963,      -55.966667,          0.0000,          0.0000,  0.000    ,          0.0060
         964,      -55.950001,          0.0000,          0.0000,  0.000    ,          0.0060
         965,      -55.933334,          0.0000,          0.0000,  0.000    ,          0.0060
         966,      -55.916664,          0.0000,          0.0000,  0.000    ,          0.0060
         967,      -55.900002,          0.0000,          0.0000,  0.000    ,          0.0060
         968,      -55.883331,          0.0000,          0.0000,  0.000    ,          0.0060
         969,      -55.866669,          0.0000,          0.0000,  0.000    ,          0.0060
         970,      -55.849998,          0.0000,          0.0000,  0.000    ,          0.0060
         971,      -55.833336,          0.0000,          0.0000,  0.000    ,          0.0060
         972,      -55.816666,          0.0000,          0.0000,  0.000    ,          0.0060
         973,      -55.799999,          0.0000,          0.0000,  0.000    ,          0.0060
         974,      -55.783333,          0.0000,          0.0000,  0.000    ,          0.0060
         975,      -55.766666,          0.0000,          0.0000,  0.000    ,          0.0060
         976,      -55.750000,          0.0000,          0.0000,  0.000    ,          0.0060
         977,      -55.733334,          0.0000,          0.0000,  0.000    ,          0.0060
         978,      -55.716667,          0.0000,          0.0000,  0.000    ,          0.0060
         979,      -55.700001,          0.0000,          0.0000,  0.000    ,          0.0060
         980,      -55.683334,          0.0000,          0.0000,  0.000    ,          0.0060
         981,      -55.666664,          0.0000,          0.0000,  0.000    ,          0.0060
         982,      -55.650002,          0.0000,          0.0000,  0.000    ,          0.0060
         983,      -55.633331,          0.0000,          0.0000,  0.000    ,          0.0060
         984,      -55.616669,          0.0000,          0.0000,  0.000    ,          0.0060
         985,      -55.599998,          0.0000,          0.0000,  0.000    ,          0.0060
         986,      -55.583336,          0.0000,          0.0000,  0.000    ,          0.0060
         987,      -55.566666,          0.0000,          0.0000,  0.000    ,          0.0060
         988,      -55.549999,          0.0000,          0.0000,  0.000    ,          0.0060
         989,      -55.533333,          0.0000,          0.0000,  0.000    ,          0.0060
         990,      -55.516666,          0.0000,          0.0000,  0.000    ,          0.0060
         991,      -55.500000,          0.0000,          0.0000,  0.000    ,          0.0060
         992,      -55.483334,          0.0000,          0.0000,  0.000    ,          0.0060
         993,      -55.466667,          0.0000,          0.0000,  0.000    ,          0.0060
         994,      -55.450001,          0.0000,          0.0000,  0.000    ,          0.0060
         995,      -55.433334,          0.0000,          0.0000,  0.000    ,          0.0060
         996,      -55.416664,          0.0000,          0.0000,  0.000    ,          0.0060
         997,      -55.400002,          0.0000,          0.0000,  0.000    ,          0.0060
         998,      -55.383331,          0.0000,          0.0000,  0.000    ,          0.0060
         999,      -55.366669,          0.0000,          0.0000,  0.000    ,          0.0060
        1000,      -55.349998,          0.0000,          0.0000,  0.000    ,          0.0060
        1001,      -55.333336,          0.0000,          0.0000,  0.000    ,          0.0060
        1002,      -55.316666,          0.0000,          0.0000,  0.000    ,          0.0060
        1003,      -55.299999,          0.0000,          0.0000,  0.000    ,          0.0060
        1004,      -55.283333,          0.0000,          0.0000,  0.000    ,          0.0060
        1005,      -55.266666,          0.0000,          0.0000,  0.000    ,          0.0060
        1006,      -55.250000,          0.0000,          0.0000,  0.000    ,          0.0060
        1007,      -55.233334,          0.0000,          0.0000,  0.000    ,          0.0060
        1008,      -55.216667,          0.0000,          0.0000,  0.000    ,          0.0060
        1009,      -55.200001,          0.0000,          0.0000,  0.000    ,          0.0060
        1010,      -55.183334,          0.0000,          0.0000,  0.000    ,          0.0060
        1011,      -55.166664,          0.0000,          0.0000,  0.000    ,          0.0060
        1012,      -55.150002,          0.0000,          0.0000,  0.000    ,          0.0060
        1013,      -55.133331,          0.0000,          0.0000,  0.000    ,          0.0060
        1014,      -55.116669,          0.0000,          0.0000,  0.000    ,          0.0060
        1015,      -55.099998,          0.0000,          0.0000,  0.000    ,          0.0060
        1016,      -55.083336,          0.0000,          0.0000,  0.000    ,          0.0060
        1017,      -55.066666,          0.0000,          0.0000,  0.000    ,          0.0060
        1018,      -55.049999,          0.0000,          0.0000,  0.000    ,          0.0060
        1019,      -55.033333,          0.0000,          0.0000,  0.000    ,          0.0060
        1020,      -55.016666,          0.0000,          0.0000,  0.000    ,          0.0060
        1021,      -55.000000,          0.0000,          0.0000,  0.000    ,          0.0060
        1022,      -54.983334,          0.0000,          0.0000,  0.000    ,          0.0060
        1023,      -54.966667,          0.0000,          0.0000,  0.000    ,          0.0060
        1024,      -54.950001,          0.0000,          0.0000,  0.000    ,          0.0060
        1025,      -54.933334,          0.0000,          0.0000,  0.000    ,          0.0060
        1026,      -54.916664,          0.0000,          0.0000,  0.000    ,          0.0060
        1027,      -54.900002,          0.0000,          0.0000,  0.000    ,          0.0060
        1028,      -54.883331,          0.0000,          0.0000,  0.000    ,          0.0060
        1029,      -54.866669,          0.0000,          0.0000,  0.000    ,          0.0060
        1030,      -54.849998,          0.0000,          0.0000,  0.000    ,          0.0060
        1031,      -54.833336,          0.0000,          0.0000,  0.000    ,          0.0060
        1032,      -54.816666,          0.0000,          0.0000,  0.000    ,          0.0060
        1033,      -54.799999,          0.0000,          0.0000,  0.000    ,          0.0060
        1034,      -54.783333,          0.0000,          0.0000,  0.000    ,          0.0060
        1035,      -54.766666,          0.0000,          0.0000,  0.000    ,          0.0060
        1036,      -54.750000,          0.0000,          0.0000,  0.000    ,          0.0060
        1037,      -54.733334,          0.0000,          0.0000,  0.000    ,          0.0060
