"EG05_018 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG05_018.tcf]","Time (h)","GWd1 Loc1_P [EG05_018]","GWd1 Loc8_P [EG05_018]","GWd1 Loc10_P [EG05_018]","GWd1 Loc4_P [EG05_018]"
        2340,      -33.016666,          0.0000,          0.0000,  0.000    ,          0.1951
        2341,      -33.000000,          0.0000,          0.0000,  0.000    ,          0.1951
        2342,      -32.983334,          0.0000,          0.0000,  0.000    ,          0.1951
        2343,      -32.966667,          0.0000,          0.0000,  0.000    ,          0.1951
        2344,      -32.950001,          0.0000,          0.0000,  0.000    ,          0.1951
        2345,      -32.933334,          0.0000,          0.0000,  0.000    ,          0.1951
        2346,      -32.916668,          0.0000,          0.0000,  0.000    ,          0.1951
        2347,      -32.900002,          0.0000,          0.0000,  0.000    ,          0.1951
        2348,      -32.883335,          0.0000,          0.0000,  0.000    ,          0.1951
        2349,      -32.866665,          0.0000,          0.0000,  0.000    ,          0.1951
        2350,      -32.849998,          0.0000,          0.0000,  0.000    ,          0.1951
        2351,      -32.833332,          0.0000,          0.0000,  0.000    ,          0.1952
        2352,      -32.816666,          0.0000,          0.0000,  0.000    ,          0.1952
        2353,      -32.799999,          0.0000,          0.0000,  0.000    ,          0.1952
        2354,      -32.783333,          0.0000,          0.0000,  0.000    ,          0.1952
        2355,      -32.766666,          0.0000,          0.0000,  0.000    ,          0.1952
        2356,      -32.750000,          0.0000,          0.0000,  0.000    ,          0.1952
        2357,      -32.733334,          0.0000,          0.0000,  0.000    ,          0.1952
        2358,      -32.716667,          0.0000,          0.0000,  0.000    ,          0.1952
        2359,      -32.700001,          0.0000,          0.0000,  0.000    ,          0.1952
        2360,      -32.683334,          0.0000,          0.0000,  0.000    ,          0.1952
        2361,      -32.666668,          0.0000,          0.0000,  0.000    ,          0.1952
        2362,      -32.650002,          0.0000,          0.0000,  0.000    ,          0.1952
        2363,      -32.633335,          0.0000,          0.0000,  0.000    ,          0.1952
        2364,      -32.616665,          0.0000,          0.0000,  0.000    ,          0.1952
        2365,      -32.599998,          0.0000,          0.0000,  0.000    ,          0.1952
        2366,      -32.583332,          0.0000,          0.0000,  0.000    ,          0.1952
        2367,      -32.566666,          0.0000,          0.0000,  0.000    ,          0.1952
        2368,      -32.549999,          0.0000,          0.0000,  0.000    ,          0.1952
        2369,      -32.533333,          0.0000,          0.0000,  0.000    ,          0.1952
        2370,      -32.516666,          0.0000,          0.0000,  0.000    ,          0.1952
        2371,      -32.500000,          0.0000,          0.0000,  0.000    ,          0.1952
        2372,      -32.483334,          0.0000,          0.0000,  0.000    ,          0.1952
        2373,      -32.466667,          0.0000,          0.0000,  0.000    ,          0.1952
        2374,      -32.450001,          0.0000,          0.0000,  0.000    ,          0.1952
        2375,      -32.433334,          0.0000,          0.0000,  0.000    ,          0.1952
        2376,      -32.416668,          0.0000,          0.0000,  0.000    ,          0.1952
        2377,      -32.400002,          0.0000,          0.0000,  0.000    ,          0.1952
        2378,      -32.383335,          0.0000,          0.0000,  0.000    ,          0.1952
        2379,      -32.366665,          0.0000,          0.0000,  0.000    ,          0.1952
        2380,      -32.349998,          0.0000,          0.0000,  0.000    ,          0.1952
        2381,      -32.333332,          0.0000,          0.0000,  0.000    ,          0.1952
        2382,      -32.316666,          0.0000,          0.0000,  0.000    ,          0.1952
        2383,      -32.299999,          0.0000,          0.0000,  0.000    ,          0.1952
        2384,      -32.283333,          0.0000,          0.0000,  0.000    ,          0.1952
        2385,      -32.266666,          0.0000,          0.0000,  0.000    ,          0.1953
        2386,      -32.250000,          0.0000,          0.0000,  0.000    ,          0.1953
        2387,      -32.233334,          0.0000,          0.0000,  0.000    ,          0.1953
        2388,      -32.216667,          0.0000,          0.0000,  0.000    ,          0.1953
        2389,      -32.200001,          0.0000,          0.0000,  0.000    ,          0.1953
        2390,      -32.183334,          0.0000,          0.0000,  0.000    ,          0.1953
        2391,      -32.166668,          0.0000,          0.0000,  0.000    ,          0.1954
        2392,      -32.150002,          0.0000,          0.0000,  0.000    ,          0.1954
        2393,      -32.133335,          0.0000,          0.0000,  0.000    ,          0.1954
        2394,      -32.116665,          0.0000,          0.0000,  0.000    ,          0.1954
        2395,      -32.099998,          0.0000,          0.0000,  0.000    ,          0.1954
        2396,      -32.083332,          0.0000,          0.0000,  0.000    ,          0.1954
        2397,      -32.066666,          0.0000,          0.0000,  0.000    ,          0.1954
        2398,      -32.049999,          0.0000,          0.0000,  0.000    ,          0.1954
        2399,      -32.033333,          0.0000,          0.0000,  0.000    ,          0.1954
        2400,      -32.016666,          0.0000,          0.0000,  0.000    ,          0.1954
        2401,      -32.000000,          0.0000,          0.0000,  0.000    ,          0.1954
        2402,      -31.983334,          0.0000,          0.0000,  0.000    ,          0.1954
        2403,      -31.966667,          0.0000,          0.0000,  0.000    ,          0.1954
        2404,      -31.950001,          0.0000,          0.0000,  0.000    ,          0.1954
        2405,      -31.933334,          0.0000,          0.0000,  0.000    ,          0.1954
        2406,      -31.916668,          0.0000,          0.0000,  0.000    ,          0.1955
        2407,      -31.900002,          0.0000,          0.0000,  0.000    ,          0.1955
        2408,      -31.883335,          0.0000,          0.0000,  0.000    ,          0.1955
        2409,      -31.866665,          0.0000,          0.0000,  0.000    ,          0.1955
        2410,      -31.849998,          0.0000,          0.0000,  0.000    ,          0.1955
        2411,      -31.833332,          0.0000,          0.0000,  0.000    ,          0.1955
        2412,      -31.816666,          0.0000,          0.0000,  0.000    ,          0.1955
        2413,      -31.799999,          0.0000,          0.0000,  0.000    ,          0.1955
        2414,      -31.783333,          0.0000,          0.0000,  0.000    ,          0.1955
        2415,      -31.766666,          0.0000,          0.0000,  0.000    ,          0.1955
        2416,      -31.750000,          0.0000,          0.0000,  0.000    ,          0.1955
        2417,      -31.733334,          0.0000,          0.0000,  0.000    ,          0.1956
        2418,      -31.716667,          0.0000,          0.0000,  0.000    ,          0.1956
        2419,      -31.700001,          0.0000,          0.0000,  0.000    ,          0.1956
        2420,      -31.683334,          0.0000,          0.0000,  0.000    ,          0.1956
        2421,      -31.666668,          0.0000,          0.0000,  0.000    ,          0.1957
        2422,      -31.650002,          0.0000,          0.0000,  0.000    ,          0.1957
        2423,      -31.633335,          0.0000,          0.0000,  0.000    ,          0.1957
        2424,      -31.616665,          0.0000,          0.0000,  0.000    ,          0.1957
        2425,      -31.599998,          0.0000,          0.0000,  0.000    ,          0.1957
        2426,      -31.583332,          0.0000,          0.0000,  0.000    ,          0.1957
        2427,      -31.566666,          0.0000,          0.0000,  0.000    ,          0.1958
        2428,      -31.549999,          0.0000,          0.0000,  0.000    ,          0.1958
        2429,      -31.533333,          0.0000,          0.0000,  0.000    ,          0.1958
        2430,      -31.516666,          0.0000,          0.0000,  0.000    ,          0.1958
        2431,      -31.500000,          0.0000,          0.0000,  0.000    ,          0.1958
        2432,      -31.483334,          0.0000,          0.0000,  0.000    ,          0.1958
        2433,      -31.466667,          0.0000,          0.0000,  0.000    ,          0.1958
        2434,      -31.450001,          0.0000,          0.0000,  0.000    ,          0.1958
        2435,      -31.433334,          0.0000,          0.0000,  0.000    ,          0.1958
        2436,      -31.416668,          0.0000,          0.0000,  0.000    ,          0.1958
        2437,      -31.400002,          0.0000,          0.0000,  0.000    ,          0.1959
        2438,      -31.383335,          0.0000,          0.0000,  0.000    ,          0.1959
        2439,      -31.366665,          0.0000,          0.0000,  0.000    ,          0.1959
        2440,      -31.349998,          0.0000,          0.0000,  0.000    ,          0.1959
        2441,      -31.333332,          0.0000,          0.0000,  0.000    ,          0.1959
        2442,      -31.316666,          0.0000,          0.0000,  0.000    ,          0.1959
        2443,      -31.299999,          0.0000,          0.0000,  0.000    ,          0.1959
        2444,      -31.283333,          0.0000,          0.0000,  0.000    ,          0.1959
        2445,      -31.266666,          0.0000,          0.0000,  0.000    ,          0.1959
        2446,      -31.250000,          0.0000,          0.0000,  0.000    ,          0.1959
        2447,      -31.233334,          0.0000,          0.0000,  0.000    ,          0.1959
        2448,      -31.216667,          0.0000,          0.0000,  0.000    ,          0.1959
        2449,      -31.200001,          0.0000,          0.0000,  0.000    ,          0.1959
        2450,      -31.183334,          0.0000,          0.0000,  0.000    ,          0.1960
        2451,      -31.166668,          0.0000,          0.0000,  0.000    ,          0.1960
        2452,      -31.150002,          0.0000,          0.0000,  0.000    ,          0.1960
        2453,      -31.133335,          0.0000,          0.0000,  0.000    ,          0.1960
        2454,      -31.116665,          0.0000,          0.0000,  0.000    ,          0.1961
        2455,      -31.099998,          0.0000,          0.0000,  0.000    ,          0.1961
        2456,      -31.083332,          0.0000,          0.0000,  0.000    ,          0.1961
        2457,      -31.066666,          0.0000,          0.0000,  0.000    ,          0.1961
        2458,      -31.049999,          0.0000,          0.0000,  0.000    ,          0.1962
        2459,      -31.033333,          0.0000,          0.0000,  0.000    ,          0.1962
        2460,      -31.016666,          0.0000,          0.0000,  0.000    ,          0.1962
        2461,      -31.000000,          0.0000,          0.0000,  0.000    ,          0.1962
        2462,      -30.983334,          0.0000,          0.0000,  0.000    ,          0.1963
        2463,      -30.966667,          0.0000,          0.0000,  0.000    ,          0.1963
        2464,      -30.950001,          0.0000,          0.0000,  0.000    ,          0.1963
        2465,      -30.933334,          0.0000,          0.0000,  0.000    ,          0.1963
        2466,      -30.916668,          0.0000,          0.0000,  0.000    ,          0.1963
        2467,      -30.900002,          0.0000,          0.0000,  0.000    ,          0.1964
        2468,      -30.883335,          0.0000,          0.0000,  0.000    ,          0.1964
        2469,      -30.866665,          0.0000,          0.0000,  0.000    ,          0.1964
        2470,      -30.849998,          0.0000,          0.0000,  0.000    ,          0.1964
        2471,      -30.833332,          0.0000,          0.0000,  0.000    ,          0.1965
        2472,      -30.816666,          0.0000,          0.0000,  0.000    ,          0.1965
        2473,      -30.799999,          0.0000,          0.0000,  0.000    ,          0.1965
        2474,      -30.783333,          0.0000,          0.0000,  0.000    ,          0.1965
        2475,      -30.766666,          0.0000,          0.0000,  0.000    ,          0.1965
        2476,      -30.750000,          0.0000,          0.0000,  0.000    ,          0.1966
        2477,      -30.733334,          0.0000,          0.0000,  0.000    ,          0.1966
        2478,      -30.716667,          0.0000,          0.0000,  0.000    ,          0.1966
        2479,      -30.700001,          0.0000,          0.0000,  0.000    ,          0.1966
        2480,      -30.683334,          0.0000,          0.0000,  0.000    ,          0.1966
        2481,      -30.666668,          0.0000,          0.0000,  0.000    ,          0.1966
        2482,      -30.650002,          0.0000,          0.0000,  0.000    ,          0.1967
        2483,      -30.633335,          0.0000,          0.0000,  0.000    ,          0.1967
        2484,      -30.616665,          0.0000,          0.0000,  0.000    ,          0.1967
        2485,      -30.599998,          0.0000,          0.0000,  0.000    ,          0.1967
        2486,      -30.583332,          0.0000,          0.0000,  0.000    ,          0.1967
        2487,      -30.566666,          0.0000,          0.0000,  0.000    ,          0.1967
        2488,      -30.549999,          0.0000,          0.0000,  0.000    ,          0.1967
        2489,      -30.533333,          0.0000,          0.0000,  0.000    ,          0.1968
        2490,      -30.516666,          0.0000,          0.0000,  0.000    ,          0.1968
        2491,      -30.500000,          0.0000,          0.0000,  0.000    ,          0.1968
        2492,      -30.483334,          0.0000,          0.0000,  0.000    ,          0.1968
        2493,      -30.466667,          0.0000,          0.0000,  0.000    ,          0.1968
        2494,      -30.450001,          0.0000,          0.0000,  0.000    ,          0.1968
        2495,      -30.433334,          0.0000,          0.0000,  0.000    ,          0.1968
        2496,      -30.416668,          0.0000,          0.0000,  0.000    ,          0.1968
        2497,      -30.400002,          0.0000,          0.0000,  0.000    ,          0.1968
        2498,      -30.383335,          0.0000,          0.0000,  0.000    ,          0.1968
        2499,      -30.366665,          0.0000,          0.0000,  0.000    ,          0.1969
        2500,      -30.349998,          0.0000,          0.0000,  0.000    ,          0.1969
        2501,      -30.333332,          0.0000,          0.0000,  0.000    ,          0.1969
        2502,      -30.316666,          0.0000,          0.0000,  0.000    ,          0.1969
        2503,      -30.299999,          0.0000,          0.0000,  0.000    ,          0.1969
        2504,      -30.283333,          0.0000,          0.0000,  0.000    ,          0.1969
        2505,      -30.266666,          0.0000,          0.0000,  0.000    ,          0.1969
        2506,      -30.250000,          0.0000,          0.0000,  0.000    ,          0.1969
        2507,      -30.233334,          0.0000,          0.0000,  0.000    ,          0.1969
        2508,      -30.216667,          0.0000,          0.0000,  0.000    ,          0.1970
        2509,      -30.200001,          0.0000,          0.0000,  0.000    ,          0.1970
        2510,      -30.183334,          0.0000,          0.0000,  0.000    ,          0.1970
        2511,      -30.166668,          0.0000,          0.0000,  0.000    ,          0.1970
        2512,      -30.150002,          0.0000,          0.0000,  0.000    ,          0.1970
        2513,      -30.133335,          0.0000,          0.0000,  0.000    ,          0.1970
        2514,      -30.116665,          0.0000,          0.0000,  0.000    ,          0.1970
        2515,      -30.099998,          0.0000,          0.0000,  0.000    ,          0.1971
        2516,      -30.083332,          0.0000,          0.0000,  0.000    ,          0.1971
        2517,      -30.066666,          0.0000,          0.0000,  0.000    ,          0.1971
        2518,      -30.049999,          0.0000,          0.0000,  0.000    ,          0.1971
        2519,      -30.033333,          0.0000,          0.0000,  0.000    ,          0.1971
        2520,      -30.016666,          0.0000,          0.0000,  0.000    ,          0.1971
        2521,      -30.000000,          0.0000,          0.0000,  0.000    ,          0.1971
        2522,      -29.983334,          0.0000,          0.0000,  0.000    ,          0.1972
        2523,      -29.966667,          0.0000,          0.0000,  0.000    ,          0.1972
        2524,      -29.950001,          0.0000,          0.0000,  0.000    ,          0.1972
        2525,      -29.933334,          0.0000,          0.0000,  0.000    ,          0.1972
        2526,      -29.916668,          0.0000,          0.0000,  0.000    ,          0.1972
        2527,      -29.900002,          0.0000,          0.0000,  0.000    ,          0.1972
        2528,      -29.883335,          0.0000,          0.0000,  0.000    ,          0.1972
        2529,      -29.866665,          0.0000,          0.0000,  0.000    ,          0.1972
        2530,      -29.849998,          0.0000,          0.0000,  0.000    ,          0.1972
        2531,      -29.833332,          0.0000,          0.0000,  0.000    ,          0.1973
        2532,      -29.816666,          0.0000,          0.0000,  0.000    ,          0.1973
        2533,      -29.799999,          0.0000,          0.0000,  0.000    ,          0.1973
        2534,      -29.783333,          0.0000,          0.0000,  0.000    ,          0.1973
        2535,      -29.766666,          0.0000,          0.0000,  0.000    ,          0.1974
        2536,      -29.750000,          0.0000,          0.0000,  0.000    ,          0.1974
        2537,      -29.733334,          0.0000,          0.0000,  0.000    ,          0.1974
        2538,      -29.716667,          0.0000,          0.0000,  0.000    ,          0.1974
        2539,      -29.700001,          0.0000,          0.0000,  0.000    ,          0.1975
        2540,      -29.683334,          0.0000,          0.0000,  0.000    ,          0.1975
        2541,      -29.666668,          0.0000,          0.0000,  0.000    ,          0.1975
        2542,      -29.650002,          0.0000,          0.0000,  0.000    ,          0.1975
        2543,      -29.633335,          0.0000,          0.0000,  0.000    ,          0.1975
        2544,      -29.616665,          0.0000,          0.0000,  0.000    ,          0.1975
        2545,      -29.599998,          0.0000,          0.0000,  0.000    ,          0.1975
        2546,      -29.583332,          0.0000,          0.0000,  0.000    ,          0.1976
        2547,      -29.566666,          0.0000,          0.0000,  0.000    ,          0.1976
        2548,      -29.549999,          0.0000,          0.0000,  0.000    ,          0.1976
        2549,      -29.533333,          0.0000,          0.0000,  0.000    ,          0.1976
        2550,      -29.516666,          0.0000,          0.0000,  0.000    ,          0.1976
        2551,      -29.500000,          0.0000,          0.0000,  0.000    ,          0.1976
        2552,      -29.483334,          0.0000,          0.0000,  0.000    ,          0.1976
        2553,      -29.466667,          0.0000,          0.0000,  0.000    ,          0.1976
        2554,      -29.450001,          0.0000,          0.0000,  0.000    ,          0.1976
        2555,      -29.433334,          0.0000,          0.0000,  0.000    ,          0.1976
        2556,      -29.416668,          0.0000,          0.0000,  0.000    ,          0.1976
        2557,      -29.400002,          0.0000,          0.0000,  0.000    ,          0.1976
        2558,      -29.383335,          0.0000,          0.0000,  0.000    ,          0.1976
        2559,      -29.366665,          0.0000,          0.0000,  0.000    ,          0.1977
        2560,      -29.349998,          0.0000,          0.0000,  0.000    ,          0.1977
        2561,      -29.333332,          0.0000,          0.0000,  0.000    ,          0.1977
        2562,      -29.316666,          0.0000,          0.0000,  0.000    ,          0.1977
        2563,      -29.299999,          0.0000,          0.0000,  0.000    ,          0.1977
        2564,      -29.283333,          0.0000,          0.0000,  0.000    ,          0.1977
        2565,      -29.266666,          0.0000,          0.0000,  0.000    ,          0.1977
        2566,      -29.250000,          0.0000,          0.0000,  0.000    ,          0.1977
        2567,      -29.233334,          0.0000,          0.0000,  0.000    ,          0.1977
        2568,      -29.216667,          0.0000,          0.0000,  0.000    ,          0.1977
        2569,      -29.200001,          0.0000,          0.0000,  0.000    ,          0.1977
        2570,      -29.183334,          0.0000,          0.0000,  0.000    ,          0.1977
        2571,      -29.166668,          0.0000,          0.0000,  0.000    ,          0.1977
        2572,      -29.150002,          0.0000,          0.0000,  0.000    ,          0.1977
        2573,      -29.133335,          0.0000,          0.0000,  0.000    ,          0.1977
        2574,      -29.116665,          0.0000,          0.0000,  0.000    ,          0.1977
        2575,      -29.099998,          0.0000,          0.0000,  0.000    ,          0.1977
        2576,      -29.083332,          0.0000,          0.0000,  0.000    ,          0.1978
        2577,      -29.066666,          0.0000,          0.0000,  0.000    ,          0.1978
        2578,      -29.049999,          0.0000,          0.0000,  0.000    ,          0.1978
        2579,      -29.033333,          0.0000,          0.0000,  0.000    ,          0.1978
        2580,      -29.016666,          0.0000,          0.0000,  0.000    ,          0.1978
        2581,      -29.000000,          0.0000,          0.0000,  0.000    ,          0.1978
        2582,      -28.983334,          0.0000,          0.0000,  0.000    ,          0.1978
        2583,      -28.966667,          0.0000,          0.0000,  0.000    ,          0.1978
        2584,      -28.950001,          0.0000,          0.0000,  0.000    ,          0.1978
        2585,      -28.933334,          0.0000,          0.0000,  0.000    ,          0.1978
        2586,      -28.916668,          0.0000,          0.0000,  0.000    ,          0.1978
        2587,      -28.900002,          0.0000,          0.0000,  0.000    ,          0.1978
        2588,      -28.883335,          0.0000,          0.0000,  0.000    ,          0.1978
        2589,      -28.866665,          0.0000,          0.0000,  0.000    ,          0.1978
        2590,      -28.849998,          0.0000,          0.0000,  0.000    ,          0.1978
        2591,      -28.833332,          0.0000,          0.0000,  0.000    ,          0.1979
        2592,      -28.816666,          0.0000,          0.0000,  0.000    ,          0.1979
        2593,      -28.799999,          0.0000,          0.0000,  0.000    ,          0.1979
        2594,      -28.783333,          0.0000,          0.0000,  0.000    ,          0.1979
        2595,      -28.766666,          0.0000,          0.0000,  0.000    ,          0.1979
        2596,      -28.750000,          0.0000,          0.0000,  0.000    ,          0.1979
        2597,      -28.733334,          0.0000,          0.0000,  0.000    ,          0.1979
        2598,      -28.716667,          0.0000,          0.0000,  0.000    ,          0.1979
        2599,      -28.700001,          0.0000,          0.0000,  0.000    ,          0.1979
        2600,      -28.683334,          0.0000,          0.0000,  0.000    ,          0.1979
        2601,      -28.666668,          0.0000,          0.0000,  0.000    ,          0.1979
        2602,      -28.650002,          0.0000,          0.0000,  0.000    ,          0.1979
        2603,      -28.633335,          0.0000,          0.0000,  0.000    ,          0.1980
        2604,      -28.616665,          0.0000,          0.0000,  0.000    ,          0.1980
        2605,      -28.599998,          0.0000,          0.0000,  0.000    ,          0.1980
        2606,      -28.583332,          0.0000,          0.0000,  0.000    ,          0.1980
        2607,      -28.566666,          0.0000,          0.0000,  0.000    ,          0.1980
        2608,      -28.549999,          0.0000,          0.0000,  0.000    ,          0.1980
        2609,      -28.533333,          0.0000,          0.0000,  0.000    ,          0.1980
        2610,      -28.516666,          0.0000,          0.0000,  0.000    ,          0.1980
        2611,      -28.500000,          0.0000,          0.0000,  0.000    ,          0.1980
        2612,      -28.483334,          0.0000,          0.0000,  0.000    ,          0.1980
        2613,      -28.466667,          0.0000,          0.0000,  0.000    ,          0.1980
        2614,      -28.450001,          0.0000,          0.0000,  0.000    ,          0.1980
        2615,      -28.433334,          0.0000,          0.0000,  0.000    ,          0.1980
        2616,      -28.416668,          0.0000,          0.0000,  0.000    ,          0.1980
        2617,      -28.400002,          0.0000,          0.0000,  0.000    ,          0.1980
        2618,      -28.383335,          0.0000,          0.0000,  0.000    ,          0.1980
        2619,      -28.366665,          0.0000,          0.0000,  0.000    ,          0.1980
        2620,      -28.349998,          0.0000,          0.0000,  0.000    ,          0.1980
        2621,      -28.333332,          0.0000,          0.0000,  0.000    ,          0.1980
        2622,      -28.316666,          0.0000,          0.0000,  0.000    ,          0.1980
        2623,      -28.299999,          0.0000,          0.0000,  0.000    ,          0.1980
        2624,      -28.283333,          0.0000,          0.0000,  0.000    ,          0.1980
        2625,      -28.266666,          0.0000,          0.0000,  0.000    ,          0.1981
        2626,      -28.250000,          0.0000,          0.0000,  0.000    ,          0.1981
        2627,      -28.233334,          0.0000,          0.0000,  0.000    ,          0.1981
        2628,      -28.216667,          0.0000,          0.0000,  0.000    ,          0.1981
        2629,      -28.200001,          0.0000,          0.0000,  0.000    ,          0.1981
        2630,      -28.183334,          0.0000,          0.0000,  0.000    ,          0.1981
        2631,      -28.166668,          0.0000,          0.0000,  0.000    ,          0.1981
        2632,      -28.150002,          0.0000,          0.0000,  0.000    ,          0.1981
        2633,      -28.133335,          0.0000,          0.0000,  0.000    ,          0.1981
        2634,      -28.116665,          0.0000,          0.0000,  0.000    ,          0.1981
        2635,      -28.099998,          0.0000,          0.0000,  0.000    ,          0.1981
        2636,      -28.083332,          0.0000,          0.0000,  0.000    ,          0.1981
        2637,      -28.066666,          0.0000,          0.0000,  0.000    ,          0.1981
        2638,      -28.049999,          0.0000,          0.0000,  0.000    ,          0.1981
        2639,      -28.033333,          0.0000,          0.0000,  0.000    ,          0.1981
        2640,      -28.016666,          0.0000,          0.0000,  0.000    ,          0.1981
        2641,      -28.000000,          0.0000,          0.0000,  0.000    ,          0.1981
        2642,      -27.983334,          0.0000,          0.0000,  0.000    ,          0.1981
        2643,      -27.966667,          0.0000,          0.0000,  0.000    ,          0.1981
        2644,      -27.950001,          0.0000,          0.0000,  0.000    ,          0.1981
        2645,      -27.933334,          0.0000,          0.0000,  0.000    ,          0.1981
        2646,      -27.916668,          0.0000,          0.0000,  0.000    ,          0.1981
        2647,      -27.900002,          0.0000,          0.0000,  0.000    ,          0.1981
        2648,      -27.883335,          0.0000,          0.0000,  0.000    ,          0.1981
        2649,      -27.866665,          0.0000,          0.0000,  0.000    ,          0.1981
        2650,      -27.849998,          0.0000,          0.0000,  0.000    ,          0.1981
        2651,      -27.833332,          0.0000,          0.0000,  0.000    ,          0.1981
        2652,      -27.816666,          0.0000,          0.0000,  0.000    ,          0.1981
        2653,      -27.799999,          0.0000,          0.0000,  0.000    ,          0.1981
        2654,      -27.783333,          0.0000,          0.0000,  0.000    ,          0.1981
        2655,      -27.766666,          0.0000,          0.0000,  0.000    ,          0.1981
        2656,      -27.750000,          0.0000,          0.0000,  0.000    ,          0.1981
        2657,      -27.733334,          0.0000,          0.0000,  0.000    ,          0.1981
        2658,      -27.716667,          0.0000,          0.0000,  0.000    ,          0.1981
        2659,      -27.700001,          0.0000,          0.0000,  0.000    ,          0.1981
        2660,      -27.683334,          0.0000,          0.0000,  0.000    ,          0.1981
        2661,      -27.666668,          0.0000,          0.0000,  0.000    ,          0.1981
        2662,      -27.650002,          0.0000,          0.0000,  0.000    ,          0.1981
        2663,      -27.633335,          0.0000,          0.0000,  0.000    ,          0.1981
        2664,      -27.616665,          0.0000,          0.0000,  0.000    ,          0.1981
        2665,      -27.599998,          0.0000,          0.0000,  0.000    ,          0.1981
        2666,      -27.583332,          0.0000,          0.0000,  0.000    ,          0.1982
        2667,      -27.566666,          0.0000,          0.0000,  0.000    ,          0.1982
        2668,      -27.549999,          0.0000,          0.0000,  0.000    ,          0.1982
        2669,      -27.533333,          0.0000,          0.0000,  0.000    ,          0.1982
        2670,      -27.516666,          0.0000,          0.0000,  0.000    ,          0.1982
        2671,      -27.500000,          0.0000,          0.0000,  0.000    ,          0.1982
        2672,      -27.483334,          0.0000,          0.0000,  0.000    ,          0.1983
        2673,      -27.466667,          0.0000,          0.0000,  0.000    ,          0.1983
        2674,      -27.450001,          0.0000,          0.0000,  0.000    ,          0.1983
        2675,      -27.433334,          0.0000,          0.0000,  0.000    ,          0.1983
        2676,      -27.416668,          0.0000,          0.0000,  0.000    ,          0.1983
        2677,      -27.400002,          0.0000,          0.0000,  0.000    ,          0.1983
        2678,      -27.383335,          0.0000,          0.0000,  0.000    ,          0.1984
        2679,      -27.366665,          0.0000,          0.0000,  0.000    ,          0.1984
        2680,      -27.349998,          0.0000,          0.0000,  0.000    ,          0.1984
        2681,      -27.333332,          0.0000,          0.0000,  0.000    ,          0.1984
        2682,      -27.316666,          0.0000,          0.0000,  0.000    ,          0.1984
        2683,      -27.299999,          0.0000,          0.0000,  0.000    ,          0.1984
        2684,      -27.283333,          0.0000,          0.0000,  0.000    ,          0.1984
        2685,      -27.266666,          0.0000,          0.0000,  0.000    ,          0.1984
        2686,      -27.250000,          0.0000,          0.0000,  0.000    ,          0.1984
        2687,      -27.233334,          0.0000,          0.0000,  0.000    ,          0.1984
        2688,      -27.216667,          0.0000,          0.0000,  0.000    ,          0.1984
        2689,      -27.200001,          0.0000,          0.0000,  0.000    ,          0.1985
        2690,      -27.183334,          0.0000,          0.0000,  0.000    ,          0.1985
        2691,      -27.166668,          0.0000,          0.0000,  0.000    ,          0.1985
        2692,      -27.150002,          0.0000,          0.0000,  0.000    ,          0.1985
        2693,      -27.133335,          0.0000,          0.0000,  0.000    ,          0.1985
        2694,      -27.116665,          0.0000,          0.0000,  0.000    ,          0.1985
        2695,      -27.099998,          0.0000,          0.0000,  0.000    ,          0.1985
        2696,      -27.083332,          0.0000,          0.0000,  0.000    ,          0.1985
        2697,      -27.066666,          0.0000,          0.0000,  0.000    ,          0.1985
        2698,      -27.049999,          0.0000,          0.0000,  0.000    ,          0.1985
        2699,      -27.033333,          0.0000,          0.0000,  0.000    ,          0.1985
        2700,      -27.016666,          0.0000,          0.0000,  0.000    ,          0.1985
        2701,      -27.000000,          0.0000,          0.0000,  0.000    ,          0.1985
        2702,      -26.983334,          0.0000,          0.0000,  0.000    ,          0.1985
        2703,      -26.966667,          0.0000,          0.0000,  0.000    ,          0.1985
        2704,      -26.950001,          0.0000,          0.0000,  0.000    ,          0.1985
        2705,      -26.933334,          0.0000,          0.0000,  0.000    ,          0.1985
        2706,      -26.916668,          0.0000,          0.0000,  0.000    ,          0.1985
        2707,      -26.900002,          0.0000,          0.0000,  0.000    ,          0.1985
        2708,      -26.883335,          0.0000,          0.0000,  0.000    ,          0.1985
        2709,      -26.866665,          0.0000,          0.0000,  0.000    ,          0.1985
        2710,      -26.849998,          0.0000,          0.0000,  0.000    ,          0.1985
        2711,      -26.833332,          0.0000,          0.0000,  0.000    ,          0.1985
        2712,      -26.816666,          0.0000,          0.0000,  0.000    ,          0.1985
        2713,      -26.799999,          0.0000,          0.0000,  0.000    ,          0.1985
        2714,      -26.783333,          0.0000,          0.0000,  0.000    ,          0.1985
        2715,      -26.766666,          0.0000,          0.0000,  0.000    ,          0.1985
        2716,      -26.750000,          0.0000,          0.0000,  0.000    ,          0.1985
        2717,      -26.733334,          0.0000,          0.0000,  0.000    ,          0.1985
        2718,      -26.716667,          0.0000,          0.0000,  0.000    ,          0.1985
        2719,      -26.700001,          0.0000,          0.0000,  0.000    ,          0.1985
        2720,      -26.683334,          0.0000,          0.0000,  0.000    ,          0.1985
        2721,      -26.666668,          0.0000,          0.0000,  0.000    ,          0.1985
        2722,      -26.650002,          0.0000,          0.0000,  0.000    ,          0.1985
        2723,      -26.633335,          0.0000,          0.0000,  0.000    ,          0.1986
        2724,      -26.616665,          0.0000,          0.0000,  0.000    ,          0.1986
