"EG05_018 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG05_018.tcf]","Time (h)","GWd2 Loc1_P [EG05_018]","GWd2 Loc8_P [EG05_018]","GWd2 Loc10_P [EG05_018]","GWd2 Loc4_P [EG05_018]"
        1153,      -52.799999,          0.0000,          0.0339,          0.0000,          0.3391
        1154,      -52.783333,          0.0000,          0.0339,          0.0000,          0.3398
        1155,      -52.766666,          0.0000,          0.0339,          0.0000,          0.3404
        1156,      -52.750000,          0.0000,          0.0339,          0.0000,          0.3411
        1157,      -52.733334,          0.0000,          0.0339,          0.0000,          0.3418
        1158,      -52.716667,          0.0000,          0.0339,          0.0000,          0.3425
        1159,      -52.700001,          0.0000,          0.0339,          0.0000,          0.3431
        1160,      -52.683334,          0.0000,          0.0339,          0.0000,          0.3438
        1161,      -52.666664,          0.0000,          0.0339,          0.0000,          0.3445
        1162,      -52.650002,          0.0000,          0.0339,          0.0000,          0.3451
        1163,      -52.633331,          0.0000,          0.0339,          0.0000,          0.3458
        1164,      -52.616669,          0.0000,          0.0339,          0.0000,          0.3465
        1165,      -52.599998,          0.0000,          0.0339,          0.0000,          0.3472
        1166,      -52.583336,          0.0000,          0.0339,          0.0000,          0.3478
        1167,      -52.566666,          0.0000,          0.0339,          0.0000,          0.3485
        1168,      -52.549999,          0.0000,          0.0339,          0.0000,          0.3492
        1169,      -52.533333,          0.0000,          0.0339,          0.0000,          0.3498
        1170,      -52.516666,          0.0000,          0.0339,          0.0000,          0.3505
        1171,      -52.500000,          0.0000,          0.0339,          0.0000,          0.3512
        1172,      -52.483334,          0.0000,          0.0339,          0.0000,          0.3518
        1173,      -52.466667,          0.0000,          0.0339,          0.0000,          0.3525
        1174,      -52.450001,          0.0000,          0.0339,          0.0000,          0.3532
        1175,      -52.433334,          0.0000,          0.0339,          0.0000,          0.3539
        1176,      -52.416664,          0.0000,          0.0339,          0.0000,          0.3545
        1177,      -52.400002,          0.0000,          0.0339,          0.0000,          0.3552
        1178,      -52.383331,          0.0000,          0.0339,          0.0000,          0.3559
        1179,      -52.366669,          0.0000,          0.0339,          0.0000,          0.3565
        1180,      -52.349998,          0.0000,          0.0339,          0.0000,          0.3572
        1181,      -52.333336,          0.0000,          0.0339,          0.0000,          0.3579
        1182,      -52.316666,          0.0000,          0.0339,          0.0000,          0.3586
        1183,      -52.299999,          0.0000,          0.0339,          0.0000,          0.3592
        1184,      -52.283333,          0.0000,          0.0339,          0.0000,          0.3599
        1185,      -52.266666,          0.0000,          0.0339,          0.0000,          0.3606
        1186,      -52.250000,          0.0000,          0.0339,          0.0000,          0.3612
        1187,      -52.233334,          0.0000,          0.0339,          0.0000,          0.3619
        1188,      -52.216667,          0.0000,          0.0339,          0.0000,          0.3626
        1189,      -52.200001,          0.0000,          0.0339,          0.0000,          0.3633
        1190,      -52.183334,          0.0000,          0.0339,          0.0000,          0.3639
        1191,      -52.166664,          0.0000,          0.0339,          0.0000,          0.3646
        1192,      -52.150002,          0.0000,          0.0339,          0.0000,          0.3653
        1193,      -52.133331,          0.0000,          0.0339,          0.0000,          0.3659
        1194,      -52.116669,          0.0000,          0.0339,          0.0000,          0.3666
        1195,      -52.099998,          0.0000,          0.0339,          0.0000,          0.3673
        1196,      -52.083336,          0.0000,          0.0339,          0.0000,          0.3680
        1197,      -52.066666,          0.0000,          0.0339,          0.0000,          0.3686
        1198,      -52.049999,          0.0000,          0.0339,          0.0000,          0.3693
        1199,      -52.033333,          0.0000,          0.0339,          0.0000,          0.3700
        1200,      -52.016666,          0.0000,          0.0339,          0.0000,          0.3706
        1201,      -52.000000,          0.0000,          0.0339,          0.0000,          0.3713
        1202,      -51.983334,          0.0000,          0.0339,          0.0000,          0.3720
        1203,      -51.966667,          0.0000,          0.0339,          0.0000,          0.3726
        1204,      -51.950001,          0.0000,          0.0339,          0.0000,          0.3733
        1205,      -51.933334,          0.0000,          0.0339,          0.0000,          0.3740
        1206,      -51.916664,          0.0000,          0.0339,          0.0000,          0.3747
        1207,      -51.900002,          0.0000,          0.0339,          0.0000,          0.3753
        1208,      -51.883331,          0.0000,          0.0339,          0.0000,          0.3760
        1209,      -51.866669,          0.0000,          0.0339,          0.0000,          0.3767
        1210,      -51.849998,          0.0000,          0.0339,          0.0000,          0.3773
        1211,      -51.833336,          0.0000,          0.0339,          0.0000,          0.3780
        1212,      -51.816666,          0.0000,          0.0339,          0.0000,          0.3787
        1213,      -51.799999,          0.0000,          0.0339,          0.0000,          0.3794
        1214,      -51.783333,          0.0000,          0.0339,          0.0000,          0.3800
        1215,      -51.766666,          0.0000,          0.0339,          0.0000,          0.3807
        1216,      -51.750000,          0.0000,          0.0339,          0.0000,          0.3814
        1217,      -51.733334,          0.0000,          0.0339,          0.0000,          0.3820
        1218,      -51.716667,          0.0000,          0.0339,          0.0000,          0.3827
        1219,      -51.700001,          0.0000,          0.0339,          0.0000,          0.3834
        1220,      -51.683334,          0.0000,          0.0339,          0.0000,          0.3841
        1221,      -51.666664,          0.0000,          0.0339,          0.0000,          0.3847
        1222,      -51.650002,          0.0000,          0.0339,          0.0000,          0.3854
        1223,      -51.633331,          0.0000,          0.0339,          0.0000,          0.3861
        1224,      -51.616669,          0.0000,          0.0339,          0.0000,          0.3867
        1225,      -51.599998,          0.0000,          0.0339,          0.0000,          0.3874
        1226,      -51.583336,          0.0000,          0.0339,          0.0000,          0.3881
        1227,      -51.566666,          0.0000,          0.0339,          0.0000,          0.3888
        1228,      -51.549999,          0.0000,          0.0339,          0.0000,          0.3894
        1229,      -51.533333,          0.0000,          0.0339,          0.0000,          0.3901
        1230,      -51.516666,          0.0000,          0.0339,          0.0000,          0.3908
        1231,      -51.500000,          0.0000,          0.0339,          0.0000,          0.3914
        1232,      -51.483334,          0.0000,          0.0339,          0.0000,          0.3921
        1233,      -51.466667,          0.0000,          0.0339,          0.0000,          0.3928
        1234,      -51.450001,          0.0000,          0.0339,          0.0000,          0.3935
        1235,      -51.433334,          0.0000,          0.0339,          0.0000,          0.3941
        1236,      -51.416664,          0.0000,          0.0339,          0.0000,          0.3948
        1237,      -51.400002,          0.0000,          0.0339,          0.0000,          0.3955
        1238,      -51.383331,          0.0000,          0.0339,          0.0000,          0.3962
        1239,      -51.366669,          0.0000,          0.0339,          0.0000,          0.3968
        1240,      -51.349998,          0.0000,          0.0339,          0.0000,          0.3975
        1241,      -51.333336,          0.0000,          0.0339,          0.0000,          0.3982
        1242,      -51.316666,          0.0000,          0.0339,          0.0000,          0.3988
        1243,      -51.299999,          0.0000,          0.0339,          0.0000,          0.3995
        1244,      -51.283333,          0.0000,          0.0339,          0.0000,          0.4002
        1245,      -51.266666,          0.0000,          0.0339,          0.0000,          0.4009
        1246,      -51.250000,          0.0000,          0.0339,          0.0000,          0.4015
        1247,      -51.233334,          0.0000,          0.0339,          0.0000,          0.4022
        1248,      -51.216667,          0.0000,          0.0339,          0.0000,          0.4029
        1249,      -51.200001,          0.0000,          0.0339,          0.0000,          0.4035
        1250,      -51.183334,          0.0000,          0.0339,          0.0000,          0.4042
        1251,      -51.166664,          0.0000,          0.0339,          0.0000,          0.4049
        1252,      -51.150002,          0.0000,          0.0339,          0.0000,          0.4056
        1253,      -51.133331,          0.0000,          0.0339,          0.0000,          0.4062
        1254,      -51.116669,          0.0000,          0.0339,          0.0000,          0.4069
        1255,      -51.099998,          0.0000,          0.0339,          0.0000,          0.4076
        1256,      -51.083336,          0.0000,          0.0339,          0.0000,          0.4082
        1257,      -51.066666,          0.0000,          0.0339,          0.0000,          0.4089
        1258,      -51.049999,          0.0000,          0.0339,          0.0000,          0.4096
        1259,      -51.033333,          0.0000,          0.0339,          0.0000,          0.4103
        1260,      -51.016666,          0.0000,          0.0339,          0.0000,          0.4109
        1261,      -51.000000,          0.0000,          0.0339,          0.0000,          0.4116
        1262,      -50.983334,          0.0000,          0.0339,          0.0000,          0.4123
        1263,      -50.966667,          0.0000,          0.0339,          0.0000,          0.4129
        1264,      -50.950001,          0.0000,          0.0339,          0.0000,          0.4136
        1265,      -50.933334,          0.0000,          0.0339,          0.0000,          0.4143
        1266,      -50.916664,          0.0000,          0.0339,          0.0000,          0.4150
        1267,      -50.900002,          0.0000,          0.0339,          0.0000,          0.4156
        1268,      -50.883331,          0.0000,          0.0339,          0.0000,          0.4163
        1269,      -50.866669,          0.0000,          0.0339,          0.0000,          0.4170
        1270,      -50.849998,          0.0000,          0.0339,          0.0000,          0.4176
        1271,      -50.833336,          0.0000,          0.0339,          0.0000,          0.4183
        1272,      -50.816666,          0.0000,          0.0339,          0.0000,          0.4190
        1273,      -50.799999,          0.0000,          0.0339,          0.0000,          0.4197
        1274,      -50.783333,          0.0000,          0.0339,          0.0000,          0.4203
        1275,      -50.766666,          0.0000,          0.0339,          0.0000,          0.4210
        1276,      -50.750000,          0.0000,          0.0339,          0.0000,          0.4217
        1277,      -50.733334,          0.0000,          0.0339,          0.0000,          0.4223
        1278,      -50.716667,          0.0000,          0.0339,          0.0000,          0.4230
        1279,      -50.700001,          0.0000,          0.0339,          0.0000,          0.4237
        1280,      -50.683334,          0.0000,          0.0339,          0.0000,          0.4244
        1281,      -50.666664,          0.0000,          0.0339,          0.0000,          0.4250
        1282,      -50.650002,          0.0000,          0.0339,          0.0000,          0.4257
        1283,      -50.633331,          0.0000,          0.0339,          0.0000,          0.4264
        1284,      -50.616669,          0.0000,          0.0339,          0.0000,          0.4270
        1285,      -50.599998,          0.0000,          0.0339,          0.0000,          0.4277
        1286,      -50.583336,          0.0000,          0.0339,          0.0000,          0.4284
        1287,      -50.566666,          0.0000,          0.0339,          0.0000,          0.4291
        1288,      -50.549999,          0.0000,          0.0339,          0.0000,          0.4297
        1289,      -50.533333,          0.0000,          0.0339,          0.0000,          0.4304
        1290,      -50.516666,          0.0000,          0.0339,          0.0000,          0.4311
        1291,      -50.500000,          0.0000,          0.0339,          0.0000,          0.4318
        1292,      -50.483334,          0.0000,          0.0339,          0.0000,          0.4324
        1293,      -50.466667,          0.0000,          0.0339,          0.0000,          0.4331
        1294,      -50.450001,          0.0000,          0.0339,          0.0000,          0.4338
        1295,      -50.433334,          0.0000,          0.0339,          0.0000,          0.4344
        1296,      -50.416664,          0.0000,          0.0339,          0.0000,          0.4351
        1297,      -50.400002,          0.0000,          0.0339,          0.0000,          0.4358
        1298,      -50.383331,          0.0000,          0.0339,          0.0000,          0.4365
        1299,      -50.366669,          0.0000,          0.0339,          0.0000,          0.4371
        1300,      -50.349998,          0.0000,          0.0339,          0.0000,          0.4378
        1301,      -50.333336,          0.0000,          0.0339,          0.0000,          0.4385
        1302,      -50.316666,          0.0000,          0.0339,          0.0000,          0.4391
        1303,      -50.299999,          0.0000,          0.0339,          0.0000,          0.4398
        1304,      -50.283333,          0.0000,          0.0339,          0.0000,          0.4405
        1305,      -50.266666,          0.0000,          0.0339,          0.0000,          0.4412
        1306,      -50.250000,          0.0000,          0.0339,          0.0000,          0.4418
        1307,      -50.233334,          0.0000,          0.0339,          0.0000,          0.4425
        1308,      -50.216667,          0.0000,          0.0339,          0.0000,          0.4432
        1309,      -50.200001,          0.0000,          0.0339,          0.0000,          0.4438
        1310,      -50.183334,          0.0000,          0.0339,          0.0000,          0.4445
        1311,      -50.166664,          0.0000,          0.0339,          0.0000,          0.4452
        1312,      -50.150002,          0.0000,          0.0339,          0.0000,          0.4459
        1313,      -50.133331,          0.0000,          0.0339,          0.0000,          0.4465
        1314,      -50.116669,          0.0000,          0.0339,          0.0000,          0.4472
        1315,      -50.099998,          0.0000,          0.0339,          0.0000,          0.4479
        1316,      -50.083336,          0.0000,          0.0339,          0.0000,          0.4486
        1317,      -50.066666,          0.0000,          0.0339,          0.0000,          0.4492
        1318,      -50.049999,          0.0000,          0.0339,          0.0000,          0.4499
        1319,      -50.033333,          0.0000,          0.0339,          0.0000,          0.4506
        1320,      -50.016666,          0.0000,          0.0339,          0.0000,          0.4512
        1321,      -50.000000,          0.0000,          0.0339,          0.0000,          0.4519
        1322,      -49.983334,          0.0000,          0.0339,          0.0000,          0.4526
        1323,      -49.966667,          0.0000,          0.0339,          0.0000,          0.4533
        1324,      -49.950001,          0.0000,          0.0339,          0.0000,          0.4539
        1325,      -49.933334,          0.0000,          0.0339,          0.0000,          0.4546
        1326,      -49.916664,          0.0000,          0.0339,          0.0000,          0.4553
        1327,      -49.900002,          0.0000,          0.0339,          0.0000,          0.4559
        1328,      -49.883331,          0.0000,          0.0339,          0.0000,          0.4566
        1329,      -49.866669,          0.0000,          0.0339,          0.0000,          0.4573
        1330,      -49.849998,          0.0000,          0.0339,          0.0000,          0.4580
        1331,      -49.833336,          0.0000,          0.0339,          0.0000,          0.4586
        1332,      -49.816666,          0.0000,          0.0339,          0.0000,          0.4593
        1333,      -49.799999,          0.0000,          0.0339,          0.0000,          0.4600
        1334,      -49.783333,          0.0000,          0.0339,          0.0000,          0.4606
        1335,      -49.766666,          0.0000,          0.0339,          0.0000,          0.4613
        1336,      -49.750000,          0.0000,          0.0339,          0.0000,          0.4620
        1337,      -49.733334,          0.0000,          0.0339,          0.0000,          0.4627
        1338,      -49.716667,          0.0000,          0.0339,          0.0000,          0.4633
        1339,      -49.700001,          0.0000,          0.0339,          0.0000,          0.4640
        1340,      -49.683334,          0.0000,          0.0339,          0.0000,          0.4647
        1341,      -49.666664,          0.0000,          0.0339,          0.0000,          0.4653
        1342,      -49.650002,          0.0000,          0.0339,          0.0000,          0.4660
        1343,      -49.633331,          0.0000,          0.0339,          0.0000,          0.4667
        1344,      -49.616669,          0.0000,          0.0339,          0.0000,          0.4674
        1345,      -49.599998,          0.0000,          0.0339,          0.0000,          0.4680
        1346,      -49.583336,          0.0000,          0.0339,          0.0000,          0.4687
        1347,      -49.566666,          0.0000,          0.0339,          0.0000,          0.4694
        1348,      -49.549999,          0.0000,          0.0339,          0.0000,          0.4701
        1349,      -49.533333,          0.0000,          0.0339,          0.0000,          0.4707
        1350,      -49.516666,          0.0000,          0.0339,          0.0000,          0.4714
        1351,      -49.500000,          0.0000,          0.0339,          0.0000,          0.4721
        1352,      -49.483334,          0.0000,          0.0339,          0.0000,          0.4727
        1353,      -49.466667,          0.0000,          0.0339,          0.0000,          0.4734
        1354,      -49.450001,          0.0000,          0.0339,          0.0000,          0.4741
        1355,      -49.433334,          0.0000,          0.0339,          0.0000,          0.4748
        1356,      -49.416664,          0.0000,          0.0339,          0.0000,          0.4754
        1357,      -49.400002,          0.0000,          0.0339,          0.0000,          0.4761
        1358,      -49.383331,          0.0000,          0.0339,          0.0000,          0.4768
        1359,      -49.366669,          0.0000,          0.0339,          0.0000,          0.4775
        1360,      -49.349998,          0.0000,          0.0339,          0.0000,          0.4781
        1361,      -49.333336,          0.0000,          0.0339,          0.0000,          0.4788
        1362,      -49.316666,          0.0000,          0.0339,          0.0000,          0.4795
        1363,      -49.299999,          0.0000,          0.0339,          0.0000,          0.4801
        1364,      -49.283333,          0.0000,          0.0339,          0.0000,          0.4808
        1365,      -49.266666,          0.0000,          0.0339,          0.0000,          0.4815
        1366,      -49.250000,          0.0000,          0.0339,          0.0000,          0.4822
        1367,      -49.233334,          0.0000,          0.0339,          0.0000,          0.4828
        1368,      -49.216667,          0.0000,          0.0339,          0.0000,          0.4835
        1369,      -49.200001,          0.0000,          0.0339,          0.0000,          0.4842
        1370,      -49.183334,          0.0000,          0.0339,          0.0000,          0.4849
        1371,      -49.166664,          0.0000,          0.0339,          0.0000,          0.4855
        1372,      -49.150002,          0.0000,          0.0339,          0.0000,          0.4862
        1373,      -49.133331,          0.0000,          0.0339,          0.0000,          0.4869
        1374,      -49.116669,          0.0000,          0.0339,          0.0000,          0.4875
        1375,      -49.099998,          0.0000,          0.0339,          0.0000,          0.4882
        1376,      -49.083336,          0.0000,          0.0339,          0.0000,          0.4889
        1377,      -49.066666,          0.0000,          0.0339,          0.0000,          0.4896
        1378,      -49.049999,          0.0000,          0.0339,          0.0000,          0.4902
        1379,      -49.033333,          0.0000,          0.0339,          0.0000,          0.4909
        1380,      -49.016666,          0.0000,          0.0339,          0.0000,          0.4916
        1381,      -49.000000,          0.0000,          0.0339,          0.0000,          0.4923
        1382,      -48.983334,          0.0000,          0.0339,          0.0000,          0.4929
        1383,      -48.966667,          0.0000,          0.0339,          0.0000,          0.4936
        1384,      -48.950001,          0.0000,          0.0339,          0.0000,          0.4943
        1385,      -48.933334,          0.0000,          0.0339,          0.0000,          0.4949
        1386,      -48.916664,          0.0000,          0.0339,          0.0000,          0.4956
        1387,      -48.900002,          0.0000,          0.0339,          0.0000,          0.4963
        1388,      -48.883331,          0.0000,          0.0339,          0.0000,          0.4970
        1389,      -48.866669,          0.0000,          0.0339,          0.0000,          0.4976
        1390,      -48.849998,          0.0000,          0.0339,          0.0000,          0.4983
        1391,      -48.833336,          0.0000,          0.0339,          0.0000,          0.4990
        1392,      -48.816666,          0.0000,          0.0339,          0.0000,          0.4996
        1393,      -48.799999,          0.0000,          0.0339,          0.0000,          0.5003
        1394,      -48.783333,          0.0000,          0.0339,          0.0000,          0.5010
        1395,      -48.766666,          0.0000,          0.0339,          0.0000,          0.5017
        1396,      -48.750000,          0.0000,          0.0339,          0.0000,          0.5023
        1397,      -48.733334,          0.0000,          0.0339,          0.0000,          0.5030
        1398,      -48.716667,          0.0000,          0.0339,          0.0000,          0.5037
        1399,      -48.700001,          0.0000,          0.0339,          0.0000,          0.5044
        1400,      -48.683334,          0.0000,          0.0339,          0.0000,          0.5050
        1401,      -48.666664,          0.0000,          0.0339,          0.0000,          0.5057
        1402,      -48.650002,          0.0000,          0.0339,          0.0000,          0.5064
        1403,      -48.633331,          0.0000,          0.0339,          0.0000,          0.5070
        1404,      -48.616669,          0.0000,          0.0339,          0.0000,          0.5077
        1405,      -48.599998,          0.0000,          0.0339,          0.0000,          0.5084
        1406,      -48.583336,          0.0000,          0.0339,          0.0000,          0.5091
        1407,      -48.566666,          0.0000,          0.0339,          0.0000,          0.5097
        1408,      -48.549999,          0.0000,          0.0339,          0.0000,          0.5104
        1409,      -48.533333,          0.0000,          0.0339,          0.0000,          0.5111
        1410,      -48.516666,          0.0000,          0.0339,          0.0000,          0.5118
        1411,      -48.500000,          0.0000,          0.0339,          0.0000,          0.5124
        1412,      -48.483334,          0.0000,          0.0339,          0.0000,          0.5131
        1413,      -48.466667,          0.0000,          0.0339,          0.0000,          0.5138
        1414,      -48.450001,          0.0000,          0.0339,          0.0000,          0.5145
        1415,      -48.433334,          0.0000,          0.0339,          0.0000,          0.5151
        1416,      -48.416664,          0.0000,          0.0339,          0.0000,          0.5158
        1417,      -48.400002,          0.0000,          0.0339,          0.0000,          0.5165
        1418,      -48.383331,          0.0000,          0.0339,          0.0000,          0.5172
        1419,      -48.366669,          0.0000,          0.0339,          0.0000,          0.5178
        1420,      -48.349998,          0.0000,          0.0339,          0.0000,          0.5185
        1421,      -48.333336,          0.0000,          0.0339,          0.0000,          0.5192
        1422,      -48.316666,          0.0000,          0.0339,          0.0000,          0.5199
        1423,      -48.299999,          0.0000,          0.0339,          0.0000,          0.5205
        1424,      -48.283333,          0.0000,          0.0339,          0.0000,          0.5212
        1425,      -48.266666,          0.0000,          0.0339,          0.0000,          0.5219
        1426,      -48.250000,          0.0000,          0.0339,          0.0000,          0.5226
        1427,      -48.233334,          0.0000,          0.0339,          0.0000,          0.5232
        1428,      -48.216667,          0.0000,          0.0339,          0.0000,          0.5239
        1429,      -48.200001,          0.0000,          0.0339,          0.0000,          0.5246
        1430,      -48.183334,          0.0000,          0.0339,          0.0000,          0.5252
        1431,      -48.166664,          0.0000,          0.0339,          0.0000,          0.5259
        1432,      -48.150002,          0.0000,          0.0339,          0.0000,          0.5266
        1433,      -48.133331,          0.0000,          0.0339,          0.0000,          0.5273
        1434,      -48.116669,          0.0000,          0.0339,          0.0000,          0.5279
        1435,      -48.099998,          0.0000,          0.0339,          0.0000,          0.5286
        1436,      -48.083336,          0.0000,          0.0339,          0.0000,          0.5293
        1437,      -48.066666,          0.0000,          0.0339,          0.0000,          0.5300
        1438,      -48.049999,          0.0000,          0.0339,          0.0000,          0.5306
        1439,      -48.033333,          0.0000,          0.0339,          0.0000,          0.5313
        1440,      -48.016666,          0.0000,          0.0339,          0.0000,          0.5320
        1441,      -48.000000,          0.0000,          0.0339,          0.0000,          0.5327
        1442,      -47.983334,          0.0000,          0.0339,          0.0000,          0.5333
        1443,      -47.966667,          0.0000,          0.0339,          0.0000,          0.5340
        1444,      -47.950001,          0.0000,          0.0339,          0.0000,          0.5347
        1445,      -47.933334,          0.0000,          0.0339,          0.0000,          0.5354
        1446,      -47.916664,          0.0000,          0.0339,          0.0000,          0.5360
        1447,      -47.900002,          0.0000,          0.0339,          0.0000,          0.5367
        1448,      -47.883331,          0.0000,          0.0339,          0.0000,          0.5374
        1449,      -47.866669,          0.0000,          0.0339,          0.0000,          0.5381
        1450,      -47.849998,          0.0000,          0.0339,          0.0000,          0.5387
        1451,      -47.833336,          0.0000,          0.0339,          0.0000,          0.5394
        1452,      -47.816666,          0.0000,          0.0339,          0.0000,          0.5401
        1453,      -47.799999,          0.0000,          0.0339,          0.0000,          0.5408
        1454,      -47.783333,          0.0000,          0.0339,          0.0000,          0.5414
        1455,      -47.766666,          0.0000,          0.0339,          0.0000,          0.5421
        1456,      -47.750000,          0.0000,          0.0339,          0.0000,          0.5428
        1457,      -47.733334,          0.0000,          0.0339,          0.0000,          0.5434
        1458,      -47.716667,          0.0000,          0.0339,          0.0000,          0.5441
        1459,      -47.700001,          0.0000,          0.0339,          0.0000,          0.5448
        1460,      -47.683334,          0.0000,          0.0339,          0.0000,          0.5455
        1461,      -47.666664,          0.0000,          0.0339,          0.0000,          0.5461
        1462,      -47.650002,          0.0000,          0.0339,          0.0000,          0.5468
        1463,      -47.633331,          0.0000,          0.0339,          0.0000,          0.5475
        1464,      -47.616669,          0.0000,          0.0339,          0.0000,          0.5482
        1465,      -47.599998,          0.0000,          0.0339,          0.0000,          0.5488
        1466,      -47.583336,          0.0000,          0.0339,          0.0000,          0.5495
        1467,      -47.566666,          0.0000,          0.0339,          0.0000,          0.5502
        1468,      -47.549999,          0.0000,          0.0339,          0.0000,          0.5509
        1469,      -47.533333,          0.0000,          0.0339,          0.0000,          0.5515
        1470,      -47.516666,          0.0000,          0.0339,          0.0000,          0.5522
        1471,      -47.500000,          0.0000,          0.0339,          0.0000,          0.5529
        1472,      -47.483334,          0.0000,          0.0339,          0.0000,          0.5536
        1473,      -47.466667,          0.0000,          0.0339,          0.0000,          0.5542
        1474,      -47.450001,          0.0000,          0.0339,          0.0000,          0.5549
        1475,      -47.433334,          0.0000,          0.0339,          0.0000,          0.5556
        1476,      -47.416664,          0.0000,          0.0339,          0.0000,          0.5563
        1477,      -47.400002,          0.0000,          0.0339,          0.0000,          0.5569
        1478,      -47.383331,          0.0000,          0.0339,          0.0000,          0.5576
        1479,      -47.366669,          0.0000,          0.0339,          0.0000,          0.5583
        1480,      -47.349998,          0.0000,          0.0339,          0.0000,          0.5590
        1481,      -47.333336,          0.0000,          0.0339,          0.0000,          0.5596
        1482,      -47.316666,          0.0000,          0.0339,          0.0000,          0.5603
        1483,      -47.299999,          0.0000,          0.0339,          0.0000,          0.5610
        1484,      -47.283333,          0.0000,          0.0339,          0.0000,          0.5617
        1485,      -47.266666,          0.0000,          0.0339,          0.0000,          0.5623
        1486,      -47.250000,          0.0000,          0.0339,          0.0000,          0.5630
        1487,      -47.233334,          0.0000,          0.0339,          0.0000,          0.5637
        1488,      -47.216667,          0.0000,          0.0339,          0.0000,          0.5644
        1489,      -47.200001,          0.0000,          0.0339,          0.0000,          0.5650
        1490,      -47.183334,          0.0000,          0.0339,          0.0000,          0.5657
        1491,      -47.166664,          0.0000,          0.0339,          0.0000,          0.5664
        1492,      -47.150002,          0.0000,          0.0339,          0.0000,          0.5670
        1493,      -47.133331,          0.0000,          0.0339,          0.0000,          0.5677
        1494,      -47.116669,          0.0000,          0.0339,          0.0000,          0.5684
        1495,      -47.099998,          0.0000,          0.0339,          0.0000,          0.5691
        1496,      -47.083336,          0.0000,          0.0339,          0.0000,          0.5697
        1497,      -47.066666,          0.0000,          0.0339,          0.0000,          0.5704
        1498,      -47.049999,          0.0000,          0.0339,          0.0000,          0.5711
        1499,      -47.033333,          0.0000,          0.0339,          0.0000,          0.5718
        1500,      -47.016666,          0.0000,          0.0339,          0.0000,          0.5724
        1501,      -47.000000,          0.0000,          0.0339,          0.0000,          0.5731
        1502,      -46.983334,          0.0000,          0.0339,          0.0000,          0.5738
        1503,      -46.966667,          0.0000,          0.0339,          0.0000,          0.5745
        1504,      -46.950001,          0.0000,          0.0339,          0.0000,          0.5751
        1505,      -46.933334,          0.0000,          0.0339,          0.0000,          0.5758
        1506,      -46.916664,          0.0000,          0.0339,          0.0000,          0.5765
        1507,      -46.900002,          0.0000,          0.0339,          0.0000,          0.5772
        1508,      -46.883331,          0.0000,          0.0339,          0.0000,          0.5778
        1509,      -46.866669,          0.0000,          0.0339,          0.0000,          0.5785
        1510,      -46.849998,          0.0000,          0.0339,          0.0000,          0.5792
        1511,      -46.833336,          0.0000,          0.0339,          0.0000,          0.5799
        1512,      -46.816666,          0.0000,          0.0339,          0.0000,          0.5805
        1513,      -46.799999,          0.0000,          0.0339,          0.0000,          0.5812
        1514,      -46.783333,          0.0000,          0.0339,          0.0000,          0.5819
        1515,      -46.766666,          0.0000,          0.0339,          0.0000,          0.5826
        1516,      -46.750000,          0.0000,          0.0339,          0.0000,          0.5832
        1517,      -46.733334,          0.0000,          0.0339,          0.0000,          0.5839
        1518,      -46.716667,          0.0000,          0.0339,          0.0000,          0.5846
        1519,      -46.700001,          0.0000,          0.0339,          0.0000,          0.5853
        1520,      -46.683334,          0.0000,          0.0339,          0.0000,          0.5859
        1521,      -46.666664,          0.0000,          0.0339,          0.0000,          0.5866
        1522,      -46.650002,          0.0000,          0.0339,          0.0000,          0.5873
        1523,      -46.633331,          0.0000,          0.0339,          0.0000,          0.5880
        1524,      -46.616669,          0.0000,          0.0339,          0.0000,          0.5886
        1525,      -46.599998,          0.0000,          0.0339,          0.0000,          0.5893
        1526,      -46.583336,          0.0000,          0.0339,          0.0000,          0.5900
        1527,      -46.566666,          0.0000,          0.0339,          0.0000,          0.5907
        1528,      -46.549999,          0.0000,          0.0339,          0.0000,          0.5913
        1529,      -46.533333,          0.0000,          0.0339,          0.0000,          0.5920
        1530,      -46.516666,          0.0000,          0.0339,          0.0000,          0.5927
        1531,      -46.500000,          0.0000,          0.0339,          0.0000,          0.5934
        1532,      -46.483334,          0.0000,          0.0339,          0.0000,          0.5940
        1533,      -46.466667,          0.0000,          0.0339,          0.0000,          0.5947
        1534,      -46.450001,          0.0000,          0.0339,          0.0000,          0.5954
        1535,      -46.433334,          0.0000,          0.0339,          0.0000,          0.5961
        1536,      -46.416664,          0.0000,          0.0339,          0.0000,          0.5967
        1537,      -46.400002,          0.0000,          0.0339,          0.0000,          0.5974
        1538,      -46.383331,          0.0000,          0.0339,          0.0000,          0.5981
        1539,      -46.366669,          0.0000,          0.0339,          0.0000,          0.5988
        1540,      -46.349998,          0.0000,          0.0339,          0.0000,          0.5994
        1541,      -46.333336,          0.0000,          0.0339,          0.0000,          0.6001
        1542,      -46.316666,          0.0000,          0.0339,          0.0000,          0.6008
        1543,      -46.299999,          0.0000,          0.0339,          0.0000,          0.6015
        1544,      -46.283333,          0.0000,          0.0339,          0.0000,          0.6021
        1545,      -46.266666,          0.0000,          0.0339,          0.0000,          0.6028
        1546,      -46.250000,          0.0000,          0.0339,          0.0000,          0.6035
        1547,      -46.233334,          0.0000,          0.0339,          0.0000,          0.6042
        1548,      -46.216667,          0.0000,          0.0339,          0.0000,          0.6048
