RORBWin CSV Output File
Refer output file for complete listing of inputs and outputs: E:\Library\Automation\ryan-tools\tests\test_data\RORB\48hr-areal-example\Fig6_7_ aep0p5EY_du96hourtp4.out
Inc,Time (hrs),Calculated hydrograph:
     0,     0.000,    0.0000
     1,     3.000,    0.0000
     2,     6.000,    0.0000
     3,     9.000,    0.0000
     4,    12.000,    0.0000
     5,    15.000,    0.0000
     6,    18.000,    0.0000
     7,    21.000,    0.0000
     8,    24.000,    0.0000
     9,    27.000,    0.0000
    10,    30.000,    0.0000
    11,    33.000,    0.0000
    12,    36.000,    0.0000
    13,    39.000,    0.0000
    14,    42.000,    0.0000
    15,    45.000,    0.0000
    16,    48.000,    0.0000
    17,    51.000,    0.0000
    18,    54.000,    0.0000
    19,    57.000,    0.0000
    20,    60.000,    0.0000
    21,    63.000,    0.0000
    22,    66.000,    0.0000
    23,    69.000,    0.0000
    24,    72.000,    1.0038
    25,    75.000,   10.4958
    26,    78.000,   35.9465
    27,    81.000,   53.1084
    28,    84.000,   39.8487
    29,    87.000,   19.6473
    30,    90.000,    9.0264
    31,    93.000,    4.4380
    32,    96.000,    2.4747
    33,    99.000,    1.4758
    34,   102.000,    0.9211
    35,   105.000,    0.6079
    36,   108.000,    0.4128
    37,   111.000,    0.2893
    38,   114.000,    0.2078
    39,   117.000,    0.1525
    40,   120.000,    0.1141
    41,   123.000,    0.0868
    42,   126.000,    0.0670
    43,   129.000,    0.0524
    44,   132.000,    0.0415
    45,   135.000,    0.0332
    46,   138.000,    0.0268
    47,   141.000,    0.0219
    48,   144.000,    0.0180
    49,   147.000,    0.0149
    50,   150.000,    0.0124
    51,   153.000,    0.0104
    52,   156.000,    0.0088
    53,   159.000,    0.0075
    54,   162.000,    0.0064
    55,   165.000,    0.0055
    56,   168.000,    0.0047
    57,   171.000,    0.0041
    58,   174.000,    0.0036
    59,   177.000,    0.0031
    60,   180.000,    0.0027
    61,   183.000,    0.0024
    62,   186.000,    0.0021
    63,   189.000,    0.0019
    64,   192.000,    0.0017
    65,   195.000,    0.0015
    66,   198.000,    0.0013
    67,   201.000,    0.0012
    68,   204.000,    0.0011
    69,   207.000,    0.0009
    70,   210.000,    0.0009
    71,   213.000,    0.0008
    72,   216.000,    0.0007
    73,   219.000,    0.0006
    74,   222.000,    0.0006
    75,   225.000,    0.0005
    76,   228.000,    0.0005
    77,   231.000,    0.0004
    78,   234.000,    0.0004
    79,   237.000,    0.0004
    80,   240.000,    0.0003
    81,   243.000,    0.0003
    82,   246.000,    0.0003
    83,   249.000,    0.0003
    84,   252.000,    0.0002
    85,   255.000,    0.0002
    86,   258.000,    0.0002
    87,   261.000,    0.0002
    88,   264.000,    0.0002
    89,   267.000,    0.0002
    90,   270.000,    0.0002
    91,   273.000,    0.0001
    92,   276.000,    0.0001
    93,   279.000,    0.0001
    94,   282.000,    0.0001
    95,   285.000,    0.0001
    96,   288.000,    0.0001
    97,   291.000,    0.0001
    98,   294.000,    0.0001
    99,   297.000,    0.0001
   100,   300.000,    0.0001
   101,   303.000,    0.0001
   102,   306.000,    0.0001
   103,   309.000,    0.0001
   104,   312.000,    0.0001
   105,   315.000,    0.0001
   106,   318.000,    0.0001
   107,   321.000,    0.0001
   108,   324.000,    0.0000
   109,   327.000,    0.0000
   110,   330.000,    0.0000
   111,   333.000,    0.0000
   112,   336.000,    0.0000
   113,   339.000,    0.0000
   114,   342.000,    0.0000
   115,   345.000,    0.0000
   116,   348.000,    0.0000
   117,   351.000,    0.0000
   118,   354.000,    0.0000
   119,   357.000,    0.0000
   120,   360.000,    0.0000
   121,   363.000,    0.0000
   122,   366.000,    0.0000
   123,   369.000,    0.0000
   124,   372.000,    0.0000
   125,   375.000,    0.0000
   126,   378.000,    0.0000
   127,   381.000,    0.0000
   128,   384.000,    0.0000
   129,   387.000,    0.0000
   130,   390.000,    0.0000
   131,   393.000,    0.0000
   132,   396.000,    0.0000
   133,   399.000,    0.0000
   134,   402.000,    0.0000
   135,   405.000,    0.0000
   136,   408.000,    0.0000
   137,   411.000,    0.0000
   138,   414.000,    0.0000
   139,   417.000,    0.0000
   140,   420.000,    0.0000
   141,   423.000,    0.0000
   142,   426.000,    0.0000
   143,   429.000,    0.0000
   144,   432.000,    0.0000
   145,   435.000,    0.0000
   146,   438.000,    0.0000
   147,   441.000,    0.0000
   148,   444.000,    0.0000
   149,   447.000,    0.0000
   150,   450.000,    0.0000
   151,   453.000,    0.0000
   152,   456.000,    0.0000
   153,   459.000,    0.0000
   154,   462.000,    0.0000
   155,   465.000,    0.0000
   156,   468.000,    0.0000
   157,   471.000,    0.0000
   158,   474.000,    0.0000
   159,   477.000,    0.0000
   160,   480.000,    0.0000
   161,   483.000,    0.0000
   162,   486.000,    0.0000
   163,   489.000,    0.0000
   164,   492.000,    0.0000
