 RORBWin Batch Run Summary
 *************************
 
 Program version 6.52 (last updated 1st June 2023)
 Copyright Monash University and Hydrology and Risk Consulting
 
 Date run: 08 Aug 2026 22:32

 Catchment file   : E:\Library\Automation\ryan-tools\tests\test_data\RORB\Fig6_7.catg
 Rainfall location: User defined
 Temporal pattern : ARR2016 areal temporal patterns, 200 km² standard area
 Spatial pattern  : Uniform
 Areal Red. Fact. : Based on ARR 2016 (Book 2 Chapter 4)
 Loss factors     : Constant with ARI
 

 Parameters:  kc =    10.00    m = 0.80

 Loss parameters     Initial loss (mm)   Cont. loss (mm/h)
                           12.00              1.90

 Peak  Description
   01  Calculated hydrograph:
 
 Run        Duration             AEP   TPat  Rain(mm)     ARF  PbDepth  Peak0001
  40        120 hour              2%      2    174.00    0.97     0.00   209.314 
  40        120 hour              2%      3    174.00    0.97     0.00   105.022 
  40        120 hour              2%      4    174.00    0.97     0.00   116.116 
  40        120 hour              2%      5    174.00    0.97     0.00   66.9572 
  40        120 hour              2%      6    174.00    0.97     0.00   110.992 
  40        120 hour              2%      7    174.00    0.97     0.00   535.308 
  40        120 hour              2%      8    174.00    0.97     0.00   182.646 
  40        120 hour              2%      9    174.00    0.97     0.00   87.5111 
  40        120 hour              2%     10    174.00    0.97     0.00   106.455 
  41        144 hour              2%      1    176.00    0.97     0.00   175.035 
  41        144 hour              2%      2    176.00    0.97     0.00   59.8235 
  41        144 hour              2%      3    176.00    0.97     0.00   151.743 
  41        144 hour              2%      4    176.00    0.97     0.00   85.3553 
  41        144 hour              2%      5    176.00    0.97     0.00   50.5418 
  41        144 hour              2%      6    176.00    0.97     0.00   168.834 
  41        144 hour              2%      7    176.00    0.97     0.00   44.9824 
  41        144 hour              2%      8    176.00    0.97     0.00   208.933 
  41        144 hour              2%      9    176.00    0.97     0.00   148.870 
  41        144 hour              2%     10    176.00    0.97     0.00   65.9556 
  42        168 hour              2%      1    176.00    0.97     0.00   18.0262 
  42        168 hour              2%      2    176.00    0.97     0.00   135.749 
  42        168 hour              2%      3    176.00    0.97     0.00   69.5055 
  42        168 hour              2%      4    176.00    0.97     0.00   43.7640 
  42        168 hour              2%      5    176.00    0.97     0.00   57.9771 
  42        168 hour              2%      6    176.00    0.97     0.00   80.0981 
  42        168 hour              2%      7    176.00    0.97     0.00   28.6071 
  42        168 hour              2%      8    176.00    0.97     0.00   155.515 
  42        168 hour              2%      9    176.00    0.97     0.00   77.3248 
  42        168 hour              2%     10    176.00    0.97     0.00   50.1146 
  43         48 hour              1%      1    164.00    0.96     0.00   211.920 
  43         48 hour              1%      2    164.00    0.96     0.00   208.396 
  43         48 hour              1%      3    164.00    0.96     0.00   133.587 
  43         48 hour              1%      4    164.00    0.96     0.00   383.921 
  43         48 hour              1%      5    164.00    0.96     0.00   122.584 
  43         48 hour              1%      6    164.00    0.96     0.00   146.005 
  43         48 hour              1%      7    164.00    0.96     0.00   236.529 
  43         48 hour              1%      8    164.00    0.96     0.00   258.385 
  43         48 hour              1%      9    164.00    0.96     0.00   187.639 
  43         48 hour              1%     10    164.00    0.96     0.00   256.097 
  44         72 hour              1%      1    181.00    0.96     0.00   234.898 
  44         72 hour              1%      2    181.00    0.96     0.00   162.527 
  44         72 hour              1%      3    181.00    0.96     0.00   128.923 
  44         72 hour              1%      4    181.00    0.96     0.00   115.167 
  44         72 hour              1%      5    181.00    0.96     0.00   123.024 
  44         72 hour              1%      6    181.00    0.96     0.00   219.432 
  44         72 hour              1%      7    181.00    0.96     0.00   284.865 
  44         72 hour              1%      8    181.00    0.96     0.00   189.247 
  44         72 hour              1%      9    181.00    0.96     0.00   130.800 
  44         72 hour              1%     10    181.00    0.96     0.00   164.642 
  45         96 hour              1%      1    190.00    0.97     0.00   257.057 
  45         96 hour              1%      2    190.00    0.97     0.00   129.524 
  45         96 hour              1%      3    190.00    0.97     0.00   120.154 
  45         96 hour              1%      4    190.00    0.97     0.00   258.009 
  45         96 hour              1%      5    190.00    0.97     0.00   202.493 
  45         96 hour              1%      6    190.00    0.97     0.00   140.526 
  45         96 hour              1%      7    190.00    0.97     0.00   257.315 
  45         96 hour              1%      8    190.00    0.97     0.00   246.982 
  45         96 hour              1%      9    190.00    0.97     0.00   225.755 
  45         96 hour              1%     10    190.00    0.97     0.00   513.651 
  46        120 hour              1%      1    195.00    0.97     0.00   214.955 
  46        120 hour              1%      2    195.00    0.97     0.00   243.038 
  46        120 hour              1%      3    195.00    0.97     0.00   128.622 
  46        120 hour              1%      4    195.00    0.97     0.00   140.387 
  46        120 hour              1%      5    195.00    0.97     0.00   87.7942 
  46        120 hour              1%      6    195.00    0.97     0.00   135.887 
  46        120 hour              1%      7    195.00    0.97     0.00   613.699 
  46        120 hour              1%      8    195.00    0.97     0.00   215.794 
  46        120 hour              1%      9    195.00    0.97     0.00   108.647 
  46        120 hour              1%     10    195.00    0.97     0.00   129.713 
  47        144 hour              1%      1    197.00    0.97     0.00   206.306 
  47        144 hour              1%      2    197.00    0.97     0.00   77.7500 
  47        144 hour              1%      3    197.00    0.97     0.00   182.833 
  47        144 hour              1%      4    197.00    0.97     0.00   104.209 
  47        144 hour              1%      5    197.00    0.97     0.00   64.4691 
  47        144 hour              1%      6    197.00    0.97     0.00   202.171 
  47        144 hour              1%      7    197.00    0.97     0.00   60.1042 
  47        144 hour              1%      8    197.00    0.97     0.00   242.647 
  47        144 hour              1%      9    197.00    0.97     0.00   179.748 
  47        144 hour              1%     10    197.00    0.97     0.00   83.1317 
  48        168 hour              1%      1    197.00    0.97     0.00   24.2568 
  48        168 hour              1%      2    197.00    0.97     0.00   163.914 
  48        168 hour              1%      3    197.00    0.97     0.00   89.0948 
  48        168 hour              1%      4    197.00    0.97     0.00   57.7062 
  48        168 hour              1%      5    197.00    0.97     0.00   72.6062 
  48        168 hour              1%      6    197.00    0.97     0.00   95.9696 
  48        168 hour              1%      7    197.00    0.97     0.00   41.3352 
  48        168 hour              1%      8    197.00    0.97     0.00   185.709 
  48        168 hour              1%      9    197.00    0.97     0.00   96.9795 
  48        168 hour              1%     10    197.00    0.97     0.00   67.1214 
 Run,    Representative hydrograph
  1     dur48hour_aep50tp2.out                                                                              
 Run,    Representative hydrograph
  2     dur72hour_aep50tp2.out                                                                              
 Run,    Representative hydrograph
  3     dur96hour_aep50tp8.out                                                                              
 Run,    Representative hydrograph
  4     dur120hour_aep50tp4.out                                                                             
 Run,    Representative hydrograph
  5     dur144hour_aep50tp9.out                                                                             
 Run,    Representative hydrograph
  6     dur168hour_aep50tp10.out                                                                            
 Run,    Representative hydrograph
  7     dur48hour_aep0p5EYtp7.out                                                                           
 Run,    Representative hydrograph
  8     dur72hour_aep0p5EYtp2.out                                                                           
 Run,    Representative hydrograph
  9     dur96hour_aep0p5EYtp8.out                                                                           
 Run,    Representative hydrograph
 10     dur120hour_aep0p5EYtp4.out                                                                          
 Run,    Representative hydrograph
 11     dur144hour_aep0p5EYtp9.out                                                                          
 Run,    Representative hydrograph
 12     dur168hour_aep0p5EYtp10.out                                                                         
 Run,    Representative hydrograph
 13     dur48hour_aep20tp1.out                                                                              
 Run,    Representative hydrograph
 14     dur72hour_aep20tp2.out                                                                              
 Run,    Representative hydrograph
 15     dur96hour_aep20tp8.out                                                                              
 Run,    Representative hydrograph
 16     dur120hour_aep20tp4.out                                                                             
 Run,    Representative hydrograph
 17     dur144hour_aep20tp9.out                                                                             
 Run,    Representative hydrograph
 18     dur168hour_aep20tp10.out                                                                            
 Run,    Representative hydrograph
 19     dur48hour_aep0p2EYtp1.out                                                                           
 Run,    Representative hydrograph
 20     dur72hour_aep0p2EYtp2.out                                                                           
 Run,    Representative hydrograph
 21     dur96hour_aep0p2EYtp8.out                                                                           
 Run,    Representative hydrograph
 22     dur120hour_aep0p2EYtp4.out                                                                          
 Run,    Representative hydrograph
 23     dur144hour_aep0p2EYtp9.out                                                                          
 Run,    Representative hydrograph
 24     dur168hour_aep0p2EYtp10.out                                                                         
 Run,    Representative hydrograph
 25     dur48hour_aep10tp1.out                                                                              
 Run,    Representative hydrograph
 26     dur72hour_aep10tp10.out                                                                             
 Run,    Representative hydrograph
 27     dur96hour_aep10tp8.out                                                                              
 Run,    Representative hydrograph
 28     dur120hour_aep10tp6.out                                                                             
 Run,    Representative hydrograph
 29     dur144hour_aep10tp9.out                                                                             
 Run,    Representative hydrograph
 30     dur168hour_aep10tp5.out                                                                             
 Run,    Representative hydrograph
 31     dur48hour_aep5tp1.out                                                                               
 Run,    Representative hydrograph
 32     dur72hour_aep5tp10.out                                                                              
 Run,    Representative hydrograph
 33     dur96hour_aep5tp8.out                                                                               
 Run,    Representative hydrograph
 34     dur120hour_aep5tp4.out                                                                              
 Run,    Representative hydrograph
 35     dur144hour_aep5tp9.out                                                                              
 Run,    Representative hydrograph
 36     dur168hour_aep5tp3.out                                                                              
 Run,    Representative hydrograph
 37     dur48hour_aep2tp1.out                                                                               
 Run,    Representative hydrograph
 38     dur72hour_aep2tp10.out                                                                              
 Run,    Representative hydrograph
 39     dur96hour_aep2tp8.out                                                                               
 Run,    Representative hydrograph
 40     dur120hour_aep2tp4.out                                                                              
 Run,    Representative hydrograph
 41     dur144hour_aep2tp9.out                                                                              
 Run,    Representative hydrograph
 42     dur168hour_aep2tp3.out                                                                              
 Run,    Representative hydrograph
 43     dur48hour_aep1tp1.out                                                                               
 Run,    Representative hydrograph
 44     dur72hour_aep1tp10.out                                                                              
 Run,    Representative hydrograph
 45     dur96hour_aep1tp8.out                                                                               
 Run,    Representative hydrograph
 46     dur120hour_aep1tp4.out                                                                              
 Run,    Representative hydrograph
 47     dur144hour_aep1tp9.out                                                                              
 Run,    Representative hydrograph
 48     dur168hour_aep1tp3.out                                                                              

Elapsed Run Time (hh:mm:ss) = 00:00:05
