"Loc1_L","2D","Q_______________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________","L"
"Bridge","2D","QS______________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________","L"
"Loc1_P","2D","H_V_____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________","P"
"Bridge","2D","HU______________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________","P"
"Bridge","2D","HD______________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________","P"
