"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.1000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  269.3568    ,     0.000
         0.083,         233,         0,         0,  2.500000    , 0.8333334E-01,  0.000000    ,  120.4969    ,  52.80938    , 0.3005585    ,  0.000000    ,  0.000000    ,  2049.249    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1981.261    ,  1981.245    ,-0.1571058E-01,  2250.602    ,    -0.001
         0.167,         384,         0,         0,  1.621398    , 0.1666667    ,  0.000000    ,  71.60463    ,  483.2609    , 0.6928940    ,  0.000000    ,  0.000000    ,  2727.670    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3138.634    ,  3138.638    , 0.4641429E-02,  5389.240    ,     0.000
         0.250,         629,         0,         0,  1.058227    , 0.2500000    ,  0.000000    ,  88.24193    ,  1101.841    , 0.8853382    ,  0.000000    ,  0.000000    ,  3080.411    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4093.126    ,  4093.124    ,-0.1577186E-02,  9482.364    ,    -0.000
         0.333,         938,         0,         0, 0.9116288    , 0.3333333    ,  0.000000    ,  186.0383    ,  1600.027    , 0.6894452    ,  0.000000    ,  0.000000    ,  3217.807    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4631.105    ,  4631.089    ,-0.1661624E-01,  14113.45    ,    -0.000
         0.417,        1287,         0,         0, 0.8216053    , 0.4166667    ,  0.000000    ,  389.3792    ,  2641.919    , 0.5312043    ,  0.000000    ,  0.000000    ,  3212.979    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5464.988    ,  5464.979    ,-0.9243363E-02,  19578.43    ,    -0.000
         0.500,        1670,         0,         0, 0.7544957    , 0.5000000    ,  0.000000    ,  570.3837    ,  4914.250    , 0.5858015    ,  0.000000    ,  0.000000    ,  3234.677    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7577.957    ,  7577.959    , 0.1746750E-02,  27156.39    ,     0.000
         0.583,        2086,         0,         0, 0.6950161    , 0.5833334    ,  0.000000    ,  655.7059    ,  11492.46    , 0.5637018    ,  0.000000    ,  0.000000    ,  3148.715    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  13984.91    ,  13984.93    , 0.1944430E-01,  41141.32    ,     0.000
         0.667,        2532,         0,         0, 0.6439774    , 0.6666667    ,  0.000000    ,  685.3867    ,  20089.68    , 0.4462771    ,  0.000000    ,  0.000000    ,  2861.540    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  22265.38    ,  22265.39    , 0.1029262E-01,  63406.71    ,     0.000
         0.750,        3023,         0,         0, 0.5869602    , 0.7500000    ,  0.000000    ,  680.0776    ,  24760.54    , 0.3268415    ,  0.000000    ,  0.000000    ,  2592.344    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  26672.48    ,  26672.48    ,-0.7178350E-02,  90079.19    ,    -0.000
         0.833,        3544,         0,         0, 0.5688815    , 0.8333334    ,  0.000000    ,  649.4910    ,  26781.44    , 0.2812483    ,  0.000000    ,  0.000000    ,  2200.040    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  28331.71    ,  28331.70    ,-0.2602284E-02,  118410.9    ,    -0.000
         0.917,        4075,         0,         0, 0.5638444    , 0.9166667    ,  0.000000    ,  618.0487    ,  27490.25    , 0.2289460    ,  0.000000    ,  0.000000    ,  1773.834    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  28645.81    ,  28645.77    ,-0.4215636E-01,  147056.7    ,    -0.000
         1.000,        4608,         0,         0, 0.5657333    ,  1.000000    ,  0.000000    ,  5918.854    ,  27607.29    , 0.1874111    ,  0.000000    ,  0.000000    ,  1457.647    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  23145.90    ,  23145.94    , 0.3840352E-01,  170202.6    ,     0.000
         1.083,        5135,         0,         0, 0.5770628    ,  1.083333    ,  0.000000    ,  19299.98    ,  27188.48    , 0.1478762    ,  0.000000    ,  0.000000    ,  1134.076    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9022.437    ,  9022.500    , 0.6343152E-01,  179225.1    ,     0.000
         1.167,        5641,         0,         0, 0.6159862    ,  1.166667    ,  0.000000    ,  25571.78    ,  25758.29    , 0.1234678    ,  0.000000    ,  0.000000    ,  970.5836    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1156.973    ,  1156.953    ,-0.2002249E-01,  180382.0    ,    -0.000
         1.250,        6111,         0,         0, 0.6664931    ,  1.250000    ,  0.000000    ,  27221.39    ,  23431.60    , 0.1026504    ,  0.000000    ,  0.000000    ,  796.7004    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2993.191    , -2993.219    ,-0.2808764E-01,  177388.8    ,    -0.000
         1.333,        6561,         0,         0, 0.6695102    ,  1.333333    ,  0.000000    ,  26532.71    ,  20553.81    , 0.9812133E-01,  0.000000    ,  0.000000    ,  727.9046    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -5251.094    , -5251.109    ,-0.1545162E-01,  172137.7    ,    -0.000
         1.417,        7010,         0,         0, 0.6714131    ,  1.416667    ,  0.000000    ,  24759.35    ,  17176.03    , 0.1077414    ,  0.000000    ,  0.000000    ,  652.6411    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -6930.789    , -6930.766    , 0.2359190E-01,  165207.0    ,     0.000
         1.500,        7457,         0,         0, 0.6737222    ,  1.500000    ,  0.000000    ,  22385.58    ,  13959.81    , 0.1117964    ,  0.000000    ,  0.000000    ,  626.7390    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -7799.144    , -7799.156    ,-0.1273329E-01,  157407.8    ,    -0.000
         1.583,        7903,         0,         0, 0.6761630    ,  1.583333    ,  0.000000    ,  19693.75    ,  11150.18    , 0.1052032    ,  0.000000    ,  0.000000    ,  558.3942    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -7985.287    , -7985.297    ,-0.1021747E-01,  149422.5    ,    -0.000
         1.667,        8347,         0,         0, 0.6786231    ,  1.666667    ,  0.000000    ,  16983.45    ,  9132.130    , 0.8882209E-01,  0.000000    ,  0.000000    ,  451.8218    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -7399.592    , -7399.578    , 0.1389154E-01,  142022.9    ,     0.000
         1.750,        8789,         0,         0, 0.6808842    ,  1.750000    ,  0.000000    ,  14448.34    ,  7671.535    , 0.8018449E-01,  0.000000    ,  0.000000    ,  423.5227    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -6353.363    , -6353.344    , 0.1943943E-01,  135669.6    ,     0.000
         1.833,        9230,         0,         0, 0.6827777    ,  1.833333    ,  0.000000    ,  12312.44    ,  6525.585    , 0.7194415E-01,  0.000000    ,  0.000000    ,  372.4927    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -5414.429    , -5414.438    ,-0.8127952E-02,  130255.1    ,    -0.000
         1.917,        9670,         0,         0, 0.6844258    ,  1.916667    ,  0.000000    ,  10640.64    ,  5961.809    , 0.6654733E-01,  0.000000    ,  0.000000    ,  351.4191    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -4327.483    , -4327.492    ,-0.9399299E-02,  125927.6    ,    -0.000
