"EG12_005 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_005.tcf]","Time (h)","H FC01.1_R.1 [EG12_005]","H FC01.1_R.2 [EG12_005]","H FC04.1_C.1 [EG12_005]","H FC04.1_C.2 [EG12_005]","H OC_999.1 [EG12_005]","H OC_999.2 [EG12_005]"
      95,          1.566667,     49.3553,     46.7539,     43.5374,     43.5306,     43.4507,     40.5199
      96,          1.583333,     49.3043,     46.7404,     43.5298,     43.5212,     43.4413,     40.5187
      97,          1.600000,     49.2459,     46.7240,     43.5212,     43.5115,     43.4313,     40.5173
      98,          1.616667,     49.1842,     46.7114,     43.5126,     43.5017,     43.4209,     40.5159
      99,          1.633333,     49.1184,     46.6987,     43.5045,     43.4916,     43.4102,     40.5144
     100,          1.650000,     49.0486,     46.6848,     43.4970,     43.4810,     43.3992,     40.5128
     101,          1.666667,     48.9737,     46.6650,     43.4900,     43.4699,     43.3879,     40.5112
     102,          1.683333,     48.8940,     46.6500,     43.4835,     43.4588,     43.3762,     40.5095
     103,          1.700000,     48.8082,     46.6308,     43.4775,     43.4472,     43.3642,     40.5078
     104,          1.716667,     48.7158,     46.6097,     43.4718,     43.4354,     43.3518,     40.5060
     105,          1.733333,     48.6173,     46.5870,     43.4666,     43.4230,     43.3390,     40.5041
     106,          1.750000,     48.5123,     46.5621,     43.4616,     43.4101,     43.3257,     40.5022
     107,          1.766667,     48.4008,     46.5341,     43.4570,     43.3966,     43.3119,     40.5002
     108,          1.783333,     48.2870,     46.5030,     43.4527,     43.3828,     43.2975,     40.4981
     109,          1.800000,     48.1717,     46.4710,     43.4486,     43.3682,     43.2824,     40.4959
     110,          1.816667,     48.0532,     46.4364,     43.4448,     43.3530,     43.2667,     40.4936
     111,          1.833333,     47.9331,     46.3989,     43.4412,     43.3370,     43.2503,     40.4912
     112,          1.850000,     47.8119,     46.3584,     43.4378,     43.3203,     43.2330,     40.4887
     113,          1.866667,     47.6918,     46.3148,     43.4346,     43.3028,     43.2150,     40.4861
     114,          1.883333,     47.5813,     46.2631,     43.4316,     43.2844,     43.1960,     40.4833
     115,          1.900000,     47.4903,     46.2067,     43.4287,     43.2649,     43.1762,     40.4804
     116,          1.916667,     47.4121,     46.1525,     43.4260,     43.2446,     43.1554,     40.4773
     117,          1.933333,     47.3455,     46.1023,     43.4234,     43.2231,     43.1335,     40.4741
     118,          1.950000,     47.2892,     46.0572,     43.4209,     43.2009,     43.1104,     40.4706
     119,          1.966667,     47.2429,     46.0203,     43.4186,     43.1776,     43.0863,     40.4671
     120,          1.983333,     47.2041,     45.9889,     43.4164,     43.1536,     43.0610,     40.4635
     121,          2.000000,     47.1712,     45.9624,     43.4144,     43.1289,     43.0346,     40.4597
     122,          2.016667,     47.1431,     45.9399,     43.4124,     43.1031,     43.0075,     40.4559
     123,          2.033334,     47.1162,     45.9196,     43.4106,     43.0783,     42.9909,     40.4239
     124,          2.050000,     47.0899,     45.9003,     43.4089,     43.0497,     42.9769,     40.3665
     125,          2.066667,     47.0634,     45.8815,     43.4072,     43.0276,     42.9660,     40.2929
     126,          2.083333,     47.0362,     45.8623,     43.4056,     43.0081,     42.9579,     40.2058
     127,          2.100000,     47.0086,     45.8428,     43.4041,     42.9957,     42.9522,     40.0976
     128,          2.116667,     46.9797,     45.8225,     43.4026,     42.9837,     42.9505,     39.9626
     129,          2.133333,     46.9491,     45.8010,     43.4012,     42.9782,     42.9436,     39.8384
     130,          2.150000,     46.9166,     45.7784,     43.3999,     42.9743,     42.9384,     39.7597
     131,          2.166667,     46.8828,     45.7539,     43.3986,     42.9700,     42.9334,     39.7069
     132,          2.183333,     46.8499,     45.7271,     43.3974,     42.9666,     42.9277,     39.6716
     133,          2.200000,     46.8157,     45.7017,     43.3962,     42.9557,     42.9216,     39.6478
     134,          2.216667,     46.7874,     45.6781,     43.3951,     42.9522,     42.9154,     39.6316
     135,          2.233333,     46.7640,     45.6573,     43.3940,     42.9428,     42.9086,     39.6205
     136,          2.250000,     46.7440,     45.6389,     43.3930,     42.9371,     42.9011,     39.6124
     137,          2.266667,     46.7265,     45.6214,     43.3919,     42.9286,     42.8936,     39.6066
     138,          2.283334,     46.7109,     45.6059,     43.3910,     42.9217,     42.8857,     39.6023
     139,          2.300000,     46.6945,     45.5914,     43.3901,     42.9125,     42.8775,     39.5989
     140,          2.316667,     46.6772,     45.5769,     43.3892,     42.9044,     42.8689,     39.5961
     141,          2.333333,     46.6611,     45.5630,     43.3883,     42.8959,     42.8601,     39.5937
     142,          2.350000,     46.6430,     45.5483,     43.3875,     42.8866,     42.8510,     39.5916
     143,          2.366667,     46.6278,     45.5347,     43.3867,     42.8780,     42.8417,     39.5896
     144,          2.383333,     46.6100,     45.5196,     43.3859,     42.8677,     42.8321,     39.5877
     145,          2.400000,     46.5941,     45.5047,     43.3852,     42.8586,     42.8221,     39.5859
     146,          2.416667,     46.5790,     45.4886,     43.3844,     42.8486,     42.8121,     39.5840
     147,          2.433333,     46.5651,     45.4748,     43.3837,     42.8386,     42.8016,     39.5822
     148,          2.450000,     46.5531,     45.4628,     43.3831,     42.8287,     42.7910,     39.5804
     149,          2.466667,     46.5409,     45.4512,     43.3824,     42.8179,     42.7800,     39.5785
     150,          2.483333,     46.5253,     45.4381,     43.3818,     42.8081,     42.7689,     39.5766
     151,          2.500000,     46.5080,     45.4236,     43.3812,     42.7981,     42.7573,     39.5747
     152,          2.516667,     46.4904,     45.4084,     43.3806,     42.7886,     42.7457,     39.5727
     153,          2.533334,     46.4722,     45.3928,     43.3800,     42.7804,     42.7337,     39.5707
     154,          2.550000,     46.4557,     45.3775,     43.3795,     42.7744,     42.7216,     39.5687
     155,          2.566667,     46.4385,     45.3623,     43.3789,     42.7710,     42.7092,     39.5666
     156,          2.583333,     46.4194,     45.3459,     43.3784,     42.7709,     42.6968,     39.5645
     157,          2.600000,     46.3987,     45.3280,     43.3779,     42.7735,     42.6839,     39.5623
     158,          2.616667,     46.3795,     45.3105,     43.3774,     42.7776,     42.6707,     39.5601
     159,          2.633333,     46.3621,     45.2936,     43.3770,     42.7783,     42.6572,     39.5578
     160,          2.650000,     46.3477,     45.2776,     43.3765,     42.7781,     42.6434,     39.5555
     161,          2.666667,     46.3312,     45.2624,     43.3760,     42.7777,     42.6293,     39.5531
     162,          2.683333,     46.3154,     45.2473,     43.3756,     42.7771,     42.6149,     39.5507
     163,          2.700000,     46.2997,     45.2323,     43.3752,     42.7765,     42.6001,     39.5482
     164,          2.716667,     46.2832,     45.2170,     43.3748,     42.7759,     42.5850,     39.5456
     165,          2.733334,     46.2655,     45.2006,     43.3744,     42.7753,     42.5695,     39.5430
     166,          2.750000,     46.2478,     45.1841,     43.3740,     42.7747,     42.5539,     39.5403
     167,          2.766667,     46.2283,     45.1666,     43.3736,     42.7741,     42.5378,     39.5375
     168,          2.783334,     46.2143,     45.1511,     43.3732,     42.7736,     42.5214,     39.5347
     169,          2.800000,     46.1917,     45.1314,     43.3729,     42.7730,     42.5046,     39.5318
     170,          2.816667,     46.1687,     45.1084,     43.3725,     42.7725,     42.4875,     39.5289
     171,          2.833333,     46.1456,     45.0848,     43.3722,     42.7720,     42.4701,     39.5259
     172,          2.850000,     46.1219,     45.0577,     43.3719,     42.7715,     42.4524,     39.5229
     173,          2.866667,     46.0978,     45.0276,     43.3716,     42.7710,     42.4343,     39.5198
     174,          2.883333,     46.0741,     44.9950,     43.3713,     42.7705,     42.4156,     39.5166
     175,          2.900000,     46.0496,     44.9588,     43.3710,     42.7701,     42.3966,     39.5133
     176,          2.916667,     46.0254,     44.9227,     43.3707,     42.7696,     42.3771,     39.5099
     177,          2.933333,     46.0004,     44.8850,     43.3704,     42.7691,     42.3572,     39.5065
     178,          2.950000,     45.9770,     44.8509,     43.3701,     42.7687,     42.3367,     39.5029
     179,          2.966667,     45.9549,     44.8197,     43.3698,     42.7682,     42.3157,     39.4993
     180,          2.983334,     45.9357,     44.7913,     43.3695,     42.7678,     42.2943,     39.4955
     181,          3.000000,     45.9156,     44.7628,     43.3693,     42.7674,     42.2723,     39.4917
