"EG12_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_003.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9554
     2,"FC01.1_R.2",     47.3913,      0.9645
     3,"FC01.2_R.1",     42.6107,      1.3632
     4,"FC01.2_R.2",     40.6524,      1.3746
     5,"FC04.1_C.1",     43.3490,      3.0001
     6,"FC04.1_C.2",     42.9049,      1.3092
     7,"OC999.8",     43.6321,      1.6288
     8,"OC999.9",     42.7011,      1.3646
