"EG12_005 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_005.tcf]","Chan ID","Qmax","Time Qmax","Vmax","Time Vmax"
     1,"FC01.1_R",          47.458,          0.9537,      8.1376,          0.9537
     2,"FC04.1_C",           0.163,          1.5991,      0.8629,          1.6073
     3,"OC_999",          60.115,          1.4302,      0.6802,          1.4314
