"EG12_008 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_008.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9546
     2,"FC01.1_R.2",     47.3913,      0.9649
     3,"FC04.1_C.1",     43.7880,      1.5887
     4,"FC04.1_C.2",     43.7891,      1.5681
     5,"OC_001.1",     43.7476,      1.5600
     6,"OC_001.2",     40.9990,      3.0001
