"EG12_006 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_006.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9543
     2,"FC01.1_R.2",     47.3913,      0.9645
     3,"FC04.1_C.1",     43.8639,      1.4024
     4,"FC04.1_C.2",     43.8668,      1.3907
     5,"OC_999.1",     43.7976,      1.3504
     6,"OC_999.2",     40.8367,      1.5849
