"EG12_002 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_002.tcf]","Chan ID","Qmax","Time Qmax","Vmax","Time Vmax"
     1,"FC01.1_R",          47.458,          0.9544,      8.1376,          0.9544
     2,"FC01.2_R",          70.064,          1.3599,      4.8655,          1.3599
     3,"FC04.1_C",           0.000,          3.0001,      0.0000,          3.0001
     4,"OC_001",           1.000,          1.2317,      0.6366,          1.2317
