"EG12_005 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_005.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9546
     2,"FC01.1_R.2",     47.3913,      0.9645
     3,"FC04.1_C.1",     43.5459,      1.5376
     4,"FC04.1_C.2",     43.5729,      1.4163
     5,"OC_999.1",     43.4918,      1.4302
     6,"OC_999.2",     40.5246,      1.4495
