"EG12_002 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_002.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9546
     2,"FC01.1_R.2",     47.3913,      0.9647
     3,"FC01.2_R.1",     42.6072,      1.3632
     4,"FC01.2_R.2",     40.6518,      1.3723
     5,"FC04.1_C.1",     43.3490,      3.0001
     6,"FC04.1_C.2",     42.9040,      1.3092
     7,"OC999.8",     43.6320,      1.7041
     8,"OC999.9",     42.6971,      1.3660
