"EG12_009 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_009.tcf]","ID (Lowest)","Q Below","Q Above","Q Total","A Below","A Above","A Total","V Below","V Above","V Combined","h U/S","h D/S","dh","Time"
       1,"FC04.1_C",        -99999.0,        -99999.0,        -99999.0,        -99999.0,        -99999.0,        -99999.0,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000
       2,"OC_002",        -99999.0,        -99999.0,        -99999.0,        -99999.0,        -99999.0,        -99999.0,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000
       3,"FC01.1_R",        -99999.0,        -99999.0,        -99999.0,        -99999.0,        -99999.0,        -99999.0,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000
