"EG12_010 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_010.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9550
     2,"FC01.1_R.2",     47.3913,      0.9647
     3,"FC04.1_C.1",     43.6278,      1.4704
     4,"FC04.1_C.2",     43.6353,      1.4168
     5,"OC_002.1",     43.5555,      1.4116
     6,"OC_002.2",     41.9990,      3.0001
