"EG12_006 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_006.tcf]","Chan ID","Qmax","Time Qmax","Vmax","Time Vmax"
     1,"FC01.1_R",          47.458,          0.9538,      8.1376,          0.9538
     2,"FC04.1_C",           0.790,          1.5710,      1.2584,          1.5756
     3,"OC_999",          87.955,          1.5504,      0.9826,          2.1865
