"EG12_013 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_013.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9542
     2,"FC01.1_R.2",     47.3913,      0.9649
     3,"FC01.2_R.1",     42.6287,      1.3611
     4,"FC01.2_R.2",     40.6555,      1.3720
     5,"FC04.1_C.1",     43.3490,      3.0001
     6,"FC04.1_C.2",     42.9170,      1.3093
     7,"OC999.8",     42.4140,      1.7162
     8,"OC999.9",     42.7190,      1.3608
