"EG12_008 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_008.tcf]","Chan ID","Qmax","Time Qmax","Vmax","Time Vmax"
     1,"FC01.1_R",          47.458,          0.9542,      8.1376,          0.9542
     2,"FC04.1_C",           0.339,          2.0308,      1.0197,          2.0459
     3,"OC_001",          46.256,          1.5601,      1.3154,          2.5027
