"EG12_007 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_007.tcf]","Chan ID","Qmax","Time Qmax","Vmax","Time Vmax"
     1,"FC01.1_R",          47.458,          0.9542,      8.1376,          0.9542
     2,"FC04.1_C",           0.247,          1.5835,      0.9429,          1.6546
     3,"OC_001",          64.134,          1.3904,      1.8484,          1.9999
