"EG12_012 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_012.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9551
     2,"FC01.1_R.2",     47.3913,      0.9645
     3,"FC04.1_C.1",     43.6603,      1.4470
     4,"FC04.1_C.2",     43.6664,      1.3891
     5,"OC999.8",     43.0154,      0.8535
     6,"OC999.9",     43.6339,      1.3917
     7,"SGate1.1",     43.5838,      1.3918
     8,"SGate1.2",     40.9990,      3.0001
