"EG12_011 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_011.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9535
     2,"FC01.1_R.2",     47.3913,      0.9645
     3,"FC04.1_C.1",     43.7968,      1.3557
     4,"FC04.1_C.2",     43.8006,      1.3113
     5,"OC999.8",     43.7575,      1.0127
     6,"OC999.9",     43.7665,      1.3164
     7,"OC_002.1",     43.7051,      1.2645
     8,"OC_002.2",     41.9990,      3.0001
