"EG12_011 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_011.tcf]","Chan ID","Qmax","Time Qmax","Vmax","Time Vmax"
     1,"FC01.1_R",          47.458,          0.9535,      8.1376,          0.9535
     2,"FC04.1_C",           0.350,          1.5401,      0.9519,          1.7379
     3,"OC_001",           2.000,          0.8308,      1.2732,          0.8308
     4,"OC_002",          73.839,          1.3173,      4.4820,          1.1159
