"EG12_009 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_009.tcf]","Chan ID","Qmax","Time Qmax","Vmax","Time Vmax"
     1,"FC01.1_R",          47.458,          0.9537,      8.1376,          0.9537
     2,"FC04.1_C",           0.486,          2.0557,      1.0444,          2.3180
     3,"OC_002",          43.975,          1.5976,      4.8861,          1.5976
