"EG12_004 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_004.tcf]","Time (h)","H FC01.1_R.1 [EG12_004]","H FC01.1_R.2 [EG12_004]","H FC01.2_R.1 [EG12_004]","H FC01.2_R.2 [EG12_004]","H FC04.1_C.1 [EG12_004]","H FC04.1_C.2 [EG12_004]","H OC999.8 [EG12_004]","H OC999.9 [EG12_004]"
      21,          0.333333,     46.0928,     44.8838,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      22,          0.350000,     46.1405,     44.9362,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      23,          0.366667,     46.1908,     44.9906,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      24,          0.383333,     46.2516,     45.0556,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      25,          0.400000,     46.3118,     45.1270,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      26,          0.416667,     46.3793,     45.1949,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      27,          0.433333,     46.4561,     45.2654,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      28,          0.450000,     46.5446,     45.3376,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      29,          0.466667,     46.6340,     45.4233,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      30,          0.483333,     46.7579,     45.5129,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      31,          0.500000,     46.8806,     45.6049,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      32,          0.516667,     47.0061,     45.6978,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.6072
      33,          0.533333,     47.1748,     45.8126,     37.9154,     37.8906,     43.3490,     42.7490,     42.3000,     38.7421
      34,          0.550000,     47.3955,     45.9614,     38.0512,     38.0226,     43.3490,     42.7490,     42.3000,     38.8253
      35,          0.566667,     47.6475,     46.1224,     38.1640,     38.1308,     43.3490,     42.7490,     42.3000,     38.9061
      36,          0.583333,     47.9195,     46.2529,     38.2506,     38.2178,     43.3490,     42.7490,     42.3000,     38.9547
      37,          0.600000,     48.1986,     46.3624,     38.3601,     38.3215,     43.3490,     42.7490,     42.3000,     39.0304
      38,          0.616667,     48.4590,     46.4562,     38.4818,     38.4395,     43.3490,     42.7490,     42.3000,     39.1071
      39,          0.633333,     48.6977,     46.5295,     38.6210,     38.5709,     43.3490,     42.7490,     42.3000,     39.1757
      40,          0.650000,     48.9214,     46.5914,     38.7808,     38.7232,     43.3490,     42.7490,     42.3000,     39.2496
      41,          0.666667,     49.1397,     46.6501,     38.9690,     38.8820,     43.3490,     42.7490,     42.3000,     39.3563
      42,          0.683333,     49.3516,     46.6989,     39.1781,     39.0527,     43.3490,     42.7490,     42.3000,     39.4941
      43,          0.700000,     49.5245,     46.8061,     39.3931,     39.2225,     43.3490,     42.7490,     42.3000,     39.6482
      44,          0.716667,     49.6448,     46.9560,     39.6119,     39.3890,     43.3490,     42.7490,     42.3000,     39.8006
      45,          0.733333,     49.7222,     47.0987,     39.7996,     39.5263,     43.3490,     42.7490,     42.3000,     39.9418
      46,          0.750000,     49.7705,     47.2083,     39.9612,     39.6375,     43.3490,     42.7490,     42.3000,     40.0747
      47,          0.766667,     49.8011,     47.2798,     40.1132,     39.7323,     43.3490,     42.7490,     42.3000,     40.2091
      48,          0.783333,     49.8184,     47.3204,     40.2710,     39.8230,     43.3490,     42.7490,     42.3000,     40.3529
      49,          0.800000,     49.8290,     47.3432,     40.4481,     39.9125,     43.3490,     42.7490,     42.3000,     40.5200
      50,          0.816667,     49.8365,     47.3573,     40.6464,     40.0048,     43.3490,     42.7490,     42.3000,     40.7145
      51,          0.833333,     49.8421,     47.3674,     40.8593,     40.0973,     43.3490,     42.7490,     42.3000,     40.9297
      52,          0.850000,     49.8464,     47.3752,     41.0783,     40.1862,     43.3490,     42.7490,     42.3000,     41.1505
      53,          0.866667,     49.8490,     47.3804,     41.2790,     40.2653,     43.3490,     42.7490,     42.3000,     41.3526
      54,          0.883333,     49.8509,     47.3837,     41.4521,     40.3313,     43.3490,     42.7490,     42.3000,     41.5274
      55,          0.900000,     49.8524,     47.3863,     41.5956,     40.3850,     43.3490,     42.7490,     42.3000,     41.6732
      56,          0.916667,     49.8537,     47.3884,     41.7145,     40.4273,     43.3490,     42.7490,     42.3000,     41.7943
      57,          0.933333,     49.8548,     47.3903,     41.8143,     40.4609,     43.3490,     42.7490,     42.3000,     41.8958
      58,          0.950000,     49.8551,     47.3912,     41.8985,     40.4875,     43.3490,     42.7490,     42.3040,     41.9814
      59,          0.966667,     49.8550,     47.3913,     41.9708,     40.5090,     43.3490,     42.7490,     42.3627,     42.0547
      60,          0.983333,     49.8548,     47.3911,     42.0340,     40.5267,     43.3490,     42.7490,     42.4394,     42.1187
      61,          1.000000,     49.8544,     47.3905,     42.0907,     40.5415,     43.3490,     42.7490,     42.5164,     42.1760
      62,          1.016667,     49.8538,     47.3898,     42.1418,     40.5541,     43.3490,     42.7490,     42.5873,     42.2273
      63,          1.033333,     49.8521,     47.3880,     42.1878,     40.5650,     43.3490,     42.7490,     42.6518,     42.2734
      64,          1.050000,     49.8500,     47.3852,     42.2298,     40.5746,     43.3490,     42.7678,     42.7113,     42.3155
      65,          1.066667,     49.8477,     47.3819,     42.2701,     40.5833,     43.3490,     42.8062,     42.7707,     42.3558
      66,          1.083333,     49.8452,     47.3783,     42.3098,     40.5916,     43.3490,     42.8151,     42.8292,     42.3954
      67,          1.100000,     49.8422,     47.3743,     42.3466,     40.5993,     43.3490,     42.8292,     42.8845,     42.4326
      68,          1.116667,     49.8369,     47.3675,     42.3808,     40.6063,     43.3490,     42.8395,     42.9345,     42.4671
      69,          1.133333,     49.8305,     47.3584,     42.4125,     40.6126,     43.3490,     42.8514,     42.9817,     42.4990
      70,          1.150000,     49.8229,     47.3480,     42.4419,     40.6185,     43.3490,     42.8611,     43.0263,     42.5287
      71,          1.166667,     49.8151,     47.3366,     42.4686,     40.6238,     43.3490,     42.8702,     43.0673,     42.5556
      72,          1.183333,     49.8069,     47.3246,     42.4930,     40.6286,     43.3490,     42.8781,     43.1039,     42.5802
      73,          1.200000,     49.7979,     47.3115,     42.5149,     40.6329,     43.3490,     42.8846,     43.1356,     42.6022
      74,          1.216667,     49.7885,     47.2973,     42.5342,     40.6367,     43.3490,     42.8906,     43.1632,     42.6217
      75,          1.233333,     49.7788,     47.2826,     42.5512,     40.6401,     43.3490,     42.8956,     43.1934,     42.6388
      76,          1.250000,     49.7688,     47.2671,     42.5659,     40.6430,     43.3490,     42.8998,     43.2273,     42.6536
      77,          1.266667,     49.7583,     47.2515,     42.5783,     40.6454,     43.3490,     42.9026,     43.2560,     42.6661
      78,          1.283333,     49.7459,     47.2333,     42.5886,     40.6475,     43.3490,     42.9051,     43.2881,     42.6764
      79,          1.300000,     49.7322,     47.2122,     42.5969,     40.6492,     43.3490,     42.9063,     43.3158,     42.6850
      80,          1.316667,     49.7176,     47.1894,     42.6033,     40.6505,     43.3490,     42.9063,     43.3429,     42.6917
      81,          1.333333,     49.7024,     47.1650,     42.6077,     40.6515,     43.3490,     42.9054,     43.3650,     42.6963
      82,          1.350000,     49.6864,     47.1396,     42.6100,     40.6521,     43.3490,     42.9026,     43.3853,     42.6989
      83,          1.366667,     49.6696,     47.1130,     42.6101,     40.6523,     43.3490,     42.8983,     43.4014,     42.6993
      84,          1.383333,     49.6519,     47.0847,     42.6081,     40.6522,     43.3490,     42.8927,     43.4159,     42.6976
      85,          1.400000,     49.6332,     47.0549,     42.6040,     40.6517,     43.3490,     42.8855,     43.4259,     42.6937
      86,          1.416667,     49.6134,     47.0248,     42.5978,     40.6508,     43.3490,     42.8776,     43.4349,     42.6878
      87,          1.433333,     49.5923,     46.9922,     42.5896,     40.6496,     43.3490,     42.8671,     43.4391,     42.6799
      88,          1.450000,     49.5705,     46.9602,     42.5794,     40.6480,     43.3490,     42.8562,     43.4427,     42.6699
      89,          1.466667,     49.5474,     46.9282,     42.5670,     40.6460,     43.3490,     42.8441,     43.4418,     42.6577
      90,          1.483333,     49.5225,     46.8969,     42.5526,     40.6436,     43.3490,     42.8300,     43.4431,     42.6433
      91,          1.500000,     49.4957,     46.8647,     42.5361,     40.6409,     43.3490,     42.8156,     43.4418,     42.6268
      92,          1.516667,     49.4665,     46.8332,     42.5178,     40.6378,     43.3490,     42.7995,     43.4432,     42.6084
      93,          1.533333,     49.4346,     46.8037,     42.4975,     40.6343,     43.3490,     42.7829,     43.4419,     42.5881
      94,          1.550000,     49.3983,     46.7790,     42.4754,     40.6305,     43.3490,     42.7658,     43.4431,     42.5660
      95,          1.566667,     49.3553,     46.7539,     42.4516,     40.6263,     43.3490,     42.7500,     43.4420,     42.5421
      96,          1.583333,     49.3043,     46.7405,     42.4260,     40.6218,     43.3490,     42.7490,     43.4430,     42.5165
      97,          1.600000,     49.2459,     46.7241,     42.3990,     40.6170,     43.3490,     42.7490,     43.4421,     42.4894
      98,          1.616667,     49.1842,     46.7114,     42.3709,     40.6118,     43.3490,     42.7490,     43.4428,     42.4612
      99,          1.633333,     49.1184,     46.6986,     42.3419,     40.6064,     43.3490,     42.7490,     43.4423,     42.4321
     100,          1.650000,     49.0486,     46.6848,     42.3121,     40.6008,     43.3490,     42.7490,     43.4427,     42.4022
     101,          1.666667,     48.9736,     46.6643,     42.2814,     40.5950,     43.3490,     42.7490,     43.4425,     42.3714
     102,          1.683333,     48.8940,     46.6499,     42.2499,     40.5890,     43.3490,     42.7490,     43.4426,     42.3397
     103,          1.700000,     48.8082,     46.6307,     42.2176,     40.5827,     43.3490,     42.7490,     43.4426,     42.3072
     104,          1.716667,     48.7157,     46.6097,     42.1843,     40.5762,     43.3490,     42.7490,     43.4423,     42.2738
     105,          1.733333,     48.6172,     46.5870,     42.1501,     40.5694,     43.3490,     42.7490,     43.4427,     42.2394
     106,          1.750000,     48.5122,     46.5621,     42.1147,     40.5623,     43.3490,     42.7490,     43.4422,     42.2038
     107,          1.766667,     48.4007,     46.5341,     42.0776,     40.5548,     43.3490,     42.7490,     43.4429,     42.1666
     108,          1.783333,     48.2869,     46.5030,     42.0391,     40.5468,     43.3490,     42.7490,     43.4421,     42.1278
     109,          1.800000,     48.1715,     46.4710,     41.9990,     40.5385,     43.3490,     42.7490,     43.4430,     42.0873
     110,          1.816667,     48.0531,     46.4364,     41.9569,     40.5295,     43.3490,     42.7490,     43.4420,     42.0449
     111,          1.833333,     47.9329,     46.3989,     41.9126,     40.5200,     43.3490,     42.7490,     43.4430,     42.0003
     112,          1.850000,     47.8117,     46.3583,     41.8658,     40.5098,     43.3490,     42.7490,     43.4420,     41.9530
     113,          1.866667,     47.6916,     46.3147,     41.8159,     40.4987,     43.3490,     42.7490,     43.4431,     41.9026
     114,          1.883333,     47.5810,     46.2631,     41.7625,     40.4866,     43.3490,     42.7490,     43.4420,     41.8485
     115,          1.900000,     47.4901,     46.2067,     41.7052,     40.4734,     43.3490,     42.7490,     43.4430,     41.7905
     116,          1.916667,     47.4118,     46.1524,     41.6437,     40.4587,     43.3490,     42.7490,     43.4420,     41.7279
     117,          1.933333,     47.3453,     46.1021,     41.5778,     40.4427,     43.3490,     42.7490,     43.4430,     41.6606
     118,          1.950000,     47.2890,     46.0570,     41.5071,     40.4247,     43.3490,     42.7490,     43.4421,     41.5888
     119,          1.966667,     47.2427,     46.0202,     41.4310,     40.4048,     43.3490,     42.7490,     43.4429,     41.5114
     120,          1.983333,     47.2039,     45.9888,     41.3486,     40.3824,     43.3490,     42.7490,     43.4422,     41.4273
     121,          2.000000,     47.1710,     45.9622,     41.2591,     40.3569,     43.3490,     42.7490,     43.4428,     41.3361
     122,          2.016667,     47.1430,     45.9397,     41.1610,     40.3275,     43.3490,     42.7490,     43.4424,     41.2361
     123,          2.033334,     47.1160,     45.9194,     41.0551,     40.2936,     43.3490,     42.7490,     43.4426,     41.1281
     124,          2.050000,     47.0898,     45.9002,     40.9402,     40.2542,     43.3490,     42.7490,     43.4425,     41.0112
     125,          2.066667,     47.0632,     45.8813,     40.8197,     40.2094,     43.3490,     42.7490,     43.4424,     40.8884
     126,          2.083333,     47.0361,     45.8622,     40.6964,     40.1591,     43.3490,     42.7490,     43.4426,     40.7641
     127,          2.100000,     47.0084,     45.8426,     40.5701,     40.1018,     43.3490,     42.7490,     43.4423,     40.6371
     128,          2.116667,     46.9797,     45.8223,     40.4443,     40.0381,     43.3490,     42.7490,     43.4428,     40.5114
     129,          2.133333,     46.9490,     45.8008,     40.3203,     39.9694,     43.3490,     42.7490,     43.4422,     40.3884
     130,          2.150000,     46.9165,     45.7782,     40.2000,     39.8978,     43.3490,     42.7490,     43.4429,     40.2703
     131,          2.166667,     46.8827,     45.7537,     40.0852,     39.8249,     43.3490,     42.7490,     43.4421,     40.1603
     132,          2.183333,     46.8498,     45.7268,     39.9782,     39.7525,     43.3490,     42.7490,     43.4430,     40.0611
     133,          2.200000,     46.8156,     45.7014,     39.8789,     39.6820,     43.3490,     42.7490,     43.4420,     39.9715
     134,          2.216667,     46.7873,     45.6770,     39.7897,     39.6157,     43.3490,     42.7490,     43.4430,     39.8926
     135,          2.233333,     46.7640,     45.6559,     39.7112,     39.5550,     43.3490,     42.7490,     43.4420,     39.8252
     136,          2.250000,     46.7439,     45.6373,     39.6413,     39.4999,     43.3490,     42.7490,     43.4430,     39.7655
     137,          2.266667,     46.7264,     45.6203,     39.5809,     39.4512,     43.3490,     42.7490,     43.4420,     39.7162
     138,          2.283334,     46.7107,     45.6052,     39.5294,     39.4090,     43.3490,     42.7490,     43.4430,     39.6750
     139,          2.300000,     46.6944,     45.5908,     39.4834,     39.3710,     43.3490,     42.7490,     43.4421,     39.6385
     140,          2.316667,     46.6785,     45.5769,     39.4415,     39.3361,     43.3490,     42.7490,     43.4429,     39.6047
     141,          2.333333,     46.6610,     45.5626,     39.4036,     39.3044,     43.3490,     42.7490,     43.4423,     39.5725
     142,          2.350000,     46.6427,     45.5477,     39.3689,     39.2752,     43.3490,     42.7490,     43.4428,     39.5431
     143,          2.366667,     46.6275,     45.5340,     39.3368,     39.2480,     43.3490,     42.7490,     43.4424,     39.5164
     144,          2.383333,     46.6098,     45.5187,     39.3082,     39.2234,     43.3490,     42.7490,     43.4426,     39.4944
     145,          2.400000,     46.5943,     45.5036,     39.2814,     39.2007,     43.3490,     42.7490,     43.4424,     39.4708
     146,          2.416667,     46.5788,     45.4878,     39.2557,     39.1788,     43.3490,     42.7490,     43.4425,     39.4467
     147,          2.433333,     46.5649,     45.4741,     39.2309,     39.1575,     43.3490,     42.7490,     43.4426,     39.4249
     148,          2.450000,     46.5528,     45.4621,     39.2071,     39.1370,     43.3490,     42.7490,     43.4424,     39.4050
     149,          2.466667,     46.5408,     45.4504,     39.1848,     39.1177,     43.3490,     42.7490,     43.4428,     39.3862
     150,          2.483333,     46.5252,     45.4373,     39.1630,     39.0985,     43.3490,     42.7490,     43.4422,     39.3650
     151,          2.500000,     46.5078,     45.4226,     39.1423,     39.0803,     43.3490,     42.7490,     43.4429,     39.3483
     152,          2.516667,     46.4903,     45.4072,     39.1226,     39.0631,     43.3490,     42.7490,     43.4421,     39.3334
     153,          2.533334,     46.4722,     45.3916,     39.1035,     39.0463,     43.3490,     42.7490,     43.4429,     39.3177
     154,          2.550000,     46.4558,     45.3760,     39.0850,     39.0299,     43.3490,     42.7490,     43.4421,     39.3028
     155,          2.566667,     46.4384,     45.3607,     39.0678,     39.0144,     43.3490,     42.7490,     43.4430,     39.2895
     156,          2.583333,     46.4192,     45.3441,     39.0501,     38.9986,     43.3490,     42.7490,     43.4421,     39.2759
     157,          2.600000,     46.3984,     45.3261,     39.0340,     38.9841,     43.3490,     42.7490,     43.4430,     39.2625
     158,          2.616667,     46.3793,     45.3084,     39.0110,     38.9633,     43.3490,     42.7490,     43.4421,     39.2470
     159,          2.633333,     46.3620,     45.2916,     38.9913,     38.9456,     43.3490,     42.7490,     43.4429,     39.2326
     160,          2.650000,     46.3478,     45.2759,     38.9722,     38.9284,     43.3490,     42.7490,     43.4421,     39.2195
     161,          2.666667,     46.3310,     45.2608,     38.9529,     38.9110,     43.3490,     42.7490,     43.4429,     39.2069
     162,          2.683333,     46.3151,     45.2458,     38.9339,     38.8937,     43.3490,     42.7490,     43.4422,     39.1944
     163,          2.700000,     46.2995,     45.2308,     38.9142,     38.8759,     43.3490,     42.7490,     43.4428,     39.1809
     164,          2.716667,     46.2832,     45.2155,     38.8939,     38.8573,     43.3490,     42.7490,     43.4423,     39.1678
     165,          2.733334,     46.2654,     45.1993,     38.8738,     38.8388,     43.3490,     42.7490,     43.4426,     39.1561
     166,          2.750000,     46.2475,     45.1830,     38.8531,     38.8197,     43.3490,     42.7490,     43.4424,     39.1441
     167,          2.766667,     46.2286,     45.1658,     38.8337,     38.8018,     43.3490,     42.7490,     43.4425,     39.1321
     168,          2.783334,     46.2115,     45.1494,     38.8136,     38.7836,     43.3490,     42.7490,     43.4426,     39.1201
     169,          2.800000,     46.1915,     45.1301,     38.7938,     38.7653,     43.3490,     42.7490,     43.4424,     39.1132
     170,          2.816667,     46.1685,     45.1073,     38.7682,     38.7416,     43.3490,     42.7490,     43.4427,     39.0969
     171,          2.833333,     46.1454,     45.0837,     38.7909,     38.6891,     43.3490,     42.7490,     43.4423,     39.0854
     172,          2.850000,     46.1218,     45.0564,     38.7132,     38.7271,     43.3490,     42.7490,     43.4428,     39.0765
     173,          2.866667,     46.0977,     45.0261,     38.7679,     38.6440,     43.3490,     42.7490,     43.4422,     39.0672
     174,          2.883333,     46.0740,     44.9934,     38.7324,     38.6391,     43.3490,     42.7490,     43.4428,     39.0578
     175,          2.900000,     46.0494,     44.9572,     38.7302,     38.6034,     43.3490,     42.7490,     43.4421,     39.0472
     176,          2.916667,     46.0251,     44.9212,     38.6896,     38.5995,     43.3490,     42.7490,     43.4429,     39.0366
     177,          2.933333,     46.0002,     44.8836,     38.6185,     38.6187,     43.3490,     42.7490,     43.4421,     39.0264
     178,          2.950000,     45.9768,     44.8496,     38.6674,     38.5383,     43.3490,     42.7490,     43.4429,     39.0171
     179,          2.966667,     45.9547,     44.8187,     38.5793,     38.5761,     43.3490,     42.7490,     43.4421,     39.0090
     180,          2.983334,     45.9356,     44.7903,     38.5541,     38.5540,     43.3490,     42.7490,     43.4429,     38.9972
     181,          3.000000,     45.9158,     44.7622,     38.5256,     38.5400,     43.3490,     42.7490,     43.4422,     38.9887
