"EG12_001 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_001.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9542
     2,"FC01.1_R.2",     47.3913,      0.9649
     3,"FC01.2_R.1",     42.6130,      1.3556
     4,"FC01.2_R.2",     40.6528,      1.3654
     5,"FC04.1_C.1",     43.3490,      3.0001
     6,"FC04.1_C.2",     42.9100,      1.3086
     7,"OC999.8",     43.6454,      1.8196
     8,"OC999.9",     42.7011,      1.3552
