"EG12_005 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_005.tcf]","Time (h)","SQ FC04.1_C [EG12_005]","SQ OC_999 [EG12_005]","SQ FC01.1_R [EG12_005]"
      90,          1.483333,     -0.2705,     60.0428,     45.0596
      91,          1.500000,     -0.2339,     59.9923,     44.8609
      92,          1.516667,     -0.1718,     59.9296,     44.6433
      93,          1.533333,     -0.0161,     59.8574,     44.4042
      94,          1.550000,      0.0772,     59.7747,     44.1306
      95,          1.566667,      0.1355,     59.6836,     43.8046
      96,          1.583333,      0.1581,     59.5847,     43.4143
      97,          1.600000,      0.1632,     59.4800,     42.9635
      98,          1.616667,      0.1542,     59.3710,     42.4817
      99,          1.633333,      0.1399,     59.2588,     41.9615
     100,          1.650000,      0.1272,     59.1433,     41.4030
     101,          1.666667,      0.1160,     59.0246,     40.7948
     102,          1.683333,      0.1060,     58.9021,     40.1380
     103,          1.700000,      0.0971,     58.7758,     39.4187
     104,          1.716667,      0.0891,     58.6455,     38.6286
     105,          1.733333,      0.0819,     58.5119,     37.7686
     106,          1.750000,      0.0754,     58.3722,     36.8293
     107,          1.766667,      0.0696,     58.2267,     35.8045
     108,          1.783333,      0.0644,     58.0753,     34.7286
     109,          1.800000,      0.0596,     57.9174,     33.6021
     110,          1.816667,      0.0553,     57.7526,     32.4045
     111,          1.833333,      0.0514,     57.5799,     31.1431
     112,          1.850000,      0.0478,     57.3988,     29.8165
     113,          1.866667,      0.0445,     57.2093,     28.4407
     114,          1.883333,      0.0415,     57.0107,     26.6954
     115,          1.900000,      0.0388,     56.8024,     25.0428
     116,          1.916667,      0.0363,     56.5841,     23.6500
     117,          1.933333,      0.0340,     56.3539,     22.4848
     118,          1.950000,      0.0319,     56.1118,     21.5154
     119,          1.966667,      0.0299,     55.8682,     20.7295
     120,          1.983333,      0.0281,     55.6246,     20.0772
     121,          2.000000,      0.0265,     55.3710,     19.5301
     122,          2.016667,      0.0250,     55.1098,     19.0685
     123,          2.033334,      0.0236,     51.2329,     18.6276
     124,          2.050000,      0.0223,     45.9527,     18.2020
     125,          2.066667,      0.0212,     40.5450,     17.7749
     126,          2.083333,      0.0201,     35.3810,     17.3408
     127,          2.100000,      0.0190,     30.2191,     16.9047
     128,          2.116667,      0.0181,     24.8797,     16.4511
     129,          2.133333,      0.0172,     23.3550,     15.9750
     130,          2.150000,      0.0163,     23.3335,     15.4753
     131,          2.166667,      0.0155,     23.3129,     14.9610
     132,          2.183333,      0.0148,     23.2890,     14.4665
     133,          2.200000,      0.0141,     23.2639,     13.9564
     134,          2.216667,      0.0135,     23.2384,     13.5400
     135,          2.233333,      0.0129,     23.2104,     13.1986
     136,          2.250000,      0.0123,     23.1793,     12.9095
     137,          2.266667,      0.0117,     23.1487,     12.6581
     138,          2.283334,      0.0112,     23.1158,     12.4354
     139,          2.300000,      0.0108,     23.0819,     12.2035
     140,          2.316667,      0.0103,     23.0465,     11.9598
     141,          2.333333,      0.0099,     23.0103,     11.7344
     142,          2.350000,      0.0095,     22.9725,     11.4824
     143,          2.366667,      0.0091,     22.9341,     11.2722
     144,          2.383333,      0.0087,     22.8946,     11.0284
     145,          2.400000,      0.0084,     22.8535,     10.8125
     146,          2.416667,      0.0081,     22.8120,     10.6071
     147,          2.433333,      0.0078,     22.7689,     10.4192
     148,          2.450000,      0.0075,     22.7252,     10.2586
     149,          2.466667,      0.0072,     22.6797,     10.0972
     150,          2.483333,      0.0069,     22.6337,      9.8900
     151,          2.500000,      0.0067,     22.5861,      9.6632
     152,          2.516667,      0.0064,     22.5380,      9.4341
     153,          2.533334,      0.0062,     22.4887,      9.1989
     154,          2.550000,      0.0060,     22.4386,      8.9877
     155,          2.566667,      0.0058,     22.3875,      8.7688
     156,          2.583333,      0.0056,     22.3363,      8.5274
     157,          2.600000,      0.0054,     22.2831,      8.2696
     158,          2.616667,      0.0052,     22.2286,      8.0315
     159,          2.633333,      0.0051,     22.1728,      7.8196
     160,          2.650000,      0.0049,     22.1160,      7.6434
     161,          2.666667,      0.0047,     22.0577,      7.4448
     162,          2.683333,      0.0046,     21.9983,      7.2565
     163,          2.700000,      0.0045,     21.9373,      7.0709
     164,          2.716667,      0.0043,     21.8749,      6.8773
     165,          2.733334,      0.0042,     21.8110,      6.6718
     166,          2.750000,      0.0041,     21.7463,      6.4675
     167,          2.766667,      0.0039,     21.6800,      6.2469
     168,          2.783334,      0.0038,     21.6122,      6.0887
     169,          2.800000,      0.0037,     21.5431,      5.8367
     170,          2.816667,      0.0036,     21.4723,      5.5850
     171,          2.833333,      0.0035,     21.4006,      5.3352
     172,          2.850000,      0.0034,     21.3275,      5.0825
     173,          2.866667,      0.0033,     21.2527,      4.8306
     174,          2.883333,      0.0032,     21.1757,      4.5865
     175,          2.900000,      0.0031,     21.0970,      4.3382
     176,          2.916667,      0.0031,     21.0169,      4.0988
     177,          2.933333,      0.0030,     20.9345,      3.8549
     178,          2.950000,      0.0029,     20.8501,      3.6321
     179,          2.966667,      0.0028,     20.7631,      3.4248
     180,          2.983334,      0.0028,     20.6749,      3.2489
     181,          3.000000,      0.0027,     20.5843,      3.0674
