"EG12_010 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_010.tcf]","Chan ID","Qmax","Time Qmax","Vmax","Time Vmax"
     1,"FC01.1_R",          47.458,          0.9542,      8.1376,          0.9542
     2,"FC04.1_C",           0.204,          1.6045,      0.8851,          1.6786
     3,"OC_002",          61.877,          1.4115,      4.1252,          1.4115
