"EG12_006 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_006.tcf]","Time (h)","H FC01.1_R.1 [EG12_006]","H FC01.1_R.2 [EG12_006]","H FC04.1_C.1 [EG12_006]","H FC04.1_C.2 [EG12_006]","H OC_999.1 [EG12_006]","H OC_999.2 [EG12_006]"
      95,          1.566667,     49.3553,     46.7539,     43.7475,     43.7382,     43.6081,     40.8338
      96,          1.583333,     49.3043,     46.7406,     43.7218,     43.7102,     43.5828,     40.8367
      97,          1.600000,     49.2459,     46.7241,     43.6976,     43.6850,     43.5559,     40.8356
      98,          1.616667,     49.1842,     46.7114,     43.6753,     43.6609,     43.5290,     40.8328
      99,          1.633333,     49.1184,     46.6987,     43.6548,     43.6351,     43.5014,     40.8292
     100,          1.650000,     49.0486,     46.6848,     43.6359,     43.6082,     43.4740,     40.8253
     101,          1.666667,     48.9737,     46.6651,     43.6186,     43.5813,     43.4460,     40.8211
     102,          1.683333,     48.8940,     46.6501,     43.6027,     43.5548,     43.4172,     40.8168
     103,          1.700000,     48.8082,     46.6306,     43.5879,     43.5279,     43.3884,     40.8123
     104,          1.716667,     48.7158,     46.6097,     43.5742,     43.5003,     43.3589,     40.8078
     105,          1.733333,     48.6173,     46.5870,     43.5616,     43.4723,     43.3291,     40.8032
     106,          1.750000,     48.5123,     46.5620,     43.5499,     43.4438,     43.2986,     40.7985
     107,          1.766667,     48.4008,     46.5341,     43.5392,     43.4149,     43.2674,     40.7936
     108,          1.783333,     48.2870,     46.5030,     43.5292,     43.3853,     43.2356,     40.7887
     109,          1.800000,     48.1717,     46.4710,     43.5200,     43.3549,     43.2030,     40.7836
     110,          1.816667,     48.0532,     46.4364,     43.5113,     43.3241,     43.1697,     40.7784
     111,          1.833333,     47.9331,     46.3989,     43.5033,     43.2923,     43.1354,     40.7730
     112,          1.850000,     47.8119,     46.3584,     43.4959,     43.2598,     43.1001,     40.7675
     113,          1.866667,     47.6918,     46.3148,     43.4890,     43.2264,     43.0637,     40.7620
     114,          1.883333,     47.5813,     46.2632,     43.4826,     43.1918,     43.0261,     40.7565
     115,          1.900000,     47.4903,     46.2069,     43.4766,     43.1564,     42.9871,     40.7508
     116,          1.916667,     47.4121,     46.1525,     43.4710,     43.1208,     42.9468,     40.7449
     117,          1.933333,     47.3455,     46.1023,     43.4658,     43.0821,     42.9048,     40.7387
     118,          1.950000,     47.2892,     46.0572,     43.4609,     43.0437,     42.8613,     40.7323
     119,          1.966667,     47.2429,     46.0203,     43.4564,     43.0038,     42.8160,     40.7256
     120,          1.983333,     47.2040,     45.9889,     43.4521,     42.9638,     42.7688,     40.7185
     121,          2.000000,     47.1711,     45.9623,     43.4480,     42.9238,     42.7195,     40.7111
     122,          2.016667,     47.1431,     45.9398,     43.4442,     42.8875,     42.6682,     40.7034
     123,          2.033334,     47.1161,     45.9195,     43.4407,     42.8564,     42.6147,     40.6953
     124,          2.050000,     47.0899,     45.9003,     43.4373,     42.8350,     42.5593,     40.6869
     125,          2.066667,     47.0633,     45.8814,     43.4341,     42.8227,     42.5019,     40.6780
     126,          2.083333,     47.0362,     45.8622,     43.4311,     42.8161,     42.4426,     40.6689
     127,          2.100000,     47.0086,     45.8427,     43.4283,     42.8124,     42.3807,     40.6592
     128,          2.116667,     46.9797,     45.8224,     43.4256,     42.8096,     42.3162,     40.6491
     129,          2.133333,     46.9491,     45.8009,     43.4230,     42.8071,     42.2487,     40.6384
     130,          2.150000,     46.9166,     45.7783,     43.4206,     42.8049,     42.1782,     40.6271
     131,          2.166667,     46.8828,     45.7538,     43.4183,     42.8030,     42.1042,     40.6152
     132,          2.183333,     46.8500,     45.7270,     43.4161,     42.8012,     42.0260,     40.6025
     133,          2.200000,     46.8157,     45.7016,     43.4141,     42.7997,     42.0033,     40.4702
     134,          2.216667,     46.7874,     45.6780,     43.4122,     42.7983,     42.0033,     40.3358
     135,          2.233333,     46.7640,     45.6572,     43.4104,     42.7970,     42.0623,     40.1579
     136,          2.250000,     46.7440,     45.6387,     43.4086,     42.7959,     41.9047,     40.1369
     137,          2.266667,     46.7264,     45.6217,     43.4069,     42.7948,     41.9560,     39.9520
     138,          2.283334,     46.7109,     45.6059,     43.4054,     42.7939,     42.0245,     39.7677
     139,          2.300000,     46.6944,     45.5912,     43.4039,     42.7931,     42.0063,     39.5956
     140,          2.316667,     46.6773,     45.5766,     43.4024,     42.7923,     41.8877,     39.4905
     141,          2.333333,     46.6611,     45.5626,     43.4010,     42.7915,     42.0055,     39.3527
     142,          2.350000,     46.6430,     45.5479,     43.3997,     42.7908,     42.0010,     39.3336
     143,          2.366667,     46.6277,     45.5341,     43.3984,     42.7902,     41.9979,     39.3069
     144,          2.383333,     46.6100,     45.5190,     43.3972,     42.7895,     41.9908,     39.2875
     145,          2.400000,     46.5941,     45.5039,     43.3960,     42.7889,     41.9753,     38.8398
     146,          2.416667,     46.5791,     45.4881,     43.3949,     42.7884,     41.9983,     38.5790
     147,          2.433333,     46.5650,     45.4743,     43.3938,     42.7879,     41.9523,     39.0879
     148,          2.450000,     46.5531,     45.4623,     43.3928,     42.7875,     41.9711,     39.1585
     149,          2.466667,     46.5409,     45.4506,     43.3918,     42.7871,     42.0066,     39.0166
     150,          2.483333,     46.5252,     45.4375,     43.3909,     42.7868,     41.9615,     38.9876
     151,          2.500000,     46.5079,     45.4229,     43.3899,     42.7865,     41.9766,     38.9264
     152,          2.516667,     46.4904,     45.4075,     43.3890,     42.7909,     41.9988,     38.8565
     153,          2.533334,     46.4722,     45.3918,     43.3882,     42.7930,     42.0041,     38.8197
     154,          2.550000,     46.4557,     45.3763,     43.3874,     42.7927,     42.0012,     38.7683
     155,          2.566667,     46.4384,     45.3610,     43.3866,     42.7918,     41.9843,     38.7661
     156,          2.583333,     46.4193,     45.3445,     43.3858,     42.7909,     42.0043,     38.6615
     157,          2.600000,     46.3987,     45.3266,     43.3851,     42.7899,     42.0196,     38.6853
     158,          2.616667,     46.3795,     45.3090,     43.3843,     42.7890,     42.0093,     38.6878
     159,          2.633333,     46.3621,     45.2920,     43.3836,     42.7881,     42.0218,     38.5604
     160,          2.650000,     46.3477,     45.2763,     43.3830,     42.7872,     42.0362,     38.2722
     161,          2.666667,     46.3311,     45.2612,     43.3823,     42.7864,     42.0482,     38.0808
     162,          2.683333,     46.3153,     45.2461,     43.3817,     42.7855,     42.0613,     37.9309
     163,          2.700000,     46.2996,     45.2311,     43.3811,     42.7847,     42.0755,     37.7996
     164,          2.716667,     46.2832,     45.2158,     43.3805,     42.7839,     42.0808,     38.0414
     165,          2.733334,     46.2655,     45.1996,     43.3799,     42.7832,     42.0798,     38.3794
     166,          2.750000,     46.2476,     45.1832,     43.3794,     42.7824,     42.0713,     38.6850
     167,          2.766667,     46.2284,     45.1659,     43.3789,     42.7817,     42.0648,     38.8320
     168,          2.783334,     46.2138,     45.1503,     43.3783,     42.7810,     42.0563,     38.8952
     169,          2.800000,     46.1916,     45.1305,     43.3778,     42.7803,     42.0462,     38.9415
     170,          2.816667,     46.1686,     45.1076,     43.3773,     42.7796,     42.0352,     38.9769
     171,          2.833333,     46.1456,     45.0840,     43.3769,     42.7789,     42.0245,     39.0051
     172,          2.850000,     46.1219,     45.0568,     43.3764,     42.7783,     42.0132,     39.0280
     173,          2.866667,     46.0978,     45.0265,     43.3760,     42.7776,     42.0042,     38.9964
     174,          2.883333,     46.0741,     44.9938,     43.3755,     42.7770,     42.0069,     38.9086
     175,          2.900000,     46.0495,     44.9577,     43.3751,     42.7764,     41.9754,     38.8817
     176,          2.916667,     46.0253,     44.9217,     43.3747,     42.7757,     41.9722,     38.8074
     177,          2.933333,     46.0003,     44.8841,     43.3743,     42.7750,     41.9906,     38.7028
     178,          2.950000,     45.9771,     44.8502,     43.3739,     42.7745,     42.0086,     38.6019
     179,          2.966667,     45.9548,     44.8191,     43.3736,     42.7739,     41.9943,     38.4733
     180,          2.983334,     45.9357,     44.7906,     43.3732,     42.7733,     41.9998,     38.1788
     181,          3.000000,     45.9156,     44.7623,     43.3728,     42.7728,     41.9632,     38.4786
