"EG12_007 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_007.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9543
     2,"FC01.1_R.2",     47.3913,      0.9649
     3,"FC04.1_C.1",     43.6649,      1.4452
     4,"FC04.1_C.2",     43.6707,      1.3973
     5,"OC_001.1",     43.5881,      1.3902
     6,"OC_001.2",     40.9990,      3.0001
