"EG12_004 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_004.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9542
     2,"FC01.1_R.2",     47.3914,      0.9614
     3,"FC01.2_R.1",     42.6103,      1.3599
     4,"FC01.2_R.2",     40.6523,      1.3696
     5,"FC04.1_C.1",     43.3490,      3.0001
     6,"FC04.1_C.2",     42.9074,      1.3086
     7,"OC999.8",     43.4432,      1.4854
     8,"OC999.9",     42.6994,      1.3619
