"EG12_009 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_009.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9539
     2,"FC01.1_R.2",     47.3913,      0.9640
     3,"FC04.1_C.1",     43.9984,      1.6274
     4,"FC04.1_C.2",     43.9994,      1.5942
     5,"OC_002.1",     43.9667,      1.5975
     6,"OC_002.2",     41.9990,      3.0001
